osmid,oneway,lanes,name,highway,reversed,length,ref,geometry,maxspeed,access,bridge
692267774,False,2,Calle 8 de Marzo,residential,False,101.652,,"LINESTRING (-97.1795821 18.8053159, -97.179551 18.8044022)",,,
692267774,False,2,Calle 8 de Marzo,residential,True,10.714,,"LINESTRING (-97.1795821 18.8053159, -97.1795686 18.8054114)",,,
121498738,True,,Avenida Miguel Hidalgo,primary,False,27.851,MEX 150,"LINESTRING (-97.1795821 18.8053159, -97.1794783 18.8053985, -97.1793795 18.805477)",,,
158801493,False,,Calle 16 de Septiembre,residential,False,125.905,,"LINESTRING (-97.1778984 18.8067506, -97.1771096 18.8058994)",,,
158801493,False,,Calle 16 de Septiembre,residential,True,11.247,,"LINESTRING (-97.1778984 18.8067506, -97.1779965 18.8067907)",,,
1077776624,True,,Calle Francisco I. Madero,residential,False,70.461,,"LINESTRING (-97.1808598 18.8042389, -97.1813297 18.8046902)",,,
784912739,True,,Avenida Miguel Hidalgo,primary,False,102.131,MEX 150,"LINESTRING (-97.1808598 18.8042389, -97.1812097 18.8039154, -97.181554 18.8035972)",,,
634565469,False,,Calle Melchor Ocampo,secondary,False,72.239,,"LINESTRING (-97.181554 18.8035972, -97.1820504 18.8040458)",,,
634565469,False,,Calle Melchor Ocampo,secondary,True,7.124,,"LINESTRING (-97.181554 18.8035972, -97.1815099 18.8035486)",,,
784912739,True,,Avenida Miguel Hidalgo,primary,False,103.158,MEX 150,"LINESTRING (-97.181554 18.8035972, -97.1822543 18.8029482)",,,
1077708929,True,,Calle Francisco Ferrer Guardia,secondary,False,9.097,,"LINESTRING (-97.1855033 18.7999723, -97.1854412 18.7999154)",,,
121498738,True,,Avenida Miguel Hidalgo,primary,False,136.841,MEX 150,"LINESTRING (-97.1854412 18.7999154, -97.1846316 18.8006685, -97.1845171 18.8007809)",,,
156378975,False,,Avenida Sol de Mayo,residential,True,97.072,,"LINESTRING (-97.1788784 18.7996186, -97.178224 18.8002337)",,,
1077776321,False,,Calle Carrillo Puerto,residential,False,74.152,,"LINESTRING (-97.1788784 18.7996186, -97.1793821 18.8000848)",,,
156378717,False,,Calle Melchor Ocampo,residential,False,89.99,,"LINESTRING (-97.1776005 18.79968, -97.178224 18.8002337)",,,
692267774,False,2,Calle 8 de Marzo,residential,True,66.068,,"LINESTRING (-97.1797306 18.7997844, -97.1796659 18.8003754)",,,
1077781483,False,,Avenida Minerva,residential,True,49.613,,"LINESTRING (-97.1797306 18.7997844, -97.1793821 18.8000848)",,,
156378716,True,,Calle Rafaél Moreno,residential,False,71.867,,"LINESTRING (-97.1805378 18.7999189, -97.1810051 18.8003901)",,,
156378730,True,,Calle Júpiter,residential,False,100.963,,"LINESTRING (-97.1805378 18.7999189, -97.1798516 18.8005533)",,,
1077776321,False,,Calle Carrillo Puerto,residential,False,44.007,,"LINESTRING (-97.1793821 18.8000848, -97.1796659 18.8003754)",,,
1077776321,False,,Calle Carrillo Puerto,residential,True,74.152,,"LINESTRING (-97.1793821 18.8000848, -97.1788784 18.7996186)",,,
