osmid,oneway,lanes,highway,reversed,length,geometry,name,bridge,maxspeed,ref,tunnel
"[24963122, 24963123, 847291455]",True,2,motorway_link,False,256.07,"LINESTRING (-99.2324436 19.4796235, -99.2324426 19.4794368, -99.2324445 19.4791964, -99.2324357 19.4791249, -99.2324227 19.4790605, -99.2324056 19.4790058, -99.2323809 19.4789598, -99.2323412 19.4789161, -99.232285 19.4788673, -99.2322062 19.4788198, -99.23204 19.4787595, -99.2319237 19.4787175, -99.2318147 19.4786685, -99.2317184 19.4786052, -99.2316429 19.4785252, -99.2314996 19.4783056, -99.2314444 19.4782145, -99.2313766 19.4781083, -99.2313408 19.4780706, -99.2313101 19.4780456, -99.2312119 19.4779781, -99.2311791 19.477956, -99.2311496 19.4779377, -99.231118 19.4779222)",,yes,,,
24963124,True,1,primary_link,False,168.433,"LINESTRING (-99.2326089 19.4806185, -99.2326348 19.4804656, -99.2326192 19.4803747, -99.232542 19.4801313, -99.2324774 19.4799434, -99.2324679 19.4798418, -99.23248 19.4797344, -99.2326866 19.4793374, -99.232716 19.4791757)",,,,,
"[463012545, 24963115, 24963118, 24963119]",True,3,primary,False,240.26999999999998,"LINESTRING (-99.2326089 19.4806185, -99.232344 19.4800957, -99.2323247 19.4800581, -99.2321147 19.4796495, -99.2317285 19.4789293, -99.2315906 19.4786829)","['Periférico Boulevard Manuel Ávila Camacho', 'Boulevard Manuel Ávila Camacho']",yes,,,
128212301,True,2,primary_link,False,160.02,"LINESTRING (-99.2324801 19.4795462, -99.2325027 19.4792475, -99.232491 19.4791105, -99.2324718 19.4790275, -99.2324424 19.4789504, -99.2324075 19.4788658, -99.2323613 19.4787594, -99.2323138 19.4786635, -99.2322804 19.4786044, -99.2322447 19.4785705, -99.2321741 19.4785344, -99.2320991 19.4785243, -99.2320235 19.4785329, -99.2318318 19.4785917)",,,,,
850527134,True,2,primary,False,48.063,"LINESTRING (-99.2324801 19.4795462, -99.2326388 19.4793063, -99.232716 19.4791757)",Calle Vía Doctor Gustavo Baz Prada,,,,
845490172,True,2,primary,False,90.429,"LINESTRING (-99.2312055 19.4815737, -99.2315408 19.4808244)",Calle Vía Doctor Gustavo Baz Prada,,60,,
24963126,True,1,primary_link,False,160.66600000000003,"LINESTRING (-99.2312055 19.4815737, -99.2313118 19.4814766, -99.2314203 19.4813894, -99.2315371 19.4813122, -99.2316558 19.4812577, -99.2317611 19.4812218, -99.2318774 19.481208, -99.2320018 19.4812136, -99.2321137 19.4812266, -99.2321748 19.4812436, -99.2322613 19.4812711, -99.2323411 19.4813048, -99.2323979 19.4813326, -99.2324675 19.4813731, -99.2325333 19.4814189, -99.232557 19.4814376)",,,,,
845500774,True,3,primary,False,24.51,"LINESTRING (-99.2327034 19.481585, -99.2328057 19.4817832)",Boulevard Manuel Ávila Camacho,,,,
24963128,True,1,primary_link,False,152.254,"LINESTRING (-99.2322227 19.4806384, -99.2322895 19.4808406, -99.232296 19.4808956, -99.2322893 19.4809677, -99.2322667 19.4810239, -99.2322211 19.4810682, -99.2321849 19.4810871, -99.2321174 19.4810923, -99.23204 19.4810871, -99.2319497 19.481062, -99.2318536 19.481005, -99.2317918 19.4809543, -99.231749 19.4809114, -99.2317182 19.4808646, -99.2316944 19.4807988, -99.2316931 19.4807244, -99.2317034 19.4806573, -99.2317424 19.4805293)",,,,,
845500774,True,3,primary,False,116.702,"LINESTRING (-99.2322227 19.4806384, -99.2322885 19.4807607, -99.2325819 19.4813437, -99.2327034 19.481585)",Boulevard Manuel Ávila Camacho,,,,
846483700,True,3,primary,False,23.064,"LINESTRING (-99.2317424 19.4805293, -99.231879 19.4803667)",Calle Vía Doctor Gustavo Baz Prada,,,,
803419942,True,3,primary,False,16.084,"LINESTRING (-99.2339963 19.4762782, -99.2340497 19.4761426)",Avenida México,,50,,
"[776061819, 846447121, 776059163]",False,,residential,False,45.335,"LINESTRING (-99.2339963 19.4762782, -99.2340872 19.4762908, -99.2341979 19.4763218, -99.2344151 19.4763775)",Cerrada De Los Leonés,,,,
24963346,True,3,primary,False,157.381,"LINESTRING (-99.2341422 19.4759466, -99.2342146 19.4758872, -99.2351939 19.474937)",Calle Gabriel Ramos Millan,,,,
846471162,True,2,secondary,False,105.245,"LINESTRING (-99.2341422 19.4759466, -99.2342575 19.4755211, -99.234299 19.4753678, -99.234328 19.4751877, -99.2343447 19.4750215)",Avenida Juárez,,,,
224752824,True,,residential,False,108.417,"LINESTRING (-99.2343447 19.4750215, -99.2339161 19.4748999, -99.2333544 19.4747405)",Calle Isabel La Católica,,,,
128212883,False,,residential,True,27.816,"LINESTRING (-99.2325449 19.4827534, -99.2322874 19.482693)",Calle Revolución,,,,
220678713,False,,residential,True,54.129,"LINESTRING (-99.2325449 19.4827534, -99.2325548 19.4822667)",Calle Hacienda de Emiliano Zapata,,,,
847225874,True,2,primary,False,91.244,"LINESTRING (-99.2307681 19.4822394, -99.2307505 19.4822908, -99.2305122 19.4830237)",Calle Vía Doctor Gustavo Baz Prada,,60,,
24963114,True,3,primary,False,122.208,"LINESTRING (-99.2309472 19.4774435, -99.2306431 19.4768331, -99.2305377 19.4766082, -99.230457 19.4764464)",Periférico Boulevard Manuel Ávila Camacho,,,,
803419942,True,3,primary,False,56.501,"LINESTRING (-99.233898 19.4767778, -99.2339963 19.4762782)",Avenida México,,50,,
224752819,False,,residential,False,56.226,"LINESTRING (-99.2357087 19.4771765, -99.2353703 19.4775688)",Privada Bahamas,,,,
776059174,True,2,tertiary,False,43.827,"LINESTRING (-99.2357087 19.4771765, -99.2359046 19.4775247)",Avenida Del Caribe,,,,
413470939,True,3,secondary,False,73.03,"LINESTRING (-99.2340878 19.4774031, -99.2340437 19.4773434, -99.2340193 19.47729, -99.233974 19.4771652, -99.2339568 19.4770725, -99.233898 19.4767778)",Avenida México,,,,
830021690,False,,residential,True,48.733999999999995,"LINESTRING (-99.2340878 19.4774031, -99.2341 19.4773611, -99.2341033 19.4773213, -99.2340906 19.477265, -99.2340839 19.4772221, -99.2340906 19.4771626, -99.2341885 19.4769919)",Calle Mariana O.,,,,
224751616,False,,residential,True,157.956,"LINESTRING (-99.2363289 19.478841, -99.2357369 19.4801473)",Calle Valle de Zumpango,,,,
413470939,True,3,secondary,False,58.12,"LINESTRING (-99.2363289 19.478841, -99.2358437 19.4785881)",Avenida México,,,,
413470939,True,3,secondary,False,38.48,"LINESTRING (-99.2367329 19.4790623, -99.2364166 19.4788867)",Avenida México,,,,
650016492,False,2,residential,True,18.587,"LINESTRING (-99.2367329 19.4790623, -99.2368648 19.4789506)",,,,,
224751630,False,,residential,True,152.31199999999998,"LINESTRING (-99.2367329 19.4790623, -99.2366702 19.4791181, -99.236641 19.479167, -99.2362485 19.4803425)",Calle Valle de Bravo,,,,
224751080,False,2,unclassified,False,65.745,"LINESTRING (-99.2295653 19.4758807, -99.2294303 19.4764581)",Calle 8,,,,
845857928,True,1,unclassified,False,18.401999999999997,"LINESTRING (-99.2295653 19.4758807, -99.2296345 19.4758456, -99.2296898 19.4758385, -99.2297301 19.4758463)",Calle 8,,,,
224751080,False,2,unclassified,True,65.745,"LINESTRING (-99.2294303 19.4764581, -99.2295653 19.4758807)",Calle 8,,,,
224751080,False,2,unclassified,False,228.39,"LINESTRING (-99.2294303 19.4764581, -99.2291102 19.4777075, -99.2289151 19.4784538)",Calle 8,,,,
224751077,False,,residential,False,107.66199999999999,"LINESTRING (-99.2307821 19.4782788, -99.2304907 19.4790563, -99.2304399 19.4791917)",Calle 9,,,,
551952838,False,2,unclassified,True,179.675,"LINESTRING (-99.2289151 19.4784538, -99.2304399 19.4791917)",Calzada de la Naranja,,,,
224751080,False,2,unclassified,True,228.39,"LINESTRING (-99.2289151 19.4784538, -99.2291102 19.4777075, -99.2294303 19.4764581)",Calle 8,,,,
551952838,False,2,unclassified,False,179.675,"LINESTRING (-99.2304399 19.4791917, -99.2289151 19.4784538)",Calzada de la Naranja,,,,
551952838,False,2,unclassified,True,66.408,"LINESTRING (-99.2304399 19.4791917, -99.2310087 19.4794546)",Calzada de la Naranja,,,,
224751077,False,,residential,True,107.66199999999999,"LINESTRING (-99.2304399 19.4791917, -99.2304907 19.4790563, -99.2307821 19.4782788)",Calle 9,,,,
551952838,False,2,unclassified,False,66.408,"LINESTRING (-99.2310087 19.4794546, -99.2304399 19.4791917)",Calzada de la Naranja,,,,
551952839,True,,residential,False,301.825,"LINESTRING (-99.2294098 19.4817264, -99.2304399 19.4791917)",Calle 9,,,,
128212881,True,,unclassified,False,153.563,"LINESTRING (-99.2294098 19.4817264, -99.2299292 19.481957, -99.2307681 19.4822394)",Calle Alce Blanco,,,,
551952839,True,,residential,False,89.565,"LINESTRING (-99.2291208 19.4824844, -99.2294098 19.4817264)",Calle 9,,,,
128212883,False,,residential,False,58.589,"LINESTRING (-99.231749 19.4825516, -99.2322874 19.482693)",Calle Revolución,,,,
128212883,False,,residential,True,46.65,"LINESTRING (-99.231749 19.4825516, -99.2313187 19.4824446)",Calle Revolución,,,,
224751066,False,,residential,False,138.894,"LINESTRING (-99.231749 19.4825516, -99.2320808 19.4813423)",Calle Francisco Sarabia,,,,
224751066,False,,residential,True,89.779,"LINESTRING (-99.231749 19.4825516, -99.2315266 19.4833313)",Calle Francisco Sarabia,,,,
899806460,True,,residential,False,157.704,"LINESTRING (-99.2305122 19.4830237, -99.2291208 19.4824844)",Calle Cuauhtémoc,,,,
224751073,True,,residential,False,36.844,"LINESTRING (-99.2307203 19.4831086, -99.2310573 19.4832027)",Calle Cuauhtémoc,,,,
425039918,True,3,primary,False,88.63300000000001,"LINESTRING (-99.2307203 19.4831086, -99.2308407 19.4827409, -99.2309019 19.4825542, -99.2309698 19.482347)",Calle Vía Doctor Gustavo Baz Prada,,60,,
224751050,True,,residential,False,50.252,"LINESTRING (-99.2288332 19.4833002, -99.2283738 19.4831711)",Calle Negra Modelo,,,,
551952839,True,,residential,False,95.592,"LINESTRING (-99.2288332 19.4833002, -99.2291208 19.4824844)",Calle 9,,,,
224751066,False,,residential,False,89.779,"LINESTRING (-99.2315266 19.4833313, -99.231749 19.4825516)",Calle Francisco Sarabia,,,,
776044673,False,,residential,True,25.749000000000002,"LINESTRING (-99.2336443 19.476823, -99.2337231 19.4767745, -99.2338294 19.4766727)",Avenida Benito Juárez,,,,
"[1104954166, 846452429, 776845030, 846452430]",True,"['2', '3']",secondary,False,456.3500000000001,"LINESTRING (-99.2336443 19.476823, -99.2336386 19.476892, -99.2335998 19.4769527, -99.2334035 19.477147, -99.2333622 19.4771935, -99.2333292 19.4772554, -99.2331706 19.4775791, -99.233123 19.477668, -99.2330639 19.4777524, -99.2326215 19.4782504, -99.2325909 19.4783267, -99.2325952 19.4784099, -99.2326772 19.4789123, -99.2327037 19.4789722, -99.2327567 19.4790182, -99.2336031 19.4793341, -99.2336651 19.4793572, -99.2337043 19.47937, -99.2338161 19.4794057, -99.2338575 19.4794231, -99.23392 19.479447, -99.2341877 19.4795515, -99.2342886 19.4795881)","['Calle Valle de México', 'Avenida Benito Juárez']",,,,
830021694,True,,residential,False,57.123,"LINESTRING (-99.2354041 19.4783304, -99.235189 19.4788024)",Calle Valle de Jilotepec,,,,
413470939,True,3,secondary,False,172.696,"LINESTRING (-99.2354041 19.4783304, -99.2350002 19.4780772, -99.2345265 19.4777695, -99.234311 19.4776089, -99.2341909 19.4775051, -99.2340878 19.4774031)",Avenida México,,,,
224751602,False,,residential,True,165.092,"LINESTRING (-99.2358437 19.4785881, -99.2352385 19.4799588)",Calle Valle de Toluca,,,,
413470939,True,3,secondary,False,54.266,"LINESTRING (-99.2358437 19.4785881, -99.2354041 19.4783304)",Avenida México,,,,
224751603,False,,residential,False,43.388,"LINESTRING (-99.2348132 19.4786389, -99.235189 19.4788024)",Privada Segunda Cerrada De Jilotepec,,,,
224751603,False,,residential,True,43.388,"LINESTRING (-99.235189 19.4788024, -99.2348132 19.4786389)",Privada Segunda Cerrada De Jilotepec,,,,
830021694,True,,residential,False,55.256,"LINESTRING (-99.235189 19.4788024, -99.234981 19.479259)",Calle Valle de Jilotepec,,,,
224751606,False,,residential,False,48.644,"LINESTRING (-99.234549 19.4790993, -99.234981 19.479259)",Privada Primera Cerrada De Jilotepec,,,,
224751606,False,,residential,True,48.644,"LINESTRING (-99.234981 19.479259, -99.234549 19.4790993)",Privada Primera Cerrada De Jilotepec,,,,
830021694,True,,residential,False,60.716,"LINESTRING (-99.234981 19.479259, -99.2347524 19.4797607)",Calle Valle de Jilotepec,,,,
846452430,True,3,secondary,False,55.515,"LINESTRING (-99.2347524 19.4797607, -99.2352385 19.4799588)",Calle Valle de México,,,,
224751602,False,,residential,False,165.092,"LINESTRING (-99.2352385 19.4799588, -99.2358437 19.4785881)",Calle Valle de Toluca,,,,
224751602,False,,residential,True,167.151,"LINESTRING (-99.2352385 19.4799588, -99.2346222 19.4813452)",Calle Valle de Toluca,,,,
846452430,True,3,secondary,False,56.295,"LINESTRING (-99.2352385 19.4799588, -99.2357369 19.4801473)",Calle Valle de México,,,,
224751616,False,,residential,False,157.956,"LINESTRING (-99.2357369 19.4801473, -99.2363289 19.478841)",Calle Valle de Zumpango,,,,
224751616,False,,residential,True,160.796,"LINESTRING (-99.2357369 19.4801473, -99.2351413 19.4814799)",Calle Valle de Zumpango,,,,
846452430,True,3,secondary,False,57.857,"LINESTRING (-99.2357369 19.4801473, -99.2362485 19.4803425)",Calle Valle de México,,,,
224751630,False,,residential,True,152.178,"LINESTRING (-99.2362485 19.4803425, -99.2357725 19.4816354)",Calle Valle de Bravo,,,,
846452430,True,3,secondary,False,115.021,"LINESTRING (-99.2362485 19.4803425, -99.237073 19.481025)",Calle Valle de México,,,,
224751630,False,,residential,False,152.31199999999998,"LINESTRING (-99.2362485 19.4803425, -99.236641 19.479167, -99.2366702 19.4791181, -99.2367329 19.4790623)",Calle Valle de Bravo,,,,
847270620,True,2,secondary,False,42.711,"LINESTRING (-99.237073 19.481025, -99.2374346 19.480848)",Calle Managua,,,,
776843688,False,,residential,False,9.564,"LINESTRING (-99.2336338 19.4810785, -99.2335465 19.4810535)",Andador Morelos,,,,
248498045,True,,residential,False,179.37900000000002,"LINESTRING (-99.2336338 19.4810785, -99.2336496 19.4810424, -99.2342045 19.4797795, -99.2342886 19.4795881)",Calle Valle de Tenancingo,,,,
224751617,False,,residential,False,90.582,"LINESTRING (-99.2368745 19.481127, -99.2373858 19.4817837)",Calle Ciudad Antigua,,,,
224751655,True,,residential,False,23.699,"LINESTRING (-99.2368745 19.481127, -99.237073 19.481025)",Calle Managua,,,,
224751598,False,,residential,False,56.021,"LINESTRING (-99.2341055 19.4812166, -99.2346222 19.4813452)",Calle Valle de Solís,,,,
830021692,True,,residential,False,175.519,"LINESTRING (-99.2341055 19.4812166, -99.2347524 19.4797607)",Calle Valle de Jilotepec,,,,
908543614,True,,residential,False,51.778,"LINESTRING (-99.2341055 19.4812166, -99.2336338 19.4810785)",Calle Valle de Solís,,,,
224751655,True,,residential,False,39.316,"LINESTRING (-99.2365419 19.4812904, -99.2368745 19.481127)",Calle Managua,,,,
224751649,False,,residential,False,185.778,"LINESTRING (-99.2365419 19.4812904, -99.2370445 19.481989, -99.2371955 19.4821891, -99.23754 19.4826709)",Calle Tegucigalpa,,,,
224751598,False,,residential,False,56.44,"LINESTRING (-99.2346222 19.4813452, -99.2351413 19.4814799)",Calle Valle de Solís,,,,
224751598,False,,residential,True,56.021,"LINESTRING (-99.2346222 19.4813452, -99.2341055 19.4812166)",Calle Valle de Solís,,,,
224751602,False,,residential,False,167.151,"LINESTRING (-99.2346222 19.4813452, -99.2352385 19.4799588)",Calle Valle de Toluca,,,,
224751598,False,,residential,False,68.39,"LINESTRING (-99.2351413 19.4814799, -99.2357725 19.4816354)",Calle Valle de Solís,,,,
224751598,False,,residential,True,56.44,"LINESTRING (-99.2351413 19.4814799, -99.2346222 19.4813452)",Calle Valle de Solís,,,,
224751616,False,,residential,False,160.796,"LINESTRING (-99.2351413 19.4814799, -99.2357369 19.4801473)",Calle Valle de Zumpango,,,,
"[224751616, 880033849]",False,,residential,True,42.593999999999994,"LINESTRING (-99.2351413 19.4814799, -99.2349992 19.4818015, -99.2349867 19.4818341)",Calle Valle de Zumpango,,,,
224751598,False,,residential,True,68.39,"LINESTRING (-99.2357725 19.4816354, -99.2351413 19.4814799)",Calle Valle de Solís,,,,
224751630,False,,residential,False,152.178,"LINESTRING (-99.2357725 19.4816354, -99.2362485 19.4803425)",Calle Valle de Bravo,,,,
224751655,True,,residential,False,16.024,"LINESTRING (-99.2357725 19.4816354, -99.2359164 19.4815868)",Calle Managua,,,,
776845028,False,,residential,False,84.088,"LINESTRING (-99.2357725 19.4816354, -99.235877 19.4817273, -99.2363864 19.4821218)",Privada Valle de Solís,,,,
776845029,True,,residential,False,52.529,"LINESTRING (-99.2338934 19.4816446, -99.2341055 19.4812166)",Calle Valle de Jilotepec,,,,
224751640,False,,residential,False,116.532,"LINESTRING (-99.2338934 19.4816446, -99.2339605 19.4816548, -99.2349867 19.4818341)",Calle Lerma,,,,
224751617,False,,residential,True,90.582,"LINESTRING (-99.2373858 19.4817837, -99.2368745 19.481127)",Calle Ciudad Antigua,,,,
224751640,False,,residential,False,150.176,"LINESTRING (-99.2349867 19.4818341, -99.2363864 19.4821218)",Calle Lerma,,,,
224751640,False,,residential,True,116.532,"LINESTRING (-99.2349867 19.4818341, -99.2339605 19.4816548, -99.2338934 19.4816446)",Calle Lerma,,,,
"[224751616, 880033849]",False,,residential,False,42.593999999999994,"LINESTRING (-99.2349867 19.4818341, -99.2349992 19.4818015, -99.2351413 19.4814799)",Calle Valle de Zumpango,,,,
224751635,False,,residential,False,56.955,"LINESTRING (-99.23327 19.4818776, -99.2338104 19.4819306)",Calle Valle de Morelos,,,,
463012545,True,3,primary,False,98.43799999999999,"LINESTRING (-99.23327 19.4818776, -99.2329752 19.4813243, -99.2328522 19.4810848)",Boulevard Manuel Ávila Camacho,,,,
224751635,False,,residential,True,56.955,"LINESTRING (-99.2338104 19.4819306, -99.23327 19.4818776)",Calle Valle de Morelos,,,,
776845027,False,,residential,False,68.883,"LINESTRING (-99.2338104 19.4819306, -99.2344641 19.4819935)",Privada Valle de Morelos,,,,
224751657,True,,residential,False,33.824,"LINESTRING (-99.2338104 19.4819306, -99.233823 19.4817791, -99.2338315 19.4817396, -99.2338496 19.4817029, -99.2338934 19.4816446)",Calle Valle de Jilotepec,,,,
776845027,False,,residential,True,68.883,"LINESTRING (-99.2344641 19.4819935, -99.2338104 19.4819306)",Privada Valle de Morelos,,,,
224751640,False,,residential,True,150.176,"LINESTRING (-99.2363864 19.4821218, -99.2349867 19.4818341)",Calle Lerma,,,,
776845028,False,,residential,True,84.088,"LINESTRING (-99.2363864 19.4821218, -99.235877 19.4817273, -99.2357725 19.4816354)",Privada Valle de Solís,,,,
224751657,True,,residential,False,87.388,"LINESTRING (-99.2337147 19.4827113, -99.2338104 19.4819306)",Calle Valle de Jilotepec,,,,
463012545,True,3,primary,False,103.765,"LINESTRING (-99.2337147 19.4827113, -99.23327 19.4818776)",Boulevard Manuel Ávila Camacho,,,,
224752326,True,2,residential,False,38.643,"LINESTRING (-99.2371641 19.4772957, -99.2374744 19.4771081)",Avenida Sudamérica,,,,
224752331,False,,residential,False,42.408,"LINESTRING (-99.2371641 19.4772957, -99.2373523 19.4776333)",Calle Tercera De Canadá,,20,,
776061822,False,,residential,True,10.267,"LINESTRING (-99.2371641 19.4772957, -99.2371212 19.4772127)",Calle Segunda De Canadá,,20,,
224752310,False,,residential,False,6.037,"LINESTRING (-99.2373523 19.4776333, -99.237319 19.4776776)",Calle Isla De Terranova,,,,
224752331,False,,residential,False,42.546,"LINESTRING (-99.2373523 19.4776333, -99.2375411 19.477972)",Calle Tercera De Canadá,,20,,
224752331,False,,residential,True,42.408,"LINESTRING (-99.2373523 19.4776333, -99.2371641 19.4772957)",Calle Tercera De Canadá,,20,,
224752324,False,,residential,True,11.457,"LINESTRING (-99.2366499 19.4779079, -99.2366009 19.4778158)",Calle Segunda De Camaguey,,,,
224752326,True,2,residential,False,86.97800000000001,"LINESTRING (-99.2366499 19.4779079, -99.2369061 19.4775663, -99.2371641 19.4772957)",Avenida Sudamérica,,,,
224752315,False,,residential,False,128.151,"LINESTRING (-99.2375411 19.477972, -99.2367922 19.4788829)",Calle Montreal,,,,
224752331,False,,residential,True,42.546,"LINESTRING (-99.2375411 19.477972, -99.2373523 19.4776333)",Calle Tercera De Canadá,,20,,
224752326,True,2,residential,False,8.976,"LINESTRING (-99.2363516 19.4783456, -99.2363979 19.4782777)",Avenida Sudamérica,,,,
776059174,True,2,tertiary,False,34.122,"LINESTRING (-99.2363516 19.4783456, -99.2364971 19.4786201)",Avenida Del Caribe,,,,
846176051,True,2,secondary,False,30.157,"LINESTRING (-99.2371013 19.479105, -99.2368648 19.4789506)",Avenida México,,,,
846176051,True,2,secondary,False,41.237,"LINESTRING (-99.2374081 19.4793371, -99.2371013 19.479105)",Avenida México,,,,
224751655,True,,residential,False,73.388,"LINESTRING (-99.2359164 19.4815868, -99.2365419 19.4812904)",Calle Managua,,,,
776851719,False,,residential,True,83.351,"LINESTRING (-99.2359164 19.4815868, -99.2363639 19.4817396, -99.2364115 19.4817593, -99.2366374 19.4818938)",,,,,
224752824,True,,residential,False,29.99,"LINESTRING (-99.2333544 19.4747405, -99.2330813 19.4746602)",Calle Isabel La Católica,,,,
776032120,True,3,primary,False,93.002,"LINESTRING (-99.2333544 19.4747405, -99.2331012 19.4755421)",Avenida Doctor Gustavo Baz Prada,,,,
224752823,True,2,tertiary,False,40.104,"LINESTRING (-99.2365786 19.4747339, -99.2368723 19.4745028)",Calle Norteamerica,,,,
"[776061840, 224752838, 776061839]",False,,residential,False,254.664,"LINESTRING (-99.2365786 19.4747339, -99.2370228 19.475519, -99.2370535 19.4755522, -99.2371039 19.4755525, -99.2373422 19.4754218, -99.2373698 19.4753957, -99.2373675 19.4753581, -99.2368723 19.4745028)","['Calle Primera De Maracaibo', 'Andador República Dominicada', 'Calle Primera De Cali']",,,,
224752823,True,2,tertiary,False,35.333,"LINESTRING (-99.2363351 19.4749536, -99.2365786 19.4747339)",Calle Norteamerica,,,,
