osmid,oneway,name,highway,reversed,length,geometry,ref,bridge,access
186127049,True,Calle 6 Poniente,secondary,False,115.158,"LINESTRING (-97.6901273 19.4673648, -97.691225 19.4674027)",,,
256490109,True,Calle 7 Norte,residential,False,99.61,"LINESTRING (-97.6901273 19.4673648, -97.6900183 19.4682547)",,,
256487955,True,Avenida 16 de Septiembre,residential,False,99.893,"LINESTRING (-97.687051 19.4646116, -97.687151 19.4637182)",,,
363051985,False,Avenida 16 de Septiembre,residential,True,12.167,"LINESTRING (-97.687051 19.4646116, -97.6871472 19.4645504)",,,
306193408,True,Calle 5 de Mayo,residential,False,143.514,"LINESTRING (-97.687051 19.4646116, -97.6858661 19.4645619, -97.6856839 19.4645478)",,,
325511677,True,Avenida 16 de Septiembre,residential,False,37.675,"LINESTRING (-97.687505 19.4604464, -97.687539 19.4601091)",,,
256496216,True,Calle 2 Poniente,residential,False,120.045,"LINESTRING (-97.6869556 19.4655063, -97.6881005 19.4655231)",,,
256493033,True,Avenida 16 de Septiembre,residential,False,99.988,"LINESTRING (-97.6869556 19.4655063, -97.686993 19.4651652, -97.687051 19.4646116)",,,
256493033,True,Avenida 16 de Septiembre,residential,False,104.269,"LINESTRING (-97.6868291 19.4664364, -97.6869556 19.4655063)",,,
256625979,True,Calle 4 Oriente,secondary,False,120.906,"LINESTRING (-97.6868291 19.4664364, -97.6856777 19.4663747)",,,
306193408,True,Calle 5 de Mayo,residential,False,61.387,"LINESTRING (-97.6847435 19.4644785, -97.684158 19.4644837)",,,
772240443,False,Avenida Ávila Camacho 4 Norte,primary,False,101.081,"LINESTRING (-97.6847435 19.4644785, -97.6846382 19.4653821)",MEX 129,,
"[337015121, 518697583]",False,Avenida 4 Sur,primary,True,95.731,"LINESTRING (-97.6847435 19.4644785, -97.6847677 19.4642684, -97.6848421 19.4636226)",MEX 129,,
256594744,True,Calle 5 Sur,residential,False,102.769,"LINESTRING (-97.6893324 19.4647014, -97.6894103 19.4637801)",,,
341072370,True,Calle 5 de Mayo,residential,False,133.892,"LINESTRING (-97.6893324 19.4647014, -97.6881855 19.464636, -97.6880574 19.4646344)",,,
341072370,True,Calle 5 de Mayo,residential,False,114.816,"LINESTRING (-97.6904259 19.4647581, -97.6893324 19.4647014)",,,
458172373,False,Calle 7 Norte,residential,True,97.001,"LINESTRING (-97.6904259 19.4647581, -97.6903305 19.4656258)",,,
256595584,True,Calle 9 Sur,residential,False,109.369,"LINESTRING (-97.6915247 19.464865, -97.6916414 19.4638876)",,,
341072370,True,Calle 5 de Mayo,residential,False,115.81,"LINESTRING (-97.6915247 19.464865, -97.6904259 19.4647581)",,,
256490109,True,Calle 7 Norte,residential,False,99.186,"LINESTRING (-97.6903305 19.4656258, -97.6902335 19.4665131)",,,
256496216,True,Calle 2 Poniente,residential,False,43.358,"LINESTRING (-97.6903305 19.4656258, -97.6907434 19.465648)",,,
458172373,False,Calle 7 Norte,residential,False,97.001,"LINESTRING (-97.6903305 19.4656258, -97.6904259 19.4647581)",,,
186127049,True,Calle 6 Poniente,secondary,False,114.825,"LINESTRING (-97.6890336 19.467356, -97.68911 19.4673427, -97.6901273 19.4673648)",,,
771755070,True,Calle 5 Norte,residential,False,98.864,"LINESTRING (-97.6890336 19.467356, -97.6890431 19.4672798, -97.6891335 19.4664719)",,,
340000825,True,Calle 4 Poniente,secondary,False,117.363,"LINESTRING (-97.6891335 19.4664719, -97.688698 19.4664652, -97.6880147 19.4664381)",,,
771755070,True,Calle 5 Norte,residential,False,99.944,"LINESTRING (-97.6891335 19.4664719, -97.6891713 19.4661228, -97.6892369 19.4655784)",,,
256496216,True,Calle 2 Poniente,residential,False,119.298,"LINESTRING (-97.6881005 19.4655231, -97.6892369 19.4655784)",,,
336601739,True,Calle 3 Norte,residential,False,102.14,"LINESTRING (-97.6881005 19.4655231, -97.6880147 19.4664381)",,,
336601739,True,Calle 3 Norte,residential,False,101.208,"LINESTRING (-97.6880147 19.4664381, -97.6879138 19.4673433)",,,
340000825,True,Calle 4 Poniente,secondary,False,124.30799999999999,"LINESTRING (-97.6880147 19.4664381, -97.6876106 19.4664306, -97.6868291 19.4664364)",,,
186127049,True,Calle 6 Poniente,secondary,False,119.34200000000001,"LINESTRING (-97.6879138 19.4673433, -97.6881641 19.4673585, -97.6888572 19.467416, -97.6889639 19.4673996, -97.6890336 19.467356)",,,
336601739,True,Calle 3 Norte,residential,False,98.785,"LINESTRING (-97.6879138 19.4673433, -97.68787 19.4676284, -97.6877786 19.4682225)",,,
336601742,True,Calle 8 Poniente,residential,False,117.856,"LINESTRING (-97.6877786 19.4682225, -97.6866556 19.468174)",,,
256494809,True,Calle 2 Norte,residential,False,98.851,"LINESTRING (-97.6856839 19.4645478, -97.6855914 19.4654325)",,,
306193408,True,Calle 5 de Mayo,residential,False,98.892,"LINESTRING (-97.6856839 19.4645478, -97.6851313 19.4645071, -97.6847435 19.4644785)",,,
771755070,True,Calle 5 Norte,residential,False,98.031,"LINESTRING (-97.6892369 19.4655784, -97.6893324 19.4647014)",,,
256496216,True,Calle 2 Poniente,residential,False,114.789,"LINESTRING (-97.6892369 19.4655784, -97.6899986 19.4656192, -97.6903305 19.4656258)",,,
256589939,True,Calle 9 Norte,residential,False,92.699,"LINESTRING (-97.6914237 19.4656932, -97.6915247 19.464865)",,,
256490109,True,Calle 7 Norte,residential,False,95.357,"LINESTRING (-97.6902335 19.4665131, -97.6901273 19.4673648)",,,
340000825,True,Calle 4 Poniente,secondary,False,115.414,"LINESTRING (-97.6902335 19.4665131, -97.6891335 19.4664719)",,,
256588633,False,Calle 4 Poniente,residential,True,76.791,"LINESTRING (-97.6913263 19.4665422, -97.6920539 19.4666217)",,,
256589939,True,Calle 9 Norte,residential,False,94.955,"LINESTRING (-97.6913263 19.4665422, -97.6914237 19.4656932)",,,
340000825,True,Calle 4 Poniente,secondary,False,114.613,"LINESTRING (-97.6913263 19.4665422, -97.6902335 19.4665131)",,,
