osmid,oneway,ref,name,highway,reversed,length,geometry,access,bridge,lanes
94173385,True,MEX 130,Boulevard Benito Juárez,primary,False,174.315,"LINESTRING (-97.964066 20.2802085, -97.9642215 20.2798374, -97.9642752 20.2795996, -97.9643127 20.2793664, -97.9643124 20.2786764)",,,
763467267,False,,Calle Venustiano Carranza,residential,False,88.439,"LINESTRING (-97.964066 20.2802085, -97.9641629 20.2801807, -97.9643275 20.2800601, -97.9646386 20.2796487)",,,
375076194,False,,Calle Segunda de las Flores,residential,False,80.033,"LINESTRING (-97.9642 20.2730561, -97.9642652 20.273022, -97.9643064 20.2729601, -97.9643041 20.2725136, -97.964332 20.272386)",,,
133305560,True,,Avenida Dos de Abril,tertiary,False,10.26,"LINESTRING (-97.95778 20.2761648, -97.9578234 20.2762476)",,,
350953758,False,,Calle General Rafaél Cravioto,residential,False,56.073,"LINESTRING (-97.95778 20.2761648, -97.9572429 20.2761434)",yes,,
763951845,True,,Calle Plaza de la Constitución,tertiary,False,34.084,"LINESTRING (-97.9578234 20.2762476, -97.9578272 20.2765541)",,,
763951846,True,,Calle Plaza de la Constitución,tertiary,False,53.735,"LINESTRING (-97.9578265 20.277107, -97.9583412 20.2771277)",,,
350926909,False,,Calle Miguel Negrete,residential,True,63.638,"LINESTRING (-97.9578265 20.277107, -97.9577237 20.2771669, -97.9572346 20.2771653)",,,
350953757,False,,Avenida Reforma Norte,residential,True,71.196,"LINESTRING (-97.9572346 20.2771653, -97.9572237 20.2765251)",,,
350926909,False,,Calle Miguel Negrete,residential,False,63.638,"LINESTRING (-97.9572346 20.2771653, -97.9577237 20.2771669, -97.9578265 20.277107)",,,
350953757,False,,Avenida Reforma Norte,residential,False,87.3,"LINESTRING (-97.9572346 20.2771653, -97.9571852 20.2776531, -97.9571434 20.2779456)",,,
350953757,False,,Avenida Reforma Norte,residential,False,8.795,"LINESTRING (-97.957063 20.2783575, -97.9570372 20.2784328)",,,
350953757,False,,Avenida Reforma Norte,residential,True,46.563,"LINESTRING (-97.957063 20.2783575, -97.9571434 20.2779456)",,,
350953762,False,,Calle Libertad,residential,True,33.699,"LINESTRING (-97.957063 20.2783575, -97.9573859 20.2783677)",,,
133305935,False,,Calle Allende,residential,True,84.506,"LINESTRING (-97.9582826 20.278394, -97.9590928 20.2783945)",,,
350953756,False,MEX 130,Avenida Cinco de Mayo,tertiary,False,55.269,"LINESTRING (-97.9582826 20.278394, -97.9582409 20.2788895)",yes,,
350953762,False,,Calle Libertad,residential,False,51.457,"LINESTRING (-97.9582826 20.278394, -97.9577895 20.2783795)",,,
763951842,False,MEX 130,Avenida Cinco de Mayo,tertiary,True,54.332,"LINESTRING (-97.9582826 20.278394, -97.9583365 20.277908)",yes,,
350651348,True,MEX 130,Calle Plaza de la Constitución,tertiary,False,94.336,"LINESTRING (-97.9583412 20.2771277, -97.9583848 20.2762803)",,,
763951842,False,MEX 130,Avenida Cinco de Mayo,tertiary,False,74.41799999999999,"LINESTRING (-97.9583412 20.2771277, -97.9583733 20.2772555, -97.958343 20.2777927)",yes,,
374995948,False,,Calle General Mariano Arista,residential,True,186.882,"LINESTRING (-97.9589372 20.272629, -97.9571775 20.272313)",,,
94173397,True,MEX 130,Calle Zaragoza,secondary,False,54.204,"LINESTRING (-97.9589081 20.2731157, -97.9589372 20.272629)",,,
374996957,False,,Calle Mina,residential,False,88.632,"LINESTRING (-97.9589081 20.2731157, -97.9593849 20.2731387, -97.9595302 20.2731128, -97.9597395 20.2730369)",,,
94173397,True,MEX 130,Calle Zaragoza,secondary,False,46.78,"LINESTRING (-97.9588989 20.2750758, -97.9589 20.2746551)",,,
374996960,False,,Calle Leona Vicario,residential,False,114.116,"LINESTRING (-97.9588989 20.2750758, -97.9585107 20.2750483, -97.9578073 20.2750075)",,,
94173397,True,MEX 130,Calle Zaragoza,secondary,False,28.562,"LINESTRING (-97.9589051 20.2753326, -97.9588989 20.2750758)",,,
350926911,False,,Avenida Hidalgo,residential,False,52.411,"LINESTRING (-97.9586913 20.2760538, -97.9590797 20.2760466, -97.9591937 20.2760466)",,,
946225787,True,MEX 130,Calle Zaragoza,tertiary,False,85.357,"LINESTRING (-97.9586913 20.2760538, -97.9587768 20.2759552, -97.9588365 20.2758353, -97.9588702 20.2757153, -97.9589051 20.2753326)",,,
946225787,True,MEX 130,Calle Zaragoza,tertiary,False,21.518,"LINESTRING (-97.9584855 20.2760672, -97.9586913 20.2760538)",,,
350953760,False,,Calle Iturbide,residential,False,25.776,"LINESTRING (-97.9584855 20.2760672, -97.9584606 20.2760052, -97.9584497 20.2759367, -97.9584543 20.2758405)",,,
133305935,False,,Calle Allende,residential,False,84.506,"LINESTRING (-97.9590928 20.2783945, -97.9582826 20.278394)",,,
350926914,False,,Vicente Zuarez,residential,False,67.457,"LINESTRING (-97.9590928 20.2783945, -97.9589699 20.2777989)",,,
350926914,False,,Vicente Zuarez,residential,True,72.425,"LINESTRING (-97.9590928 20.2783945, -97.9592273 20.2790335)",,,
133305935,False,,Calle Allende,residential,True,152.73000000000002,"LINESTRING (-97.9590928 20.2783945, -97.9596854 20.2783466, -97.9598241 20.2783467, -97.9605506 20.2784209)",,,
133305935,False,,Calle Allende,residential,True,143.189,"LINESTRING (-97.9605506 20.2784209, -97.9619202 20.278509)",,,
945511605,True,,Calle Juan Escutia,residential,False,108.339,"LINESTRING (-97.9605506 20.2784209, -97.9603726 20.2793808)",,,
