osmid,lanes,highway,oneway,reversed,length,geometry,ref,name,maxspeed
543799446,2,unclassified,False,False,13.924,"LINESTRING (-116.0581192 32.5245771, -116.0580247 32.5244805)",,,
774726899,,residential,False,True,187.786,"LINESTRING (-116.0581192 32.5245771, -116.0582238 32.5248383, -116.0582788 32.5250283, -116.0583553 32.5252047, -116.0584693 32.5253121, -116.0585886 32.5253856, -116.0587724 32.5254727, -116.0588756 32.5255677, -116.0589333 32.5256728, -116.0589547 32.5260109)",,,
"[789673265, 150966161]","['2', '3']",trunk,False,False,323.896,"LINESTRING (-116.0581192 32.5245771, -116.0577396 32.5247673, -116.0576203 32.524827, -116.057395 32.5249729, -116.0568009 32.5253947, -116.0565689 32.5255937, -116.056302 32.5258594, -116.0560781 32.5261025, -116.0558957 32.5263253, -116.0557093 32.526608)",MEX 2,Carretera Tecate-Mexicali,80
"[789673265, 789673266]","['2', '3']",trunk,False,True,162.226,"LINESTRING (-116.0581192 32.5245771, -116.0592735 32.5240594, -116.0596468 32.5238919)",MEX 2,Carretera Tecate-Mexicali,80
150966161,2,trunk,False,True,33.134,"LINESTRING (-116.0555416 32.5268703, -116.0557093 32.526608)",MEX 2,Carretera Tecate-Mexicali,80
543799441,,unclassified,False,False,14.512,"LINESTRING (-116.0555416 32.5268703, -116.0554156 32.5267945)",,,
150966161,2,trunk,False,False,248.295,"LINESTRING (-116.0555416 32.5268703, -116.0553941 32.5271586, -116.0553177 32.5273373, -116.0551447 32.5277851, -116.0547598 32.5290006)",MEX 2,Carretera Tecate-Mexicali,80
543799431,,residential,False,False,71.781,"LINESTRING (-116.0544865 32.5243578, -116.0550763 32.5239462)",,,
543799431,,residential,False,True,116.711,"LINESTRING (-116.0544865 32.5243578, -116.0535584 32.5250573)",,,
543799440,,residential,False,False,98.55,"LINESTRING (-116.0544865 32.5243578, -116.0537919 32.5236926)",,Calle Santa Clara,
543799440,,residential,False,True,50.743,"LINESTRING (-116.0544865 32.5243578, -116.0548463 32.5246987)",,Calle Santa Clara,
543799431,,residential,False,False,116.711,"LINESTRING (-116.0535584 32.5250573, -116.0544865 32.5243578)",,,
543799431,,residential,False,True,122.219,"LINESTRING (-116.0535584 32.5250573, -116.0525558 32.5257598)",,,
543799441,,unclassified,False,False,99.893,"LINESTRING (-116.0535584 32.5250573, -116.052856 32.5243818)",,,
543799441,,unclassified,False,True,142.01,"LINESTRING (-116.0535584 32.5250573, -116.0545318 32.5260358)",,,
543799431,,residential,False,False,122.219,"LINESTRING (-116.0525558 32.5257598, -116.0535584 32.5250573)",,,
543799431,,residential,False,True,104.555,"LINESTRING (-116.0525558 32.5257598, -116.0516846 32.5263468)",,,
543799436,,residential,False,False,99.26,"LINESTRING (-116.0525558 32.5257598, -116.0518401 32.525102)",,Calle Pedro Sandoval,
