osmid,oneway,ref,name,highway,reversed,length,geometry,lanes,bridge,junction
851355620,False,MEX 102,Carretera Tamazunchale-Huejulta de Reyes,primary,True,6.578,"LINESTRING (-98.6037985 21.1712764, -98.6038151 21.1712193)",,,
208161370,True,,Avenida Gustavo Arvizu Ávila,residential,False,114.792,"LINESTRING (-98.6037985 21.1712764, -98.6039518 21.1713041, -98.6048953 21.1714147)",,,
208161996,False,,,residential,True,9.529,"LINESTRING (-98.6059214 21.171509, -98.6059106 21.1714239)",,,
208161370,True,,Avenida Gustavo Arvizu Ávila,residential,False,90.468,"LINESTRING (-98.6059214 21.171509, -98.6061459 21.1714942, -98.6067916 21.1714501)",,,
208161996,False,,,residential,False,80.935,"LINESTRING (-98.6059214 21.171509, -98.6059769 21.1716743, -98.6062271 21.1721775)",,,
208161996,False,,,residential,False,9.529,"LINESTRING (-98.6059106 21.1714239, -98.6059214 21.171509)",,,
208161373,True,,Avenida Gustavo Arvizu Ávila,residential,False,104.81700000000001,"LINESTRING (-98.6059106 21.1714239, -98.6057114 21.1714292, -98.6054976 21.1714189, -98.6049049 21.1713483)",,,
208161373,True,,Avenida Gustavo Arvizu Ávila,residential,False,72.825,"LINESTRING (-98.6074903 21.1713138, -98.6067896 21.1713584)",,,
549956690,False,,,residential,False,10.579,"LINESTRING (-98.6074903 21.1713138, -98.6074931 21.1714089)",,,
"[549956690, 208161611]",False,,Calle Plaza,residential,True,79.00800000000001,"LINESTRING (-98.6074903 21.1713138, -98.6074897 21.1712041, -98.6074984 21.1711711, -98.6075165 21.171139, -98.6075373 21.1711174, -98.6075656 21.1710988, -98.6075909 21.1710873, -98.6076246 21.1710788, -98.6080647 21.1710867)",2,,
208161629,True,,Avenida 20 de Noviembre,residential,False,54.91,"LINESTRING (-98.6092855 21.168299, -98.6095705 21.1678828)",,,
852561286,False,,,residential,True,5.625,"LINESTRING (-98.6092855 21.168299, -98.6092348 21.168281)",,,
208161601,False,,Calle Nicolás Romero,residential,True,25.973,"LINESTRING (-98.6081441 21.1718194, -98.6081924 21.1718894, -98.6082898 21.1720092)",,,
208161607,False,,Avenida Hidalgo,residential,True,63.14,"LINESTRING (-98.6081441 21.1718194, -98.6078431 21.1718688, -98.6075459 21.1719253)",,,
851359107,False,,Avenida Hidalgo,residential,False,91.199,"LINESTRING (-98.6081441 21.1718194, -98.6082898 21.1717653, -98.6087726 21.171589, -98.6089548 21.171503)",,,
851698840,False,,Calle Licenciado Benito Juárez,residential,True,51.035,"LINESTRING (-98.6089548 21.171503, -98.6089229 21.171045)",,,
851359107,False,,Avenida Hidalgo,residential,True,91.199,"LINESTRING (-98.6089548 21.171503, -98.6087726 21.171589, -98.6082898 21.1717653, -98.6081441 21.1718194)",,,
851698840,False,,Calle Licenciado Benito Juárez,residential,False,33.077999999999996,"LINESTRING (-98.6089548 21.171503, -98.6089818 21.171579, -98.609091 21.1717711)",,,
852560204,True,,Avenida 20 de Noviembre,residential,False,21.682,"LINESTRING (-98.6080647 21.1710867, -98.6080583 21.1712816)",,,
"[549956690, 208161611]",False,,Calle Plaza,residential,False,79.00800000000001,"LINESTRING (-98.6080647 21.1710867, -98.6076246 21.1710788, -98.6075909 21.1710873, -98.6075656 21.1710988, -98.6075373 21.1711174, -98.6075165 21.171139, -98.6074984 21.1711711, -98.6074897 21.1712041, -98.6074903 21.1713138)",2,,
544655694,False,,Calle Emiliano Zapata,living_street,False,57.682,"LINESTRING (-98.6074931 21.1714089, -98.6075459 21.1719253)",1,,
549956690,False,,,residential,True,10.579,"LINESTRING (-98.6074931 21.1714089, -98.6074903 21.1713138)",,,
851698840,False,,Calle Licenciado Benito Juárez,residential,False,51.035,"LINESTRING (-98.6089229 21.171045, -98.6089548 21.171503)",,,
852560205,False,,Avenida Felipe Ángeles,residential,False,41.869,"LINESTRING (-98.6089229 21.171045, -98.6093061 21.1709263)",,,
852560205,False,,Avenida Felipe Ángeles,residential,True,93.43700000000001,"LINESTRING (-98.6089229 21.171045, -98.6083587 21.1712041, -98.6080583 21.1712816)",,,
852560206,True,,Avenida Juárez,residential,False,60.787000000000006,"LINESTRING (-98.6089229 21.171045, -98.6088416 21.1706951, -98.6087868 21.1705135)",,,
208161612,False,,Callejón El Rastro,residential,False,29.666,"LINESTRING (-98.6084829 21.1731372, -98.6085242 21.1728732)",,,
208161602,False,,,residential,True,51.852000000000004,"LINESTRING (-98.6120712 21.1677374, -98.6119314 21.1677374, -98.6115726 21.1677676)",,,
208161679,False,,,residential,True,117.596,"LINESTRING (-98.6120712 21.1677374, -98.6120824 21.1680273, -98.6120756 21.1680851, -98.6120642 21.1681228, -98.6120494 21.1681539, -98.6120226 21.1681822, -98.6119904 21.1681964, -98.6113869 21.1682483)",,,
208161609,False,,Calle Rivera,residential,True,90.688,"LINESTRING (-98.609378 21.1720144, -98.6086143 21.1724119)",,,
208161645,False,,Calle Licenciado Benito Juárez,residential,False,22.569000000000003,"LINESTRING (-98.609378 21.1720144, -98.6093967 21.1720272, -98.6094136 21.1720492, -98.609488 21.172187)",,,
208161645,False,,Calle Licenciado Benito Juárez,residential,True,40.249,"LINESTRING (-98.609378 21.1720144, -98.6092628 21.1719205, -98.6091333 21.1718141, -98.609091 21.1717711)",,,
591055688,False,,Calle Indios Verdes,residential,False,37.332,"LINESTRING (-98.6034403 21.1722569, -98.6032209 21.1725231)",,,
851359108,False,,Calle Tenerías,residential,False,46.699,"LINESTRING (-98.6034403 21.1722569, -98.6038774 21.1723581)",,,
591055687,False,,Calle Indios Verdes,residential,False,115.053,"LINESTRING (-98.6034403 21.1722569, -98.6035833 21.1718764, -98.6036105 21.1717589, -98.6036347 21.1715813, -98.6036861 21.1712525)",,,
208161629,True,,Avenida 20 de Noviembre,residential,False,28.177,"LINESTRING (-98.6087612 21.1692982, -98.6088764 21.1690687)",,,
208161997,False,,,residential,False,8.106,"LINESTRING (-98.6087612 21.1692982, -98.6086875 21.1692739)",,,
851698836,True,,Avenida 20 de Noviembre,residential,False,60.767999999999994,"LINESTRING (-98.6080583 21.1712816, -98.6080945 21.1716618, -98.608114 21.1717477, -98.6081441 21.1718194)",,,
