osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes
767398253,False,Privada 3 Norte,residential,30,False,75.195,"LINESTRING (-97.9067757 18.9663871, -97.9067672 18.9670633)",
1000819393,True,Avenida Colón Poniente,residential,,False,159.227,"LINESTRING (-97.9067757 18.9663871, -97.905262 18.9663516)",
555274381,False,Calle 3 Sur,residential,,True,186.324,"LINESTRING (-97.9067757 18.9663871, -97.9067984 18.9657829, -97.9068385 18.9647125)",
94790129,True,Calle 6 Poniente,residential,,False,147.303,"LINESTRING (-97.9050867 18.9705718, -97.906487 18.9706074)",
146839842,True,Calle Morelos Norte,residential,,False,98.921,"LINESTRING (-97.9050867 18.9705718, -97.9050926 18.9714614)",
146839917,False,Calle 8 Oriente,residential,,True,158.006,"LINESTRING (-97.8985523 18.9717703, -97.9000542 18.9718137)",2
146839899,True,Calle 2 Poniente,residential,,False,79.487,"LINESTRING (-97.9052245 18.9677113, -97.905979 18.9677545)",
146839842,True,Calle Morelos Norte,residential,,False,158.764,"LINESTRING (-97.9052245 18.9677113, -97.9052108 18.9683601, -97.905157 18.9691373)",
94790098,False,Calle 8 Poniente,residential,,True,69.095,"LINESTRING (-97.9035222 18.9719469, -97.9041787 18.9719729)",
94790118,True,Avenida Hidalgo,primary,,False,158.008,"LINESTRING (-97.9035222 18.9719469, -97.903613 18.9705285)",2
146839917,False,Calle 8 Oriente,residential,,False,148.612,"LINESTRING (-97.9035222 18.9719469, -97.90211 18.9718949)",2
146839902,True,Calle 4 Norte,secondary,,False,94.696,"LINESTRING (-97.8986525 18.9689384, -97.8986277 18.9697897)",
300381460,True,Calle 2 Norte,secondary,,False,160.538,"LINESTRING (-97.9001171 18.9704222, -97.9001591 18.968979)",
146839912,True,Calle 6 Oriente,residential,,False,122.515,"LINESTRING (-97.9001171 18.9704222, -97.8994487 18.9704041, -97.8989525 18.9703907)",2
300381460,True,Calle 2 Norte,secondary,,False,155.435,"LINESTRING (-97.9002141 18.9675979, -97.9002923 18.966202)",
