osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,bridge
661542885,Calle Ignacio Altamirano,tertiary,False,True,22.774,,"LINESTRING (-102.8458699 19.187804, -102.8459194 19.1876046)",,
906361773,Quiroga - Tepalcatepec,tertiary,False,False,21.633,MEX 120,"LINESTRING (-102.8458699 19.187804, -102.8458457 19.1879972)",,
187046876,Calle Belisario Domínguez,primary,False,False,79.674,,"LINESTRING (-102.846989 19.1882221, -102.846814 19.1889193)",,
659966585,Calle Francisco Villa,residential,False,False,122.643,,"LINESTRING (-102.846989 19.1882221, -102.8458457 19.1879972)",,
659966585,Calle Francisco Villa,residential,False,True,62.005,,"LINESTRING (-102.846989 19.1882221, -102.8475664 19.1883386)",,
187046876,Calle Belisario Domínguez,primary,False,False,79.096,,"LINESTRING (-102.846814 19.1889193, -102.846658 19.1896152)",,
187046876,Calle Belisario Domínguez,primary,False,True,79.674,,"LINESTRING (-102.846814 19.1889193, -102.846989 19.1882221)",,
478370337,Calle Cosme Torres Palafox,residential,False,False,120.021,,"LINESTRING (-102.846814 19.1889193, -102.8456951 19.1886994)",,
478370337,Calle Cosme Torres Palafox,residential,False,True,60.479,,"LINESTRING (-102.846814 19.1889193, -102.8473731 19.1890497)",,
187046876,Calle Belisario Domínguez,primary,False,False,56.531,,"LINESTRING (-102.846658 19.1896152, -102.846522 19.1901071)",,
187046876,Calle Belisario Domínguez,primary,False,True,79.096,,"LINESTRING (-102.846658 19.1896152, -102.846814 19.1889193)",,
735297316,Calle Venustiano Carranza,residential,False,False,57.701,,"LINESTRING (-102.846658 19.1896152, -102.8471818 19.1897719)",,
735297316,Calle Venustiano Carranza,residential,False,True,121.353,,"LINESTRING (-102.846658 19.1896152, -102.8455235 19.1894078)",,
187046876,Calle Belisario Domínguez,primary,False,True,56.531,,"LINESTRING (-102.846522 19.1901071, -102.846658 19.1896152)",,
659966416,Calle Álvaro Obregón,secondary,False,False,60.037,,"LINESTRING (-102.846522 19.1901071, -102.8470852 19.1901998)",,
731789287,Calle Belisario Domínguez,primary,False,False,93.58,,"LINESTRING (-102.846522 19.1901071, -102.8463082 19.1909241)",,
906362122,Calle Álvaro Obregón,tertiary,True,False,118.235,,"LINESTRING (-102.846522 19.1901071, -102.8454219 19.1898809)",,
478370331,Calle Emilio Carranza,residential,False,False,65.627,,"LINESTRING (-102.8463082 19.1909241, -102.8469171 19.1910569)",,
478370331,Calle Emilio Carranza,residential,False,True,114.688,,"LINESTRING (-102.8463082 19.1909241, -102.8452472 19.1906797)",,
731789287,Calle Belisario Domínguez,primary,False,False,60.503,,"LINESTRING (-102.8463082 19.1909241, -102.8461526 19.191448)",,
731789287,Calle Belisario Domínguez,primary,False,True,93.58,,"LINESTRING (-102.8463082 19.1909241, -102.846522 19.1901071)",,
478370334,Calle Vicente Guerrero,residential,False,False,114.568,,"LINESTRING (-102.8461526 19.191448, -102.845071 19.1913133)",,
478370334,Calle Vicente Guerrero,residential,False,True,71.62,,"LINESTRING (-102.8461526 19.191448, -102.8468323 19.1915008)",,
731789287,Calle Belisario Domínguez,primary,False,True,60.503,,"LINESTRING (-102.8461526 19.191448, -102.8463082 19.1909241)",,
922313051,Calle Uruguay,primary,False,False,73.416,,"LINESTRING (-102.8461526 19.191448, -102.8459934 19.1920909)",,
690052851,Avenida Miguel Hidalgo,residential,False,True,67.275,,"LINESTRING (-102.8459934 19.1920909, -102.8466217 19.192209)",,
690059995,Calle Uruguay,residential,False,False,56.716,,"LINESTRING (-102.8459934 19.1920909, -102.8458972 19.1925928)",,
922313051,Calle Uruguay,primary,False,True,73.416,,"LINESTRING (-102.8459934 19.1920909, -102.8461526 19.191448)",,
922313052,Avenida Miguel Hidalgo,primary,False,False,112.405,,"LINESTRING (-102.8459934 19.1920909, -102.8449485 19.1918717)",,
478370325,Calle José María Morelos,residential,False,False,51.342,,"LINESTRING (-102.8458972 19.1925928, -102.8463697 19.1927114)",,
690059995,Calle Uruguay,residential,False,False,13.962,,"LINESTRING (-102.8458972 19.1925928, -102.8458738 19.1927164)",,
