osmid,oneway,highway,reversed,length,name,geometry,ref
653509523,True,tertiary,False,6.652,,"LINESTRING (-89.9939783 19.4891208, -89.9939154 19.4891129)",
863728830,True,tertiary,False,83.419,Calle Avenida La Central,"LINESTRING (-89.9939783 19.4891208, -89.9940269 19.488372)",
55531690,False,tertiary,False,76.608,Calle Avenida La Central,"LINESTRING (-89.9941478 19.4861537, -89.9941055 19.4868415)",
55531690,False,tertiary,True,81.354,Calle Avenida La Central,"LINESTRING (-89.9941478 19.4861537, -89.9941928 19.4854233)",
270173956,False,residential,False,180.505,Calle Estrada,"LINESTRING (-89.9941478 19.4861537, -89.9924284 19.4860655)",
270173956,False,residential,True,181.481,Calle Estrada,"LINESTRING (-89.9941478 19.4861537, -89.9958777 19.4862184)",
863718240,False,residential,False,180.936,Calle Nicaragua,"LINESTRING (-89.9959933 19.4841106, -89.994269 19.4840377)",
863718254,False,residential,False,83.537,Calle 24 de Mayo,"LINESTRING (-89.9959933 19.4841106, -89.9960604 19.483362)",
863718254,False,residential,True,77.86,Calle 24 de Mayo,"LINESTRING (-89.9959933 19.4841106, -89.9959385 19.4848089)",
"[863718240, 863718243]",False,residential,True,211.019,Calle Nicaragua,"LINESTRING (-89.9959933 19.4841106, -89.9973527 19.4841443, -89.9974465 19.4841291, -89.9975109 19.4840836, -89.9975351 19.4840456, -89.9975699 19.4836411)",
270173959,False,residential,True,154.917,Calle Tecum-Uman,"LINESTRING (-89.997325 19.4870052, -89.9958494 19.4869282)",
863692822,False,residential,False,81.417,Calle Escondida,"LINESTRING (-89.997325 19.4870052, -89.9972888 19.4877366)",
863692822,False,residential,True,78.434,Calle Escondida,"LINESTRING (-89.997325 19.4870052, -89.997378 19.4863016)",
55531690,False,tertiary,False,81.354,Calle Avenida La Central,"LINESTRING (-89.9941928 19.4854233, -89.9941478 19.4861537)",
55531690,False,tertiary,True,76.816,Calle Avenida La Central,"LINESTRING (-89.9941928 19.4854233, -89.9942307 19.4847334)",
270173945,False,residential,False,180.578,Calle Guatemala,"LINESTRING (-89.9941928 19.4854233, -89.9959123 19.4855213)",
270173945,False,residential,True,182.008,Calle Guatemala,"LINESTRING (-89.9941928 19.4854233, -89.9924593 19.4853308)",
270173950,False,residential,False,78.359,Calle Edzná,"LINESTRING (-89.9895973 19.4823647, -89.9895721 19.483069)",
863718238,False,residential,True,158.602,,"LINESTRING (-89.9895973 19.4823647, -89.9903226 19.4823995, -89.9905425 19.4824122, -89.9907383 19.482402, -89.9909341 19.4823919, -89.9911058 19.4824197)",
55531690,False,tertiary,True,78.338,Calle Avenida La Central,"LINESTRING (-89.9940834 19.4875457, -89.9941055 19.4868415)",
863728838,True,residential,False,75.736,Calle La Campechana,"LINESTRING (-89.9940834 19.4875457, -89.9933617 19.4875136)",
863728839,False,residential,True,46.159,Calle La Campechana,"LINESTRING (-89.9940834 19.4875457, -89.9945226 19.4875756)",
863728829,True,tertiary,False,93.772,Calle Avenida La Central,"LINESTRING (-89.9940834 19.4875457, -89.9940184 19.4876649, -89.993965 19.4883724)",
270173965,False,residential,False,157.237,Calle Las Lomas,"LINESTRING (-89.9910592 19.4831436, -89.9925571 19.4832175)",
270173965,False,residential,True,156.11,Calle Las Lomas,"LINESTRING (-89.9910592 19.4831436, -89.9895721 19.483069)",
270173974,False,residential,True,80.995,Calle Platanal,"LINESTRING (-89.9910592 19.4831436, -89.9910207 19.4838711)",
270173974,False,residential,False,80.67699999999999,Calle Platanal,"LINESTRING (-89.9910592 19.4831436, -89.991079 19.4828774, -89.9911004 19.48266, -89.9911058 19.4824197)",
270173950,False,residential,False,80.674,Calle Edzná,"LINESTRING (-89.9895721 19.483069, -89.989524 19.4837931)",
270173950,False,residential,True,78.359,Calle Edzná,"LINESTRING (-89.9895721 19.483069, -89.9895973 19.4823647)",
270173965,False,residential,False,156.11,Calle Las Lomas,"LINESTRING (-89.9895721 19.483069, -89.9910592 19.4831436)",
270173945,False,residential,False,154.387,Calle Guatemala,"LINESTRING (-89.9909883 19.4852624, -89.9924593 19.4853308)",
270173945,False,residential,True,160.828,Calle Guatemala,"LINESTRING (-89.9909883 19.4852624, -89.9894552 19.4852069)",
270173974,False,residential,False,75.965,Calle Platanal,"LINESTRING (-89.9909883 19.4852624, -89.9910042 19.4845794)",
270173974,False,residential,True,81.012,Calle Platanal,"LINESTRING (-89.9909883 19.4852624, -89.9909223 19.4859883)",
270173950,False,residential,False,79.374,Calle Edzná,"LINESTRING (-89.9894069 19.4859074, -89.9893751 19.4866206)",
270173950,False,residential,True,78.057,Calle Edzná,"LINESTRING (-89.9894069 19.4859074, -89.9894552 19.4852069)",
270173956,False,residential,True,159.108,Calle Estrada,"LINESTRING (-89.9894069 19.4859074, -89.9909223 19.4859883)",
55531690,False,tertiary,False,77.463,Calle Avenida La Central,"LINESTRING (-89.994269 19.4840377, -89.9942307 19.4847334)",
55531690,False,tertiary,True,81.191,Calle Avenida La Central,"LINESTRING (-89.994269 19.4840377, -89.994302 19.4833082)",
863718240,False,residential,False,183.775,Calle Nicaragua,"LINESTRING (-89.994269 19.4840377, -89.9925182 19.4839528)",
863718240,False,residential,True,180.936,Calle Nicaragua,"LINESTRING (-89.994269 19.4840377, -89.9959933 19.4841106)",
270173950,False,residential,False,79.353,Calle Edzná,"LINESTRING (-89.9893114 19.4880509, -89.9892819 19.488764)",
270173950,False,residential,True,80.209,Calle Edzná,"LINESTRING (-89.9893114 19.4880509, -89.9893435 19.4873302)",
863720936,False,residential,True,158.033,Calle Carranza,"LINESTRING (-89.9893114 19.4880509, -89.9908177 19.4881098)",
270173945,False,residential,True,159.547,Calle Guatemala,"LINESTRING (-89.9974337 19.485562, -89.9959123 19.4855213)",
863692822,False,residential,False,82.447,Calle Escondida,"LINESTRING (-89.9974337 19.485562, -89.997378 19.4863016)",
863692822,False,residential,True,48.558,Calle Escondida,"LINESTRING (-89.9974337 19.485562, -89.9974841 19.4851279)",
270173974,False,residential,False,79.128,Calle Platanal,"LINESTRING (-89.9908177 19.4881098, -89.990858 19.4873992)",
270173974,False,residential,True,77.897,Calle Platanal,"LINESTRING (-89.9908177 19.4881098, -89.9907813 19.4888095)",
863720936,False,residential,False,158.033,Calle Carranza,"LINESTRING (-89.9908177 19.4881098, -89.9893114 19.4880509)",
863720936,False,residential,True,157.16,Calle Carranza,"LINESTRING (-89.9908177 19.4881098, -89.9923155 19.4881723)",
270173965,False,residential,True,184.426,Calle Las Lomas,"LINESTRING (-89.9960604 19.483362, -89.994302 19.4833082)",
863718254,False,residential,False,58.145,Calle 24 de Mayo,"LINESTRING (-89.9960604 19.483362, -89.9961188 19.482842)",
863718254,False,residential,True,83.537,Calle 24 de Mayo,"LINESTRING (-89.9960604 19.483362, -89.9959933 19.4841106)",
270173965,False,residential,False,131.695,Calle Las Lomas,"LINESTRING (-89.9960604 19.483362, -89.9969106 19.4834097, -89.9971842 19.4835109, -89.9972921 19.4834876)",
270173945,False,residential,False,182.008,Calle Guatemala,"LINESTRING (-89.9924593 19.4853308, -89.9941928 19.4854233)",
270173945,False,residential,True,154.387,Calle Guatemala,"LINESTRING (-89.9924593 19.4853308, -89.9909883 19.4852624)",
270173961,False,residential,False,75.196,Calle Nuevo Progreso,"LINESTRING (-89.9924593 19.4853308, -89.9924882 19.4846551)",
270173961,False,residential,True,81.759,Calle Nuevo Progreso,"LINESTRING (-89.9924593 19.4853308, -89.9924284 19.4860655)",
270173945,False,residential,False,160.828,Calle Guatemala,"LINESTRING (-89.9894552 19.4852069, -89.9909883 19.4852624)",
270173950,False,residential,False,78.057,Calle Edzná,"LINESTRING (-89.9894552 19.4852069, -89.9894069 19.4859074)",
270173950,False,residential,True,78.526,Calle Edzná,"LINESTRING (-89.9894552 19.4852069, -89.9894769 19.484501)",
270173961,False,residential,False,81.863,Calle Nuevo Progreso,"LINESTRING (-89.9925182 19.4839528, -89.9925571 19.4832175)",
270173961,False,residential,True,78.156,Calle Nuevo Progreso,"LINESTRING (-89.9925182 19.4839528, -89.9924882 19.4846551)",
863718240,False,residential,False,157.242,Calle Nicaragua,"LINESTRING (-89.9925182 19.4839528, -89.9910207 19.4838711)",
863718240,False,residential,True,183.775,Calle Nicaragua,"LINESTRING (-89.9925182 19.4839528, -89.994269 19.4840377)",
55531690,False,tertiary,False,78.338,Calle Avenida La Central,"LINESTRING (-89.9941055 19.4868415, -89.9940834 19.4875457)",
55531690,False,tertiary,True,76.608,Calle Avenida La Central,"LINESTRING (-89.9941055 19.4868415, -89.9941478 19.4861537)",
270173959,False,residential,False,183.059,Calle Tecum-Uman,"LINESTRING (-89.9941055 19.4868415, -89.9958494 19.4869282)",
270173959,False,residential,True,182.363,Calle Tecum-Uman,"LINESTRING (-89.9941055 19.4868415, -89.992368 19.4867595)",
270173956,False,residential,False,181.481,Calle Estrada,"LINESTRING (-89.9958777 19.4862184, -89.9941478 19.4861537)",
270173956,False,residential,True,157.542,Calle Estrada,"LINESTRING (-89.9958777 19.4862184, -89.997378 19.4863016)",
863718254,False,residential,False,77.599,Calle 24 de Mayo,"LINESTRING (-89.9958777 19.4862184, -89.9959123 19.4855213)",
863718254,False,residential,True,78.982,Calle 24 de Mayo,"LINESTRING (-89.9958777 19.4862184, -89.9958494 19.4869282)",
270173956,False,residential,False,159.108,Calle Estrada,"LINESTRING (-89.9909223 19.4859883, -89.9894069 19.4859074)",
270173956,False,residential,True,158.112,Calle Estrada,"LINESTRING (-89.9909223 19.4859883, -89.9924284 19.4860655)",
270173974,False,residential,False,81.012,Calle Platanal,"LINESTRING (-89.9909223 19.4859883, -89.9909883 19.4852624)",
270173974,False,residential,True,77.908,Calle Platanal,"LINESTRING (-89.9909223 19.4859883, -89.9908904 19.4866883)",
55531690,False,tertiary,False,81.191,Calle Avenida La Central,"LINESTRING (-89.994302 19.4833082, -89.994269 19.4840377)",
55531690,False,tertiary,True,82.187,Calle Avenida La Central,"LINESTRING (-89.994302 19.4833082, -89.9943433 19.4825701)",
270173965,False,residential,False,184.426,Calle Las Lomas,"LINESTRING (-89.994302 19.4833082, -89.9960604 19.483362)",
270173965,False,residential,True,120.945,Calle Las Lomas,"LINESTRING (-89.994302 19.4833082, -89.99315 19.4832483)",
270173945,False,residential,False,159.547,Calle Guatemala,"LINESTRING (-89.9959123 19.4855213, -89.9974337 19.485562)",
270173945,False,residential,True,180.578,Calle Guatemala,"LINESTRING (-89.9959123 19.4855213, -89.9941928 19.4854233)",
863718254,False,residential,False,79.263,Calle 24 de Mayo,"LINESTRING (-89.9959123 19.4855213, -89.9959385 19.4848089)",
863718254,False,residential,True,77.599,Calle 24 de Mayo,"LINESTRING (-89.9959123 19.4855213, -89.9958777 19.4862184)",
270173959,False,residential,False,182.363,Calle Tecum-Uman,"LINESTRING (-89.992368 19.4867595, -89.9941055 19.4868415)",
270173959,False,residential,True,155.093,Calle Tecum-Uman,"LINESTRING (-89.992368 19.4867595, -89.9908904 19.4866883)",
270173961,False,residential,False,77.429,Calle Nuevo Progreso,"LINESTRING (-89.992368 19.4867595, -89.9924284 19.4860655)",
270173961,False,residential,True,79.696,Calle Nuevo Progreso,"LINESTRING (-89.992368 19.4867595, -89.9923419 19.4874758)",
270173955,False,residential,False,158.943,Calle La Campechana,"LINESTRING (-89.990858 19.4873992, -89.9893435 19.4873302)",
270173955,False,residential,True,155.783,Calle La Campechana,"LINESTRING (-89.990858 19.4873992, -89.9923419 19.4874758)",
270173974,False,residential,False,79.122,Calle Platanal,"LINESTRING (-89.990858 19.4873992, -89.9908904 19.4866883)",
270173974,False,residential,True,79.128,Calle Platanal,"LINESTRING (-89.990858 19.4873992, -89.9908177 19.4881098)",
863692822,False,residential,False,78.627,Calle Escondida,"LINESTRING (-89.9972888 19.4877366, -89.9972507 19.4884428)",
863692822,False,residential,True,81.417,Calle Escondida,"LINESTRING (-89.9972888 19.4877366, -89.997325 19.4870052)",
863728839,False,residential,False,156.143,Calle La Campechana,"LINESTRING (-89.9972888 19.4877366, -89.9958022 19.4876481)",
863692813,True,tertiary,False,7.341,,"LINESTRING (-89.9939114 19.4892001, -89.9939796 19.4892151)",
863733819,True,tertiary,False,13.813,,"LINESTRING (-89.9939114 19.4892001, -89.9939434 19.4893206)",
863728829,True,tertiary,False,9.705,Calle Avenida La Central,"LINESTRING (-89.9939154 19.4891129, -89.9939114 19.4892001)",
863692812,True,tertiary,False,14.193,,"LINESTRING (-89.9939154 19.4891129, -89.9938564 19.4891382, -89.9938014 19.4891799)",
270173964,False,tertiary,True,41.349,,"LINESTRING (-89.9938014 19.4891799, -89.9934075 19.4891998)",
863692811,True,tertiary,False,11.8,,"LINESTRING (-89.9938014 19.4891799, -89.9938564 19.4891951, -89.9939114 19.4892001)",
863718254,False,residential,False,9.235,Calle 24 de Mayo,"LINESTRING (-89.9956612 19.4899032, -89.9956792 19.4898219)",
863692813,True,tertiary,False,72.05199999999999,,"LINESTRING (-89.9956612 19.4899032, -89.9961859 19.4901256, -89.9962959 19.4901458)",
863692814,False,tertiary,False,106.308,,"LINESTRING (-89.9962959 19.4901458, -89.9972196 19.4905405)",
653509523,True,tertiary,False,74.46600000000001,,"LINESTRING (-89.9962959 19.4901458, -89.9962114 19.4900699, -89.9956792 19.4898219)",
653509522,False,tertiary,False,49.978,,"LINESTRING (-89.9939434 19.4893206, -89.9939357 19.48977)",
863733820,True,tertiary,False,12.33,,"LINESTRING (-89.9939434 19.4893206, -89.9939796 19.4892151)",
863692820,False,residential,True,122.976,,"LINESTRING (-89.9928063 19.4903291, -89.992889 19.4892259)",
270173964,False,tertiary,False,54.429,,"LINESTRING (-89.992889 19.4892259, -89.9934075 19.4891998)",
270173964,False,tertiary,True,69.942,,"LINESTRING (-89.992889 19.4892259, -89.9922239 19.4892762)",
863692820,False,residential,False,122.976,,"LINESTRING (-89.992889 19.4892259, -89.9928063 19.4903291)",
863692822,False,residential,True,75.987,Calle Escondida,"LINESTRING (-89.9972212 19.4891256, -89.9972507 19.4884428)",
863692822,False,residential,False,78.88,Calle Escondida,"LINESTRING (-89.9972212 19.4891256, -89.9972132 19.4894998, -89.9971971 19.4896667, -89.9971703 19.4898323)",
863718255,False,residential,False,156.41,Calle Florida,"LINESTRING (-89.9972212 19.4891256, -89.9967532 19.4890939, -89.9957313 19.489051)",
863692814,False,tertiary,True,106.308,,"LINESTRING (-89.9972196 19.4905405, -89.9962959 19.4901458)",
959874462,False,residential,True,80.921,,"LINESTRING (-89.9972196 19.4905405, -89.9971461 19.4903772, -89.997122 19.4902659, -89.9971354 19.4901547, -89.9971595 19.4900383, -89.9971703 19.4898323)",
863718254,False,residential,True,79.84,Calle 24 de Mayo,"LINESTRING (-89.9957313 19.489051, -89.995687 19.4897678)",
863718254,False,residential,False,76.798,Calle 24 de Mayo,"LINESTRING (-89.9957313 19.489051, -89.99575 19.4885756, -89.9957541 19.4883607)",
863718255,False,residential,True,156.41,Calle Florida,"LINESTRING (-89.9957313 19.489051, -89.9967532 19.4890939, -89.9972212 19.4891256)",
863718254,False,residential,False,6.071,Calle 24 de Mayo,"LINESTRING (-89.9956792 19.4898219, -89.995687 19.4897678)",
863718254,False,residential,True,9.235,Calle 24 de Mayo,"LINESTRING (-89.9956792 19.4898219, -89.9956612 19.4899032)",
653509523,True,tertiary,False,194.594,,"LINESTRING (-89.9956792 19.4898219, -89.9941903 19.489209, -89.9939783 19.4891208)",
863718254,False,residential,False,79.84,Calle 24 de Mayo,"LINESTRING (-89.995687 19.4897678, -89.9957313 19.489051)",
863718254,False,residential,True,6.071,Calle 24 de Mayo,"LINESTRING (-89.995687 19.4897678, -89.9956792 19.4898219)",
959874461,False,residential,True,155.654,Calle Azteca,"LINESTRING (-89.995687 19.4897678, -89.9960022 19.4897855, -89.9971703 19.4898323)",
863692822,False,residential,True,78.88,Calle Escondida,"LINESTRING (-89.9971703 19.4898323, -89.9971971 19.4896667, -89.9972132 19.4894998, -89.9972212 19.4891256)",
959874461,False,residential,False,155.654,Calle Azteca,"LINESTRING (-89.9971703 19.4898323, -89.9960022 19.4897855, -89.995687 19.4897678)",
959874462,False,residential,False,80.921,,"LINESTRING (-89.9971703 19.4898323, -89.9971595 19.4900383, -89.9971354 19.4901547, -89.997122 19.4902659, -89.9971461 19.4903772, -89.9972196 19.4905405)",
653509522,False,tertiary,True,49.978,,"LINESTRING (-89.9939357 19.48977, -89.9939434 19.4893206)",
863696282,False,residential,True,166.492,,"LINESTRING (-89.9939357 19.48977, -89.9947509 19.4901041, -89.9953786 19.4903949)",
863696282,False,residential,False,166.492,,"LINESTRING (-89.9953786 19.4903949, -89.9947509 19.4901041, -89.9939357 19.48977)",
