osmid,oneway,highway,reversed,length,name,geometry,lanes,bridge
29095908,True,secondary,False,9.918,,"LINESTRING (-96.730717 17.0231817, -96.7306251 17.0231664)",,
29096103,False,secondary,False,150.512,Calle Porfirio Díaz,"LINESTRING (-96.730717 17.0231817, -96.7317304 17.0234633, -96.7320751 17.0235635)",,
616185574,True,primary,False,26.241,Carretera Oaxaca-Zimatlán de Álvarez,"LINESTRING (-96.7301441 17.0233157, -96.7301373 17.0230798)",,
936189366,True,secondary,False,29.821,Carretera Oaxaca-Zimatlán de Álvarez,"LINESTRING (-96.7301441 17.0233157, -96.7304167 17.0232526)",2,
119554558,True,residential,False,82.753,Calle Francisco Javier Mina,"LINESTRING (-96.7304167 17.0232526, -96.7308075 17.0238962)",,
936189366,True,secondary,False,20.438,Carretera Oaxaca-Zimatlán de Álvarez,"LINESTRING (-96.7304167 17.0232526, -96.7306022 17.0232044)",2,
616185576,False,secondary,True,11.966,,"LINESTRING (-96.7300283 17.023053, -96.7301373 17.0230798)",,
29096021,False,secondary,False,43.126000000000005,Camino Antiguo al Aeropuerto,"LINESTRING (-96.7300283 17.023053, -96.7299098 17.0228591, -96.7298184 17.0227212)",,
131711315,True,primary,False,30.235,Carretera Oaxaca-Zimatlán de Álvarez,"LINESTRING (-96.7300283 17.023053, -96.7299845 17.0232008, -96.7299551 17.0233157)",,
616185575,True,secondary,False,20.411,,"LINESTRING (-96.7299551 17.0233157, -96.7300401 17.0233317, -96.7301441 17.0233157)",,
654504798,True,primary,False,179.43900000000002,Carretera Oaxaca-Zimatlán de Álvarez,"LINESTRING (-96.7299551 17.0233157, -96.7299065 17.0235907, -96.7298828 17.0237738, -96.7297348 17.0249154)",2,
29096103,False,secondary,True,84.67,Calle Porfirio Díaz,"LINESTRING (-96.7353813 17.0246885, -96.7346244 17.0244518)",,
254301137,True,residential,False,76.055,Calle Porfirio Díaz,"LINESTRING (-96.7353813 17.0246885, -96.7360288 17.0249792)",,
254298850,True,secondary,False,35.287,Carretera Oaxaca - Zaachila,"LINESTRING (-96.7353813 17.0246885, -96.7355137 17.0246982, -96.7356981 17.0246264)",,
"[131711313, 119554558]",True,residential,False,130.369,"['Calle Francisco Javier Mina', 'Calle Rayón']","LINESTRING (-96.7308075 17.0238962, -96.7309562 17.0241657, -96.7310129 17.0243109, -96.7310354 17.0244535, -96.7309995 17.0247008, -96.7310008 17.0247322, -96.7310233 17.0247563, -96.7312739 17.0248439)",,
131711314,True,residential,False,74.349,Calle Aldama,"LINESTRING (-96.7336673 17.0248917, -96.7330088 17.0246667)",,
654504796,False,tertiary,False,80.898,Carretera Antigua a Xoxo,"LINESTRING (-96.7336673 17.0248917, -96.7339248 17.0242071)",2,
654504796,False,tertiary,True,79.869,Carretera Antigua a Xoxo,"LINESTRING (-96.7336673 17.0248917, -96.7334163 17.0255687)",2,
254302064,True,residential,False,83.157,Calle Moctezuma,"LINESTRING (-96.7325675 17.0275898, -96.7318347 17.0273284)",,
654504796,False,tertiary,False,72.586,Carretera Antigua a Xoxo,"LINESTRING (-96.7325675 17.0275898, -96.7328016 17.0269766)",2,
654504796,False,tertiary,True,81.234,Carretera Antigua a Xoxo,"LINESTRING (-96.7325675 17.0275898, -96.7322958 17.0282726)",2,
