osmid,name,highway,width,oneway,reversed,length,geometry,lanes,ref,maxspeed,bridge
56234399,Callejón Morelos,residential,6,False,False,104.47,"LINESTRING (-105.24819 21.042404, -105.2482564 21.0423172, -105.2485939 21.0420423, -105.2489424 21.0417849)",,,,
56234412,,residential,4,False,False,57.120000000000005,"LINESTRING (-105.24819 21.042404, -105.2479229 21.0422005, -105.2477534 21.0420919)",,,,
"[56234400, 56234412]",Calle Salina Cruz Norte,residential,"['6', '4']",False,True,154.883,"LINESTRING (-105.24819 21.042404, -105.2483807 21.0425556, -105.2485933 21.0427036, -105.2486341 21.0427133, -105.2486776 21.042711, -105.2487072 21.0426979, -105.2487446 21.0426583, -105.2492708 21.0420938)",,,,
56121454,Circuito Libertad,residential,8,False,True,20.63,"LINESTRING (-105.2503419 21.0421453, -105.2504888 21.0420203)",,,,
"[56234387, 56121454]","['Circuito Libertad', 'Calle Rubén Jaramillo']",residential,8,False,False,154.828,"LINESTRING (-105.2503419 21.0421453, -105.2497928 21.0426034, -105.2492708 21.0420938)",,,,
56121454,Circuito Libertad,residential,8,False,False,20.63,"LINESTRING (-105.2504888 21.0420203, -105.2503419 21.0421453)",,,,
56234391,Avenida Emiliano Zapata,residential,,True,False,77.659,"LINESTRING (-105.2504888 21.0420203, -105.2499889 21.0415006)",,,,
56121454,Circuito Libertad,residential,8,False,True,71.613,"LINESTRING (-105.2504888 21.0420203, -105.2506993 21.0418414, -105.2509779 21.0415666)",,,,
56121482,Peatonal Bahía Punta de Mita Norte,residential,8,False,True,30.963,"LINESTRING (-105.2475189 21.0421321, -105.2474027 21.0422181, -105.2473081 21.0423268)",,,,
56121454,Circuito Libertad,residential,8,False,False,60.254,"LINESTRING (-105.2513792 21.041175, -105.2509779 21.0415666)",,,,
56121454,Circuito Libertad,residential,8,False,True,84.309,"LINESTRING (-105.2513792 21.041175, -105.2519774 21.040662)",,,,
957204677,Calle Esteban Baca Calderón,residential,8,False,True,69.027,"LINESTRING (-105.2513792 21.041175, -105.2509084 21.0407365)",,,,
56121454,Circuito Libertad,residential,8,False,False,68.734,"LINESTRING (-105.2524404 21.04022, -105.2519774 21.040662)",,,,
56121454,Circuito Libertad,residential,8,False,True,58.924,"LINESTRING (-105.2524404 21.04022, -105.2528831 21.0398882)",,,,
56234413,Calle Laureles y Góngora,residential,8,False,False,63.819,"LINESTRING (-105.2524404 21.04022, -105.2519805 21.039839)",,,,
56234403,Calle Francisco Villa,residential,8,False,False,69.432,"LINESTRING (-105.2537846 21.0391569, -105.253306 21.0387206)",,,,
886865516,Circuito Libertad,residential,8,False,False,123.959,"LINESTRING (-105.2537846 21.0391569, -105.2528831 21.0398882)",,,,
886865516,Circuito Libertad,residential,8,False,True,107.101,"LINESTRING (-105.2537846 21.0391569, -105.2545665 21.0385283)",,,,
56234390,Calle Lucio Blanco,residential,8,False,False,77.089,"LINESTRING (-105.2545665 21.0385283, -105.2539825 21.0380999)",,,,
886865516,Circuito Libertad,residential,8,False,False,107.101,"LINESTRING (-105.2545665 21.0385283, -105.2537846 21.0391569)",,,,
"[925183377, 1057215468]",Calle Lucio Blanco,residential,,False,True,90.11600000000001,"LINESTRING (-105.2545665 21.0385283, -105.2546668 21.0386347, -105.2547124 21.0387073, -105.2546909 21.0387799, -105.2542484 21.0390778)",,,,
56234387,Calle Rubén Jaramillo,residential,8,False,False,51.708,"LINESTRING (-105.2488021 21.0416494, -105.2484551 21.0413157)",,,,
56234387,Calle Rubén Jaramillo,residential,8,False,True,20.953,"LINESTRING (-105.2488021 21.0416494, -105.2489424 21.0417849)",,,,
56234426,Calle Bahía de Manzanillo Norte,residential,8,False,False,83.101,"LINESTRING (-105.2488021 21.0416494, -105.2492034 21.0413208, -105.2494052 21.0411578)",,,,
56121454,Circuito Libertad,residential,8,False,False,84.309,"LINESTRING (-105.2519774 21.040662, -105.2513792 21.041175)",,,,
56121454,Circuito Libertad,residential,8,False,True,68.734,"LINESTRING (-105.2519774 21.040662, -105.2524404 21.04022)",,,,
56234433,Calle General Lázaro Cárdenas,residential,8,False,True,69.021,"LINESTRING (-105.2519774 21.040662, -105.2514949 21.0402348)",,,,
56121454,Circuito Libertad,residential,8,False,False,58.924,"LINESTRING (-105.2528831 21.0398882, -105.2524404 21.04022)",,,,
321232863,Calle Crisanto Jacobo,residential,,False,True,63.867,"LINESTRING (-105.2528831 21.0398882, -105.2524607 21.0394705)",,,,
886865516,Circuito Libertad,residential,8,False,True,123.959,"LINESTRING (-105.2528831 21.0398882, -105.2537846 21.0391569)",,,,
56234387,Calle Rubén Jaramillo,residential,8,False,False,20.953,"LINESTRING (-105.2489424 21.0417849, -105.2488021 21.0416494)",,,,
56234387,Calle Rubén Jaramillo,residential,8,False,True,48.387,"LINESTRING (-105.2489424 21.0417849, -105.2492708 21.0420938)",,,,
56234399,Callejón Morelos,residential,6,False,True,104.46999999999998,"LINESTRING (-105.2489424 21.0417849, -105.2485939 21.0420423, -105.2482564 21.0423172, -105.24819 21.042404)",,,,
916050462,Avenida Emiliano Zapata,residential,6,True,False,10.09,"LINESTRING (-105.2469005 21.0386697, -105.2469758 21.0387271)",,,,
925140522,Carretera Tepic-Puerto Vallarta,trunk,,True,False,89.715,"LINESTRING (-105.2469005 21.0386697, -105.2464184 21.0393394)",2,MEX 200,80,
56234427,Calle Esteban Baca Calderón,residential,8,True,False,55.98,"LINESTRING (-105.2500434 21.0399369, -105.2504264 21.0402914)",,,,
1056666499,Calle Bahía Punta de Mita Sur,residential,8,False,False,72.703,"LINESTRING (-105.2500434 21.0399369, -105.2505444 21.0394799)",,,,
1160563450,Calle Bahía Punta de Mita Sur,residential,8,False,True,49.702,"LINESTRING (-105.2500434 21.0399369, -105.2497013 21.0402497)",,,,
56234388,,residential,4,False,False,43.737,"LINESTRING (-105.2470929 21.0404051, -105.2468408 21.0400899)",,,,
56234411,Calle Bahía de Manzanillo Sur,residential,8,False,False,72.908,"LINESTRING (-105.2538546 21.0371864, -105.2533457 21.0376384)",,,,
56234425,Calle Amado Nervo,residential,8,False,False,57.956,"LINESTRING (-105.2538546 21.0371864, -105.2534124 21.0368681)",,,,
56234425,Calle Amado Nervo,residential,8,False,True,80.426,"LINESTRING (-105.2538546 21.0371864, -105.2544589 21.0376392)",,,,
56234388,,residential,4,False,True,54.695,"LINESTRING (-105.2464717 21.0397388, -105.2468408 21.0400899)",,,,
56234403,Calle Francisco Villa,residential,8,False,True,79.717,"LINESTRING (-105.2507954 21.0364598, -105.2513831 21.0369214)",,,,
56234431,Calle Bahía de Acapulco Sur,residential,8,False,False,116.391,"LINESTRING (-105.2507954 21.0364598, -105.2501257 21.0372994)",,,,
56234424,Calle Rubén Jaramillo,residential,4,False,True,61.369,"LINESTRING (-105.2470605 21.0399047, -105.2474358 21.0403312)",,,,
1056660785,Calle Bahía de Guaymas Norte,residential,8,False,True,88.12,"LINESTRING (-105.2470605 21.0399047, -105.247585 21.0392815)",,,,
1056660790,Calle Rubén Jaramillo,residential,,False,False,41.268,"LINESTRING (-105.2470605 21.0399047, -105.2467756 21.0396458)",,,,
56234411,Calle Bahía de Manzanillo Sur,residential,8,False,True,48.954,"LINESTRING (-105.2500714 21.0405813, -105.2504264 21.0402914)",,,,
56234421,Calle Alfredo V. Bonfil,residential,8,True,False,53.243,"LINESTRING (-105.2500714 21.0405813, -105.2497013 21.0402497)",,,,
56234387,Calle Rubén Jaramillo,residential,8,False,False,48.387,"LINESTRING (-105.2492708 21.0420938, -105.2489424 21.0417849)",,,,
1056666500,Calle Salina Cruz Norte,residential,8,False,True,78.652,"LINESTRING (-105.2492708 21.0420938, -105.2498342 21.0416207)",,,,
"[56234387, 56121454]","['Circuito Libertad', 'Calle Rubén Jaramillo']",residential,8,False,True,154.828,"LINESTRING (-105.2492708 21.0420938, -105.2497928 21.0426034, -105.2503419 21.0421453)",,,,
"[56234400, 56234412]",Calle Salina Cruz Norte,residential,"['6', '4']",False,False,154.88300000000004,"LINESTRING (-105.2492708 21.0420938, -105.2487446 21.0426583, -105.2487072 21.0426979, -105.2486776 21.042711, -105.2486341 21.0427133, -105.2485933 21.0427036, -105.2483807 21.0425556, -105.24819 21.042404)",,,,
957901825,Calle Bahía de Banderas Norte,residential,8,False,False,21.889,"LINESTRING (-105.2477712 21.0409792, -105.2479263 21.0408458)",,,,
56234415,Calle 15 de Mayo,residential,8,False,False,46.869,"LINESTRING (-105.2473619 21.0429293, -105.2469447 21.0430907)",,,,
"[56234396, 56234415]","['Calle 15 de Mayo', 'Cerrada Cabo San Lucas']",residential,"['6', '8']",False,True,133.34199999999998,"LINESTRING (-105.2473619 21.0429293, -105.2477593 21.0427247, -105.2478184 21.0427081, -105.2478602 21.0427355, -105.2481206 21.0433602)",,,,
1056659763,Calle Educación,residential,8,False,False,67.519,"LINESTRING (-105.2473619 21.0429293, -105.2473352 21.0424023, -105.2473081 21.0423268)",,,,
56234386,Calle Salina Cruz Sur,residential,8,False,False,66.909,"LINESTRING (-105.2519805 21.039839, -105.2514949 21.0402348)",,,,
56234413,Calle Laureles y Góngora,residential,8,False,False,73.918,"LINESTRING (-105.2519805 21.039839, -105.2514688 21.0393766)",,,,
56234413,Calle Laureles y Góngora,residential,8,False,True,63.819,"LINESTRING (-105.2519805 21.039839, -105.2524404 21.04022)",,,,
56121482,Peatonal Bahía Punta de Mita Norte,residential,8,False,False,30.963,"LINESTRING (-105.2473081 21.0423268, -105.2474027 21.0422181, -105.2475189 21.0421321)",,,,
