osmid,name,highway,oneway,reversed,length,junction,geometry,lanes
786072812,Calle 21,secondary,False,False,356.468,,"LINESTRING (-89.5381176 20.9156051, -89.538827 20.9160245, -89.5398305 20.9166308, -89.5401448 20.9168577, -89.5408893 20.9174814)",
682554716,,residential,False,True,105.114,,"LINESTRING (-89.5404169 20.9183174, -89.5408893 20.9174814)",
682554716,,residential,False,False,105.114,,"LINESTRING (-89.5408893 20.9174814, -89.5404169 20.9183174)",
683409152,Calle 21,secondary,False,False,74.154,,"LINESTRING (-89.5408893 20.9174814, -89.541422 20.9179254)",
786072812,Calle 21,secondary,False,True,356.468,,"LINESTRING (-89.5408893 20.9174814, -89.5401448 20.9168577, -89.5398305 20.9166308, -89.538827 20.9160245, -89.5381176 20.9156051)",
682554717,,residential,True,False,17.418,roundabout,"LINESTRING (-89.5427479 20.9176388, -89.5427797 20.9176486, -89.5428132 20.9176499, -89.5428459 20.9176426, -89.5428752 20.9176273, -89.5428989 20.9176052)",
682554718,,residential,False,True,36.208,,"LINESTRING (-89.5428989 20.9176052, -89.5431367 20.9178433)",
682554717,,residential,True,False,38.929,roundabout,"LINESTRING (-89.5428989 20.9176052, -89.5429155 20.9175774, -89.5429232 20.9175464, -89.5429215 20.9175146, -89.5429105 20.9174845, -89.5428909 20.9174584, -89.5428645 20.9174384, -89.5428331 20.9174259, -89.5427993 20.917422, -89.5427656 20.917427, -89.5427348 20.9174405, -89.5427098 20.9174621)",
682554719,,residential,False,True,57.675,,"LINESTRING (-89.5427098 20.9174621, -89.5422998 20.9171123)",
682554717,,residential,True,False,14.427,roundabout,"LINESTRING (-89.5427098 20.9174621, -89.542692 20.9174853, -89.5426819 20.9175124, -89.5426794 20.917541, -89.5426845 20.9175693, -89.5426864 20.9175843)",
682554719,,residential,False,False,87.15,,"LINESTRING (-89.5416614 20.9166037, -89.5422998 20.9171123)",
682554721,,residential,False,False,49.199,,"LINESTRING (-89.5424915 20.9167077, -89.5422998 20.9171123)",
682554721,,residential,False,True,43.384,,"LINESTRING (-89.5424915 20.9167077, -89.5426605 20.9163509)",
"[682554720, 786072813, 786072814]",,residential,False,"[False, True]",200.253,,"LINESTRING (-89.5424915 20.9167077, -89.5419849 20.9162873, -89.5421979 20.9158345, -89.5426605 20.9163509)",2
682554719,,residential,False,False,57.675,,"LINESTRING (-89.5422998 20.9171123, -89.5427098 20.9174621)",
682554719,,residential,False,True,87.15,,"LINESTRING (-89.5422998 20.9171123, -89.5416614 20.9166037)",
682554721,,residential,False,True,49.199,,"LINESTRING (-89.5422998 20.9171123, -89.5424915 20.9167077)",
682554722,,residential,False,True,77.163,,"LINESTRING (-89.5425929 20.9183161, -89.5431367 20.9178433)",
682554718,,residential,False,False,36.208,,"LINESTRING (-89.5431367 20.9178433, -89.5428989 20.9176052)",
682554718,,residential,False,True,28.616,,"LINESTRING (-89.5431367 20.9178433, -89.5433646 20.9179879)",
682554722,,residential,False,False,77.163,,"LINESTRING (-89.5431367 20.9178433, -89.5425929 20.9183161)",
682554723,,residential,False,True,33.727,,"LINESTRING (-89.5432869 20.9182824, -89.5433646 20.9179879)",
682554718,,residential,False,False,28.616,,"LINESTRING (-89.5433646 20.9179879, -89.5431367 20.9178433)",
682554723,,residential,False,False,33.727,,"LINESTRING (-89.5433646 20.9179879, -89.5432869 20.9182824)",
682554723,,residential,False,True,125.58,,"LINESTRING (-89.5433646 20.9179879, -89.5437053 20.9169043)",
682554723,,residential,False,False,125.58,,"LINESTRING (-89.5437053 20.9169043, -89.5433646 20.9179879)",
682554724,,residential,True,False,116.011,,"LINESTRING (-89.5419325 20.9183518, -89.5427479 20.9176388)",
683409152,Calle 21,secondary,False,False,32.975,,"LINESTRING (-89.5419325 20.9183518, -89.5421699 20.9185487)",
683409152,Calle 21,secondary,False,True,15.631,,"LINESTRING (-89.5419325 20.9183518, -89.5418207 20.9182577)",
786057144,,residential,False,False,63.59,,"LINESTRING (-89.5388827 20.9152783, -89.5383248 20.9150428)",2
786057145,,residential,False,False,71.263,,"LINESTRING (-89.5391214 20.9149025, -89.5385072 20.9146169)",2
786057147,,residential,False,True,27.038,,"LINESTRING (-89.5386225 20.9143989, -89.5385072 20.9146169)",2
786057145,,residential,False,True,71.263,,"LINESTRING (-89.5385072 20.9146169, -89.5391214 20.9149025)",2
786057147,,residential,False,False,27.038,,"LINESTRING (-89.5385072 20.9146169, -89.5386225 20.9143989)",2
786057147,,residential,False,True,51.007,,"LINESTRING (-89.5385072 20.9146169, -89.5383248 20.9150428)",2
786057144,,residential,False,True,63.59,,"LINESTRING (-89.5383248 20.9150428, -89.5388827 20.9152783)",2
786057147,,residential,False,False,51.007,,"LINESTRING (-89.5383248 20.9150428, -89.5385072 20.9146169)",2
786057147,,residential,False,True,66.125,,"LINESTRING (-89.5383248 20.9150428, -89.5381176 20.9156051)",2
682554721,,residential,False,False,43.384,,"LINESTRING (-89.5426605 20.9163509, -89.5424915 20.9167077)",
"[682554720, 786072813, 786072814]",,residential,False,"[False, True]",200.253,,"LINESTRING (-89.5426605 20.9163509, -89.5421979 20.9158345, -89.5419849 20.9162873, -89.5424915 20.9167077)",2
682554721,,residential,False,True,53.461,,"LINESTRING (-89.5426605 20.9163509, -89.5428687 20.9159112)",
682554721,,residential,False,False,53.461,,"LINESTRING (-89.5428687 20.9159112, -89.5426605 20.9163509)",
786072815,,residential,False,False,96.887,,"LINESTRING (-89.5428687 20.9159112, -89.542273 20.9152407)",2
786072815,,residential,False,True,81.965,,"LINESTRING (-89.5428687 20.9159112, -89.5433727 20.9164784)",2
786072815,,residential,False,True,96.887,,"LINESTRING (-89.542273 20.9152407, -89.5428687 20.9159112)",2
786072815,,residential,False,False,81.965,,"LINESTRING (-89.5433727 20.9164784, -89.5428687 20.9159112)",2
