osmid,name,highway,oneway,reversed,length,bridge,geometry,access
"[790631658, 790631686, 790631687]",Río Bravo,"['living_street', 'tertiary']",False,False,106.019,yes,"LINESTRING (-102.4816006 22.9380058, -102.4815884 22.9379496, -102.481608 22.9378988, -102.4817401 22.9374582, -102.4817492 22.9373473, -102.4817604 22.9372256, -102.4817616 22.9371975, -102.4817783 22.9370748)",
790631659,Felipe Ángeles,tertiary,False,False,48.388000000000005,,"LINESTRING (-102.4816006 22.9380058, -102.4816639 22.9380169, -102.4817273 22.9380014, -102.4820359 22.9378646)",yes
790631759,Reforma,residential,False,False,58.269,,"LINESTRING (-102.4816006 22.9380058, -102.481513 22.9381628, -102.4813289 22.9383797, -102.4813022 22.9384476)",
257465125,Hidalgo,residential,False,True,236.363,,"LINESTRING (-102.4880867 22.9424296, -102.4857857 22.942598)",
790631677,23 de Junio,tertiary,False,False,13.367,,"LINESTRING (-102.4880867 22.9424296, -102.4880847 22.9423094)",
257465139,Venustiano Carraza,residential,False,True,8.169,,"LINESTRING (-102.4874445 22.9402358, -102.4873701 22.9402623)",
932283789,Juan Escutia,tertiary,True,False,16.979,,"LINESTRING (-102.4874445 22.9402358, -102.4873593 22.9401048)",
257465125,Hidalgo,residential,False,False,236.363,,"LINESTRING (-102.4857857 22.942598, -102.4880867 22.9424296)",
257465125,Hidalgo,residential,False,True,120.612,,"LINESTRING (-102.4857857 22.942598, -102.4846141 22.9427097)",
257465133,Juárez,residential,False,False,50.783,,"LINESTRING (-102.4857857 22.942598, -102.4858037 22.9421416)",
257465115,,residential,False,False,125.073,,"LINESTRING (-102.4881798 22.9389855, -102.4885476 22.9400581)",
257465122,Prof.ª María Díaz Ceballos,tertiary,False,False,61.345,,"LINESTRING (-102.4881798 22.9389855, -102.4887489 22.9388132)",
257465122,Prof.ª María Díaz Ceballos,tertiary,False,True,118.809,,"LINESTRING (-102.4881798 22.9389855, -102.487075 22.9393118)",
257465109,,residential,False,False,74.043,,"LINESTRING (-102.483381 22.9416904, -102.4833266 22.9410264)",
790631706,,residential,False,False,99.489,,"LINESTRING (-102.483381 22.9416904, -102.4824128 22.9417649)",
790631706,,residential,False,True,97.133,,"LINESTRING (-102.483381 22.9416904, -102.4843289 22.9416576)",
257465113,,residential,False,False,125.98,,"LINESTRING (-102.4811255 22.9412904, -102.4813281 22.9424079)",
257465139,Venustiano Carraza,residential,False,False,58.158,,"LINESTRING (-102.4811255 22.9412904, -102.4816898 22.9412312)",
790631760,Venustiano Carranza,residential,False,True,7.29,,"LINESTRING (-102.4811255 22.9412904, -102.4810547 22.9412973)",
257465126,Francisco Villa,residential,False,False,97.516,,"LINESTRING (-102.4848569 22.9411437, -102.4858064 22.9412109)",
257465126,Francisco Villa,residential,False,True,25.943,,"LINESTRING (-102.4848569 22.9411437, -102.4846316 22.941037)",
790631795,,residential,False,False,77.905,,"LINESTRING (-102.4848569 22.9411437, -102.4848139 22.9404442)",
257465126,Francisco Villa,residential,False,False,58.089,,"LINESTRING (-102.4841435 22.9407708, -102.4846316 22.941037)",
257465126,Francisco Villa,residential,False,True,124.951,,"LINESTRING (-102.4841435 22.9407708, -102.4839556 22.9406201, -102.4837089 22.9403434, -102.4832985 22.939963)",
257465139,Venustiano Carraza,residential,False,False,78.739,,"LINESTRING (-102.4841435 22.9407708, -102.4842547 22.9406633, -102.4848139 22.9404442)",
257465139,Venustiano Carraza,residential,False,True,90.179,,"LINESTRING (-102.4841435 22.9407708, -102.4840512 22.9408561, -102.4838162 22.9409362, -102.4833266 22.9410264)",
257465119,,residential,False,True,59.992,,"LINESTRING (-102.4843289 22.9416576, -102.4844706 22.9421811)",
790631706,,residential,False,False,97.133,,"LINESTRING (-102.4843289 22.9416576, -102.483381 22.9416904)",
790631706,,residential,False,True,34.306,,"LINESTRING (-102.4843289 22.9416576, -102.4846638 22.9416494)",
257465115,,residential,False,False,81.314,,"LINESTRING (-102.4889525 22.9415079, -102.4891221 22.9422223)",
257465115,,residential,False,True,66.613,,"LINESTRING (-102.4889525 22.9415079, -102.4887741 22.9409318)",
790631706,,residential,False,False,27.679,,"LINESTRING (-102.4889525 22.9415079, -102.4886822 22.9415066)",
790631706,,residential,False,True,40.75,,"LINESTRING (-102.4889525 22.9415079, -102.4893473 22.9414619)",
257465113,,residential,False,True,125.98,,"LINESTRING (-102.4813281 22.9424079, -102.4811255 22.9412904)",
257465132,Zaragoza,residential,False,False,114.969,,"LINESTRING (-102.4813281 22.9424079, -102.4824455 22.9423071)",
931261762,,residential,False,True,58.899,,"LINESTRING (-102.4813281 22.9424079, -102.4807557 22.94246)",
257465115,,residential,False,True,125.073,,"LINESTRING (-102.4885476 22.9400581, -102.4881798 22.9389855)",
790631702,,living_street,False,False,112.569,,"LINESTRING (-102.4885476 22.9400581, -102.4874945 22.9403485)",
790631702,,living_street,False,True,80.168,,"LINESTRING (-102.4885476 22.9400581, -102.4892895 22.9398279)",
257465115,,residential,False,False,78.384,,"LINESTRING (-102.4885476 22.9400581, -102.4886667 22.940422, -102.4887339 22.9407409)",
257465139,Venustiano Carraza,residential,False,False,102.638,,"LINESTRING (-102.4823354 22.9411635, -102.4833266 22.9410264)",
257465139,Venustiano Carraza,residential,False,True,66.537,,"LINESTRING (-102.4823354 22.9411635, -102.4816898 22.9412312)",
790631742,Carril Viejo,residential,False,False,106.517,,"LINESTRING (-102.4823354 22.9411635, -102.4822462 22.9402091)",
790631742,Carril Viejo,residential,False,True,67.341,,"LINESTRING (-102.4823354 22.9411635, -102.4824128 22.9417649)",
790631689,Principal San Antonio del Ciprés,tertiary,True,False,70.552,,"LINESTRING (-102.4852876 22.938008, -102.4849906 22.9380694, -102.4847148 22.9381623, -102.4846303 22.9381932)",
790631693,,tertiary,False,True,104.049,,"LINESTRING (-102.4852876 22.938008, -102.4854245 22.9378974, -102.4859436 22.9372963)",
257465133,Juárez,residential,False,True,100.703,,"LINESTRING (-102.4858239 22.9403054, -102.4858064 22.9412109)",
257465139,Venustiano Carraza,residential,False,False,38.971,,"LINESTRING (-102.4858239 22.9403054, -102.4862044 22.9403122)",
257465139,Venustiano Carraza,residential,False,True,104.845,,"LINESTRING (-102.4858239 22.9403054, -102.4852967 22.9403434, -102.4848139 22.9404442)",
257465109,,residential,False,False,118.28,,"LINESTRING (-102.4833266 22.9410264, -102.4832985 22.939963)",
257465109,,residential,False,True,74.043,,"LINESTRING (-102.4833266 22.9410264, -102.483381 22.9416904)",
257465139,Venustiano Carraza,residential,False,True,102.638,,"LINESTRING (-102.4833266 22.9410264, -102.4823354 22.9411635)",
257465139,Venustiano Carraza,residential,False,False,90.179,,"LINESTRING (-102.4833266 22.9410264, -102.4838162 22.9409362, -102.4840512 22.9408561, -102.4841435 22.9407708)",
790631795,,residential,False,True,77.905,,"LINESTRING (-102.4848139 22.9404442, -102.4848569 22.9411437)",
257465139,Venustiano Carraza,residential,False,False,104.845,,"LINESTRING (-102.4848139 22.9404442, -102.4852967 22.9403434, -102.4858239 22.9403054)",
257465139,Venustiano Carraza,residential,False,True,78.739,,"LINESTRING (-102.4848139 22.9404442, -102.4842547 22.9406633, -102.4841435 22.9407708)",
790631795,,residential,False,False,62.427,,"LINESTRING (-102.4848139 22.9404442, -102.4848027 22.9400852, -102.4848501 22.9398877)",
257465115,,residential,False,False,66.613,,"LINESTRING (-102.4887741 22.9409318, -102.4889525 22.9415079)",
257465115,,residential,False,True,21.623,,"LINESTRING (-102.4887741 22.9409318, -102.4887339 22.9407409)",
790631704,,residential,False,True,56.422,,"LINESTRING (-102.4887741 22.9409318, -102.4893187 22.9408547)",
257465109,,residential,False,True,118.28,,"LINESTRING (-102.4832985 22.939963, -102.4833266 22.9410264)",
257465126,Francisco Villa,residential,False,True,45.349,,"LINESTRING (-102.4832985 22.939963, -102.4830277 22.9396403)",
257465126,Francisco Villa,residential,False,False,124.95100000000001,,"LINESTRING (-102.4832985 22.939963, -102.4837089 22.9403434, -102.4839556 22.9406201, -102.4841435 22.9407708)",
257465119,,residential,False,False,59.992,,"LINESTRING (-102.4844706 22.9421811, -102.4843289 22.9416576)",
257465119,,residential,False,True,60.587,,"LINESTRING (-102.4844706 22.9421811, -102.4846141 22.9427097)",
257465132,Zaragoza,residential,False,False,136.579,,"LINESTRING (-102.4844706 22.9421811, -102.4858037 22.9421416)",
257465132,Zaragoza,residential,False,True,207.842,,"LINESTRING (-102.4844706 22.9421811, -102.4824455 22.9423071)",
257465119,,residential,False,False,60.587,,"LINESTRING (-102.4846141 22.9427097, -102.4844706 22.9421811)",
