osmid,lanes,name,highway,oneway,reversed,length,geometry,width,bridge
322519483,2,Salvador Díaz Mirón,tertiary,False,False,87.424,"LINESTRING (-97.3077415 20.5946403, -97.3071946 20.595237)",,
322519483,2,Salvador Díaz Mirón,tertiary,False,True,58.036,"LINESTRING (-97.3077415 20.5946403, -97.3081084 20.5942473)",,
322519503,,Oaxaca,residential,False,False,148.864,"LINESTRING (-97.3077415 20.5946403, -97.3063429 20.5943606)",,
322519493,,Carrizal,residential,False,True,107.006,"LINESTRING (-97.3024489 20.5997067, -97.3025246 20.5996618, -97.3025756 20.5996309, -97.3026262 20.5995997, -97.3028874 20.5994192, -97.3032837 20.5991456)",,
364963885,2,,tertiary,False,True,35.309,"LINESTRING (-97.3024489 20.5997067, -97.302246 20.5996238, -97.3021419 20.5995721)",,
365011328,,Salvador Díaz Mirón,tertiary,False,True,405.183,"LINESTRING (-97.3024489 20.5997067, -97.3025042 20.5997106, -97.302598 20.5997136, -97.3034359 20.5997276, -97.3037744 20.5997495, -97.3041807 20.5998063, -97.3049024 20.5999214, -97.305119 20.5999559, -97.3052296 20.5999565, -97.3052936 20.5999484, -97.3053483 20.5999339, -97.3054073 20.5999054, -97.3054757 20.5998595, -97.305529 20.5998115, -97.3055584 20.5997701, -97.3056111 20.5996728, -97.3056695 20.5995372, -97.305705 20.5994374, -97.3057255 20.5993612, -97.3057392 20.5993088, -97.305752 20.599241, -97.3057523 20.5991961, -97.3057466 20.5991537)",,
826373245,1,,residential,False,False,68.678,"LINESTRING (-97.3024489 20.5997067, -97.3023891 20.5997943, -97.3020628 20.6002073)",4,
823362389,,Tuxpan,tertiary,False,False,103.358,"LINESTRING (-97.3075255 20.6003557, -97.3067896 20.5997316)",,
322519486,,Leonor Rosas,residential,False,True,210.726,"LINESTRING (-97.3075255 20.6003557, -97.3075472 20.6003403, -97.3075598 20.6003265, -97.3075863 20.6002829, -97.3076094 20.6002307, -97.307771 20.5996728, -97.3078193 20.5994217, -97.3078501 20.599197, -97.3078669 20.5989729, -97.3078877 20.5985129)",,
322519491,,Guadalupe Victoria,residential,False,True,147.015,"LINESTRING (-97.3067896 20.5997316, -97.3068599 20.5984111)",,
823362389,,Tuxpan,tertiary,False,True,103.358,"LINESTRING (-97.3067896 20.5997316, -97.3075255 20.6003557)",,
823362389,,Tuxpan,tertiary,False,False,89.95700000000001,"LINESTRING (-97.3067896 20.5997316, -97.3065385 20.5995736, -97.3060591 20.5992996)",,
