osmid,highway,oneway,reversed,length,geometry,ref,name,bridge
218421437,residential,False,True,11.854,"LINESTRING (-102.4733319 22.7261226, -102.473331 22.7262292)",,,
435066224,residential,False,False,72.7,"LINESTRING (-102.4733319 22.7261226, -102.4740396 22.7261597)",,,
435066224,residential,False,True,10.483,"LINESTRING (-102.4733319 22.7261226, -102.4732297 22.726121)",,,
435066231,residential,False,False,72.229,"LINESTRING (-102.4733319 22.7261226, -102.4733481 22.7254732)",,,
218421431,residential,False,True,57.774,"LINESTRING (-102.4732841 22.7285657, -102.4738469 22.7285879)",,,
218421437,residential,False,True,245.372,"LINESTRING (-102.4732841 22.7285657, -102.4732538 22.7307722)",,,
218421437,residential,False,False,90.744,"LINESTRING (-102.4732841 22.7285657, -102.4732869 22.7284072, -102.4733024 22.7277498)",,,
218421431,residential,False,False,90.795,"LINESTRING (-102.4747312 22.7286264, -102.4738469 22.7285879)",,,
435066218,tertiary,False,False,104.285,"LINESTRING (-102.4747312 22.7286264, -102.4747423 22.7276886)",ZAC 243,Calle Hidalgo,
435066218,tertiary,False,True,71.257,"LINESTRING (-102.4747312 22.7286264, -102.474703 22.7292667)",ZAC 243,Calle Hidalgo,
218421434,residential,False,True,57.17,"LINESTRING (-102.4772515 22.7303424, -102.4773346 22.7308508)",,,
435066228,residential,False,False,13.013,"LINESTRING (-102.4772515 22.7303424, -102.4772936 22.730232)",,,
218421434,residential,False,False,86.00200000000001,"LINESTRING (-102.4772515 22.7303424, -102.476697 22.7304047, -102.4764177 22.7304225)",,,
218421434,residential,False,True,179.767,"LINESTRING (-102.4746669 22.730345, -102.4764177 22.7304225)",,,
435066218,tertiary,False,False,45.308,"LINESTRING (-102.4746669 22.730345, -102.4746748 22.7299376)",ZAC 243,Calle Hidalgo,
435066218,tertiary,False,True,48.162,"LINESTRING (-102.4746669 22.730345, -102.4746485 22.7307778)",ZAC 243,Calle Hidalgo,
218421437,residential,False,False,245.372,"LINESTRING (-102.4732538 22.7307722, -102.4732841 22.7285657)",,,
218421437,residential,False,True,49.166,"LINESTRING (-102.4732538 22.7307722, -102.4732344 22.731214)",,,
218421439,residential,False,True,143.04,"LINESTRING (-102.4732538 22.7307722, -102.4746485 22.7307778)",,,
435066210,residential,False,False,121.339,"LINESTRING (-102.4732538 22.7307722, -102.4720712 22.7307399)",,,
218421439,residential,False,False,143.04,"LINESTRING (-102.4746485 22.7307778, -102.4732538 22.7307722)",,,
218421439,residential,False,True,173.079,"LINESTRING (-102.4746485 22.7307778, -102.4763354 22.7308231)",,,
435066218,tertiary,False,False,48.162,"LINESTRING (-102.4746485 22.7307778, -102.4746669 22.730345)",ZAC 243,Calle Hidalgo,
435066218,tertiary,False,True,69.909,"LINESTRING (-102.4746485 22.7307778, -102.4746272 22.7314062)",ZAC 243,Calle Hidalgo,
218421436,residential,False,False,45.337,"LINESTRING (-102.4763354 22.7308231, -102.4764177 22.7304225)",,,
218421436,residential,False,True,92.845,"LINESTRING (-102.4763354 22.7308231, -102.4761973 22.7316483)",,,
218421439,residential,False,False,173.079,"LINESTRING (-102.4763354 22.7308231, -102.4746485 22.7307778)",,,
218421439,residential,False,True,102.523,"LINESTRING (-102.4763354 22.7308231, -102.4773346 22.7308508)",,,
