osmid,oneway,name,highway,reversed,length,ref,maxspeed,bridge,geometry,tunnel
190107488,True,Avenida Profesor Fajardo Sur,residential,False,109.466,,,,"LINESTRING (-102.7185056 19.9927382, -102.7184274 19.9917565)",
439026239,True,Calle Aquiles Serdán Poniente,residential,False,105.335,,,,"LINESTRING (-102.7185056 19.9927382, -102.7174984 19.992777)",
725425681,False,Calle Vicente Guerrero Oriente,residential,False,87.585,,,,"LINESTRING (-102.7195616 19.9938588, -102.7203989 19.9938951)",
725425681,False,Calle Vicente Guerrero Oriente,residential,True,106.225,,,,"LINESTRING (-102.7195616 19.9938588, -102.7185467 19.9938041)",
190107488,True,Avenida Profesor Fajardo Sur,residential,False,118.601,,,,"LINESTRING (-102.7185467 19.9938041, -102.7185056 19.9927382)",
725425681,False,Calle Vicente Guerrero Oriente,residential,False,106.225,,,,"LINESTRING (-102.7185467 19.9938041, -102.7195616 19.9938588)",
725425681,False,Calle Vicente Guerrero Oriente,residential,True,109.363,,,,"LINESTRING (-102.7185467 19.9938041, -102.7175001 19.9938005)",
156890404,True,Calle General José María Arteaga,residential,False,120.281,,,,"LINESTRING (-102.719643 19.9927798, -102.7195616 19.9938588)",
439026239,True,Calle Aquiles Serdán Poniente,residential,False,118.941,,,,"LINESTRING (-102.719643 19.9927798, -102.7185056 19.9927382)",
322556182,False,Calle Felícitas del Río,residential,True,131.722,,,,"LINESTRING (-102.7144781 19.9863698, -102.7144125 19.9875528)",
725201628,False,Morelia-Jiquilpan,secondary,True,63.515,MEX 15;MEX 110,40,,"LINESTRING (-102.7144781 19.9863698, -102.7150829 19.9864266)",
459837638,False,Avenida Diego José Abad,residential,False,176.803,,,,"LINESTRING (-102.7235829 19.9893313, -102.7219006 19.9895009)",
725195984,False,Melchor Ocampo,secondary,True,134.304,MEX 110,80,,"LINESTRING (-102.7235829 19.9893313, -102.7230113 19.9904131)",
725193586,False,Calle General Ornelas Poniente,residential,False,104.312,,,,"LINESTRING (-102.7230113 19.9904131, -102.7220219 19.9905377)",
725195984,False,Melchor Ocampo,secondary,False,134.304,MEX 110,80,,"LINESTRING (-102.7230113 19.9904131, -102.7235829 19.9893313)",
725195984,False,Melchor Ocampo,secondary,True,107.814,MEX 110,80,,"LINESTRING (-102.7230113 19.9904131, -102.7227092 19.9913402)",
459834820,False,Calle Artículo Tercero,residential,True,85.021,,,,"LINESTRING (-102.7148792 19.989969, -102.7147647 19.989212)",
"[322556184, 439026200, 439026190]",False,"['Avenida Diego José Abad', 'Avenida Diego José Abad Poniente']",residential,False,61.303,,,yes,"LINESTRING (-102.7148792 19.989969, -102.7149676 19.9900399, -102.7152116 19.9902592, -102.7153157 19.9903367)",
322556182,False,Calle Felícitas del Río,residential,False,131.722,,,,"LINESTRING (-102.7144125 19.9875528, -102.7144781 19.9863698)",
323122031,False,Calle 18 de Marzo,residential,False,64.028,,,,"LINESTRING (-102.7144125 19.9875528, -102.7150232 19.9875996)",
323122031,False,Calle 18 de Marzo,residential,False,72.956,,,,"LINESTRING (-102.7150232 19.9875996, -102.7157189 19.9876546)",
323122031,False,Calle 18 de Marzo,residential,True,64.028,,,,"LINESTRING (-102.7150232 19.9875996, -102.7144125 19.9875528)",
439026202,False,Calle General Francisco J. Múgica,residential,False,65.932,,,,"LINESTRING (-102.7150232 19.9875996, -102.7149962 19.988192)",
439026202,False,Calle General Francisco J. Múgica,residential,True,130.581,,,,"LINESTRING (-102.7150232 19.9875996, -102.7150829 19.9864266)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,False,65.172,,,,"LINESTRING (-102.7227092 19.9913402, -102.7220907 19.9914156)",
725195984,False,Melchor Ocampo,secondary,False,107.814,MEX 110,80,,"LINESTRING (-102.7227092 19.9913402, -102.7230113 19.9904131)",
725195984,False,Melchor Ocampo,secondary,True,135.976,MEX 110,80,,"LINESTRING (-102.7227092 19.9913402, -102.7227218 19.992563)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,True,66.744,,,,"LINESTRING (-102.7196453 19.99166, -102.7202802 19.9915944)",
156890404,True,Calle General José María Arteaga,residential,False,124.693,,,,"LINESTRING (-102.7196453 19.99166, -102.7196757 19.9922653, -102.719643 19.9927798)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,False,127.721,,,,"LINESTRING (-102.7196453 19.99166, -102.7195925 19.991662, -102.7184274 19.9917565)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,False,106.03,,,,"LINESTRING (-102.7184274 19.9917565, -102.7174204 19.9918737)",
439026242,False,Avenida Profesor Fajardo Sur,residential,False,59.795,,,,"LINESTRING (-102.7184274 19.9917565, -102.7183826 19.9912204)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,True,127.721,,,,"LINESTRING (-102.7184274 19.9917565, -102.7195925 19.991662, -102.7196453 19.99166)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,False,84.166,,,,"LINESTRING (-102.7174204 19.9918737, -102.716617 19.9919278)",
359888855,False,Avenida Octaviana Sánchez Oriente,residential,True,106.03,,,,"LINESTRING (-102.7174204 19.9918737, -102.7184274 19.9917565)",
439026177,False,Morelia-Jiquilpan,secondary,False,63.796,MEX 15;MEX 110,40,,"LINESTRING (-102.7174204 19.9918737, -102.7173654 19.9913023)",
439026177,False,Morelia-Jiquilpan,secondary,True,100.773,MEX 15;MEX 110,40,,"LINESTRING (-102.7174204 19.9918737, -102.7174984 19.992777)",
189316303,False,Calle José María Morelos,residential,True,66.758,,,,"LINESTRING (-102.7164983 19.9906654, -102.7165459 19.9912641)",
439026237,False,Calle Abasolo Oriente,residential,False,23.674,,,,"LINESTRING (-102.7164983 19.9906654, -102.7162726 19.9906469)",
