osmid,oneway,name,highway,reversed,length,lanes,ref,geometry,junction
1189005276,True,Calle Libertad Poniente,residential,False,93.37,,,"LINESTRING (-100.4015502 25.6645901, -100.4006749 25.6643026)",
1189005278,True,Calle José María Morelos Y Pavón,residential,False,96.995,2,,"LINESTRING (-100.4015502 25.6645901, -100.4012067 25.6654056)",
26785334,True,Calle Reforma,residential,False,94.689,2,,"LINESTRING (-100.4027964 25.6640858, -100.4019128 25.6637844)",
1189005280,True,Calle Licenciado Benito Juárez,tertiary,False,94.445,2,,"LINESTRING (-100.4027964 25.6640858, -100.4031565 25.6633009)",
798427865,True,Avenida José Vasconcelos,secondary,False,93.516,2,8,"LINESTRING (-100.4026569 25.6621797, -100.4017836 25.6618836)",
1189005278,True,Calle José María Morelos Y Pavón,residential,False,9.731,2,,"LINESTRING (-100.4026569 25.6621797, -100.4026236 25.6622619)",
776867920,True,Calle Vicente Guerrero,residential,False,90.831,1,,"LINESTRING (-100.4017836 25.6618836, -100.4021081 25.6611209)",
"[798427864, 1189012178]",True,Avenida José Vasconcelos,secondary,False,97.433,"['2', '3']",8,"LINESTRING (-100.4017836 25.6618836, -100.40163 25.661831, -100.4015729 25.6618121, -100.4010352 25.6616289, -100.4009547 25.6616035, -100.4008742 25.6615741)",
859539819,False,Calle General Ignacio Zaragoza,residential,False,93.328,,,"LINESTRING (-100.3988812 25.6636644, -100.3985291 25.6644414)",
194555181,True,Calle General Ignacio Zaragoza,residential,False,97.491,,,"LINESTRING (-100.3988812 25.6636644, -100.3991356 25.6630909, -100.3992423 25.6628503)",
26785090,True,Calle Manuel González Rangel,residential,False,10.653,,,"LINESTRING (-100.4008742 25.6615741, -100.4008413 25.6616652)",
937375541,True,Avenida José Vasconcelos,secondary,False,97.703,2,8,"LINESTRING (-100.4008742 25.6615741, -100.4008404 25.6615667, -100.4001889 25.6613429, -100.4000267 25.6612851, -100.3999657 25.6612572)",
26785090,True,Calle Manuel González Rangel,residential,False,49.396,,,"LINESTRING (-100.4001691 25.6631666, -100.3999887 25.66358)",
26785334,True,Calle Reforma,residential,False,99.325,2,,"LINESTRING (-100.4001691 25.6631666, -100.3992423 25.6628503)",
937375541,True,Avenida José Vasconcelos,secondary,False,93.131,2,8,"LINESTRING (-100.3999657 25.6612572, -100.3998139 25.6612057, -100.3992338 25.6610088, -100.3990961 25.6609621)",
1189005277,True,Calle Libertad Poniente,residential,False,93.74,,,"LINESTRING (-100.4033282 25.6652121, -100.4024515 25.6649184)",
1189005596,True,Calle Los Aldama,residential,False,100.015,2,,"LINESTRING (-100.4033282 25.6652121, -100.4030187 25.6660672)",
26785289,True,Calle Porfirio Díaz,residential,False,97.502,2,,"LINESTRING (-100.404911 25.6639276, -100.4058156 25.6642502)",
1189005283,True,Calle Corregidora,tertiary,False,96.066,1,,"LINESTRING (-100.404911 25.6639276, -100.4046 25.6647448)",
937375542,True,Calle Jerónimo Treviño,residential,False,9.946,,,"LINESTRING (-100.3990961 25.6609621, -100.3990591 25.6610451)",
226338082,True,Calle Miguel Hidalgo Y Costilla,residential,False,94.658,1,,"LINESTRING (-100.406161 25.6634384, -100.4065194 25.6626508)",
"[855730643, 798427871]",True,Avenida José Vasconcelos,secondary,False,97.682,2,8,"LINESTRING (-100.406161 25.6634384, -100.4053349 25.6631286, -100.4052618 25.6630996)",
26785289,True,Calle Porfirio Díaz,residential,False,93.828,2,,"LINESTRING (-100.4058156 25.6642502, -100.4066904 25.6645507)",
226338082,True,Calle Miguel Hidalgo Y Costilla,residential,False,90.369,1,,"LINESTRING (-100.4058156 25.6642502, -100.4061385 25.6634914)",
26785334,True,Calle Reforma,residential,False,93.918,2,,"LINESTRING (-100.4054725 25.6650529, -100.4046 25.6647448)",
226338082,True,Calle Miguel Hidalgo Y Costilla,residential,False,95.651,1,,"LINESTRING (-100.4054725 25.6650529, -100.4058156 25.6642502)",
