osmid,name,highway,oneway,reversed,length,ref,geometry,tunnel,bridge
552408971,Calle Francisco I. Madero,residential,False,True,86.314,,"LINESTRING (-98.3501029 19.4689466, -98.3509163 19.4690667)",,
936150780,Calle Rayón,secondary,False,True,81.692,,"LINESTRING (-98.3501029 19.4689466, -98.3498293 19.4696345)",,
41821365,Avenida Tlaxcala,primary,False,True,48.522,MEX 136,"LINESTRING (-98.3505032 19.4697887, -98.3509011 19.4700116)",,
41821409,Avenida Mina,residential,False,False,122.755,,"LINESTRING (-98.3505032 19.4697887, -98.350179 19.4708495)",,
846474567,,residential,False,True,12.788,,"LINESTRING (-98.3505032 19.4697887, -98.3505388 19.4696787)",,
41821365,Avenida Tlaxcala,primary,False,False,72.717,MEX 136,"LINESTRING (-98.3505032 19.4697887, -98.3501733 19.4697059, -98.3498293 19.4696345)",,
41821419,Calle Zamora,residential,False,False,161.944,,"LINESTRING (-98.3524042 19.4730052, -98.3511068 19.4722147)",,
846486044,Calle Las Fuentes,residential,False,True,29.808,,"LINESTRING (-98.3524042 19.4730052, -98.3522422 19.4732255)",,
41821409,Avenida Mina,residential,False,False,6.963,,"LINESTRING (-98.350179 19.4708495, -98.3501631 19.4709103)",,
41821409,Avenida Mina,residential,False,True,122.755,,"LINESTRING (-98.350179 19.4708495, -98.3505032 19.4697887)",,
938291793,Avenida Benito Juárez,residential,True,False,10.68,,"LINESTRING (-98.350179 19.4708495, -98.3500774 19.4708565)",,
846477017,,residential,False,False,10.998,,"LINESTRING (-98.3514975 19.4710102, -98.3515024 19.471109)",,
846477019,Avenida Benito Juárez,residential,True,False,34.117,,"LINESTRING (-98.3514975 19.4710102, -98.3511744 19.4709735)",,
41821424,Calle Vicente Guerrero,residential,False,False,129.637,,"LINESTRING (-98.351206 19.4717344, -98.3499918 19.4715136)",,
137161936,Calle Guadalupe,residential,False,False,102.688,,"LINESTRING (-98.351206 19.4717344, -98.3519535 19.4711376)",,
137161936,Calle Guadalupe,residential,False,True,51.766,,"LINESTRING (-98.351206 19.4717344, -98.3509725 19.4721446)",,
41821409,Avenida Mina,residential,False,False,38.652,,"LINESTRING (-98.3499918 19.4715136, -98.3498653 19.4718401)",,
41821409,Avenida Mina,residential,False,True,69.446,,"LINESTRING (-98.3499918 19.4715136, -98.3501631 19.4709103)",,
41821424,Calle Vicente Guerrero,residential,False,False,91.431,,"LINESTRING (-98.3499918 19.4715136, -98.3491353 19.4713586)",,
41821424,Calle Vicente Guerrero,residential,False,True,129.637,,"LINESTRING (-98.3499918 19.4715136, -98.351206 19.4717344)",,
41821365,Avenida Tlaxcala,primary,False,False,7.299,MEX 136,"LINESTRING (-98.3523345 19.4709621, -98.3522785 19.4709231)",,
938291791,Avenida Benito Juárez,residential,True,False,10.814,,"LINESTRING (-98.3523345 19.4709621, -98.3524351 19.4709406)",,
41821409,Avenida Mina,residential,False,False,137.824,,"LINESTRING (-98.3497126 19.4725233, -98.3496127 19.4737592)",,
41821409,Avenida Mina,residential,False,True,38.132,,"LINESTRING (-98.3497126 19.4725233, -98.3497616 19.4721835)",,
41821420,Calle Granaditas,residential,False,False,41.799,,"LINESTRING (-98.3497126 19.4725233, -98.3501089 19.4725646)",,
41821420,Calle Granaditas,residential,False,True,81.497,,"LINESTRING (-98.3497126 19.4725233, -98.3489387 19.472454)",,
41821420,Calle Granaditas,residential,False,True,65.899,,"LINESTRING (-98.3507371 19.4725858, -98.3501089 19.4725646)",,
137161936,Calle Guadalupe,residential,False,False,16.118,,"LINESTRING (-98.3507371 19.4725858, -98.3508068 19.4724566)",,
137161936,Calle Guadalupe,residential,False,True,33.412,,"LINESTRING (-98.3507371 19.4725858, -98.3505907 19.4728527)",,
41821419,Calle Zamora,residential,False,True,16.093,,"LINESTRING (-98.3509725 19.4721446, -98.3511068 19.4722147)",,
137161936,Calle Guadalupe,residential,False,False,51.766,,"LINESTRING (-98.3509725 19.4721446, -98.351206 19.4717344)",,
137161936,Calle Guadalupe,residential,False,True,38.799,,"LINESTRING (-98.3509725 19.4721446, -98.3508068 19.4724566)",,
41821421,Privada Granaditas,residential,False,True,40.444,,"LINESTRING (-98.3522422 19.4732255, -98.3525621 19.4734288)",,
41821427,Privada Las Fuentes,residential,False,True,39.775,,"LINESTRING (-98.3522422 19.4732255, -98.3520235 19.4735178)",,
846486044,Calle Las Fuentes,residential,False,False,29.808,,"LINESTRING (-98.3522422 19.4732255, -98.3524042 19.4730052)",,
846486045,Prolongación Granaditas,residential,False,False,173.072,,"LINESTRING (-98.3522422 19.4732255, -98.3508068 19.4724566)",,
137161936,Calle Guadalupe,residential,False,False,38.799,,"LINESTRING (-98.3508068 19.4724566, -98.3509725 19.4721446)",,
137161936,Calle Guadalupe,residential,False,True,16.118,,"LINESTRING (-98.3508068 19.4724566, -98.3507371 19.4725858)",,
846486045,Prolongación Granaditas,residential,False,True,173.072,,"LINESTRING (-98.3508068 19.4724566, -98.3522422 19.4732255)",,
41821409,Avenida Mina,residential,False,True,137.824,,"LINESTRING (-98.3496127 19.4737592, -98.3497126 19.4725233)",,
846225153,Calle Insurgentes,residential,False,False,92.637,,"LINESTRING (-98.3496127 19.4737592, -98.3487589 19.4735445)",,
41821423,Calle Cuauhtémoc,residential,False,True,70.039,,"LINESTRING (-98.3462707 19.4667572, -98.3468961 19.4669787)",,
845824853,Avenida Álvaro Obregón,residential,False,False,36.209,,"LINESTRING (-98.3462707 19.4667572, -98.3463242 19.4664355)",,
845824853,Avenida Álvaro Obregón,residential,False,True,75.597,,"LINESTRING (-98.3462707 19.4667572, -98.34614 19.4674258)",,
845824850,Privada Obregón,residential,False,False,46.93299999999999,,"LINESTRING (-98.3462707 19.4667572, -98.346197 19.4667225, -98.3458583 19.4665935)",,
41821423,Calle Cuauhtémoc,residential,False,False,46.537,,"LINESTRING (-98.3473199 19.4671032, -98.3468961 19.4669787)",,
545301845,Avenida José María Morelos,residential,False,True,20.438,,"LINESTRING (-98.3473199 19.4671032, -98.3472898 19.4672848)",,
41821359,Calle Mariano Abasolo,residential,False,False,23.901,,"LINESTRING (-98.3448674 19.4671762, -98.3446445 19.4671311)",,
41821359,Calle Mariano Abasolo,residential,False,True,62.336,,"LINESTRING (-98.3448674 19.4671762, -98.3454512 19.4672825)",,
41821403,Cerrada Abasolo,residential,False,False,128.578,,"LINESTRING (-98.3448674 19.4671762, -98.3452537 19.4665294, -98.3454761 19.4661724)",,
137161914,Calle Ignacio López Rayón,secondary,False,False,23.178,,"LINESTRING (-98.3495987 19.4678416, -98.3496968 19.4680284)",,
137161914,Calle Ignacio López Rayón,secondary,False,True,39.201,,"LINESTRING (-98.3495987 19.4678416, -98.349423 19.4675304)",,
545301846,Calle Jiménez,residential,False,False,6.897,,"LINESTRING (-98.3495987 19.4678416, -98.3495335 19.4678333)",,
41821359,Calle Mariano Abasolo,residential,False,False,57.799,,"LINESTRING (-98.3482145 19.4678092, -98.3476796 19.4676833)",,
41821359,Calle Mariano Abasolo,residential,False,True,42.924,,"LINESTRING (-98.3482145 19.4678092, -98.3486207 19.4678576)",,
41821361,Avenida Reforma,residential,False,False,59.239,,"LINESTRING (-98.3482145 19.4678092, -98.3480829 19.4683273)",,
41821361,Avenida Reforma,residential,False,True,101.326,,"LINESTRING (-98.3482145 19.4678092, -98.3483917 19.4669134)",,
41821359,Calle Mariano Abasolo,residential,False,False,38.627,,"LINESTRING (-98.34614 19.4674258, -98.3457794 19.4673545)",,
41821359,Calle Mariano Abasolo,residential,False,True,43.524,,"LINESTRING (-98.34614 19.4674258, -98.3465484 19.4674961)",,
845824853,Avenida Álvaro Obregón,residential,False,False,75.597,,"LINESTRING (-98.34614 19.4674258, -98.3462707 19.4667572)",,
845824853,Avenida Álvaro Obregón,residential,False,True,60.296,,"LINESTRING (-98.34614 19.4674258, -98.346055 19.4679621)",,
41821359,Calle Mariano Abasolo,residential,False,False,71.284,,"LINESTRING (-98.3472192 19.4676009, -98.3465484 19.4674961)",,
41821359,Calle Mariano Abasolo,residential,False,True,49.129,,"LINESTRING (-98.3472192 19.4676009, -98.3476796 19.4676833)",,
545301845,Avenida José María Morelos,residential,False,False,35.92,,"LINESTRING (-98.3472192 19.4676009, -98.3472898 19.4672848)",,
545301845,Avenida José María Morelos,residential,False,True,61.45,,"LINESTRING (-98.3472192 19.4676009, -98.3471494 19.4681496)",,
41821364,Calle Miguel Hidalgo,residential,False,True,34.446,,"LINESTRING (-98.3486549 19.4675495, -98.3486207 19.4678576)",,
545301846,Calle Jiménez,residential,False,True,33.062,,"LINESTRING (-98.3486549 19.4675495, -98.3489591 19.4676279)",,
41821364,Calle Miguel Hidalgo,residential,False,False,140.632,,"LINESTRING (-98.3486549 19.4675495, -98.3487028 19.4669524, -98.3486804 19.466716, -98.348648 19.4662885)",,
845824854,Camino Las Carrozas,secondary,False,False,12.007,,"LINESTRING (-98.3485767 19.466204, -98.348648 19.4662885)",,
845824854,Camino Las Carrozas,secondary,False,True,7.889,,"LINESTRING (-98.3485767 19.466204, -98.3485499 19.4661377)",,
41821361,Avenida Reforma,residential,False,False,63.887,,"LINESTRING (-98.3485767 19.466204, -98.3484675 19.4665286, -98.3484206 19.4667584)",,
41821364,Calle Miguel Hidalgo,residential,False,False,36.93,,"LINESTRING (-98.348505 19.4687473, -98.3485524 19.4684182)",,
552408971,Calle Francisco I. Madero,residential,False,True,33.591,,"LINESTRING (-98.348505 19.4687473, -98.3488228 19.4687858)",,
41821364,Calle Miguel Hidalgo,residential,False,True,77.398,,"LINESTRING (-98.348505 19.4687473, -98.3484827 19.4689319, -98.3484415 19.4691695, -98.3484145 19.4694378)",,
41821359,Calle Mariano Abasolo,residential,False,False,42.924,,"LINESTRING (-98.3486207 19.4678576, -98.3482145 19.4678092)",,
41821364,Calle Miguel Hidalgo,residential,False,False,34.446,,"LINESTRING (-98.3486207 19.4678576, -98.3486549 19.4675495)",,
41821364,Calle Miguel Hidalgo,residential,False,True,62.746,,"LINESTRING (-98.3486207 19.4678576, -98.3485524 19.4684182)",,
552408971,Calle Francisco I. Madero,residential,False,False,53.664,,"LINESTRING (-98.3493279 19.4688641, -98.3488228 19.4687858)",,
552408971,Calle Francisco I. Madero,residential,False,True,81.765,,"LINESTRING (-98.3493279 19.4688641, -98.3501029 19.4689466)",,
41821360,Calle Agustín de Iturbide Sur,residential,False,False,116.75999999999999,,"LINESTRING (-98.3493279 19.4688641, -98.3494028 19.4683555, -98.3494411 19.4681917, -98.3495335 19.4678333)",,
41821360,Calle Agustín de Iturbide Sur,residential,False,True,77.899,,"LINESTRING (-98.3493279 19.4688641, -98.3492832 19.4691644, -98.3492164 19.4695567)",,
41821361,Avenida Reforma,residential,False,True,59.239,,"LINESTRING (-98.3480829 19.4683273, -98.3482145 19.4678092)",,
41821404,Calle Aquiles Serdán,residential,False,False,50.248,,"LINESTRING (-98.3480829 19.4683273, -98.3485524 19.4684182)",,
41821404,Calle Aquiles Serdán,residential,False,True,52.266,,"LINESTRING (-98.3480829 19.4683273, -98.3475948 19.4682316)",,
41821361,Avenida Reforma,residential,False,False,116.361,,"LINESTRING (-98.3480829 19.4683273, -98.347933 19.4691148, -98.3478968 19.4693588)",,
41821405,Calle Agua Limpia,residential,False,False,83.292,,"LINESTRING (-98.3471279 19.4686972, -98.3463376 19.4686204)",,
545301845,Avenida José María Morelos,residential,False,False,60.932,,"LINESTRING (-98.3471279 19.4686972, -98.3471494 19.4681496)",,
545301845,Avenida José María Morelos,residential,False,True,37.154,,"LINESTRING (-98.3471279 19.4686972, -98.3470835 19.4690287)",,
41821364,Calle Miguel Hidalgo,residential,False,False,62.746,,"LINESTRING (-98.3485524 19.4684182, -98.3486207 19.4678576)",,
41821364,Calle Miguel Hidalgo,residential,False,True,36.93,,"LINESTRING (-98.3485524 19.4684182, -98.348505 19.4687473)",,
41821404,Calle Aquiles Serdán,residential,False,True,50.248,,"LINESTRING (-98.3485524 19.4684182, -98.3480829 19.4683273)",,
41821404,Calle Aquiles Serdán,residential,False,False,47.577,,"LINESTRING (-98.3471494 19.4681496, -98.3475948 19.4682316)",,
41821404,Calle Aquiles Serdán,residential,False,True,31.387,,"LINESTRING (-98.3471494 19.4681496, -98.3468586 19.4680825)",,
545301845,Avenida José María Morelos,residential,False,False,61.45,,"LINESTRING (-98.3471494 19.4681496, -98.3472192 19.4676009)",,
545301845,Avenida José María Morelos,residential,False,True,60.932,,"LINESTRING (-98.3471494 19.4681496, -98.3471279 19.4686972)",,
41821361,Avenida Reforma,residential,False,False,39.658,,"LINESTRING (-98.3478968 19.4693588, -98.3478458 19.4697122)",,
545301844,Avenida Tlaxcala,primary,False,False,81.445,MEX 136,"LINESTRING (-98.3478968 19.4693588, -98.3471263 19.4692652)",,
41821361,Avenida Reforma,residential,False,True,116.361,,"LINESTRING (-98.3478968 19.4693588, -98.347933 19.4691148, -98.3480829 19.4683273)",,
"[552410036, 545301844, 41821365]",Avenida Tlaxcala,primary,False,True,54.988,MEX 136,"LINESTRING (-98.3478968 19.4693588, -98.3482384 19.4694087, -98.3482951 19.4694163, -98.3484145 19.4694378)",yes,
41821364,Calle Miguel Hidalgo,residential,False,True,104.929,,"LINESTRING (-98.3484145 19.4694378, -98.3482703 19.4703716)",,
41821365,Avenida Tlaxcala,primary,False,True,85.102,MEX 136,"LINESTRING (-98.3484145 19.4694378, -98.3492164 19.4695567)",,
41821364,Calle Miguel Hidalgo,residential,False,False,77.398,,"LINESTRING (-98.3484145 19.4694378, -98.3484415 19.4691695, -98.3484827 19.4689319, -98.348505 19.4687473)",,
"[552410036, 41821365, 545301844]",Avenida Tlaxcala,primary,False,False,54.988,MEX 136,"LINESTRING (-98.3484145 19.4694378, -98.3482951 19.4694163, -98.3482384 19.4694087, -98.3478968 19.4693588)",yes,
41821365,Avenida Tlaxcala,primary,False,False,85.102,MEX 136,"LINESTRING (-98.3492164 19.4695567, -98.3484145 19.4694378)",,
41821365,Avenida Tlaxcala,primary,False,True,64.834,MEX 136,"LINESTRING (-98.3492164 19.4695567, -98.3498293 19.4696345)",,
41821360,Calle Agustín de Iturbide Sur,residential,False,False,77.899,,"LINESTRING (-98.3492164 19.4695567, -98.3492832 19.4691644, -98.3493279 19.4688641)",,
545301855,Avenida José María Morelos,unclassified,False,True,73.27,,"LINESTRING (-98.3470693 19.4703166, -98.3470284 19.4709744)",,
846234324,Avenida José María Morelos,unclassified,False,False,117.063,,"LINESTRING (-98.3470693 19.4703166, -98.3471263 19.4692652)",,
552393627,Avenida Benito Juárez,residential,False,False,136.94799999999998,,"LINESTRING (-98.3470693 19.4703166, -98.3470003 19.4703628, -98.3468889 19.4703716, -98.3457799 19.4703299)",,
552393627,Avenida Benito Juárez,residential,False,True,74.255,,"LINESTRING (-98.3470693 19.4703166, -98.3471679 19.4703052, -98.3473603 19.4702919, -98.3477761 19.4703052)",,
41821364,Calle Miguel Hidalgo,residential,False,False,104.929,,"LINESTRING (-98.3482703 19.4703716, -98.3484145 19.4694378)",,
552393627,Avenida Benito Juárez,residential,False,False,52.334,,"LINESTRING (-98.3482703 19.4703716, -98.3477761 19.4703052)",,
552393627,Avenida Benito Juárez,residential,False,True,46.015,,"LINESTRING (-98.3482703 19.4703716, -98.3487014 19.4704494)",,
41821361,Avenida Reforma,residential,False,False,88.016,,"LINESTRING (-98.3477761 19.4703052, -98.3476769 19.4710912)",,
41821361,Avenida Reforma,residential,False,True,66.342,,"LINESTRING (-98.3477761 19.4703052, -98.3478458 19.4697122)",,
552393627,Avenida Benito Juárez,residential,False,True,52.334,,"LINESTRING (-98.3477761 19.4703052, -98.3482703 19.4703716)",,
552393627,Avenida Benito Juárez,residential,False,False,74.255,,"LINESTRING (-98.3477761 19.4703052, -98.3473603 19.4702919, -98.3471679 19.4703052, -98.3470693 19.4703166)",,
545301844,Avenida Tlaxcala,primary,False,True,8.689,MEX 136,"LINESTRING (-98.3470445 19.4692526, -98.3471263 19.4692652)",,
545301845,Avenida José María Morelos,residential,False,False,25.23,,"LINESTRING (-98.3470445 19.4692526, -98.3470835 19.4690287)",,
545301844,Avenida Tlaxcala,primary,False,False,122.607,MEX 136,"LINESTRING (-98.3470445 19.4692526, -98.3465228 19.4691906, -98.3458858 19.4691034)",,
41821405,Calle Agua Limpia,residential,False,True,40.894,,"LINESTRING (-98.3459483 19.4685973, -98.3463376 19.4686204)",,
845824853,Avenida Álvaro Obregón,residential,False,False,47.427,,"LINESTRING (-98.3459483 19.4685973, -98.3460168 19.4681757)",,
845824853,Avenida Álvaro Obregón,residential,False,True,56.656,,"LINESTRING (-98.3459483 19.4685973, -98.3458858 19.4691034)",,
846176317,Callejón Agua Limpia,residential,False,False,54.036,,"LINESTRING (-98.3459483 19.4685973, -98.3454985 19.46836)",,
41821404,Calle Aquiles Serdán,residential,False,False,85.305,,"LINESTRING (-98.346055 19.4679621, -98.3468586 19.4680825)",,
845824853,Avenida Álvaro Obregón,residential,False,False,60.296,,"LINESTRING (-98.346055 19.4679621, -98.34614 19.4674258)",,
845824853,Avenida Álvaro Obregón,residential,False,True,24.087,,"LINESTRING (-98.346055 19.4679621, -98.3460168 19.4681757)",,
846176317,Callejón Agua Limpia,residential,False,True,54.036,,"LINESTRING (-98.3454985 19.46836, -98.3459483 19.4685973)",,
41821407,Calle Emiliano Zapata,residential,False,True,65.45,,"LINESTRING (-98.3449557 19.4689776, -98.3449068 19.4695644)",,
552410039,Avenida Tlaxcala,primary,False,False,71.81400000000001,MEX 136,"LINESTRING (-98.3449557 19.4689776, -98.3445608 19.4689567, -98.3442718 19.4689725)",,
"[545301844, 552410038, 552410039]",Avenida Tlaxcala,primary,False,True,98.521,MEX 136,"LINESTRING (-98.3449557 19.4689776, -98.3456727 19.4690687, -98.3457215 19.4690756, -98.3458858 19.4691034)",yes,
845824853,Avenida Álvaro Obregón,residential,False,False,56.656,,"LINESTRING (-98.3458858 19.4691034, -98.3459483 19.4685973)",,
845824853,Avenida Álvaro Obregón,residential,False,True,62.37,,"LINESTRING (-98.3458858 19.4691034, -98.3457838 19.469656)",,
"[545301844, 552410038, 552410039]",Avenida Tlaxcala,primary,False,False,98.521,MEX 136,"LINESTRING (-98.3458858 19.4691034, -98.3457215 19.4690756, -98.3456727 19.4690687, -98.3449557 19.4689776)",yes,
545301844,Avenida Tlaxcala,primary,False,True,122.607,MEX 136,"LINESTRING (-98.3458858 19.4691034, -98.3465228 19.4691906, -98.3470445 19.4692526)",,
41821407,Calle Emiliano Zapata,residential,False,False,81.165,,"LINESTRING (-98.3448773 19.4702938, -98.3449068 19.4695644)",,
552393627,Avenida Benito Juárez,residential,False,False,71.048,,"LINESTRING (-98.3448773 19.4702938, -98.3442 19.4702717)",,
552393627,Avenida Benito Juárez,residential,False,True,85.174,,"LINESTRING (-98.3448773 19.4702938, -98.3456893 19.4703191)",,
41821433,Calle Jaime Nunó,residential,False,False,33.152,,"LINESTRING (-98.3441546 19.4705514, -98.3440984 19.4708448)",,
41821433,Calle Jaime Nunó,residential,False,True,31.463,,"LINESTRING (-98.3441546 19.4705514, -98.3442 19.4702717)",,
41821424,Calle Vicente Guerrero,residential,False,True,164.976,,"LINESTRING (-98.3441546 19.4705514, -98.344662 19.4706043, -98.3452215 19.4706685, -98.3457161 19.4707345)",,
41821414,Prolongación Obregón,residential,False,True,45.484,,"LINESTRING (-98.3457799 19.4703299, -98.3457161 19.4707345)",,
552393627,Avenida Benito Juárez,residential,False,False,9.574,,"LINESTRING (-98.3457799 19.4703299, -98.3456893 19.4703191)",,
552393627,Avenida Benito Juárez,residential,False,True,136.94799999999998,,"LINESTRING (-98.3457799 19.4703299, -98.3468889 19.4703716, -98.3470003 19.4703628, -98.3470693 19.4703166)",,
41821422,Calle Anáhuac,residential,False,True,139.801,,"LINESTRING (-98.3484271 19.4712404, -98.3478575 19.4723772)",,
41821424,Calle Vicente Guerrero,residential,False,False,80.379,,"LINESTRING (-98.3484271 19.4712404, -98.3476769 19.4710912)",,
41821424,Calle Vicente Guerrero,residential,False,True,75.399,,"LINESTRING (-98.3484271 19.4712404, -98.3491353 19.4713586)",,
41821361,Avenida Reforma,residential,False,True,88.016,,"LINESTRING (-98.3476769 19.4710912, -98.3477761 19.4703052)",,
41821424,Calle Vicente Guerrero,residential,False,False,69.215,,"LINESTRING (-98.3476769 19.4710912, -98.3470284 19.4709744)",,
41821424,Calle Vicente Guerrero,residential,False,True,80.379,,"LINESTRING (-98.3476769 19.4710912, -98.3484271 19.4712404)",,
41821361,Avenida Reforma,residential,False,False,143.758,,"LINESTRING (-98.3476769 19.4710912, -98.3476047 19.4716234, -98.347587 19.4717078, -98.3475604 19.4717774, -98.3473086 19.4723244)",,
41821424,Calle Vicente Guerrero,residential,False,False,75.399,,"LINESTRING (-98.3491353 19.4713586, -98.3484271 19.4712404)",,
41821424,Calle Vicente Guerrero,residential,False,True,91.431,,"LINESTRING (-98.3491353 19.4713586, -98.3499918 19.4715136)",,
107582909,Calle Agustín de Iturbide Norte,residential,False,True,36.995,,"LINESTRING (-98.3491353 19.4713586, -98.349088 19.4716883)",,
107582909,Calle Agustín de Iturbide Norte,residential,False,False,91.075,,"LINESTRING (-98.3491353 19.4713586, -98.3491608 19.4709151, -98.3491742 19.4705404)",,
41821424,Calle Vicente Guerrero,residential,False,True,69.215,,"LINESTRING (-98.3470284 19.4709744, -98.3476769 19.4710912)",,
545301855,Avenida José María Morelos,unclassified,False,False,73.27,,"LINESTRING (-98.3470284 19.4709744, -98.3470693 19.4703166)",,
545301855,Avenida José María Morelos,unclassified,False,True,79.819,,"LINESTRING (-98.3470284 19.4709744, -98.3470216 19.4716922)",,
41821424,Calle Vicente Guerrero,residential,False,False,140.146,,"LINESTRING (-98.3470284 19.4709744, -98.3468102 19.4709394, -98.3457161 19.4707345)",,
545301855,Avenida José María Morelos,unclassified,False,False,79.819,,"LINESTRING (-98.3470216 19.4716922, -98.3470284 19.4709744)",,
545301855,Avenida José María Morelos,unclassified,False,True,67.577,,"LINESTRING (-98.3470216 19.4716922, -98.3470083 19.4722998)",,
41821431,Calle Hermenegildo Galeana,residential,False,True,155.554,,"LINESTRING (-98.3470216 19.4716922, -98.3465372 19.4716355, -98.3455516 19.4715023)",,
552393627,Avenida Benito Juárez,residential,False,False,50.589,,"LINESTRING (-98.3491742 19.4705404, -98.3487014 19.4704494)",,
552393627,Avenida Benito Juárez,residential,False,True,17.331,,"LINESTRING (-98.3491742 19.4705404, -98.3493266 19.4706008)",,
107582909,Calle Agustín de Iturbide Norte,residential,False,True,91.075,,"LINESTRING (-98.3491742 19.4705404, -98.3491608 19.4709151, -98.3491353 19.4713586)",,
41821422,Calle Anáhuac,residential,False,False,100.322,,"LINESTRING (-98.3474428 19.4731903, -98.3478575 19.4723772)",,
846225153,Calle Insurgentes,residential,False,False,50.561,,"LINESTRING (-98.3474428 19.4731903, -98.3469781 19.4730686)",,
846225153,Calle Insurgentes,residential,False,True,101.171,,"LINESTRING (-98.3474428 19.4731903, -98.3483708 19.47344)",,
846227826,,residential,False,True,45.368,,"LINESTRING (-98.3474428 19.4731903, -98.3472444 19.4735529)",,
41821420,Calle Granaditas,residential,False,False,57.843,,"LINESTRING (-98.3473086 19.4723244, -98.3478575 19.4723772)",,
41821420,Calle Granaditas,residential,False,True,31.601,,"LINESTRING (-98.3473086 19.4723244, -98.3470083 19.4722998)",,
41821361,Avenida Reforma,residential,False,True,143.758,,"LINESTRING (-98.3473086 19.4723244, -98.3475604 19.4717774, -98.347587 19.4717078, -98.3476047 19.4716234, -98.3476769 19.4710912)",,
41821420,Calle Granaditas,residential,False,False,81.497,,"LINESTRING (-98.3489387 19.472454, -98.3497126 19.4725233)",,
41821420,Calle Granaditas,residential,False,True,113.669,,"LINESTRING (-98.3489387 19.472454, -98.3478575 19.4723772)",,
107582909,Calle Agustín de Iturbide Norte,residential,False,False,53.095,,"LINESTRING (-98.3489387 19.472454, -98.3490433 19.4719868)",,
107582909,Calle Agustín de Iturbide Norte,residential,False,True,53.531,,"LINESTRING (-98.3489387 19.472454, -98.3488616 19.4729299)",,
41821428,Calle Granaditas,residential,False,True,189.259,,"LINESTRING (-98.3470076 19.472554, -98.3452305 19.4722543)",,
545301855,Avenida José María Morelos,unclassified,False,False,28.266,,"LINESTRING (-98.3470076 19.472554, -98.3470083 19.4722998)",,
545301855,Avenida José María Morelos,unclassified,False,True,17.467,,"LINESTRING (-98.3470076 19.472554, -98.3469976 19.4727108)",,
41821420,Calle Granaditas,residential,False,False,31.601,,"LINESTRING (-98.3470083 19.4722998, -98.3473086 19.4723244)",,
545301855,Avenida José María Morelos,unclassified,False,False,67.577,,"LINESTRING (-98.3470083 19.4722998, -98.3470216 19.4716922)",,
545301855,Avenida José María Morelos,unclassified,False,True,28.266,,"LINESTRING (-98.3470083 19.4722998, -98.3470076 19.472554)",,
545301855,Avenida José María Morelos,unclassified,False,False,39.838,,"LINESTRING (-98.3469781 19.4730686, -98.3469976 19.4727108)",,
545301855,Avenida José María Morelos,unclassified,False,True,56.605,,"LINESTRING (-98.3469781 19.4730686, -98.3469486 19.4735769)",,
846225153,Calle Insurgentes,residential,False,True,50.561,,"LINESTRING (-98.3469781 19.4730686, -98.3474428 19.4731903)",,
41821414,Prolongación Obregón,residential,False,False,45.484,,"LINESTRING (-98.3457161 19.4707345, -98.3457799 19.4703299)",,
41821414,Prolongación Obregón,residential,False,True,60.61,,"LINESTRING (-98.3457161 19.4707345, -98.3456033 19.4712691)",,
41821424,Calle Vicente Guerrero,residential,False,False,164.976,,"LINESTRING (-98.3457161 19.4707345, -98.3452215 19.4706685, -98.344662 19.4706043, -98.3441546 19.4705514)",,
