osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed
841378096,Calle 21 de Marzo,residential,False,False,155.038,"LINESTRING (-99.2523078 18.6763605, -99.250888 18.6759932)",,
841378094,Prolongación Niños Héroes,residential,False,True,172.414,"LINESTRING (-99.2523078 18.6763605, -99.2521727 18.676775, -99.2520279 18.6771473, -99.2517897 18.677831)",,
841378095,Calle Niños Héroes,residential,False,False,102.217,"LINESTRING (-99.2523078 18.6763605, -99.2524946 18.6758755, -99.2526338 18.6754947)",,
841068078,Calle 5 de Mayo,residential,False,False,97.40700000000001,"LINESTRING (-99.2479 18.6751463, -99.2480314 18.6747499, -99.2481779 18.6743108)",,
841378096,Calle 21 de Marzo,residential,False,True,163.73000000000002,"LINESTRING (-99.2479 18.6751463, -99.2486912 18.67538, -99.2493859 18.6755782)",,
556168237,Calle Alalpan,residential,False,True,53.017,"LINESTRING (-99.248879 18.67716, -99.2483921 18.6770393)",,
785166053,Prolongación 20 de Noviembre,residential,False,True,22.165,"LINESTRING (-99.248879 18.67716, -99.2489406 18.6769694)",,
785166053,Prolongación 20 de Noviembre,residential,False,False,95.885,"LINESTRING (-99.248879 18.67716, -99.2487341 18.6776237, -99.2486201 18.6779867)",,
785166053,Prolongación 20 de Noviembre,residential,False,True,121.95,"LINESTRING (-99.2478664 18.6803222, -99.2482066 18.6792739)",,
841390221,Calle 10 de Abril,residential,False,True,69.466,"LINESTRING (-99.2478664 18.6803222, -99.2484927 18.6805178)",,
785166053,Prolongación 20 de Noviembre,residential,False,False,44.831,"LINESTRING (-99.2493859 18.6755782, -99.2492725 18.6759668)",,
785166053,Prolongación 20 de Noviembre,residential,False,True,113.668,"LINESTRING (-99.2493859 18.6755782, -99.2496809 18.6745949)",,
841378096,Calle 21 de Marzo,residential,False,True,164.823,"LINESTRING (-99.2493859 18.6755782, -99.250888 18.6759932)",,
841378096,Calle 21 de Marzo,residential,False,False,163.73000000000002,"LINESTRING (-99.2493859 18.6755782, -99.2486912 18.67538, -99.2479 18.6751463)",,
785190685,Prolongación Miguel Hidalgo,residential,False,True,163.279,"LINESTRING (-99.2489004 18.6806385, -99.2483612 18.6820152)",,
841390221,Calle 10 de Abril,residential,False,False,45.001999999999995,"LINESTRING (-99.2489004 18.6806385, -99.2487073 18.6805775, -99.2484927 18.6805178)",,
841390221,Calle 10 de Abril,residential,False,True,26.301,"LINESTRING (-99.2489004 18.6806385, -99.2490439 18.6806627, -99.2491478 18.6806646)",,
841390221,Calle 10 de Abril,residential,False,True,113.941,"LINESTRING (-99.2492692 18.6806207, -99.2502893 18.6809615)",,
556168240,Prolongación Miguel Hidalgo,residential,False,False,27.939,"LINESTRING (-99.2492692 18.6806207, -99.249349 18.6805305, -99.2494348 18.6804245)",,
841390221,Calle 10 de Abril,residential,False,False,13.788,"LINESTRING (-99.2492692 18.6806207, -99.2492102 18.68065, -99.2491478 18.6806646)",,
841390221,Calle 10 de Abril,residential,False,False,113.941,"LINESTRING (-99.2502893 18.6809615, -99.2492692 18.6806207)",,
841400645,Prolongación Niños Héroes,residential,False,False,34.469,"LINESTRING (-99.2502893 18.6809615, -99.2504219 18.6806781)",,
841400645,Prolongación Niños Héroes,residential,False,True,78.15299999999999,"LINESTRING (-99.2502893 18.6809615, -99.2502067 18.6811454, -99.2501275 18.6813169, -99.2499948 18.6816066)",,
841378096,Calle 21 de Marzo,residential,False,False,164.823,"LINESTRING (-99.250888 18.6759932, -99.2493859 18.6755782)",,
841378096,Calle 21 de Marzo,residential,False,True,155.038,"LINESTRING (-99.250888 18.6759932, -99.2523078 18.6763605)",,
841066851,Prolongación Miguel Hidalgo,residential,False,False,103.662,"LINESTRING (-99.250888 18.6759932, -99.2510086 18.6755427, -99.251135 18.6750908)",,
841066851,Prolongación Miguel Hidalgo,residential,False,True,85.029,"LINESTRING (-99.250888 18.6759932, -99.250778 18.6764041, -99.2506916 18.6767349)",,
556168245,,residential,False,False,29.08,"LINESTRING (-99.2505618 18.6821209, -99.2502979 18.6820441)",,
556168245,,residential,False,True,64.124,"LINESTRING (-99.2505618 18.6821209, -99.2511356 18.6823135)",,
"[556168244, 785200397]",Calle Maurilio Santos,residential,False,"[False, True]",66.447,"LINESTRING (-99.2505618 18.6821209, -99.2506416 18.6818477, -99.2506701 18.6818226, -99.2507067 18.6818226, -99.250947 18.6819064)",,
556168245,,residential,False,False,64.124,"LINESTRING (-99.2511356 18.6823135, -99.2505618 18.6821209)",,
556168245,,residential,False,True,50.085,"LINESTRING (-99.2498434 18.6819118, -99.2502979 18.6820441)",,
841400645,Prolongación Niños Héroes,residential,False,False,7.983,"LINESTRING (-99.2498434 18.6819118, -99.2498742 18.6818462)",,
556168245,,residential,False,False,50.085,"LINESTRING (-99.2502979 18.6820441, -99.2498434 18.6819118)",,
556168245,,residential,False,True,29.08,"LINESTRING (-99.2502979 18.6820441, -99.2505618 18.6821209)",,
556168246,Calle Ixcateopan,residential,False,False,77.847,"LINESTRING (-99.2502979 18.6820441, -99.2505946 18.6814029)",,
556168246,Calle Ixcateopan,residential,False,True,77.847,"LINESTRING (-99.2505946 18.6814029, -99.2502979 18.6820441)",,
556168247,,residential,False,False,17.98,"LINESTRING (-99.2505946 18.6814029, -99.2504358 18.6813436)",,
"[785200394, 785200395, 556168246]",Calle Ixcateopan,residential,False,"[False, True]",185.173,"LINESTRING (-99.2505946 18.6814029, -99.2507497 18.6810676, -99.2507706 18.68104, -99.2507914 18.6810267, -99.2508301 18.6810209, -99.2511071 18.6810947, -99.2512084 18.6811341, -99.2512225 18.6811508, -99.2512319 18.6811775, -99.2512279 18.6812147, -99.2511528 18.6814027, -99.250947 18.6819064)",,
556168247,,residential,False,True,17.98,"LINESTRING (-99.2504358 18.6813436, -99.2505946 18.6814029)",,
556168248,Calle Atlamachteloayan,residential,False,True,64.932,"LINESTRING (-99.256361 18.6805991, -99.2560244 18.6810883)",,
