osmid,name,highway,oneway,reversed,length,access,geometry
522409763,Calle Uno Norte,residential,False,True,31.408,,"LINESTRING (-92.3981658 14.7078906, -92.3978798 14.7078335)"
522409762,Avenida Uno Poniente,unclassified,False,True,196.856,yes,"LINESTRING (-92.3981658 14.7078906, -92.3980732 14.7082694, -92.3979069 14.7086689, -92.3977753 14.7089025, -92.3972836 14.7093947)"
924565165,Avenida Central Sur,unclassified,False,False,119.852,yes,"LINESTRING (-92.3957737 14.7064346, -92.3955881 14.7074974)"
522409763,Calle Uno Norte,residential,False,False,128.303,,"LINESTRING (-92.3955881 14.7074974, -92.3967674 14.7076714)"
924565165,Avenida Central Sur,unclassified,False,True,119.852,yes,"LINESTRING (-92.3955881 14.7074974, -92.3957737 14.7064346)"
522409762,Avenida Uno Poniente,unclassified,False,True,212.307,yes,"LINESTRING (-92.3972836 14.7093947, -92.3959502 14.7108026)"
522409764,Calle Dos Norte,unclassified,False,False,34.715,,"LINESTRING (-92.3972836 14.7093947, -92.3970932 14.7091426)"
522409762,Avenida Uno Poniente,unclassified,False,False,196.856,yes,"LINESTRING (-92.3972836 14.7093947, -92.3977753 14.7089025, -92.3979069 14.7086689, -92.3980732 14.7082694, -92.3981658 14.7078906)"
522409762,Avenida Uno Poniente,unclassified,False,False,212.307,yes,"LINESTRING (-92.3959502 14.7108026, -92.3972836 14.7093947)"
924565157,,residential,False,True,63.098,,"LINESTRING (-92.3975381 14.7087727, -92.3970932 14.7091426)"
522409764,Calle Dos Norte,unclassified,False,False,51.563,,"LINESTRING (-92.3970932 14.7091426, -92.3967496 14.7088192)"
522409764,Calle Dos Norte,unclassified,False,True,34.715,,"LINESTRING (-92.3970932 14.7091426, -92.3972836 14.7093947)"
924565157,,residential,False,False,63.098,,"LINESTRING (-92.3970932 14.7091426, -92.3975381 14.7087727)"
924565158,,residential,False,True,54.791,,"LINESTRING (-92.3977983 14.7083199, -92.3978798 14.7078335)"
522409763,Calle Uno Norte,residential,False,False,31.408,,"LINESTRING (-92.3978798 14.7078335, -92.3981658 14.7078906)"
522409763,Calle Uno Norte,residential,False,True,48.362,,"LINESTRING (-92.3978798 14.7078335, -92.397435 14.7077697)"
924565158,,residential,False,False,54.791,,"LINESTRING (-92.3978798 14.7078335, -92.3977983 14.7083199)"
924565159,,residential,False,True,42.138,,"LINESTRING (-92.3967075 14.7080459, -92.3967674 14.7076714)"
522409763,Calle Uno Norte,residential,False,False,72.629,,"LINESTRING (-92.3967674 14.7076714, -92.397435 14.7077697)"
522409763,Calle Uno Norte,residential,False,True,128.303,,"LINESTRING (-92.3967674 14.7076714, -92.3955881 14.7074974)"
924565159,,residential,False,False,42.138,,"LINESTRING (-92.3967674 14.7076714, -92.3967075 14.7080459)"
522409764,Calle Dos Norte,unclassified,False,True,51.563,,"LINESTRING (-92.3967496 14.7088192, -92.3970932 14.7091426)"
924565160,,residential,False,True,146.221,,"LINESTRING (-92.3967496 14.7088192, -92.3972698 14.7083648, -92.3973591 14.7082784, -92.3973869 14.7081771, -92.397435 14.7077697)"
522409763,Calle Uno Norte,residential,False,False,48.362,,"LINESTRING (-92.397435 14.7077697, -92.3978798 14.7078335)"
522409763,Calle Uno Norte,residential,False,True,72.629,,"LINESTRING (-92.397435 14.7077697, -92.3967674 14.7076714)"
924565160,,residential,False,False,146.221,,"LINESTRING (-92.397435 14.7077697, -92.3973869 14.7081771, -92.3973591 14.7082784, -92.3972698 14.7083648, -92.3967496 14.7088192)"
