osmid,oneway,name,highway,reversed,length,geometry,bridge
158587501,True,Calle Arteaga,residential,False,127.454,"LINESTRING (-101.722451 20.4296726, -101.7220396 20.4295775, -101.7218316 20.4295473, -101.7212451 20.429497)",
158590578,True,Calle Aldama,tertiary,False,104.178,"LINESTRING (-101.722451 20.4296726, -101.7223799 20.4298903, -101.7223113 20.4305966)",
158590569,False,Calle Arteaga,residential,False,139.776,"LINESTRING (-101.7212451 20.429497, -101.7199134 20.4293461)",
158963565,True,Calle Vicente Guerrero,residential,False,84.982,"LINESTRING (-101.7212451 20.429497, -101.7211056 20.43025)",
158590578,True,Calle Aldama,tertiary,False,36.701,"LINESTRING (-101.722898 20.4275626, -101.7228308 20.4278866)",
158963572,True,Calle Lázaro Cárdenas,tertiary,False,127.611,"LINESTRING (-101.722898 20.4275626, -101.7217203 20.4272479)",
158590569,False,Calle Arteaga,residential,True,8.27,"LINESTRING (-101.7198415 20.4293146, -101.7199134 20.4293461)",
886076870,True,Calle Remedios,residential,False,151.532,"LINESTRING (-101.7198415 20.4293146, -101.7200125 20.4279613)",
691823849,False,Calle Carrillo Puerto,residential,False,77.663,"LINESTRING (-101.7283437 20.4308159, -101.7284331 20.4301225)",
691823849,False,Calle Carrillo Puerto,residential,True,120.465,"LINESTRING (-101.7283437 20.4308159, -101.7281405 20.4318824)",
158595440,True,Calle Miguel Hidalgo,residential,False,57.854,"LINESTRING (-101.7246744 20.4302293, -101.7241356 20.4301037)",
158799286,True,Calle Manuel Doblado,residential,False,116.535,"LINESTRING (-101.7246744 20.4302293, -101.724906 20.429204)",
692311593,True,Calle Miguel Hidalgo,residential,False,156.298,"LINESTRING (-101.7246744 20.4302293, -101.7253858 20.4303945, -101.7256984 20.4304695, -101.7261308 20.4305655)",
358938256,False,Calle San Antonio,residential,False,51.294,"LINESTRING (-101.7271621 20.4307911, -101.727263 20.4303396)",
692311593,True,Calle Miguel Hidalgo,residential,False,123.344,"LINESTRING (-101.7271621 20.4307911, -101.7274654 20.4308244, -101.7283437 20.4308159)",
603868060,True,Calle Ignacio Zaragoza,tertiary,False,107.263,"LINESTRING (-101.7251431 20.4281281, -101.7241411 20.4279071)",
693366569,False,Calle Manuel Doblado,tertiary,False,30.107,"LINESTRING (-101.7251431 20.4281281, -101.7252525 20.4278775)",
158799286,True,Calle Manuel Doblado,residential,False,122.159,"LINESTRING (-101.724906 20.429204, -101.7251431 20.4281281)",
158963571,False,Calle Morelos,tertiary,True,164.404,"LINESTRING (-101.724906 20.429204, -101.7264367 20.4295624)",
158590577,True,Calle Abasolo,residential,False,131.413,"LINESTRING (-101.7223113 20.4305966, -101.7211056 20.43025)",
158590578,True,Calle Aldama,tertiary,False,76.337,"LINESTRING (-101.7223113 20.4305966, -101.7222627 20.4312816)",
158963565,True,Calle Vicente Guerrero,residential,False,37.8,"LINESTRING (-101.7217203 20.4272479, -101.7216612 20.4275833)",
159379813,False,Calle Melchor Ocampo,residential,False,108.093,"LINESTRING (-101.7256974 20.4320138, -101.725555 20.4329767)",
691823854,True,Calle Benito Juárez,residential,False,248.424,"LINESTRING (-101.7256974 20.4320138, -101.728035 20.432453)",
158963571,False,Calle Morelos,tertiary,False,164.404,"LINESTRING (-101.7264367 20.4295624, -101.724906 20.429204)",
158963571,False,Calle Morelos,tertiary,True,101.143,"LINESTRING (-101.7264367 20.4295624, -101.7273748 20.429796)",
