osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,maxspeed
44941831,2,Calle Tercera Norte,residential,False,False,82.258,,"LINESTRING (-97.0691638 15.8652245, -97.0699039 15.8650234)",
44941831,2,Calle Tercera Norte,residential,False,True,69.93,,"LINESTRING (-97.0691638 15.8652245, -97.0685339 15.865393)",
727913987,2,Avenida Oaxaca,primary,True,False,98.919,MEX 131,"LINESTRING (-97.0691638 15.8652245, -97.0694504 15.8660703)",
610033009,2,Avenida Oaxaca,primary,False,False,194.597,MEX 131,"LINESTRING (-97.0702954 15.8684946, -97.0708718 15.8701545)",
762915680,2,Calle Séptima Norte,residential,False,False,92.689,,"LINESTRING (-97.0702954 15.8684946, -97.069461 15.8687197)",
762915680,2,Calle Séptima Norte,residential,False,True,62.716,,"LINESTRING (-97.0702954 15.8684946, -97.0708609 15.8683455)",
905598547,2,Avenida Oaxaca,primary,False,True,95.551,MEX 131,"LINESTRING (-97.0702954 15.8684946, -97.070007 15.8676813)",
192166926,2,Calle Octava Norte,tertiary,False,False,119.886,,"LINESTRING (-97.0708718 15.8701545, -97.0697909 15.8704399)",
192166926,2,Calle Octava Norte,tertiary,False,True,234.324,,"LINESTRING (-97.0708718 15.8701545, -97.073001 15.8696582)",
610033009,2,Avenida Oaxaca,primary,False,False,65.342,MEX 131,"LINESTRING (-97.0708718 15.8701545, -97.0710621 15.8707129)",
610033009,2,Avenida Oaxaca,primary,False,True,194.597,MEX 131,"LINESTRING (-97.0708718 15.8701545, -97.0702954 15.8684946)",
192166908,,Calle Océano Atlántico,residential,False,False,119.221,,"LINESTRING (-97.0768253 15.8664376, -97.0768138 15.8664789, -97.0765378 15.8674735)",
44941831,2,Calle Tercera Norte,residential,False,True,82.258,,"LINESTRING (-97.0699039 15.8650234, -97.0691638 15.8652245)",
192166943,2,Calle Cuarta Norte,residential,False,False,42.676,,"LINESTRING (-97.0722011 15.8653648, -97.0718155 15.8654634)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,212.659,,"LINESTRING (-97.0722011 15.8653648, -97.0722544 15.8656491, -97.0730917 15.8665435, -97.0734291 15.8668101)",
44941831,2,Calle Tercera Norte,residential,False,False,69.93,,"LINESTRING (-97.0685339 15.865393, -97.0691638 15.8652245)",
192166943,2,Calle Cuarta Norte,residential,False,False,91.146,,"LINESTRING (-97.0718155 15.8654634, -97.070992 15.8656742)",
192166943,2,Calle Cuarta Norte,residential,False,True,42.676,,"LINESTRING (-97.0718155 15.8654634, -97.0722011 15.8653648)",
192166943,2,Calle Cuarta Norte,residential,False,False,93.738,,"LINESTRING (-97.070992 15.8656742, -97.070145 15.8658907)",
192166943,2,Calle Cuarta Norte,residential,False,True,91.146,,"LINESTRING (-97.070992 15.8656742, -97.0718155 15.8654634)",
192166953,2,Calle Segunda Poniente,residential,True,False,95.235,,"LINESTRING (-97.070992 15.8656742, -97.071222 15.8665016)",
192166943,2,Calle Cuarta Norte,residential,False,False,76.931,,"LINESTRING (-97.070145 15.8658907, -97.0694504 15.8660703)",
192166943,2,Calle Cuarta Norte,residential,False,True,93.738,,"LINESTRING (-97.070145 15.8658907, -97.070992 15.8656742)",
762915679,2,Calle Primera Poniente,residential,True,False,99.828,,"LINESTRING (-97.070145 15.8658907, -97.0699039 15.8650234)",
192166943,2,Calle Cuarta Norte,residential,False,False,75.184,,"LINESTRING (-97.0694504 15.8660703, -97.0687706 15.8662423)",
192166943,2,Calle Cuarta Norte,residential,False,True,76.931,,"LINESTRING (-97.0694504 15.8660703, -97.070145 15.8658907)",
727913987,2,Avenida Oaxaca,primary,True,False,93.186,MEX 131,"LINESTRING (-97.0694504 15.8660703, -97.0697349 15.8668624)",
192166943,2,Calle Cuarta Norte,residential,False,True,75.184,,"LINESTRING (-97.0687706 15.8662423, -97.0694504 15.8660703)",
727913980,2,Calle Primera Oriente,tertiary,True,False,97.773,,"LINESTRING (-97.0687706 15.8662423, -97.0685339 15.865393)",
654359200,2,Calle Quinta Norte,residential,False,True,91.956,,"LINESTRING (-97.072053 15.8662896, -97.071222 15.8665016)",
680394749,2,Calle Tercera Poniente,tertiary,True,False,95.317,,"LINESTRING (-97.072053 15.8662896, -97.0718155 15.8654634)",
192166953,2,Calle Segunda Poniente,residential,True,False,92.057,,"LINESTRING (-97.071222 15.8665016, -97.0714443 15.8673014)",
654359200,2,Calle Quinta Norte,residential,False,False,91.956,,"LINESTRING (-97.071222 15.8665016, -97.072053 15.8662896)",
654359200,2,Calle Quinta Norte,residential,False,True,92.072,,"LINESTRING (-97.071222 15.8665016, -97.0703843 15.8666922)",
654359200,2,Calle Quinta Norte,residential,False,False,92.072,,"LINESTRING (-97.0703843 15.8666922, -97.071222 15.8665016)",
654359200,2,Calle Quinta Norte,residential,False,True,71.991,,"LINESTRING (-97.0703843 15.8666922, -97.0697349 15.8668624)",
762915679,2,Calle Primera Poniente,residential,True,False,92.725,,"LINESTRING (-97.0703843 15.8666922, -97.070145 15.8658907)",
192166833,2,Calle Sexta Norte,residential,False,False,85.049,,"LINESTRING (-97.0734291 15.8668101, -97.0726608 15.8670072)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,32.584,,"LINESTRING (-97.0734291 15.8668101, -97.0736645 15.8669961)",
654359200,2,Calle Quinta Norte,residential,False,False,71.991,,"LINESTRING (-97.0697349 15.8668624, -97.0703843 15.8666922)",
654359200,2,Calle Quinta Norte,residential,False,True,80.471,,"LINESTRING (-97.0697349 15.8668624, -97.0690079 15.8670487)",
680399498,2,Avenida Oaxaca,primary,True,False,95.596,MEX 131,"LINESTRING (-97.0697349 15.8668624, -97.070007 15.8676813)",
654359200,2,Calle Quinta Norte,residential,False,False,80.471,,"LINESTRING (-97.0690079 15.8670487, -97.0697349 15.8668624)",
654359200,2,Calle Quinta Norte,residential,False,True,90.94,,"LINESTRING (-97.0690079 15.8670487, -97.0681829 15.8672465)",
727913980,2,Calle Primera Oriente,tertiary,True,False,93.191,,"LINESTRING (-97.0690079 15.8670487, -97.0687706 15.8662423)",
192166833,2,Calle Sexta Norte,residential,False,False,91.94,,"LINESTRING (-97.0722775 15.8670981, -97.0714443 15.8673014)",
192166833,2,Calle Sexta Norte,residential,False,True,42.225,,"LINESTRING (-97.0722775 15.8670981, -97.0726608 15.8670072)",
680394749,2,Calle Tercera Poniente,tertiary,True,False,93.053,,"LINESTRING (-97.0722775 15.8670981, -97.072053 15.8662896)",
192166833,2,Calle Sexta Norte,residential,False,False,45.935,,"LINESTRING (-97.0714443 15.8673014, -97.0710302 15.8674109)",
192166833,2,Calle Sexta Norte,residential,False,True,91.94,,"LINESTRING (-97.0714443 15.8673014, -97.0722775 15.8670981)",
192166953,2,Calle Segunda Poniente,residential,True,False,95.281,,"LINESTRING (-97.0714443 15.8673014, -97.0716744 15.8681292)",
192166833,2,Calle Sexta Norte,residential,False,False,70.313,,"LINESTRING (-97.0706425 15.8675195, -97.070007 15.8676813)",
192166833,2,Calle Sexta Norte,residential,False,True,43.19,,"LINESTRING (-97.0706425 15.8675195, -97.0710302 15.8674109)",
762915679,2,Calle Primera Poniente,residential,True,False,96.048,,"LINESTRING (-97.0706425 15.8675195, -97.0703843 15.8666922)",
762915680,2,Calle Séptima Norte,residential,False,False,37.7,,"LINESTRING (-97.0741054 15.8675234, -97.0737628 15.8676031)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,82.948,,"LINESTRING (-97.0741054 15.8675234, -97.0741776 15.8679417, -97.0741864 15.8681649, -97.0741903 15.8682634)",
192166833,2,Calle Sexta Norte,residential,False,False,86.3,,"LINESTRING (-97.070007 15.8676813, -97.069229 15.867887)",
192166833,2,Calle Sexta Norte,residential,False,True,70.313,,"LINESTRING (-97.070007 15.8676813, -97.0706425 15.8675195)",
905598547,2,Avenida Oaxaca,primary,False,False,95.551,MEX 131,"LINESTRING (-97.070007 15.8676813, -97.0702954 15.8684946)",
192166833,2,Calle Sexta Norte,residential,False,False,88.162,,"LINESTRING (-97.069229 15.867887, -97.0684234 15.8680548)",
192166833,2,Calle Sexta Norte,residential,False,True,86.3,,"LINESTRING (-97.069229 15.867887, -97.070007 15.8676813)",
727913980,2,Calle Primera Oriente,tertiary,True,False,96.168,,"LINESTRING (-97.069229 15.867887, -97.0690079 15.8670487)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,60.913,,"LINESTRING (-97.0741903 15.8682634, -97.0741594 15.8688104)",
452317783,2,,residential,False,False,109.65199999999999,,"LINESTRING (-97.0741903 15.8682634, -97.0743716 15.8682259, -97.0751729 15.8684675)",
727913980,2,Calle Primera Oriente,tertiary,True,False,95.86,,"LINESTRING (-97.069461 15.8687197, -97.069229 15.867887)",
762915680,2,Calle Séptima Norte,residential,False,False,91.376,,"LINESTRING (-97.069461 15.8687197, -97.0686361 15.8689335)",
762915680,2,Calle Séptima Norte,residential,False,True,92.689,,"LINESTRING (-97.069461 15.8687197, -97.0702954 15.8684946)",
626776864,2,Calle Primera Poniente,residential,False,False,49.2,,"LINESTRING (-97.0710034 15.8687662, -97.0708609 15.8683455)",
192166942,2,,tertiary,False,False,38.142,,"LINESTRING (-97.0741594 15.8688104, -97.0738276 15.8686847)",
192166942,2,,tertiary,False,True,96.7,,"LINESTRING (-97.0741594 15.8688104, -97.0750006 15.8691291)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,64.42,,"LINESTRING (-97.0741594 15.8688104, -97.0742881 15.869106, -97.0744369 15.8693217)",
654359470,,Calle Segunda Oriente,residential,False,False,100.812,,"LINESTRING (-97.0686361 15.8689335, -97.0689041 15.8698027)",
762915680,2,Calle Séptima Norte,residential,False,True,91.376,,"LINESTRING (-97.0686361 15.8689335, -97.069461 15.8687197)",
762915794,2,Calle Segunda Poniente,residential,False,True,81.009,,"LINESTRING (-97.0718739 15.868832, -97.0716744 15.8681292)",
192166942,2,,tertiary,False,False,96.7,,"LINESTRING (-97.0750006 15.8691291, -97.0741594 15.8688104)",
192166942,2,,tertiary,False,True,115.185,,"LINESTRING (-97.0750006 15.8691291, -97.076004 15.8695053)",
192166934,2,Calle Agua Azul,residential,False,True,134.904,,"LINESTRING (-97.0750006 15.8691291, -97.0752369 15.86978, -97.0753886 15.870198, -97.0754164 15.8702745)",
192166926,2,Calle Octava Norte,tertiary,False,False,158.072,,"LINESTRING (-97.0744369 15.8693217, -97.073001 15.8696582)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,122.822,,"LINESTRING (-97.0744369 15.8693217, -97.074653 15.8695777, -97.0749066 15.8703131)",
192166942,2,,tertiary,False,False,115.185,,"LINESTRING (-97.076004 15.8695053, -97.0750006 15.8691291)",
192166942,2,,tertiary,False,True,103.099,,"LINESTRING (-97.076004 15.8695053, -97.0769 15.8698472)",
192166908,,Calle Océano Atlántico,residential,False,True,79.945,,"LINESTRING (-97.076004 15.8695053, -97.0761502 15.8690834, -97.0762092 15.8688151)",
192166867,,Callejón Acapulco,residential,False,False,34.892,,"LINESTRING (-97.0697085 15.8696361, -97.0693896 15.8697022)",
727913980,2,Calle Primera Oriente,tertiary,True,False,55.142,,"LINESTRING (-97.0697085 15.8696361, -97.0695843 15.8691548)",
192166867,,Callejón Acapulco,residential,False,True,53.116,,"LINESTRING (-97.0689041 15.8698027, -97.0693896 15.8697022)",
654359232,,Calle Caminero,residential,False,True,90.883,,"LINESTRING (-97.0689041 15.8698027, -97.0680808 15.8700049)",
654359470,,Calle Segunda Oriente,residential,False,False,91.697,,"LINESTRING (-97.0689041 15.8698027, -97.0691071 15.8706039)",
654359470,,Calle Segunda Oriente,residential,False,True,100.812,,"LINESTRING (-97.0689041 15.8698027, -97.0686361 15.8689335)",
192166934,2,Calle Agua Azul,residential,False,True,56.224,,"LINESTRING (-97.0754164 15.8702745, -97.075554 15.8707625)",
626776870,2,Avenida Agua Marina,tertiary,False,False,54.695,,"LINESTRING (-97.0754164 15.8702745, -97.0749066 15.8703131)",
192166934,2,Calle Agua Azul,residential,False,False,134.904,,"LINESTRING (-97.0754164 15.8702745, -97.0753886 15.870198, -97.0752369 15.86978, -97.0750006 15.8691291)",
626776870,2,Avenida Agua Marina,tertiary,False,True,141.659,,"LINESTRING (-97.0754164 15.8702745, -97.076322 15.8701942, -97.0767099 15.8703361)",
192166837,2,Calle Cuarta Poniente,tertiary,True,False,96.395,,"LINESTRING (-97.0749066 15.8703131, -97.0751885 15.8711365)",
626776870,2,Avenida Agua Marina,tertiary,False,False,179.24,,"LINESTRING (-97.0749066 15.8703131, -97.0732389 15.8704716)",
626776870,2,Avenida Agua Marina,tertiary,False,True,54.695,,"LINESTRING (-97.0749066 15.8703131, -97.0754164 15.8702745)",
192166892,,,residential,False,False,54.774,,"LINESTRING (-97.0767099 15.8703361, -97.0765278 15.8707965)",
910682775,,,residential,False,True,58.041,,"LINESTRING (-97.0767099 15.8703361, -97.0769 15.8698472)",
626776870,2,Avenida Agua Marina,tertiary,False,False,141.659,,"LINESTRING (-97.0767099 15.8703361, -97.076322 15.8701942, -97.0754164 15.8702745)",
192166834,,Calle Primera Poniente,residential,False,True,114.929,,"LINESTRING (-97.0697909 15.8704399, -97.0700553 15.8714417)",
