osmid,oneway,name,highway,reversed,length,bridge,geometry,lanes
"[570405699, 570405749, 570405750]",True,Calle Corregidora,residential,False,116.93,yes,"LINESTRING (-93.2186876 18.260369, -93.2193993 18.2599817, -93.2195267 18.2599185, -93.2196554 18.2598586)",
903250444,False,,residential,False,13.554,,"LINESTRING (-93.2204112 18.2655089, -93.2202862 18.2655366)",
1145428179,True,Boulevard Adolfo López Mateos,primary,False,56.226,,"LINESTRING (-93.2204112 18.2655089, -93.220287 18.2650172)",
144770909,True,Calle Pedro C. Colorado,residential,False,117.961,,"LINESTRING (-93.2248912 18.2583686, -93.2239029 18.2588631)",
570405729,False,,residential,False,9.488,,"LINESTRING (-93.2248912 18.2583686, -93.224981 18.2583657)",
653651384,True,Boulevard Leandro Rovirosa Wade,secondary,False,101.061,,"LINESTRING (-93.2248912 18.2583686, -93.2248167 18.2592747)",
196725476,True,Calle Mariano Escobedo,residential,False,103.328,,"LINESTRING (-93.2260008 18.2610641, -93.2251439 18.2615128)",
570405727,False,,residential,False,11.902,,"LINESTRING (-93.2260008 18.2610641, -93.2260929 18.2610024)",
653651384,True,Boulevard Leandro Rovirosa Wade,secondary,False,98.812,,"LINESTRING (-93.2260008 18.2610641, -93.2261972 18.2612752, -93.2263515 18.2615031, -93.226502 18.2618072)",
652111347,False,Callejón Xochimilco,secondary,True,74.651,,"LINESTRING (-93.2193071 18.2624758, -93.2186032 18.2625382)",
745510471,True,Boulevard Adolfo López Mateos,primary,False,66.24,,"LINESTRING (-93.2193071 18.2624758, -93.219504 18.2630414)",
897213226,False,Callejón Xochimilco,secondary,False,11.019,,"LINESTRING (-93.2193071 18.2624758, -93.2193681 18.2624548, -93.219405 18.2624415)",
747978391,False,Callejón Benedicto Alcudia,residential,False,92.351,,"LINESTRING (-93.2186838 18.2633652, -93.2186032 18.2625382)",
747978391,False,Callejón Benedicto Alcudia,residential,True,39.789,,"LINESTRING (-93.2186838 18.2633652, -93.2187229 18.2637211)",
570408738,False,,residential,True,11.26,,"LINESTRING (-93.220287 18.2650172, -93.2201817 18.2650332)",
1145428179,True,Boulevard Adolfo López Mateos,primary,False,62.022,,"LINESTRING (-93.220287 18.2650172, -93.2201316 18.2644793)",
144770909,True,Calle Pedro C. Colorado,residential,False,46.201,,"LINESTRING (-93.2219611 18.259915, -93.2215761 18.2601124)",
196725406,True,Avenida Benito Juárez García,residential,False,73.954,,"LINESTRING (-93.2219611 18.259915, -93.2222778 18.2605082)",
393095775,False,Calle Emiliano Zapata,residential,False,86.172,,"LINESTRING (-93.22416 18.2595986, -93.2239029 18.2588631)",
393095775,False,Calle Emiliano Zapata,residential,True,100.6,,"LINESTRING (-93.22416 18.2595986, -93.2245475 18.2604251)",
570405692,True,Calle Manuel González,residential,False,78.14,,"LINESTRING (-93.22416 18.2595986, -93.2248167 18.2592747)",
196725406,True,Avenida Benito Juárez García,residential,False,133.905,,"LINESTRING (-93.2204556 18.2573412, -93.2210821 18.2583882)",
570405746,True,Calle Constitución,residential,False,56.252,,"LINESTRING (-93.2204556 18.2573412, -93.220936 18.2571226)",
144770903,True,Calle Mariano Abasolo,residential,False,209.637,,"LINESTRING (-93.226728 18.2624422, -93.2250023 18.2633743)",
570405725,False,,residential,False,11.847,,"LINESTRING (-93.226728 18.2624422, -93.2268297 18.2623972)",
653651384,True,Boulevard Leandro Rovirosa Wade,secondary,False,81.196,,"LINESTRING (-93.226728 18.2624422, -93.2269415 18.2630832, -93.2269603 18.2631383)",
570405699,True,Calle Corregidora,residential,False,48.406,,"LINESTRING (-93.2203745 18.259484, -93.2207835 18.2592874)",
745461342,True,Avenida Reforma,residential,False,118.861,,"LINESTRING (-93.2203745 18.259484, -93.220912 18.2604232)",
745461341,True,Calle Nicolás Bravo,residential,False,61.429,,"LINESTRING (-93.2211649 18.2621732, -93.2206555 18.26244)",
745461343,False,Calle La Paz,residential,True,109.509,,"LINESTRING (-93.2211649 18.2621732, -93.2206722 18.2613066)",
