osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,tunnel
189468143,La Paz,residential,False,False,84.331,"LINESTRING (-103.340798 20.2850805, -103.3399919 20.2850215)",,,
292655702,Del Gardenal,residential,False,False,109.472,"LINESTRING (-103.340798 20.2850805, -103.3406636 20.2860569)",,,
292655702,Del Gardenal,residential,False,True,89.966,"LINESTRING (-103.340798 20.2850805, -103.3408907 20.2842761)",,,
189468143,La Paz,residential,False,True,143.822,"LINESTRING (-103.340798 20.2850805, -103.341431 20.285322, -103.3415866 20.2854202, -103.3420022 20.2856943)",,,
721661839,,residential,False,False,116.577,"LINESTRING (-103.3367881 20.2855309, -103.3370832 20.2845197)",,,
721661839,,residential,False,True,50.885,"LINESTRING (-103.3367881 20.2855309, -103.3366529 20.2859706)",,,
189468146,Morelos,residential,False,True,75.861,"LINESTRING (-103.3367881 20.2855309, -103.3369698 20.2855724, -103.3375012 20.2856642)",,,
189468143,La Paz,residential,False,True,129.691,"LINESTRING (-103.3420022 20.2856943, -103.3429932 20.2863988)",,,
292655700,Itubide,residential,False,False,55.429,"LINESTRING (-103.3420022 20.2856943, -103.3418859 20.2861807)",,,
292655700,Itubide,residential,False,True,14.664,"LINESTRING (-103.3420022 20.2856943, -103.3420397 20.2855672)",,,
189468143,La Paz,residential,False,False,143.822,"LINESTRING (-103.3420022 20.2856943, -103.3415866 20.2854202, -103.341431 20.285322, -103.340798 20.2850805)",,,
189468147,Porfirio Díaz,residential,False,True,9.697,"LINESTRING (-103.3366529 20.2859706, -103.3367438 20.2859889)",,,
721661839,,residential,False,False,50.885,"LINESTRING (-103.3366529 20.2859706, -103.3367881 20.2855309)",,,
189468147,Porfirio Díaz,residential,False,False,69.237,"LINESTRING (-103.3373928 20.2861198, -103.3367438 20.2859889)",,,
721663994,,residential,False,False,51.907,"LINESTRING (-103.3373928 20.2861198, -103.3375012 20.2856642)",,,
721663994,,residential,False,True,77.624,"LINESTRING (-103.3373928 20.2861198, -103.3372532 20.2868055)",,,
189468147,Porfirio Díaz,residential,False,True,137.926,"LINESTRING (-103.3373928 20.2861198, -103.3377812 20.2862045, -103.3381601 20.2862756, -103.3386898 20.2863598)",,,
292655700,Itubide,residential,False,False,119.556,"LINESTRING (-103.3418859 20.2861807, -103.3416563 20.2872341)",,,
292655700,Itubide,residential,False,True,55.429,"LINESTRING (-103.3418859 20.2861807, -103.3420022 20.2856943)",,,
189468142,Morelos,residential,False,False,128.406,"LINESTRING (-103.3418859 20.2861807, -103.3415638 20.2861208, -103.3406636 20.2860569)",,,
189468142,Morelos,residential,False,True,118.21799999999999,"LINESTRING (-103.3418859 20.2861807, -103.3424395 20.2863661, -103.3429464 20.2865555)",,,
189468142,Morelos,residential,False,False,44.132,"LINESTRING (-103.343347 20.2866833, -103.3429464 20.2865555)",,,
189468142,Morelos,residential,False,True,92.613,"LINESTRING (-103.343347 20.2866833, -103.3440409 20.287203)",,,
189468143,La Paz,residential,False,False,48.605,"LINESTRING (-103.343347 20.2866833, -103.3429932 20.2863988)",,,
189468147,Porfirio Díaz,residential,False,False,7.716,"LINESTRING (-103.340564 20.2868076, -103.3404942 20.2867846)",,,
189468147,Porfirio Díaz,residential,False,True,126.173,"LINESTRING (-103.340564 20.2868076, -103.3410408 20.2871083, -103.3411333 20.2871561, -103.3416563 20.2872341)",,,
498957195,Del Gardenal,residential,True,False,84.118,"LINESTRING (-103.340564 20.2868076, -103.3406564 20.2861118, -103.3406636 20.2860569)",,,
189468142,Morelos,residential,False,False,92.613,"LINESTRING (-103.3440409 20.287203, -103.343347 20.2866833)",,,
189468142,Morelos,residential,False,True,160.667,"LINESTRING (-103.3440409 20.287203, -103.3453235 20.2880033)",,,
292654108,Hidalgo,residential,False,False,51.092,"LINESTRING (-103.3440409 20.287203, -103.3442039 20.2867697)",,,
292654108,Hidalgo,residential,False,True,62.634,"LINESTRING (-103.3440409 20.287203, -103.343863 20.287741)",,,
292655700,Itubide,residential,False,False,114.139,"LINESTRING (-103.3416563 20.2872341, -103.3414404 20.2882404)",,,
292655700,Itubide,residential,False,True,119.556,"LINESTRING (-103.3416563 20.2872341, -103.3418859 20.2861807)",,,
189468147,Porfirio Díaz,residential,False,False,126.17299999999999,"LINESTRING (-103.3416563 20.2872341, -103.3411333 20.2871561, -103.3410408 20.2871083, -103.340564 20.2868076)",,,
189468147,Porfirio Díaz,residential,False,True,118.161,"LINESTRING (-103.3416563 20.2872341, -103.3420774 20.287297, -103.3425133 20.2873762, -103.3427694 20.2874303)",,,
292654109,Vicente Guerrero,residential,False,False,109.632,"LINESTRING (-103.3427694 20.2874303, -103.3426125 20.2884052)",,,
292654109,Vicente Guerrero,residential,False,True,99.01,"LINESTRING (-103.3427694 20.2874303, -103.3429464 20.2865555)",,,
189468147,Porfirio Díaz,residential,False,False,118.161,"LINESTRING (-103.3427694 20.2874303, -103.3425133 20.2873762, -103.3420774 20.287297, -103.3416563 20.2872341)",,,
189468147,Porfirio Díaz,residential,False,True,119.882,"LINESTRING (-103.3427694 20.2874303, -103.3433421 20.2875454, -103.3434883 20.2875794, -103.3436371 20.2876316, -103.343863 20.287741)",,,
189468142,Morelos,residential,False,False,160.667,"LINESTRING (-103.3453235 20.2880033, -103.3440409 20.287203)",,,
292654104,Tacuba,residential,False,False,44.6,"LINESTRING (-103.3453235 20.2880033, -103.3451793 20.2883809)",,,
292654104,Tacuba,residential,False,True,44.368,"LINESTRING (-103.3453235 20.2880033, -103.3454578 20.2876247)",,,
189469074,Juárez,residential,False,False,128.50900000000001,"LINESTRING (-103.3401173 20.2838718, -103.3400952 20.2840857, -103.3399919 20.2850215)",,,
