osmid,oneway,lanes,name,highway,reversed,length,geometry,access
839484933,True,2,Avenida Independencia,tertiary,False,75.616,"LINESTRING (-99.5325301 19.2600108, -99.5325077 19.2606905)",
839484935,True,,Calle Juan Aldama,residential,False,157.641,"LINESTRING (-99.5325301 19.2600108, -99.5333809 19.2600297, -99.5336236 19.2600284, -99.5340316 19.2600261)",
615650877,False,2,Avenida Buenavista,tertiary,False,69.215,"LINESTRING (-99.5383731 19.2616015, -99.5383882 19.2609792)",
615650877,False,2,Avenida Buenavista,tertiary,True,69.844,"LINESTRING (-99.5383731 19.2616015, -99.538339 19.2622288)",
778035973,False,,Calle Venustiano Carranza Poniente,residential,False,143.019,"LINESTRING (-99.5383731 19.2616015, -99.539735 19.2616387)",
615650877,False,2,Avenida Buenavista,tertiary,False,37.733,"LINESTRING (-99.5384865 19.2586611, -99.5385086 19.2583224)",
615650877,False,2,Avenida Buenavista,tertiary,True,83.952,"LINESTRING (-99.5384865 19.2586611, -99.5384547 19.2594155)",
778340939,True,2,Calle José Vicente Villada Poniente,residential,False,152.237,"LINESTRING (-99.5384865 19.2586611, -99.5370367 19.2586269)",
865556314,False,2,Privada José Vicente Villada Poniente,residential,True,94.746,"LINESTRING (-99.5384865 19.2586611, -99.539389 19.2586725)",
615650877,False,2,Avenida Buenavista,tertiary,False,43.113,"LINESTRING (-99.5384334 19.2600867, -99.5384502 19.2596993)",
615650877,False,2,Avenida Buenavista,tertiary,True,34.959,"LINESTRING (-99.5384334 19.2600867, -99.5384167 19.2604007)",
778035976,False,1,Calle Aldama Poniente,residential,False,152.127,"LINESTRING (-99.5384334 19.2600867, -99.5398811 19.2601493)",
225297019,True,,Calle Vicente Guerrero,residential,False,73.053,"LINESTRING (-99.5339202 19.2630634, -99.5336309 19.2630548, -99.5334788 19.2630503, -99.5332246 19.2630428)",
778334676,False,,Avenida 5 de Mayo,residential,False,104.97399999999999,"LINESTRING (-99.5339202 19.2630634, -99.5339455 19.2625593, -99.533965 19.2621203)",
778334676,False,,Avenida 5 de Mayo,residential,True,83.082,"LINESTRING (-99.5339202 19.2630634, -99.533916 19.2633455, -99.5339091 19.2638105)",
778334676,False,,Avenida 5 de Mayo,residential,True,86.034,"LINESTRING (-99.5340316 19.2600261, -99.5340081 19.2607995)",
809238202,False,,Avenida 5 de Mayo,residential,False,79.771,"LINESTRING (-99.5340316 19.2600261, -99.5340599 19.2593092)",
839484935,True,,Calle Juan Aldama,residential,False,154.285,"LINESTRING (-99.5340316 19.2600261, -99.5355013 19.2600405)",
778308961,True,,Calle José María Morelos,residential,False,154.142,"LINESTRING (-99.5338278 19.2660734, -99.5323595 19.2660523)",
778334676,False,,Avenida 5 de Mayo,residential,False,86.103,"LINESTRING (-99.5338278 19.2660734, -99.5338636 19.2652998)",
778340940,True,2,Calle José Vicente Villada,residential,False,160.645,"LINESTRING (-99.5340891 19.2585577, -99.5325592 19.2585226)",
809238202,False,,Avenida 5 de Mayo,residential,False,87.261,"LINESTRING (-99.5340891 19.2585577, -99.5340989 19.257773)",
809238202,False,,Avenida 5 de Mayo,residential,True,83.619,"LINESTRING (-99.5340891 19.2585577, -99.5340599 19.2593092)",
