osmid,name,highway,oneway,reversed,length,ref,geometry,bridge,junction
217697804,Calle Ignacio Ramírez,residential,False,True,10.211,,"LINESTRING (-108.3274224 26.7130406, -108.3273196 26.7130411)",,
1092918092,,residential,False,True,10.366,,"LINESTRING (-108.3274224 26.7130406, -108.3274247 26.7129474)",,
323672003,Calle Hermenegildo Galeana,secondary,True,False,115.551,SIN 23,"LINESTRING (-108.3274224 26.7130406, -108.3275369 26.7129585, -108.3276549 26.7129142, -108.3278131 26.7128926, -108.3285412 26.7128719)",,
323691185,Calle Hermenegildo Galeana,residential,False,True,112.119,,"LINESTRING (-108.3274224 26.7130406, -108.3276616 26.7129459, -108.3278728 26.7129238, -108.3285273 26.712922)",,
217697793,Calle General Álvaro Obregón,residential,False,True,8.89,,"LINESTRING (-108.3237821 26.7125511, -108.323767 26.7124723)",,
217697795,Calle 20 de Noviembre,residential,True,False,26.841,,"LINESTRING (-108.3237821 26.7125511, -108.3240493 26.7125151)",,
217697793,Calle General Álvaro Obregón,residential,False,False,95.295,,"LINESTRING (-108.3237821 26.7125511, -108.3238657 26.7129968, -108.3239226 26.7133987)",,
323671982,Avenida Joaquín Guerra,tertiary,True,False,8.615,,"LINESTRING (-108.3291664 26.7078082, -108.3291156 26.707871)",,
751527510,Avenida Joaquín Guerra,secondary,True,False,82.415,SIN 23,"LINESTRING (-108.3291664 26.7078082, -108.3293273 26.7070811)",,
323674260,Carlos Inzunza,residential,False,True,8.692,,"LINESTRING (-108.3223306 26.7127464, -108.3223233 26.7126685)",,
323674269,,residential,False,False,53.28,,"LINESTRING (-108.3223306 26.7127464, -108.3223131 26.7132253)",,
217697795,Calle 20 de Noviembre,residential,True,False,128.213,,"LINESTRING (-108.3223306 26.7127464, -108.3228719 26.7126736, -108.323607 26.7125746)",,
775320504,Avenida Cuarta Poniente,secondary,True,False,7.792,SIN 23,"LINESTRING (-108.3303009 26.7087481, -108.3302231 26.7087391)",,
217697792,Calle Vicente Guerrero,residential,False,True,61.584,,"LINESTRING (-108.3230537 26.7088576, -108.3224407 26.7089405)",,
217697799,Calle General Álvaro Obregón,residential,False,True,135.774,,"LINESTRING (-108.3230537 26.7088576, -108.3232188 26.7100697)",,
776560341,Calle Vicente Guerrero,tertiary,False,False,65.683,,"LINESTRING (-108.3230537 26.7088576, -108.3237107 26.7087907)",,
775260242,Calle General Álvaro Obregón,residential,False,False,73.939,,"LINESTRING (-108.3230537 26.7088576, -108.3230058 26.7085017, -108.3229649 26.7081974)",,
323619995,Calle Guillermo Prieto,residential,False,False,71.424,,"LINESTRING (-108.3271714 26.7086481, -108.3271252 26.7080071)",,
323619995,Calle Guillermo Prieto,residential,False,True,6.665,,"LINESTRING (-108.3271714 26.7086481, -108.3271737 26.708708)",,
323672020,Calle Vicente Guerrero,tertiary,True,False,119.955,,"LINESTRING (-108.3271714 26.7086481, -108.3259638 26.7086409)",,
1098107772,Calle General Álvaro Obregón,residential,False,True,67.705,,"LINESTRING (-108.3230254 26.7053451, -108.3230235 26.7055268, -108.32302 26.7057153, -108.3229906 26.7059525)",,
323672020,Calle Vicente Guerrero,tertiary,True,False,79.582,,"LINESTRING (-108.3259638 26.7086409, -108.3251638 26.7086798)",,
1098107799,Calle Ignacio Ramírez,residential,False,False,5.856,,"LINESTRING (-108.3259638 26.7086409, -108.3259854 26.7086899)",,
