osmid,oneway,name,highway,maxspeed,access,reversed,length,geometry,lanes,bridge,junction
334847910,True,Calle Leona Vicario,residential,20,,False,45.156,"LINESTRING (-100.5195835 21.2934192, -100.5196318 21.2930156)",,,
334847916,False,Calle Tamaulipas,residential,,,False,68.661,"LINESTRING (-100.5195835 21.2934192, -100.520246 21.293403)",,,
334847910,True,Calle Leona Vicario,residential,20,,False,21.248,"LINESTRING (-100.5195245 21.2938815, -100.5195473 21.2936916)",,,
739613639,False,,residential,,,False,48.482,"LINESTRING (-100.5195245 21.2938815, -100.5190846 21.2940302)",,,
334847910,True,Calle Leona Vicario,residential,20,,False,72.23400000000001,"LINESTRING (-100.5195004 21.2951398, -100.5194588 21.2948837, -100.519428 21.2946788, -100.519428 21.2944951)",,,
739613632,True,Calle Ignacio Allende,residential,20,yes,False,157.88600000000002,"LINESTRING (-100.5195004 21.2951398, -100.5200274 21.2948224, -100.5207677 21.2943514)",,,
334847916,False,Calle Tamaulipas,residential,,,True,68.661,"LINESTRING (-100.520246 21.293403, -100.5195835 21.2934192)",,,
711096827,False,Calle San Alfonso,residential,,,False,80.748,"LINESTRING (-100.520246 21.293403, -100.5202286 21.292677)",,,
314430421,True,Velazco,residential,20,,False,31.968,"LINESTRING (-100.5122061 21.3013911, -100.5124733 21.3015349)",,,
424528393,False,Calle Padre Casas,residential,20,,True,98.241,"LINESTRING (-100.5122061 21.3013911, -100.5125052 21.3005527)",,,
316975769,True,Rivera del Río,residential,20,,False,47.389,"LINESTRING (-100.5147287 21.3013362, -100.5143091 21.3011665)",,,
437314894,False,Calle Calera,residential,20,,False,41.664,"LINESTRING (-100.5119427 21.2933166, -100.512269 21.2930976)",,,
711095403,False,Calle General Anaya,residential,20,yes,True,75.149,"LINESTRING (-100.5119427 21.2933166, -100.5124257 21.2938208)",,,
