osmid,oneway,ref,name,highway,reversed,length,lanes,geometry,bridge
460385521,True,SIN 311,Calle la 20,tertiary,False,13.472,,"LINESTRING (-107.5434332 24.6541647, -107.5434025 24.6542826)",
1082985392,False,SIN 311,Calle la 20,tertiary,False,90.812,2,"LINESTRING (-107.5434332 24.6541647, -107.5434199 24.6533481)",
460385521,True,SIN 311,Calle la 20,tertiary,False,13.049,,"LINESTRING (-107.5434031 24.6588139, -107.5434387 24.6589267)",
460385533,False,,Calle Primera Norte,residential,False,10.552,,"LINESTRING (-107.5434031 24.6588139, -107.543507 24.6588233)",
901352553,False,SIN 311,Calle La 20,tertiary,False,17.521,,"LINESTRING (-107.543377 24.6598895, -107.5433871 24.6597322)",
140086980,False,SIN 319,Calle La 20,tertiary,False,79.781,,"LINESTRING (-107.543377 24.6598895, -107.5432656 24.6600994, -107.5429954 24.660517)",
903135592,False,SIN 311,Calle La Sinaloa,tertiary,True,83.785,,"LINESTRING (-107.543377 24.6598895, -107.5434199 24.6600931, -107.5434655 24.6602869, -107.5435164 24.6604526, -107.543592 24.6606146)",
140086996,False,SIN 311;SIN 319,Calle La Sinaloa,primary,True,29.434,,"LINESTRING (-107.543592 24.6606146, -107.543644 24.6606829, -107.5437577 24.6608323)",
903135592,False,SIN 311,Calle La Sinaloa,tertiary,False,83.785,,"LINESTRING (-107.543592 24.6606146, -107.5435164 24.6604526, -107.5434655 24.6602869, -107.5434199 24.6600931, -107.543377 24.6598895)",
1073220017,False,SIN 319,,primary,False,64.708,,"LINESTRING (-107.543592 24.6606146, -107.5435017 24.6605458, -107.5433726 24.6604985, -107.5432856 24.6604832, -107.5431551 24.6604824, -107.5429954 24.660517)",
140086980,False,SIN 319,Calle La 20,tertiary,True,79.781,,"LINESTRING (-107.5429954 24.660517, -107.5432656 24.6600994, -107.543377 24.6598895)",
