osmid,highway,oneway,reversed,length,lanes,name,maxspeed,width,geometry,bridge
924127286,residential,False,False,3.992,,,,,"LINESTRING (-100.1462888 20.49671, -100.146323 20.4967262)",
924127287,tertiary,True,False,4.467,1,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1462888 20.49671, -100.1462966 20.4967495)",
321158289,tertiary,False,False,52.891,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1461365 20.4972009, -100.1462966 20.4967495)",
321158289,tertiary,False,True,57.88,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1461365 20.4972009, -100.1459842 20.4977015)",
700900787,residential,False,False,94.574,,Calle Sauce,,,"LINESTRING (-100.1461365 20.4972009, -100.1454328 20.4966634)",
321158289,tertiary,False,False,57.88,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1459842 20.4977015, -100.1461365 20.4972009)",
321158289,tertiary,False,True,56.155,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1459842 20.4977015, -100.1458572 20.4981923)",
700900785,residential,False,False,118.102,,Calle Fresno,,,"LINESTRING (-100.1459842 20.4977015, -100.145117 20.4970172)",
693440789,tertiary,False,True,8.891,,,,,"LINESTRING (-100.1398588 20.4979098, -100.1399179 20.4978521)",
693440793,tertiary,False,True,24.707,,,,,"LINESTRING (-100.1398588 20.4979098, -100.1396687 20.4980427)",
938250302,tertiary,True,False,15.916,1,Avenida Panamericana,40,10.0,"LINESTRING (-100.1398588 20.4979098, -100.1399986 20.4979676)",
321158289,tertiary,False,False,56.155,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1458572 20.4981923, -100.1459842 20.4977015)",
700900199,residential,False,True,141.833,,,,,"LINESTRING (-100.1458572 20.4981923, -100.144818 20.497368)",
321158289,tertiary,False,True,149.05,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1458572 20.4981923, -100.145659 20.4990266, -100.1453845 20.4994387)",
321158289,tertiary,False,False,52.453,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.144777 20.5001784, -100.1450968 20.499814)",
321158289,tertiary,False,True,71.555,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.144777 20.5001784, -100.1443457 20.5006793)",
693440797,tertiary,False,False,150.387,,Calle Herlinda García,,,"LINESTRING (-100.144777 20.5001784, -100.1458843 20.5010464)",
693440797,tertiary,False,True,191.04,,Calle Herlinda García,,,"LINESTRING (-100.144777 20.5001784, -100.1433733 20.4990725)",
321158289,tertiary,False,False,77.497,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1438778 20.5012212, -100.1443457 20.5006793)",
321158305,tertiary,True,False,253.402,2,Avenida Panamericana,40,10.0,"LINESTRING (-100.1438778 20.5012212, -100.1449581 20.5020341, -100.1457745 20.5026485)",
321158305,tertiary,True,False,30.722,2,Avenida Panamericana,40,10.0,"LINESTRING (-100.1470328 20.5036193, -100.147269 20.5037848)",
551785543,residential,True,False,77.23,1,Boulevard Lázaro Cárdenas,20,,"LINESTRING (-100.1470328 20.5036193, -100.1472621 20.5042798)",
700912396,residential,False,False,59.084,,Andador Guadalupe Victoria,,,"LINESTRING (-100.1470328 20.5036193, -100.1466827 20.5040374)",
321158305,tertiary,True,False,29.107,2,Avenida Panamericana,40,10.0,"LINESTRING (-100.147269 20.5037848, -100.1474919 20.5039427)",
700900191,residential,False,False,171.323,,Calle de la Eta,,,"LINESTRING (-100.1410608 20.4966679, -100.1423283 20.4976499)",
914573220,residential,False,True,49.948,,,,,"LINESTRING (-100.1410608 20.4966679, -100.1407447 20.4970057)",
693440803,residential,False,True,54.12,,Calle Vicente Guerrero,,,"LINESTRING (-100.1436916 20.4986878, -100.1433733 20.4990725)",
700900191,residential,False,False,52.144,,Calle de la Eta,,,"LINESTRING (-100.1436916 20.4986878, -100.1440771 20.498987)",
700900191,residential,False,True,53.896,,Calle de la Eta,,,"LINESTRING (-100.1436916 20.4986878, -100.143285 20.498388)",
707016283,residential,False,False,110.705,,,,,"LINESTRING (-100.1436916 20.4986878, -100.144332 20.4978932)",
321158289,tertiary,False,False,51.375,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1450968 20.499814, -100.1453845 20.4994387)",
321158289,tertiary,False,True,52.453,2,Calle Josefa Ortiz de Domínguez,30,10.0,"LINESTRING (-100.1450968 20.499814, -100.144777 20.5001784)",
700900191,residential,False,False,151.453,,Calle de la Eta,,,"LINESTRING (-100.1450968 20.499814, -100.1462278 20.5006701)",
700900191,residential,False,True,44.868,,Calle de la Eta,,,"LINESTRING (-100.1450968 20.499814, -100.1447758 20.4995449)",
700900191,residential,False,True,221.274,,Calle de la Eta,,,"LINESTRING (-100.1486292 20.5025306, -100.147007 20.5012456)",
