osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge
704929073,unclassified,False,False,85.01,"LINESTRING (-100.3146959 19.4325954, -100.3144706 19.4333298)",2,,40,
732476261,unclassified,False,False,384.258,"LINESTRING (-100.3146959 19.4325954, -100.3180535 19.4330859, -100.3181475 19.4331288, -100.3182578 19.4332412)",2,El Rosario,30,
732476261,unclassified,False,True,54.877,"LINESTRING (-100.3186077 19.4336082, -100.3182578 19.4332412)",2,El Rosario,30,
704929071,unclassified,False,False,260.207,"LINESTRING (-100.3186077 19.4336082, -100.3186787 19.4336044, -100.3190851 19.4334286, -100.3192569 19.4333882, -100.3194076 19.4333695, -100.3197042 19.4333717, -100.3198155 19.4333469, -100.3208075 19.432824, -100.3208742 19.4327717)",,,,
739609344,unclassified,False,True,118.69800000000001,"LINESTRING (-100.3186077 19.4336082, -100.3185372 19.433611, -100.3184715 19.433573, -100.3183857 19.433506, -100.3176333 19.4339234)",,,,
704929073,unclassified,False,True,85.01,"LINESTRING (-100.3144706 19.4333298, -100.3146959 19.4325954)",2,,40,
"[732477752, 704929073, 725575442]",unclassified,False,False,470.9429999999999,"LINESTRING (-100.3144706 19.4333298, -100.3143544 19.434005, -100.3142397 19.4345011, -100.3140164 19.4351122, -100.3140046 19.4352672, -100.3140015 19.4353495, -100.3139829 19.43541, -100.3139544 19.4354565, -100.3136636 19.4357606, -100.313631 19.4358466, -100.3135981 19.436003, -100.3136281 19.4366322, -100.3136889 19.4368409, -100.3137278 19.4369907, -100.3137295 19.4370592, -100.3137041 19.4371771, -100.3136164 19.4373516)","['1', '2']",,40,yes
732477753,unclassified,False,False,179.293,"LINESTRING (-100.3144706 19.4333298, -100.3153289 19.4335351, -100.3161316 19.4337121)",,,,
704937981,unclassified,False,True,255.08000000000004,"LINESTRING (-100.31343 19.4403925, -100.3140462 19.4403911, -100.3146633 19.4404193, -100.3147228 19.4404662, -100.3147696 19.4404973, -100.3148304 19.4405, -100.3157781 19.4401903)",1,,40,
257576626,tertiary,False,False,373.51699999999994,"LINESTRING (-100.3163841 19.4354846, -100.3160846 19.4355088, -100.315863 19.4355705, -100.3151676 19.4358668, -100.3150607 19.4359314, -100.3150209 19.4360232, -100.3149443 19.4362849, -100.3148566 19.4363811, -100.3147418 19.4364548, -100.3144356 19.4366774, -100.3142541 19.4368264, -100.3138294 19.4371761, -100.3136471 19.4373263, -100.3136385 19.4373334, -100.3136164 19.4373516)",2,Av. Tecnologico,40,
257576626,tertiary,False,True,349.98600000000005,"LINESTRING (-100.3163841 19.4354846, -100.3166955 19.4354246, -100.316957 19.4353163, -100.3171325 19.4351975, -100.317571 19.4347899, -100.3177784 19.4346801, -100.3180782 19.4345493, -100.3182393 19.434459, -100.3184833 19.4342124, -100.318587 19.4341507, -100.3187273 19.4341041, -100.3189394 19.4340725, -100.3191133 19.4340334, -100.3192201 19.4339733)",2,Av. Tecnologico,40,
724456337,unclassified,False,True,528.299,"LINESTRING (-100.3163841 19.4354846, -100.3160887 19.4373197, -100.3157521 19.439408, -100.3157781 19.4401903)",1,,40,
704937981,unclassified,False,False,255.08,"LINESTRING (-100.3157781 19.4401903, -100.3148304 19.4405, -100.3147696 19.4404973, -100.3147228 19.4404662, -100.3146633 19.4404193, -100.3140462 19.4403911, -100.31343 19.4403925)",1,,40,
724456337,unclassified,False,False,528.299,"LINESTRING (-100.3157781 19.4401903, -100.3157521 19.439408, -100.3160887 19.4373197, -100.3163841 19.4354846)",1,,40,
725575423,unclassified,False,True,140.614,"LINESTRING (-100.3178185 19.4353256, -100.3191584 19.4352747)",,,,
725575423,unclassified,False,False,140.614,"LINESTRING (-100.3191584 19.4352747, -100.3178185 19.4353256)",,,,
725575439,unclassified,False,False,144.854,"LINESTRING (-100.3191584 19.4352747, -100.3192201 19.4339733)",,,,
725575439,unclassified,False,True,205.744,"LINESTRING (-100.3191584 19.4352747, -100.319107 19.4357862, -100.3190256 19.4365129, -100.3189541 19.4371149)",,,,
257576626,tertiary,False,True,373.517,"LINESTRING (-100.3136164 19.4373516, -100.3136385 19.4373334, -100.3136471 19.4373263, -100.3138294 19.4371761, -100.3142541 19.4368264, -100.3144356 19.4366774, -100.3147418 19.4364548, -100.3148566 19.4363811, -100.3149443 19.4362849, -100.3150209 19.4360232, -100.3150607 19.4359314, -100.3151676 19.4358668, -100.315863 19.4355705, -100.3160846 19.4355088, -100.3163841 19.4354846)",2,Av. Tecnologico,40,
"[732477752, 704929073, 725575442]",unclassified,False,True,470.943,"LINESTRING (-100.3136164 19.4373516, -100.3137041 19.4371771, -100.3137295 19.4370592, -100.3137278 19.4369907, -100.3136889 19.4368409, -100.3136281 19.4366322, -100.3135981 19.436003, -100.313631 19.4358466, -100.3136636 19.4357606, -100.3139544 19.4354565, -100.3139829 19.43541, -100.3140015 19.4353495, -100.3140046 19.4352672, -100.3140164 19.4351122, -100.3142397 19.4345011, -100.3143544 19.434005, -100.3144706 19.4333298)","['1', '2']",,40,yes
739609344,unclassified,False,False,118.69800000000001,"LINESTRING (-100.3176333 19.4339234, -100.3183857 19.433506, -100.3184715 19.433573, -100.3185372 19.433611, -100.3186077 19.4336082)",,,,
732476263,unclassified,False,True,52.987,"LINESTRING (-100.3184855 19.4328158, -100.3182578 19.4332412)",,,,
732476261,unclassified,False,False,54.877,"LINESTRING (-100.3182578 19.4332412, -100.3186077 19.4336082)",2,El Rosario,30,
732476263,unclassified,False,False,52.987,"LINESTRING (-100.3182578 19.4332412, -100.3184855 19.4328158)",,,,
732476261,unclassified,False,True,384.258,"LINESTRING (-100.3182578 19.4332412, -100.3181475 19.4331288, -100.3180535 19.4330859, -100.3146959 19.4325954)",2,El Rosario,30,
732477753,unclassified,False,True,179.293,"LINESTRING (-100.3161316 19.4337121, -100.3153289 19.4335351, -100.3144706 19.4333298)",,,,
