osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge
725575439,unclassified,False,False,205.744,"LINESTRING (-100.3189541 19.4371149, -100.3190256 19.4365129, -100.319107 19.4357862, -100.3191584 19.4352747)",,,,
725575439,unclassified,False,True,144.854,"LINESTRING (-100.3192201 19.4339733, -100.3191584 19.4352747)",,,,
257576626,tertiary,False,False,349.986,"LINESTRING (-100.3192201 19.4339733, -100.3191133 19.4340334, -100.3189394 19.4340725, -100.3187273 19.4341041, -100.318587 19.4341507, -100.3184833 19.4342124, -100.3182393 19.434459, -100.3180782 19.4345493, -100.3177784 19.4346801, -100.317571 19.4347899, -100.3171325 19.4351975, -100.316957 19.4353163, -100.3166955 19.4354246, -100.3163841 19.4354846)",2,Av. Tecnologico,40,
"[257576626, 725473373, 725473374]",tertiary,False,True,303.32000000000005,"LINESTRING (-100.3192201 19.4339733, -100.3195503 19.4338123, -100.3198549 19.433707, -100.3201531 19.4336589, -100.3203126 19.4336679, -100.3204641 19.4337296, -100.3206624 19.4338328, -100.3208124 19.4339379, -100.320884 19.4339715, -100.320957 19.4340008, -100.3210533 19.43399, -100.3211255 19.4339214, -100.3213492 19.433507, -100.3214545 19.4334108, -100.3215805 19.433322)",2,"['Ex-hacienda Manzanillos', 'Av. Tecnologico']",40,yes
704929071,unclassified,False,True,42.426,"LINESTRING (-100.3211967 19.4325413, -100.3208742 19.4327717)",,,,
"[732476264, 385437864, 385437863]",unclassified,False,False,101.431,"LINESTRING (-100.3211967 19.4325413, -100.3212096 19.4325567, -100.3212875 19.4326544, -100.3213496 19.4327472, -100.3213709 19.4328287, -100.3213602 19.4330255, -100.3213707 19.43311, -100.3214218 19.4331973, -100.3215805 19.433322)",,,,yes
"[385437864, 732476264, 385437863]",unclassified,False,True,101.43100000000001,"LINESTRING (-100.3215805 19.433322, -100.3214218 19.4331973, -100.3213707 19.43311, -100.3213602 19.4330255, -100.3213709 19.4328287, -100.3213496 19.4327472, -100.3212875 19.4326544, -100.3212096 19.4325567, -100.3211967 19.4325413)",,,,yes
"[257576626, 725473373, 725473374]",tertiary,False,False,303.32,"LINESTRING (-100.3215805 19.433322, -100.3214545 19.4334108, -100.3213492 19.433507, -100.3211255 19.4339214, -100.3210533 19.43399, -100.320957 19.4340008, -100.320884 19.4339715, -100.3208124 19.4339379, -100.3206624 19.4338328, -100.3204641 19.4337296, -100.3203126 19.4336679, -100.3201531 19.4336589, -100.3198549 19.433707, -100.3195503 19.4338123, -100.3192201 19.4339733)",2,"['Ex-hacienda Manzanillos', 'Av. Tecnologico']",40,yes
704929071,unclassified,False,False,42.426,"LINESTRING (-100.3208742 19.4327717, -100.3211967 19.4325413)",,,,
704929071,unclassified,False,True,260.207,"LINESTRING (-100.3208742 19.4327717, -100.3208075 19.432824, -100.3198155 19.4333469, -100.3197042 19.4333717, -100.3194076 19.4333695, -100.3192569 19.4333882, -100.3190851 19.4334286, -100.3186787 19.4336044, -100.3186077 19.4336082)",,,,
