osmid,oneway,lanes,name,highway,reversed,length,ref,maxspeed,access,area,geometry,bridge
131451056,True,2,Calle José María Morelos y Pavón,residential,False,107.817,,,,,"LINESTRING (-98.9724962 22.7439243, -98.9726718 22.7429683)",
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,117.011,MEX 85,,,,"LINESTRING (-98.9724962 22.7439243, -98.9736198 22.7441075)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,114.445,,,,,"LINESTRING (-98.9736198 22.7441075, -98.9734212 22.7451203)",
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,113.051,MEX 85,,,,"LINESTRING (-98.9736198 22.7441075, -98.9747054 22.7442844)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,112.033,,,,,"LINESTRING (-98.9743533 22.7401094, -98.9741729 22.7411031)",
335609818,True,,Xicotencatl,residential,False,111.335,,40,yes,,"LINESTRING (-98.9743533 22.7401094, -98.9754208 22.7402917)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,117.481,,40,yes,no,"LINESTRING (-98.9748561 22.7433307, -98.9750714 22.742293)",
193042266,True,,Calle Vicente Guerrero,primary,False,57.797,MEX 85,,,,"LINESTRING (-98.9748561 22.7433307, -98.9743014 22.7432387)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,112.642,,,,,"LINESTRING (-98.9747254 22.7381149, -98.9745303 22.7391118)",
782547201,False,,Calle Quintero,residential,False,114.32,,,,,"LINESTRING (-98.9747254 22.7381149, -98.9736228 22.7379636)",
782547201,False,,Calle Quintero,residential,True,40.095,,,,,"LINESTRING (-98.9747254 22.7381149, -98.9751098 22.7381807)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,107.464,,,,,"LINESTRING (-98.9738009 22.7431556, -98.9736198 22.7441075)",
193042266,True,,Calle Vicente Guerrero,primary,False,117.647,MEX 85,,,,"LINESTRING (-98.9738009 22.7431556, -98.9726718 22.7429683)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,113.077,,,,,"LINESTRING (-98.9749292 22.7371155, -98.9747254 22.7381149)",
946857357,False,,Calle Tampico,residential,False,115.593,,,,,"LINESTRING (-98.9749292 22.7371155, -98.9738177 22.7369429)",
946857357,False,,Calle Tampico,residential,True,35.421,,,,,"LINESTRING (-98.9749292 22.7371155, -98.9752701 22.7371667)",
150694130,True,,Calle Melchor Ocampo,residential,False,117.468,,40,yes,,"LINESTRING (-98.9706048 22.7426253, -98.9707705 22.74158)",
193042266,True,,Calle Vicente Guerrero,primary,False,115.493,MEX 85,,,,"LINESTRING (-98.9706048 22.7426253, -98.9694964 22.7424413)",
253129328,True,,Calle Servando Canales,residential,False,112.349,,,,,"LINESTRING (-98.9734212 22.7451203, -98.9745009 22.7452917)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,116.737,,,,,"LINESTRING (-98.9739985 22.7421217, -98.9738009 22.7431556)",
335609811,True,,Calle General Pedro José Méndez,residential,False,50.528,,40,yes,,"LINESTRING (-98.9739985 22.7421217, -98.974484 22.7421992)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,114.82,,,,,"LINESTRING (-98.9726718 22.7429683, -98.9728588 22.7419502)",
193042266,True,,Calle Vicente Guerrero,primary,False,106.291,MEX 85,,,,"LINESTRING (-98.9726718 22.7429683, -98.9716827 22.7428041, -98.9716517 22.742799)",
193042266,True,,Calle Vicente Guerrero,primary,False,109.083,MEX 85,,,,"LINESTRING (-98.9716517 22.742799, -98.9706048 22.7426253)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,113.953,,40,yes,no,"LINESTRING (-98.9745009 22.7452917, -98.9747054 22.7442844)",
253129328,True,,Calle Servando Canales,residential,False,108.82300000000001,,,,,"LINESTRING (-98.9745009 22.7452917, -98.9754572 22.7454872, -98.9755382 22.7454969)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,112.404,,,,,"LINESTRING (-98.9745303 22.7391118, -98.9743533 22.7401094)",
782547198,True,,Calle Xicoténcat,residential,False,113.1,,,,,"LINESTRING (-98.9745303 22.7391118, -98.9737371 22.738967, -98.9734459 22.738928)",
131449860,True,,Calle Ignacio Zaragoza,residential,False,114.667,,,,,"LINESTRING (-98.9741729 22.7411031, -98.9739985 22.7421217)",
890077972,True,,Calle Álvaro Obregón,residential,False,117.151,,40,yes,,"LINESTRING (-98.9741729 22.7411031, -98.9730434 22.7409454)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,93.015,,40,yes,no,"LINESTRING (-98.9754208 22.7402917, -98.9756256 22.7394768)",
335609818,True,,Xicotencatl,residential,False,50.063,,40,yes,,"LINESTRING (-98.9754208 22.7402917, -98.975826 22.7403777, -98.975898 22.7403846)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,109.765,,40,yes,no,"LINESTRING (-98.9752739 22.7412695, -98.9754208 22.7402917)",
890077972,True,,Calle Álvaro Obregón,residential,False,114.414,,40,yes,,"LINESTRING (-98.9752739 22.7412695, -98.9741729 22.7411031)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,115.687,,40,yes,no,"LINESTRING (-98.9750714 22.742293, -98.9752739 22.7412695)",
335609811,True,,Calle General Pedro José Méndez,residential,False,110.049,,40,yes,,"LINESTRING (-98.9750714 22.742293, -98.9760243 22.7424828, -98.9761216 22.7424954)",
131449864,True,,Calle Hermenegildo Galeana,residential,False,107.167,,40,yes,no,"LINESTRING (-98.9747054 22.7442844, -98.9748561 22.7433307)",
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,108.045,MEX 85,,,,"LINESTRING (-98.9747054 22.7442844, -98.9757429 22.7444536)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,113.321,,,,,"LINESTRING (-98.9728588 22.7419502, -98.9730434 22.7409454)",
335609811,True,,Calle General Pedro José Méndez,residential,False,118.422,,40,yes,,"LINESTRING (-98.9728588 22.7419502, -98.9739985 22.7421217)",
150694130,True,,Calle Melchor Ocampo,residential,False,113.122,,40,yes,,"LINESTRING (-98.9707705 22.74158, -98.9709631 22.7405783)",
335609811,True,,Calle General Pedro José Méndez,residential,False,114.676,,40,yes,,"LINESTRING (-98.9707705 22.74158, -98.9718668 22.7417833)",
131451238,True,2,Calle Miguel Hidalgo y Costilla,residential,False,115.075,,40,,,"LINESTRING (-98.9718668 22.7417833, -98.9716517 22.742799)",
335609811,True,,Calle General Pedro José Méndez,residential,False,103.409,,40,yes,,"LINESTRING (-98.9718668 22.7417833, -98.9728588 22.7419502)",
131451237,True,2,Calle Miguel Hidalgo y Costilla,residential,False,118.651,,40,yes,,"LINESTRING (-98.9714511 22.7437539, -98.97126 22.7448063)",
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,108.836,MEX 85,,,,"LINESTRING (-98.9714511 22.7437539, -98.9724962 22.7439243)",
946857356,True,,Calle Tampico,residential,False,104.377,,,,,"LINESTRING (-98.9738177 22.7369429, -98.9728182 22.7367658)",
946857357,False,,Calle Tampico,residential,True,115.593,,,,,"LINESTRING (-98.9738177 22.7369429, -98.9749292 22.7371155)",
782547201,False,,Calle Quintero,residential,False,105.304,,,,,"LINESTRING (-98.9736228 22.7379636, -98.9726126 22.7377939)",
782547201,False,,Calle Quintero,residential,True,114.32,,,,,"LINESTRING (-98.9736228 22.7379636, -98.9747254 22.7381149)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,115.253,,,,,"LINESTRING (-98.9736228 22.7379636, -98.9738058 22.7370259, -98.9738177 22.7369429)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,114.315,,,,,"LINESTRING (-98.9730434 22.7409454, -98.9732456 22.7399344)",
890077972,True,,Calle Álvaro Obregón,residential,False,104.38,,40,yes,,"LINESTRING (-98.9730434 22.7409454, -98.9720442 22.7407666)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,113.776,,,,,"LINESTRING (-98.9732456 22.7399344, -98.9734459 22.738928)",
335609818,True,,Xicotencatl,residential,False,115.251,,40,yes,,"LINESTRING (-98.9732456 22.7399344, -98.9743533 22.7401094)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,108.76,,,,,"LINESTRING (-98.9734459 22.738928, -98.9736228 22.7379636)",
782547198,True,,Calle Xicoténcat,residential,False,106.727,,,,,"LINESTRING (-98.9734459 22.738928, -98.9724195 22.7387694)",
131451056,True,2,Calle José María Morelos y Pavón,residential,False,116.411,,,,,"LINESTRING (-98.9723066 22.7449565, -98.9724962 22.7439243)",
253129328,True,,Calle Servando Canales,residential,False,115.742,,,,,"LINESTRING (-98.9723066 22.7449565, -98.9734212 22.7451203)",
131451238,True,2,Calle Miguel Hidalgo y Costilla,residential,False,114.506,,40,,,"LINESTRING (-98.9720442 22.7407666, -98.9718668 22.7417833)",
890077972,True,,Calle Álvaro Obregón,residential,False,112.828,,40,yes,,"LINESTRING (-98.9720442 22.7407666, -98.9709631 22.7405783)",
131451238,True,2,Calle Miguel Hidalgo y Costilla,residential,False,110.264,,40,,,"LINESTRING (-98.9726126 22.7377939, -98.9724195 22.7387694)",
782547201,False,,Calle Quintero,residential,False,116.929,,,,,"LINESTRING (-98.9726126 22.7377939, -98.9714881 22.7376201)",
782547201,False,,Calle Quintero,residential,True,105.304,,,,,"LINESTRING (-98.9726126 22.7377939, -98.9736228 22.7379636)",
253129328,True,,Calle Servando Canales,residential,False,108.619,,,,,"LINESTRING (-98.97126 22.7448063, -98.9723066 22.7449565)",
131451238,True,2,Calle Miguel Hidalgo y Costilla,residential,False,111.793,,40,,,"LINESTRING (-98.9722561 22.7397804, -98.9720442 22.7407666)",
335609818,True,,Xicotencatl,residential,False,102.91,,40,yes,,"LINESTRING (-98.9722561 22.7397804, -98.9732456 22.7399344)",
131451238,True,2,Calle Miguel Hidalgo y Costilla,residential,False,116.248,,40,,,"LINESTRING (-98.9728182 22.7367658, -98.9726126 22.7377939)",
150694130,True,,Calle Melchor Ocampo,residential,False,114.29,,40,yes,,"LINESTRING (-98.9702081 22.7445948, -98.970426 22.7435868)",
253129328,True,,Calle Servando Canales,residential,False,110.404,,,,,"LINESTRING (-98.9702081 22.7445948, -98.97126 22.7448063)",
253129328,True,,Calle Servando Canales,residential,False,112.364,,,,,"LINESTRING (-98.9691303 22.7444128, -98.9702081 22.7445948)",
964978046,True,,Calle Manuel González,residential,False,115.373,,40,,,"LINESTRING (-98.9691303 22.7444128, -98.9689642 22.745439)",
890077972,True,,Calle Álvaro Obregón,residential,False,110.912,,40,yes,,"LINESTRING (-98.9698848 22.7404321, -98.9688152 22.7402844)",
964978046,True,,Calle Manuel González,residential,False,111.338,,40,,,"LINESTRING (-98.9698848 22.7404321, -98.969704 22.7414194)",
150694130,True,,Calle Melchor Ocampo,residential,False,110.407,,40,yes,,"LINESTRING (-98.9709631 22.7405783, -98.9711201 22.739596)",
890077972,True,,Calle Álvaro Obregón,residential,False,111.77,,40,yes,,"LINESTRING (-98.9709631 22.7405783, -98.9698848 22.7404321)",
253129328,True,,Calle Servando Canales,residential,False,113.544,,,,,"LINESTRING (-98.9680382 22.7442446, -98.9691303 22.7444128)",
952455489,True,,Calle Mariano Escobedo,residential,False,114.668,,,,,"LINESTRING (-98.9680382 22.7442446, -98.9682481 22.7432317)",
335609818,True,,Xicotencatl,residential,False,109.303,,40,yes,,"LINESTRING (-98.9700659 22.7394512, -98.9711201 22.739596)",
964978046,True,,Calle Manuel González,residential,False,110.641,,40,,,"LINESTRING (-98.9700659 22.7394512, -98.9698848 22.7404321)",
150694130,True,,Calle Melchor Ocampo,residential,False,112.193,,40,yes,,"LINESTRING (-98.9711201 22.739596, -98.9713122 22.7386027)",
335609818,True,,Xicotencatl,residential,False,118.29,,40,yes,,"LINESTRING (-98.9711201 22.739596, -98.9722561 22.7397804)",
965010048,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,36.55,,,,,"LINESTRING (-98.9761253 22.7404072, -98.9760185 22.7400936)",
150694130,True,,Calle Melchor Ocampo,residential,False,111.545,,40,yes,,"LINESTRING (-98.9700538 22.7455878, -98.9702081 22.7445948)",
193042262,True,,Calle Guadalupe Mainero,residential,False,112.954,,30,yes,,"LINESTRING (-98.9700538 22.7455878, -98.9689642 22.745439)",
150694130,True,,Calle Melchor Ocampo,residential,False,39.49,,40,yes,,"LINESTRING (-98.9713122 22.7386027, -98.9713749 22.7382523)",
782547198,True,,Calle Xicoténcat,residential,False,110.173,,,,,"LINESTRING (-98.9713122 22.7386027, -98.970497 22.7384425, -98.9702604 22.7384012)",
782547201,False,,Calle Quintero,residential,False,110.011,,,,,"LINESTRING (-98.9714881 22.7376201, -98.9704368 22.7374234)",
782547201,False,,Calle Quintero,residential,True,116.929,,,,,"LINESTRING (-98.9714881 22.7376201, -98.9726126 22.7377939)",
150694130,True,,Calle Melchor Ocampo,residential,False,108.475,,40,yes,,"LINESTRING (-98.970426 22.7435868, -98.9706048 22.7426253)",
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,106.752,MEX 85,,,,"LINESTRING (-98.970426 22.7435868, -98.9714511 22.7437539)",
193042262,True,,Calle Guadalupe Mainero,residential,False,114.556,,30,yes,,"LINESTRING (-98.9689642 22.745439, -98.9688684 22.745424, -98.9678636 22.7452626)",
"[890001378, 890001379, 193042270]",True,,Xicotencatl,residential,False,23.445,,40,yes,,"LINESTRING (-98.975898 22.7403846, -98.9759184 22.7403865, -98.9761178 22.7404065, -98.9761253 22.7404072)",yes
193042266,True,,Calle Vicente Guerrero,primary,False,111.406,MEX 85,,,,"LINESTRING (-98.9759253 22.7435081, -98.9748561 22.7433307)",
335602362,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,106.786,,,,,"LINESTRING (-98.9759253 22.7435081, -98.9757429 22.7444536)",
335602362,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,117.894,,,,,"LINESTRING (-98.9757429 22.7444536, -98.9755382 22.7454969)",
"[193042267, 897507852, 890001382]",True,,"['Boulevard Enrique Cárdenas González', 'Avenida Licenciado Benito Juárez']",primary,False,28.814,MEX 85,,,,"LINESTRING (-98.9757429 22.7444536, -98.9757554 22.7444585, -98.9759577 22.7445384, -98.9760021 22.7445535)",yes
"[193042257, 193042258, 890001383]",True,,Calle Servando Canales,residential,False,27.825000000000003,,,,,"LINESTRING (-98.9755382 22.7454969, -98.9755936 22.7455084, -98.9757432 22.7455334, -98.975805 22.7455421)",yes
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,117.156,MEX 85,,,,"LINESTRING (-98.969301 22.7434034, -98.970426 22.7435868)",
964978046,True,,Calle Manuel González,residential,False,113.597,,40,,,"LINESTRING (-98.969301 22.7434034, -98.9691303 22.7444128)",
335609811,True,,Calle General Pedro José Méndez,residential,False,110.819,,40,yes,,"LINESTRING (-98.969704 22.7414194, -98.9707705 22.74158)",
964978046,True,,Calle Manuel González,residential,False,115.607,,40,,,"LINESTRING (-98.969704 22.7414194, -98.9694964 22.7424413)",
782547198,True,,Calle Xicoténcat,residential,False,110.258,,,,,"LINESTRING (-98.9702604 22.7384012, -98.9692002 22.7382365)",
964978046,True,,Calle Manuel González,residential,False,118.446,,40,,,"LINESTRING (-98.9702604 22.7384012, -98.9700659 22.7394512)",
293319961,True,,Boulevard Licenciado Manuel Cavazos Lerma,primary,False,101.251,MEX 85,,,,"LINESTRING (-98.9760214 22.7444502, -98.9761612 22.7435488)",
"[890001380, 1187874877, 193042268]",True,,Calle Vicente Guerrero,primary,False,24.612000000000002,MEX 85,,,,"LINESTRING (-98.9761612 22.7435488, -98.9761525 22.7435473, -98.9759327 22.7435094, -98.9759253 22.7435081)",yes
293319961,True,,Boulevard Licenciado Manuel Cavazos Lerma,primary,False,11.656,MEX 85,,,,"LINESTRING (-98.9760021 22.7445535, -98.9760214 22.7444502)",
905940288,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,90.395,,,,,"LINESTRING (-98.975805 22.7455421, -98.9759681 22.7447432)",
965010048,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,99.544,,,,,"LINESTRING (-98.9756732 22.7390793, -98.9753824 22.7382252)",
782552027,False,,,residential,True,89.196,,,,,"LINESTRING (-98.9756732 22.7390793, -98.9756931 22.7388554, -98.9758014 22.7382866)",
"[782547200, 890001377, 890001376]",False,,,residential,False,22.52,,,,,"LINESTRING (-98.9756732 22.7390793, -98.9756657 22.7390894, -98.9755527 22.739241, -98.9755488 22.7392462)",yes
193042269,True,,Avenida Licenciado Benito Juárez,primary,False,112.084,MEX 85,,,,"LINESTRING (-98.9671718 22.7430563, -98.9682481 22.7432317)",
946850109,False,,Calle Cuauhtémoc,residential,False,116.298,,,,,"LINESTRING (-98.9671718 22.7430563, -98.9669506 22.7440821)",
946850109,False,,Calle Cuauhtémoc,residential,True,109.523,,,,,"LINESTRING (-98.9671718 22.7430563, -98.9673471 22.7420847)",
253129328,True,,Calle Servando Canales,residential,False,112.986,,,,,"LINESTRING (-98.9669506 22.7440821, -98.9680382 22.7442446)",
946850109,False,,Calle Cuauhtémoc,residential,False,113.7,,,,,"LINESTRING (-98.9669506 22.7440821, -98.9667715 22.7450912)",
946850109,False,,Calle Cuauhtémoc,residential,True,116.298,,,,,"LINESTRING (-98.9669506 22.7440821, -98.9671718 22.7430563)",
946850109,False,,Calle Cuauhtémoc,residential,True,113.7,,,,,"LINESTRING (-98.9667715 22.7450912, -98.9669506 22.7440821)",
193042262,True,,Calle Guadalupe Mainero,residential,False,113.603,,30,yes,,"LINESTRING (-98.9678636 22.7452626, -98.9667715 22.7450912)",
952455489,True,,Calle Mariano Escobedo,residential,False,114.604,,,,,"LINESTRING (-98.9678636 22.7452626, -98.9680382 22.7442446)",
335602362,True,,Boulevard Licenciado Manuel Cavazos Lerma,tertiary,False,114.392,,,,,"LINESTRING (-98.9761216 22.7424954, -98.9759253 22.7435081)",
887443553,True,1,Calle Quintero,residential,False,3.276,,40,,,"LINESTRING (-98.9668817 22.7368368, -98.966913 22.7368427)",
782547201,False,,Calle Quintero,residential,True,10.436,,,,,"LINESTRING (-98.9671111 22.7368798, -98.9672113 22.7368962)",
"[782547201, 335609873]",False,,Calle Quintero,residential,False,20.73,,,,,"LINESTRING (-98.9671111 22.7368798, -98.9670762 22.7368733, -98.966913 22.7368427)",yes
335610002,False,,Calle Guayalejo,residential,False,112.939,,,,,"LINESTRING (-98.9672113 22.7368962, -98.9670331 22.7378985)",
782547201,False,,Calle Quintero,residential,False,10.436,,,,,"LINESTRING (-98.9672113 22.7368962, -98.9671111 22.7368798)",
782547201,False,,Calle Quintero,residential,True,115.288,,,,,"LINESTRING (-98.9672113 22.7368962, -98.9683183 22.7370767)",
335610027,False,,Calle Cuauhtémoc,residential,False,112.152,,,,,"LINESTRING (-98.9683183 22.7370767, -98.9681201 22.7380686)",
782547201,False,,Calle Quintero,residential,False,115.288,,,,,"LINESTRING (-98.9683183 22.7370767, -98.9672113 22.7368962)",
782547201,False,,Calle Quintero,residential,True,113.063,,,,,"LINESTRING (-98.9683183 22.7370767, -98.9694017 22.737265)",
335610029,False,,Calle Tampico,residential,True,51.216,,,,,"LINESTRING (-98.9755011 22.7372014, -98.9759917 22.7372875)",
"[782547204, 335610029, 946857357]",False,,Calle Tampico,residential,False,24.003,,,,,"LINESTRING (-98.9755011 22.7372014, -98.9754692 22.7371966, -98.9753341 22.7371763, -98.9752701 22.7371667)",yes
335609835,False,,Calle Mariano Escobedo,residential,False,109.985,,,,,"LINESTRING (-98.9694017 22.737265, -98.9692002 22.7382365)",
782547201,False,,Calle Quintero,residential,False,113.063,,,,,"LINESTRING (-98.9694017 22.737265, -98.9683183 22.7370767)",
782547201,False,,Calle Quintero,residential,True,107.605,,,,,"LINESTRING (-98.9694017 22.737265, -98.9704368 22.7374234)",
782547201,False,,Calle Quintero,residential,False,107.605,,,,,"LINESTRING (-98.9704368 22.7374234, -98.9694017 22.737265)",
782547201,False,,Calle Quintero,residential,True,110.011,,,,,"LINESTRING (-98.9704368 22.7374234, -98.9714881 22.7376201)",
964978046,True,,Calle Manuel González,residential,False,110.221,,40,,,"LINESTRING (-98.9704368 22.7374234, -98.9702604 22.7384012)",
335610002,False,,Calle Guayalejo,residential,False,116.726,,,,,"LINESTRING (-98.9670331 22.7378985, -98.966838 22.7389327)",
335610002,False,,Calle Guayalejo,residential,True,112.939,,,,,"LINESTRING (-98.9670331 22.7378985, -98.9672113 22.7368962)",
335610027,False,,Calle Cuauhtémoc,residential,True,112.152,,,,,"LINESTRING (-98.9681201 22.7380686, -98.9683183 22.7370767)",
