osmid,oneway,highway,reversed,length,geometry,ref,name,maxspeed
453366668,True,tertiary,False,77.661,"LINESTRING (-98.8444409 19.9849017, -98.8447291 19.9847856, -98.844825 19.9847719, -98.8449532 19.9847927, -98.8451383 19.9848699)",,,
679885461,True,trunk,False,106.717,"LINESTRING (-98.8444409 19.9849017, -98.8448079 19.9845797, -98.8451584 19.9842198)",MEX 85,Carretera México-Pachuca,90
453366668,True,tertiary,False,19.445,"LINESTRING (-98.8451383 19.9848699, -98.8451786 19.9848887, -98.8452373 19.9849099, -98.8453155 19.9849104)",,,
569731781,True,tertiary,False,56.426,"LINESTRING (-98.8458613 19.984974, -98.8453571 19.9847924)",,,
569731781,True,tertiary,False,19.678,"LINESTRING (-98.8453571 19.9847924, -98.8451949 19.9847025)",,,
569731781,True,tertiary,False,58.118,"LINESTRING (-98.8451949 19.9847025, -98.8451204 19.9846111, -98.8450818 19.9845095, -98.8450881 19.9844398, -98.8451584 19.9842198)",,,
569731783,True,tertiary_link,False,20.003,"LINESTRING (-98.8451949 19.9847025, -98.8451648 19.9847452, -98.845141 19.9848071, -98.8451383 19.9848699)",,,
"[569731784, 569731785]",False,trunk_link,"[False, True]",32.79,"LINESTRING (-98.8411631 19.9883479, -98.8411014 19.9883084, -98.8410814 19.9882925, -98.8410645 19.9882796, -98.8410499 19.9882684, -98.8410321 19.9882542, -98.841011 19.9882356, -98.8409897 19.9882172, -98.840975 19.988202, -98.8409507 19.9881787, -98.8409257 19.9881563)",,,
679885461,True,trunk,False,515.9590000000001,"LINESTRING (-98.8411631 19.9883479, -98.8419127 19.9873769, -98.8424666 19.9867049, -98.8428185 19.9863164, -98.8433032 19.9858695, -98.8444409 19.9849017)",MEX 85,Carretera México-Pachuca,90
"[569731784, 569731785]",False,trunk_link,"[False, True]",32.79,"LINESTRING (-98.8409257 19.9881563, -98.8409507 19.9881787, -98.840975 19.988202, -98.8409897 19.9882172, -98.841011 19.9882356, -98.8410321 19.9882542, -98.8410499 19.9882684, -98.8410645 19.9882796, -98.8410814 19.9882925, -98.8411014 19.9883084, -98.8411631 19.9883479)",,,
453366668,True,tertiary,False,57.472,"LINESTRING (-98.8453155 19.9849104, -98.8458613 19.984974)",,,
854327751,True,tertiary_link,False,14.258000000000003,"LINESTRING (-98.8453155 19.9849104, -98.8453428 19.9848779, -98.8453532 19.9848378, -98.8453571 19.9847924)",,,
