osmid,lanes,name,highway,maxspeed,access,oneway,reversed,length,bridge,geometry
"[713266776, 713266777, 509696087]",1,Avenida Morelos,tertiary,40,yes,False,False,96.47899999999998,yes,"LINESTRING (-103.8415468 23.7418542, -103.8414511 23.741793, -103.8413502 23.7417705, -103.8410998 23.7417799, -103.8410327 23.7417807, -103.8409702 23.7417723, -103.8406263 23.7417342)"
506836363,,Arroyo Grande,residential,40,,False,True,119.911,,"LINESTRING (-103.8389027 23.7419743, -103.8391629 23.741717, -103.8391179 23.74165, -103.8394921 23.7411522, -103.8395082 23.7411316, -103.8395206 23.7411157)"
506837952,2,Buenavista,residential,40,,False,False,110.041,,"LINESTRING (-103.8421135 23.7376761, -103.8416925 23.7385876)"
507066091,2,,residential,40,,False,False,39.157,,"LINESTRING (-103.8421135 23.7376761, -103.8424811 23.7377799)"
"[506837952, 507071672]",2,Buenavista,residential,40,,False,"[False, True]",173.916,,"LINESTRING (-103.8421135 23.7376761, -103.8421579 23.737344, -103.8420856 23.7367117, -103.8415911 23.7363275)"
506837952,2,Buenavista,residential,40,,False,True,110.041,,"LINESTRING (-103.8416925 23.7385876, -103.8421135 23.7376761)"
507066018,2,,residential,40,,False,False,57.273,,"LINESTRING (-103.8416925 23.7385876, -103.8422531 23.7385434)"
506837952,2,Buenavista,residential,40,,False,False,62.681,,"LINESTRING (-103.8416925 23.7385876, -103.8414928 23.7390892, -103.8414913 23.739119)"
506837952,2,Buenavista,residential,40,,False,False,53.518,,"LINESTRING (-103.8416174 23.740159, -103.8418662 23.740583)"
506837952,2,Buenavista,residential,40,,False,True,59.305,,"LINESTRING (-103.8416174 23.740159, -103.841473 23.7396423)"
507069833,2,,residential,40,,False,False,61.047,,"LINESTRING (-103.8416174 23.740159, -103.8410649 23.7403726)"
506837952,2,Buenavista,residential,40,,False,False,54.034,,"LINESTRING (-103.842124 23.7409591, -103.8424086 23.7413693)"
506837952,2,Buenavista,residential,40,,False,True,49.371,,"LINESTRING (-103.842124 23.7409591, -103.8418662 23.740583)"
507069810,2,,residential,40,,True,False,68.777,,"LINESTRING (-103.842124 23.7409591, -103.8419131 23.7411511, -103.841714 23.7414455)"
506837952,2,Buenavista,residential,40,,False,True,54.034,,"LINESTRING (-103.8424086 23.7413693, -103.842124 23.7409591)"
506837952,2,Buenavista,residential,40,,False,False,49.371,,"LINESTRING (-103.8418662 23.740583, -103.842124 23.7409591)"
506837952,2,Buenavista,residential,40,,False,True,53.518,,"LINESTRING (-103.8418662 23.740583, -103.8416174 23.740159)"
507065998,2,,residential,40,,False,False,52.181,,"LINESTRING (-103.8409764 23.7397588, -103.841473 23.7396423)"
507069798,2,,residential,40,,False,False,68.843,,"LINESTRING (-103.8409764 23.7397588, -103.8410649 23.7403726)"
507069798,2,,residential,40,,False,True,93.163,,"LINESTRING (-103.8409764 23.7397588, -103.8408961 23.7389242)"
