osmid,highway,oneway,reversed,length,name,geometry,ref,maxspeed,bridge,junction
865393568,residential,False,True,10.806,,"LINESTRING (-101.588079 17.6692534, -101.5879878 17.6692969)",,,,
865394234,residential,False,False,34.507,Circuito Joyas,"LINESTRING (-101.588079 17.6692534, -101.5883566 17.6690911)",,,,
865169462,residential,False,True,113.744,,"LINESTRING (-101.5883499 17.6715599, -101.5877954 17.671135, -101.5877277 17.6710424, -101.5876834 17.6708142)",,,,
541599255,residential,True,False,15.457,,"LINESTRING (-101.588069 17.6696393, -101.5880676 17.6697783)",,,,
924779890,residential,False,True,9.33,,"LINESTRING (-101.588069 17.6696393, -101.5881568 17.6696329)",,,,
865391239,residential,True,False,42.996,,"LINESTRING (-101.5881568 17.6696329, -101.588079 17.6692534)",,,,
924779890,residential,False,False,9.33,,"LINESTRING (-101.5881568 17.6696329, -101.588069 17.6696393)",,,,
541599257,residential,False,True,144.653,Calle Baula,"LINESTRING (-101.5922686 17.6693786, -101.592557 17.66967, -101.592726 17.6699153, -101.5931484 17.6703696)",,,,
865368334,residential,True,False,65.118,Circuito El Arribadero,"LINESTRING (-101.5922686 17.6693786, -101.59238 17.6691614, -101.5924108 17.6690694, -101.5924128 17.6688221)",,,,
453424413,residential,True,False,11.613,Circuito Marino,"LINESTRING (-101.5917335 17.6700942, -101.5917684 17.6699952)",,,,
865368335,residential,False,True,11.849,Calle Carey del Golfo,"LINESTRING (-101.5917335 17.6700942, -101.5916343 17.670045)",,,,
865391247,residential,False,False,40.257999999999996,,"LINESTRING (-101.5868841 17.6697313, -101.5866373 17.6697211, -101.5865046 17.6697134)",,,,
865391248,residential,False,False,37.18,,"LINESTRING (-101.5868613 17.6698553, -101.5865113 17.669831)",,,,
865391249,residential,False,True,29.546,,"LINESTRING (-101.5865971 17.6694643, -101.5865327 17.6695959, -101.5865046 17.6697134)",,,,
865391248,residential,False,True,37.18,,"LINESTRING (-101.5865113 17.669831, -101.5868613 17.6698553)",,,,
865391249,residential,False,False,13.096,,"LINESTRING (-101.5865113 17.669831, -101.5865046 17.6697134)",,,,
865391249,residential,False,True,74.75,,"LINESTRING (-101.5865113 17.669831, -101.5865274 17.6699984, -101.5865555 17.6700687, -101.5866481 17.6701517, -101.5869217 17.6703153)",,,,
865391250,unclassified,False,True,17.301,,"LINESTRING (-101.586801 17.6704201, -101.5869217 17.6703153)",,,,
"[284267346, 865173242, 865387565]",primary,False,False,82.18299999999999,Zihuatanejo - La Mira,"LINESTRING (-101.586801 17.6704201, -101.5868479 17.6704584, -101.5872328 17.6706718, -101.5874796 17.6707728)",MEX 200,80,yes,
865391250,unclassified,False,False,17.301,,"LINESTRING (-101.5869217 17.6703153, -101.586801 17.6704201)",,,,
865391249,residential,False,False,74.75,,"LINESTRING (-101.5869217 17.6703153, -101.5866481 17.6701517, -101.5865555 17.6700687, -101.5865274 17.6699984, -101.5865113 17.669831)",,,,
865391250,unclassified,False,True,70.489,,"LINESTRING (-101.5869217 17.6703153, -101.5871295 17.6702003, -101.5875319 17.67007)",,,,
378378520,unclassified,True,False,54.703,,"LINESTRING (-101.5875319 17.67007, -101.5880481 17.6700596)",,,,
865391250,unclassified,False,False,70.489,,"LINESTRING (-101.5875319 17.67007, -101.5871295 17.6702003, -101.5869217 17.6703153)",,,,
865391249,residential,False,True,13.096,,"LINESTRING (-101.5865046 17.6697134, -101.5865113 17.669831)",,,,
865391247,residential,False,True,40.257999999999996,,"LINESTRING (-101.5865046 17.6697134, -101.5866373 17.6697211, -101.5868841 17.6697313)",,,,
865391249,residential,False,False,29.546,,"LINESTRING (-101.5865046 17.6697134, -101.5865327 17.6695959, -101.5865971 17.6694643)",,,,
865393568,residential,False,False,6.78,,"LINESTRING (-101.5879275 17.6693173, -101.5879878 17.6692969)",,,,
865393568,residential,False,True,85.386,,"LINESTRING (-101.5879275 17.6693173, -101.5872063 17.66966)",,,,
"[865391252, 865391253]",residential,False,True,101.94800000000001,Calle Zafiro,"LINESTRING (-101.5879275 17.6693173, -101.5876083 17.6689557, -101.5875513 17.6689487, -101.5875091 17.6689685, -101.5872583 17.669217)",,,,
865368353,residential,False,True,8.417,Calle Solcata,"LINESTRING (-101.5940496 17.6691758, -101.5940845 17.6692438)",,,,
541598063,residential,False,False,178.711,Calle Ciénega,"LINESTRING (-101.5940496 17.6691758, -101.5934783 17.6685864, -101.5933415 17.6683672, -101.5929392 17.667973)",,,,
865172881,residential,True,False,56.342,Circuito Marino,"LINESTRING (-101.5940496 17.6691758, -101.5940087 17.6692438, -101.5939786 17.6692962, -101.5937767 17.6696106)",,,,
865368353,residential,False,False,8.417,Calle Solcata,"LINESTRING (-101.5940845 17.6692438, -101.5940496 17.6691758)",,,,
865368353,residential,False,True,83.579,Calle Solcata,"LINESTRING (-101.5940845 17.6692438, -101.5946585 17.6697594)",,,,
865368352,residential,True,False,26.283,Circuito Marino,"LINESTRING (-101.5940845 17.6692438, -101.5941599 17.66917, -101.5942723 17.6690905)",,,,
"[865391252, 865391253]",residential,False,False,101.94800000000001,Calle Zafiro,"LINESTRING (-101.5872583 17.669217, -101.5875091 17.6689685, -101.5875513 17.6689487, -101.5876083 17.6689557, -101.5879275 17.6693173)",,,,
