osmid,oneway,highway,junction,reversed,length,geometry,name,ref,maxspeed,lanes
151806876,True,primary,roundabout,False,49.864,"LINESTRING (12.4789562 32.7872186, 12.4790441 32.7872295, 12.479123 32.7872639, 12.4791842 32.7873182, 12.4792209 32.7873863, 12.479229 32.7874607, 12.4792078 32.7875333)",,,,
151806876,True,primary,roundabout,False,9.773,"LINESTRING (12.478694 32.7874342, 12.4787187 32.7873488)",,,,
151806876,True,primary,roundabout,False,9.897,"LINESTRING (12.4792078 32.7875333, 12.4791474 32.7876064)",,,,
152725414,True,primary,,False,164.641,"LINESTRING (12.4792078 32.7875333, 12.4798813 32.7878958, 12.4799595 32.7879454, 12.4800248 32.7879896, 12.4801013 32.7880457, 12.4803628 32.7882554, 12.4805814 32.7884482)",,,,
151806876,True,primary,roundabout,False,25.822,"LINESTRING (12.4791474 32.7876064, 12.479071 32.7876496, 12.4789817 32.7876686, 12.4788901 32.787661)",,,,
151806876,True,primary,roundabout,False,10.829,"LINESTRING (12.4788901 32.787661, 12.4787878 32.7876153)",,,,
152725357,True,primary,,False,72.207,"LINESTRING (12.4788901 32.787661, 12.478506 32.7882244)",,,,
152725478,True,unclassified,,False,167.607,"LINESTRING (12.4823584 32.7873157, 12.4835231 32.7884617)",,,,
153106532,False,residential,,False,10.066,"LINESTRING (12.4823584 32.7873157, 12.4822658 32.7873619)",,,,
671416376,False,residential,,False,59.973,"LINESTRING (12.4823584 32.7873157, 12.4829744 32.787165)",,,,
152725473,True,unclassified,,False,108.366,"LINESTRING (12.4822658 32.7873619, 12.4815309 32.7866082)",,,,
153106532,False,residential,,False,53.382,"LINESTRING (12.4822658 32.7873619, 12.4818327 32.7876748)",,,,
153106532,False,residential,,True,10.066,"LINESTRING (12.4822658 32.7873619, 12.4823584 32.7873157)",,,,
152725355,True,primary,,False,72.112,"LINESTRING (12.4784315 32.7881905, 12.4787878 32.7876153)",,,,
152725428,False,residential,,True,7.919,"LINESTRING (12.4784315 32.7881905, 12.478506 32.7882244)",,,,
152725428,False,residential,,False,7.919,"LINESTRING (12.478506 32.7882244, 12.4784315 32.7881905)",,,,
