osmid,oneway,highway,reversed,length,geometry,junction
661740572,True,residential,False,8.546,"LINESTRING (12.8737242 32.6301648, 12.8737208 32.630088)",
39635090,True,residential,False,60.545,"LINESTRING (12.8737242 32.6301648, 12.8731807 32.63017, 12.8731306 32.6301645, 12.8730824 32.630147)",
661740555,False,residential,True,21.706,"LINESTRING (12.8717279 32.6318228, 12.8717268 32.632018)",
661740580,False,residential,False,14.956,"LINESTRING (12.8717279 32.6318228, 12.8717265 32.6316883)",
661773704,False,residential,True,7.343,"LINESTRING (12.8743428 32.6300914, 12.8743454 32.6301574)",
661783541,True,residential,False,9.161000000000001,"LINESTRING (12.8743428 32.6300914, 12.8743904 32.6301049, 12.874433 32.6301228)",
39635092,False,residential,False,183.155,"LINESTRING (12.8717328 32.629134, 12.8736885 32.6291154)",
"[665778882, 661740580]",False,residential,"[False, True]",335.051,"LINESTRING (12.8717328 32.629134, 12.871744 32.6288829, 12.8717436 32.6287983, 12.8716475 32.6287835, 12.8714088 32.628779, 12.8711298 32.6287609, 12.8708535 32.6287677, 12.8705934 32.6287632, 12.8704163 32.6287609, 12.870293 32.628779, 12.870234 32.6288422, 12.8701723 32.6289371, 12.8701481 32.6290862, 12.8701267 32.6292398, 12.8701106 32.6294928, 12.8701025 32.6297571, 12.8700972 32.6300507, 12.8700886 32.6301972)",
661740580,False,residential,True,113.86,"LINESTRING (12.8717328 32.629134, 12.8717387 32.629416, 12.8717521 32.6296283, 12.8717655 32.6298994, 12.8717467 32.6301569)",
661740564,False,residential,True,18.279,"LINESTRING (12.872601 32.6318171, 12.8726297 32.6316545)",
661740566,True,residential,False,81.762,"LINESTRING (12.872601 32.6318171, 12.8717279 32.6318228)",
661740567,False,residential,False,50.261,"LINESTRING (12.872601 32.6318171, 12.8725978 32.6322691)",
661740558,True,tertiary,False,104.139,"LINESTRING (12.8725908 32.6332407, 12.8737029 32.6332404)",
661740567,False,residential,True,56.133,"LINESTRING (12.8725908 32.6332407, 12.872596 32.6327359)",
39635094,False,residential,True,7.094,"LINESTRING (12.8717139 32.633249, 12.8717143 32.6333128)",
661740555,False,residential,False,56.144,"LINESTRING (12.8717139 32.633249, 12.8717189 32.6327441)",
661740558,True,tertiary,False,82.12,"LINESTRING (12.8717139 32.633249, 12.8725908 32.6332407)",
661740559,True,tertiary,False,185.48000000000002,"LINESTRING (12.8736899 32.6333454, 12.8734741 32.6333093, 12.8733338 32.6332969, 12.8731643 32.6332989, 12.8726484 32.6332994, 12.8717143 32.6333128)",
661740560,True,tertiary,False,12.300999999999998,"LINESTRING (12.8736899 32.6333454, 12.8736801 32.633319, 12.873679 32.6332913, 12.8736868 32.6332645, 12.8737029 32.6332404)",roundabout
39635095,True,residential,False,53.615,"LINESTRING (12.8737007 32.6318166, 12.8737285 32.6322982)",
661740566,True,residential,False,11.556,"LINESTRING (12.8737007 32.6318166, 12.8735773 32.6318166)",
661744750,False,residential,False,4.803,"LINESTRING (12.8765323 32.633337, 12.8765289 32.6333801)",
661773705,False,residential,True,7.154,"LINESTRING (12.8765323 32.633337, 12.8765349 32.6332727)",
661740557,True,unclassified,False,247.698,"LINESTRING (12.8765323 32.633337, 12.8764776 32.6333397, 12.8738875 32.6333712)",
661740544,False,residential,True,51.001,"LINESTRING (12.8743725 32.6318252, 12.8743355 32.6322828)",
661740566,True,residential,False,62.917,"LINESTRING (12.8743725 32.6318252, 12.8737007 32.6318166)",
661744761,False,residential,True,14.956,"LINESTRING (12.8743725 32.6318252, 12.8743719 32.6316907)",
661740546,False,residential,True,6.846,"LINESTRING (12.8765209 32.6309469, 12.876594 32.6309475)",
661740548,True,residential,False,46.506,"LINESTRING (12.8765209 32.6309469, 12.8765139 32.6305287)",
661740568,False,residential,False,65.682,"LINESTRING (12.8765209 32.6309469, 12.8758195 32.6309482)",
661740545,False,residential,False,7.306,"LINESTRING (12.8765062 32.6300804, 12.8765842 32.630079)",
661740575,False,residential,True,67.351,"LINESTRING (12.8765062 32.6300804, 12.875787 32.6300845)",
661740547,False,residential,False,7.212,"LINESTRING (12.8765318 32.6317499, 12.8764874 32.6316969)",
39635089,True,residential,False,203.126,"LINESTRING (12.8765318 32.6317499, 12.8764781 32.6317759, 12.8763997 32.6317867, 12.8758787 32.6318013, 12.8752349 32.6318092, 12.8743725 32.6318252)",
661740546,False,residential,False,6.846,"LINESTRING (12.876594 32.6309475, 12.8765209 32.6309469)",
661740582,True,residential,False,90.568,"LINESTRING (12.876594 32.6309475, 12.8765952 32.6315724, 12.8765887 32.6316422, 12.8765712 32.6317001, 12.8765318 32.6317499)",
661740545,False,residential,True,7.306,"LINESTRING (12.8765842 32.630079, 12.8765062 32.6300804)",
661740582,True,residential,False,96.577,"LINESTRING (12.8765842 32.630079, 12.876594 32.6309475)",
661744771,False,residential,False,52.527,"LINESTRING (12.8765842 32.630079, 12.877145 32.6300694)",
661740550,True,residential,False,52.553,"LINESTRING (12.87528 32.6317474, 12.8758411 32.6317381)",
661740569,False,residential,False,87.648,"LINESTRING (12.87528 32.6317474, 12.8752888 32.6309592)",
661740550,True,residential,False,61.461000000000006,"LINESTRING (12.8758411 32.6317381, 12.8763434 32.6317274, 12.8764077 32.6317274, 12.8764515 32.6317194, 12.8764874 32.6316969)",
