osmid,highway,oneway,reversed,length,geometry,lanes,access,name
1171030521,residential,False,False,17.948,"LINESTRING (16.582806 31.2084891, 16.5828035 31.2083277)",,,
1171030521,residential,False,True,49.088,"LINESTRING (16.582806 31.2084891, 16.5828145 31.2089305)",,,
52129204,residential,False,False,123.548,"LINESTRING (16.582806 31.2084891, 16.5831421 31.2085028, 16.5837596 31.2085106, 16.5841045 31.2085189)",,,
300383430,residential,False,False,22.532,"LINESTRING (16.5841045 31.2085189, 16.5841306 31.2083175)",,,
300383430,residential,False,True,33.964,"LINESTRING (16.5841045 31.2085189, 16.5840796 31.2088236)",,,
52129204,residential,False,True,123.548,"LINESTRING (16.5841045 31.2085189, 16.5837596 31.2085106, 16.5831421 31.2085028, 16.582806 31.2084891)",,,
300383430,residential,False,True,22.532,"LINESTRING (16.5841306 31.2083175, 16.5841045 31.2085189)",,,
661699850,residential,False,False,13.265,"LINESTRING (16.5841306 31.2083175, 16.5841814 31.2082064)",,,
219017481,residential,True,False,87.81300000000002,"LINESTRING (16.5841306 31.2083175, 16.583963 31.2082098, 16.5838619 31.2081236, 16.5837834 31.2080428, 16.5836477 31.2078819, 16.5835457 31.2077189)",,,
26330519,tertiary,False,False,65.252,"LINESTRING (16.5837668 31.2071943, 16.5844419 31.207299)",,,
26330519,tertiary,False,True,51.133,"LINESTRING (16.5837668 31.2071943, 16.583256 31.2070508)",,,
514534319,residential,True,False,52.298,"LINESTRING (16.5837668 31.2071943, 16.5837464 31.2076643)",,,
661734419,residential,False,False,20.932,"LINESTRING (16.5837668 31.2071943, 16.5837582 31.2070062)",,,
661734419,residential,False,True,20.932,"LINESTRING (16.5837582 31.2070062, 16.5837668 31.2071943)",,,
52129205,residential,True,False,36.913,"LINESTRING (16.5837582 31.2070062, 16.5836624 31.2068506, 16.5836056 31.2068012, 16.5835262 31.2067471)",,,
172465981,trunk,True,False,4.665,"LINESTRING (16.5835262 31.2067471, 16.5834788 31.2067579)",2,yes,
52129279,trunk,True,False,14.878,"LINESTRING (16.5833 31.20669, 16.5834502 31.2066526)",2,yes,
177515681,tertiary,True,False,14.196,"LINESTRING (16.5833 31.20669, 16.5832774 31.2065638)",,,شارع دبي
661734415,residential,False,False,42.948,"LINESTRING (16.5884869 31.2079216, 16.5880466 31.2080074)",,,
52129206,residential,False,False,89.56700000000001,"LINESTRING (16.5884869 31.2079216, 16.5884596 31.2077549, 16.5884086 31.2074713, 16.5883342 31.2071269)",,,
52129206,residential,False,False,130.159,"LINESTRING (16.5883342 31.2071269, 16.5881589 31.205966)",,,
26330519,tertiary,False,True,355.824,"LINESTRING (16.5883342 31.2071269, 16.5878126 31.2071789, 16.5870476 31.2072781, 16.5863447 31.2073772, 16.5858138 31.2074414, 16.5856138 31.2074518, 16.5854126 31.2074443, 16.5851856 31.2074225, 16.5846361 31.2073147)",,,
52129206,residential,False,True,89.567,"LINESTRING (16.5883342 31.2071269, 16.5884086 31.2074713, 16.5884596 31.2077549, 16.5884869 31.2079216)",,,
177514652,residential,False,False,42.044,"LINESTRING (16.5796312 31.2102278, 16.5800272 31.2103959)",,,
177514652,residential,False,True,9.046,"LINESTRING (16.5796312 31.2102278, 16.5795439 31.2101955)",,,
52129214,residential,False,False,61.192,"LINESTRING (16.5786825 31.2087655, 16.5793255 31.2087855)",,,
378496773,residential,False,False,71.31,"LINESTRING (16.5786825 31.2087655, 16.5786557 31.2094064)",,,
52129214,residential,False,True,34.667,"LINESTRING (16.5801541 31.2088093, 16.5797898 31.20882)",,,
197843167,residential,False,False,45.794,"LINESTRING (16.5801541 31.2088093, 16.5801217 31.2083984)",,,
197843167,residential,False,True,52.056,"LINESTRING (16.5801541 31.2088093, 16.5801904 31.2090301, 16.5802392 31.2092717)",,,
197843162,residential,False,False,68.605,"LINESTRING (16.5801217 31.2083984, 16.5808196 31.2085545)",,,شارع النصر
197843167,residential,False,True,45.794,"LINESTRING (16.5801217 31.2083984, 16.5801541 31.2088093)",,,
197843162,residential,False,True,49.556,"LINESTRING (16.5801217 31.2083984, 16.579864 31.2083644, 16.579606 31.2083347)",,,شارع النصر
197843162,residential,False,False,57.981,"LINESTRING (16.5808196 31.2085545, 16.5813917 31.2087347)",,,شارع النصر
197843162,residential,False,True,68.605,"LINESTRING (16.5808196 31.2085545, 16.5801217 31.2083984)",,,شارع النصر
1166298598,residential,False,False,78.046,"LINESTRING (16.5808196 31.2085545, 16.58071 31.2092501)",,,
300383422,residential,False,True,32.093,"LINESTRING (16.5828145 31.2089305, 16.5828663 31.2092157)",,,
491410178,residential,False,False,120.901,"LINESTRING (16.5828145 31.2089305, 16.5840796 31.2088236)",,,شارع النصر
1171030521,residential,False,False,49.088,"LINESTRING (16.5828145 31.2089305, 16.582806 31.2084891)",,,
197843162,residential,False,True,139.644,"LINESTRING (16.5828145 31.2089305, 16.5824756 31.2089624, 16.5820872 31.2089413, 16.5819445 31.2089177, 16.5817153 31.2088467, 16.5813917 31.2087347)",,,شارع النصر
496931026,residential,False,True,51.845,"LINESTRING (16.584641 31.2084222, 16.5846698 31.2088878)",,,
124082732,residential,True,False,50.061,"LINESTRING (16.584641 31.2084222, 16.5842711 31.2083621, 16.5841306 31.2083175)",,,
172465981,trunk,True,False,4.857,"LINESTRING (16.5827814 31.2068808, 16.5827305 31.2068844)",2,yes,
26330519,tertiary,False,False,49.036,"LINESTRING (16.5827814 31.2068808, 16.5828997 31.2069199, 16.5829852 31.2069465, 16.5830657 31.20697, 16.5831481 31.207, 16.583256 31.2070508)",,,
26330519,tertiary,False,False,18.552,"LINESTRING (16.5844419 31.207299, 16.5846361 31.2073147)",,,
26330519,tertiary,False,True,65.252,"LINESTRING (16.5844419 31.207299, 16.5837668 31.2071943)",,,
300383420,residential,False,True,221.759,"LINESTRING (16.5844419 31.207299, 16.5846495 31.207422, 16.5848585 31.2075091, 16.5853977 31.2076856, 16.5859837 31.2078565, 16.5862257 31.2079493, 16.5863169 31.2080101, 16.5863967 31.2081376, 16.5864216 31.2082207)",,,
52129206,residential,False,True,130.159,"LINESTRING (16.5881589 31.205966, 16.5883342 31.2071269)",,,
52129206,residential,False,False,169.24200000000002,"LINESTRING (16.5881589 31.205966, 16.5880799 31.205821, 16.5874053 31.2045872)",,,
103201004,residential,False,False,295.285,"LINESTRING (16.5881589 31.205966, 16.587317 31.2060444, 16.5867527 31.2060889, 16.5865034 31.2061085, 16.5850705 31.206238)",,,شارع السواوة
644451701,residential,False,False,12.176,"LINESTRING (16.5874053 31.2045872, 16.5873448 31.2044907)",,,
52129206,residential,False,True,169.24200000000002,"LINESTRING (16.5874053 31.2045872, 16.5880799 31.205821, 16.5881589 31.205966)",,,
172465981,trunk,True,False,317.319,"LINESTRING (16.5874053 31.2045872, 16.5872774 31.20467, 16.5867115 31.2050245, 16.5861629 31.2053682, 16.5851508 31.2060149, 16.5847172 31.2062774)",2,yes,
172465981,trunk,True,False,32.375,"LINESTRING (16.583853 31.2066656, 16.5835262 31.2067471)",2,yes,
513666058,residential,True,False,39.646,"LINESTRING (16.583853 31.2066656, 16.5838061 31.2067446, 16.5837704 31.2068283, 16.5837555 31.2069164, 16.5837582 31.2070062)",,,
123765163,residential,False,False,51.22,"LINESTRING (16.5786454 31.2026888, 16.5791832 31.2027129)",,,
123765195,residential,False,False,33.648,"LINESTRING (16.5786454 31.2026888, 16.5786548 31.2023863)",,,
123765195,residential,False,True,174.747,"LINESTRING (16.5786454 31.2026888, 16.5785617 31.2042587)",,,
123765163,residential,False,True,8.092,"LINESTRING (16.5828339 31.202838, 16.582749 31.2028332)",,,
177515685,tertiary,True,False,145.81,"LINESTRING (16.5828339 31.202838, 16.5830238 31.2041392)",,,شارع دبي
491424308,residential,False,False,152.987,"LINESTRING (16.5828339 31.202838, 16.5829495 31.2028939, 16.5830248 31.2029763, 16.5830579 31.2030509, 16.5831249 31.2035445, 16.5831735 31.2039023, 16.583192 31.2041225)",,,
197843168,residential,False,True,9.14,"LINESTRING (16.5785342 31.2047743, 16.5786298 31.2047827)",,,شارع العطارين (حي الناقة)
123765195,residential,False,False,57.392,"LINESTRING (16.5785342 31.2047743, 16.5785521 31.2044378, 16.5785617 31.2042587)",,,
219019095,residential,False,False,15.284,"LINESTRING (16.5886797 31.2036214, 16.5885924 31.203506)",,,شارع معين
103201004,residential,False,False,33.885,"LINESTRING (16.5850705 31.206238, 16.5847172 31.2062774)",,,شارع السواوة
103201004,residential,False,True,295.285,"LINESTRING (16.5850705 31.206238, 16.5865034 31.2061085, 16.5867527 31.2060889, 16.587317 31.2060444, 16.5881589 31.205966)",,,شارع السواوة
378501698,residential,False,False,127.89000000000001,"LINESTRING (16.5850705 31.206238, 16.5849754 31.206346, 16.5849113 31.2064513, 16.5848256 31.2066428, 16.5847543 31.2068916, 16.5846361 31.2073147)",,,
123765163,residential,False,False,198.415,"LINESTRING (16.5806664 31.2027342, 16.581049 31.2027446, 16.5821651 31.2027912, 16.582749 31.2028332)",,,
123765163,residential,False,True,141.19400000000002,"LINESTRING (16.5806664 31.2027342, 16.5803805 31.2027336, 16.5799479 31.2027472, 16.5798543 31.202743, 16.5797733 31.2027394, 16.5795308 31.2027285, 16.5791832 31.2027129)",,,
197843169,residential,False,False,88.00999999999999,"LINESTRING (16.5806664 31.2027342, 16.5806569 31.2031015, 16.580646 31.2035255)",,,
197843168,residential,False,False,116.907,"LINESTRING (16.5805869 31.2048855, 16.57936 31.2048211)",,,شارع العطارين (حي الناقة)
197843169,residential,False,False,56.0,"LINESTRING (16.5805869 31.2048855, 16.5805696 31.2053889)",,,
197843169,residential,False,True,51.545,"LINESTRING (16.5805869 31.2048855, 16.5806109 31.2044224)",,,
197843168,residential,False,True,162.68200000000002,"LINESTRING (16.5805869 31.2048855, 16.5815573 31.2048638, 16.582297 31.2048547)",,,شارع العطارين (حي الناقة)
197843169,residential,False,False,102.316,"LINESTRING (16.5805669 31.2055965, 16.5805474 31.2065165)",,,
197843169,residential,False,True,23.086,"LINESTRING (16.5805669 31.2055965, 16.5805696 31.2053889)",,,
"[636972936, 219019047]",residential,False,True,262.157,"LINESTRING (16.5805669 31.2055965, 16.578751 31.2054958, 16.5786849 31.2054884, 16.5786366 31.2054668, 16.5786032 31.2054374, 16.5785919 31.205392, 16.5786298 31.2047827)",,,
197843169,residential,False,False,19.047,"LINESTRING (16.5805474 31.2065165, 16.5805409 31.2066877)",,,
197843169,residential,False,True,102.316,"LINESTRING (16.5805474 31.2065165, 16.5805669 31.2055965)",,,
219019086,residential,False,False,59.982,"LINESTRING (16.5805474 31.2065165, 16.5808448 31.2065388, 16.5811712 31.2065914)",,,
197843169,residential,False,False,9.908,"LINESTRING (16.5805409 31.2066877, 16.5805404 31.2067768)",,,
197843169,residential,False,True,19.047,"LINESTRING (16.5805409 31.2066877, 16.5805474 31.2065165)",,,
52129279,trunk,True,False,263.762,"LINESTRING (16.5805409 31.2066877, 16.5816817 31.2067636, 16.5820493 31.2067804, 16.5823864 31.2067894, 16.5826739 31.2067802, 16.583006 31.2067486, 16.5833 31.20669)",2,yes,
172465981,trunk,True,False,84.87,"LINESTRING (16.5805404 31.2067768, 16.5796514 31.2067105)",2,yes,
197843169,residential,False,True,9.908,"LINESTRING (16.5805404 31.2067768, 16.5805409 31.2066877)",,,
197843162,residential,False,False,68.762,"LINESTRING (16.5785547 31.2083139, 16.5792772 31.2083373)",,,شارع النصر
219017482,residential,False,False,60.155,"LINESTRING (16.5785547 31.2083139, 16.5785908 31.2077738)",,,
197843162,residential,False,False,31.272,"LINESTRING (16.5792772 31.2083373, 16.579606 31.2083347)",,,شارع النصر
197843162,residential,False,True,68.762,"LINESTRING (16.5792772 31.2083373, 16.5785547 31.2083139)",,,شارع النصر
378496794,residential,False,False,50.049,"LINESTRING (16.5792772 31.2083373, 16.5793255 31.2087855)",,,
197843162,residential,False,True,31.272,"LINESTRING (16.579606 31.2083347, 16.5792772 31.2083373)",,,شارع النصر
378496790,residential,False,True,65.862,"LINESTRING (16.579606 31.2083347, 16.5796399 31.2077431)",,,
197843162,residential,False,False,49.556,"LINESTRING (16.579606 31.2083347, 16.579864 31.2083644, 16.5801217 31.2083984)",,,شارع النصر
300383390,residential,False,False,44.839,"LINESTRING (16.5802392 31.2092717, 16.58071 31.2092501)",,,
197843167,residential,False,False,52.056,"LINESTRING (16.5802392 31.2092717, 16.5801904 31.2090301, 16.5801541 31.2088093)",,,
197843167,residential,False,True,41.642,"LINESTRING (16.5802392 31.2092717, 16.5802509 31.2094139, 16.5802455 31.2096458)",,,
197843167,residential,False,True,85.952,"LINESTRING (16.5802455 31.2096458, 16.5800272 31.2103959)",,,
197843167,residential,False,False,41.642,"LINESTRING (16.5802455 31.2096458, 16.5802509 31.2094139, 16.5802392 31.2092717)",,,
300383438,residential,False,False,52.695,"LINESTRING (16.5802455 31.2096458, 16.5804787 31.2097137, 16.5807684 31.2098025)",,,
177514652,residential,False,True,42.044,"LINESTRING (16.5800272 31.2103959, 16.5796312 31.2102278)",,,
197843167,residential,False,False,85.952,"LINESTRING (16.5800272 31.2103959, 16.5802455 31.2096458)",,,
197843168,residential,False,False,61.291,"LINESTRING (16.5830337 31.2048279, 16.5823898 31.2048505)",,,شارع العطارين (حي الناقة)
197843168,residential,False,True,8.657,"LINESTRING (16.5830337 31.2048279, 16.5831247 31.2048262)",,,شارع العطارين (حي الناقة)
177515681,tertiary,True,False,223.452,"LINESTRING (16.5830337 31.2048279, 16.583026 31.2047878, 16.5828687 31.2036778, 16.582749 31.2028332)",,,شارع دبي
219017480,residential,False,False,18.756,"LINESTRING (16.5858306 31.2046754, 16.5859806 31.2045659)",,,
"[644451705, 644451703, 644451702, 219017503]",residential,False,True,92.32099999999998,"LINESTRING (16.5858306 31.2046754, 16.5855642 31.204848, 16.5855414 31.2048555, 16.5855239 31.2048549, 16.5855085 31.2048492, 16.5854582 31.2048113, 16.5854527 31.2047931, 16.5854649 31.2047746, 16.5857076 31.204618, 16.5857298 31.204611, 16.5857505 31.2046084, 16.585771 31.2046135, 16.5857861 31.2046255, 16.5858306 31.2046754)",,,
"[644451705, 219017503, 644451702, 644451703]",residential,False,False,92.32100000000001,"LINESTRING (16.5858306 31.2046754, 16.5857861 31.2046255, 16.585771 31.2046135, 16.5857505 31.2046084, 16.5857298 31.204611, 16.5857076 31.204618, 16.5854649 31.2047746, 16.5854527 31.2047931, 16.5854582 31.2048113, 16.5855085 31.2048492, 16.5855239 31.2048549, 16.5855414 31.2048555, 16.5855642 31.204848, 16.5858306 31.2046754)",,,
"[644451706, 219017483]",residential,False,True,163.53300000000002,"LINESTRING (16.5858306 31.2046754, 16.585992 31.2048778, 16.5860044 31.2049085, 16.5859893 31.2049386, 16.5853588 31.2053184, 16.5848854 31.2056132)",,,
219017508,residential,False,True,10.46,"LINESTRING (16.5856142 31.2041471, 16.5855575 31.2040665)",,,
197843168,residential,False,False,159.12900000000002,"LINESTRING (16.5856142 31.2041471, 16.5851241 31.2044397, 16.5849996 31.2045125, 16.5847988 31.2046033, 16.5845703 31.2046865, 16.5843101 31.2047277, 16.5841289 31.2047577)",,,شارع العطارين (حي الناقة)
219017508,residential,False,False,58.165,"LINESTRING (16.5856142 31.2041471, 16.5856994 31.2042441, 16.585954 31.2045341, 16.5859806 31.2045659)",,,
1076506920,residential,False,False,97.403,"LINESTRING (16.5786427 31.2067613, 16.5796626 31.2068411)",,,
219017482,residential,False,True,112.694,"LINESTRING (16.5786427 31.2067613, 16.5786395 31.2068277, 16.5785908 31.2077738)",,,
