osmid,name,highway,oneway,reversed,length,lanes,geometry,ref,bridge,maxspeed
26491764,شارع 42,residential,False,True,22.055,,"LINESTRING (35.5367148 33.8916431, 35.5367097 33.8918414)",,,
454333520,شارع 42,residential,False,False,37.731,,"LINESTRING (35.5367148 33.8916431, 35.5367097 33.8913038)",,,
454333533,شارع 85,residential,False,False,34.8,,"LINESTRING (35.5367148 33.8916431, 35.5370443 33.891491)",,,
42802728,شارع أبو الهول,residential,False,False,68.077,,"LINESTRING (35.5325049 33.896433, 35.5323409 33.8958361)",,,
480993417,شارع أرمينيا,tertiary,False,False,39.699,2,"LINESTRING (35.5325049 33.896433, 35.5321012 33.8965562)",,,
480993417,شارع أرمينيا,tertiary,False,True,38.382999999999996,2,"LINESTRING (35.5325049 33.896433, 35.5326909 33.8963808, 35.5329075 33.8963512)",,,
306996720,شارع آراس,unclassified,True,False,31.413,1,"LINESTRING (35.5390826 33.8937973, 35.5390012 33.893523)",,,
25367212,شارع 46,residential,True,False,24.575,,"LINESTRING (35.5380789 33.8939248, 35.5380344 33.8941427)",,,
26491788,شارع 43,residential,True,False,7.729,,"LINESTRING (35.5380789 33.8939248, 35.5381615 33.8939134)",,,
237737320,جادة شارل الحلو,motorway,True,False,167.456,4,"LINESTRING (35.5352393 33.8976243, 35.5334958 33.898041)",M51;M1 RING,,
26316535,,motorway_link,True,False,70.655,1,"LINESTRING (35.5366557 33.8970849, 35.5373871 33.8968973)",,yes,
"[270316897, 271068694]",,motorway_link,True,False,291.459,1,"LINESTRING (35.5366557 33.8970849, 35.5366821 33.8970732, 35.5366947 33.8970658, 35.5367082 33.8970573, 35.5367205 33.897046, 35.5367302 33.8970352, 35.5367417 33.8970163, 35.5367507 33.896994, 35.536757 33.8969637, 35.5367577 33.8969303, 35.5367541 33.8968946, 35.5367489 33.8968581, 35.5364883 33.8961697, 35.536413 33.8959141, 35.5363275 33.8956052, 35.536022 33.8945784)",,yes,
532131021,شارع المستشفى اللبناني,tertiary,False,True,30.541,,"LINESTRING (35.5314521 33.8931719, 35.5316808 33.8929734)",,,
