osmid,oneway,highway,reversed,length,lanes,name,maxspeed,access,geometry,junction
469980323,True,primary_link,False,17.213,,,,,"LINESTRING (96.1582845 16.8006494, 96.1584147 16.8005576)",
619412207,True,primary,False,31.905,3,Kabar Aye Pagoda Road,70,yes,"LINESTRING (96.1582845 16.8006494, 96.1583068 16.8005539, 96.1583172 16.8004771, 96.1583228 16.8003656)",
23411232,False,secondary,True,10.146,,ကြားတောရလမ်း,,,"LINESTRING (96.1582196 16.8001049, 96.1583124 16.8001257)",
1187076090,False,secondary,False,138.628,,ကြားတောရလမ်း,,,"LINESTRING (96.1582196 16.8001049, 96.1579549 16.800045, 96.1578654 16.8000282, 96.1576314 16.7999844, 96.1574113 16.7999363, 96.1569475 16.7998386)",
1187076091,True,primary,False,285.31500000000005,,ဗဟန်းလမ်း,48,,"LINESTRING (96.1582196 16.8001049, 96.1580001 16.7996963, 96.157913 16.7995315, 96.1577417 16.7992446, 96.1574687 16.7987681, 96.1574151 16.7986572, 96.1573055 16.7984145, 96.1570672 16.7977939)",
"[616840801, 679402726]",False,residential,False,60.562,,,,,"LINESTRING (96.1568427 16.7956203, 96.1570781 16.7955716, 96.1571985 16.7955977, 96.1573842 16.79568)",
"[679402728, 679402729]",True,primary,False,16.843,4,ဦးထောင်ဘိုအဝိုင်း,48,,"LINESTRING (96.1568427 16.7956203, 96.1568076 16.7956882, 96.1567559 16.7957455)",roundabout
"[465675562, 465675563]",True,primary,False,43.74799999999999,2,ဦးထောင်ဘိုအဝိုင်း,48,,"LINESTRING (96.1563357 16.7953078, 96.1564243 16.795246, 96.1565237 16.795223, 96.1566256 16.7952319, 96.156717 16.7952623)",roundabout
"[679402729, 465675559, 23380039]",True,primary,False,36.589,4,ဦးထောင်ဘိုအဝိုင်း,48,,"LINESTRING (96.1567761 16.7953114, 96.1568332 16.795401, 96.1568573 16.7954833, 96.1568589 16.7955462, 96.1568427 16.7956203)",roundabout
"[1118228032, 132021375]",True,secondary,False,260.953,2,ကန်ရိပ်သာလမ်း,,,"LINESTRING (96.1567761 16.7953114, 96.156898 16.7952972, 96.1570094 16.795279, 96.1573095 16.7952212, 96.1574332 16.795192, 96.1576148 16.7951446, 96.1584235 16.7949947, 96.1588122 16.7949214, 96.1588709 16.7948992, 96.1589146 16.794858, 96.1590876 16.7947193, 96.1591074 16.7947066)",
1190329975,True,secondary,False,45.885999999999996,2,ကန်ရိပ်သာလမ်း,,,"LINESTRING (96.1625981 16.7933352, 96.1627301 16.7933352, 96.1628376 16.7933492, 96.1630233 16.7933901)",
617146780,False,secondary_link,True,7.652,,,,,"LINESTRING (96.1619151 16.7938718, 96.1619809 16.7938995)",
1118228032,True,secondary,False,22.256,2,ကန်ရိပ်သာလမ်း,,,"LINESTRING (96.1619151 16.7938718, 96.1620021 16.7936898)",
617144308,False,secondary_link,True,10.248,,,,,"LINESTRING (96.1607132 16.794776, 96.1606667 16.7948567)",
1118228032,True,secondary,False,176.429,2,ကန်ရိပ်သာလမ်း,,,"LINESTRING (96.1607132 16.794776, 96.1607366 16.7947844, 96.1608037 16.7948087, 96.160912 16.794811, 96.1610126 16.7947599, 96.1613285 16.7945317, 96.1613539 16.7945149, 96.1616952 16.7942888, 96.1618349 16.7941223, 96.1619151 16.7938718)",
1187076091,True,primary,False,35.983,,ဗဟန်းလမ်း,48,,"LINESTRING (96.1570672 16.7977939, 96.156941 16.7974937)",
23411232,False,secondary,False,10.146,,ကြားတောရလမ်း,,,"LINESTRING (96.1583124 16.8001257, 96.1582196 16.8001049)",
1187076092,True,primary,False,34.67,4,ဗဟန်းလမ်း,,,"LINESTRING (96.1583124 16.8001257, 96.1584315 16.8004159)",
489257531,True,primary,False,15.858,2,ကမ္ဘာအေးဘုရားလမ်း,70,,"LINESTRING (96.1584315 16.8004159, 96.1584216 16.8004919, 96.1584147 16.8005576)",
489257532,True,primary,False,24.755,,နတ်မောက်လမ်း,,,"LINESTRING (96.1584315 16.8004159, 96.1584886 16.8004814, 96.1585543 16.8005303, 96.158605 16.8005614)",
265787927,True,primary,False,31.073999999999998,,ဗဟန်းလမ်း,48,,"LINESTRING (96.1583228 16.8003656, 96.1582819 16.8002874, 96.1582196 16.8001049)",
