osmid,ref,highway,oneway,reversed,length,bridge,geometry,maxspeed
"[236562754, 729789003, 729789004]",P1,primary,False,False,169.704,yes,"LINESTRING (13.5498654 9.7089804, 13.5498092 9.708638, 13.5497414 9.7082851, 13.5497032 9.7080709, 13.5496375 9.7077709, 13.5496066 9.7074767)",
236562754,P1,primary,False,True,209.68999999999997,,"LINESTRING (13.5498654 9.7089804, 13.5498789 9.7091099, 13.5499221 9.7093463, 13.5499366 9.7095184, 13.5499745 9.7097052, 13.550025 9.7099798, 13.5500431 9.7101539, 13.5500774 9.7102917, 13.5500948 9.7104133, 13.5501364 9.7105455, 13.5501559 9.7106764, 13.5501927 9.710835)",
1088125135,,residential,False,False,144.22,,"LINESTRING (13.5498654 9.7089804, 13.5498226 9.7090042, 13.5497233 9.709028, 13.5495812 9.7090518, 13.5492566 9.7090465, 13.5490715 9.7089883, 13.5486183 9.7087768)",
236562754,P1,primary,False,False,323.995,,"LINESTRING (13.547475 9.7156982, 13.5478545 9.7154147, 13.5480637 9.7152435, 13.5482763 9.7150914, 13.5485787 9.714835, 13.5488764 9.7145838, 13.549325 9.7141827, 13.5495483 9.7139804, 13.5497449 9.7138353)",
730063081,,residential,False,True,344.388,,"LINESTRING (13.547475 9.7156982, 13.5474206 9.7153836, 13.5474112 9.7152415, 13.5474059 9.7150228, 13.547363 9.714178, 13.5473442 9.7140274, 13.547304 9.7135832, 13.5472369 9.7130598, 13.5472571 9.7126145)",
376525572,,unclassified,False,False,46.198,,"LINESTRING (13.5533678 9.7110016, 13.553005 9.7112131)",
730081532,,residential,False,False,122.133,,"LINESTRING (13.5533678 9.7110016, 13.5536984 9.7108456, 13.5539907 9.7107293, 13.5544024 9.7105984)",
730081533,,unclassified,False,True,181.90200000000004,,"LINESTRING (13.5533678 9.7110016, 13.553404 9.7110293, 13.5534335 9.7110498, 13.5534851 9.7110908, 13.5535093 9.7111331, 13.5535207 9.7111979, 13.5535351 9.7112838, 13.553575 9.711611, 13.5535844 9.7117127, 13.5535824 9.7118125, 13.553585 9.7121404, 13.5535361 9.7125667)",
730081531,,residential,False,False,154.563,,"LINESTRING (13.5535361 9.7125667, 13.5532933 9.7136202, 13.5532146 9.71392)",
730081533,,unclassified,False,False,181.90200000000002,,"LINESTRING (13.5535361 9.7125667, 13.553585 9.7121404, 13.5535824 9.7118125, 13.5535844 9.7117127, 13.553575 9.711611, 13.5535351 9.7112838, 13.5535207 9.7111979, 13.5535093 9.7111331, 13.5534851 9.7110908, 13.5534335 9.7110498, 13.553404 9.7110293, 13.5533678 9.7110016)",
730090160,,unclassified,False,True,55.528999999999996,,"LINESTRING (13.5535361 9.7125667, 13.553642 9.7124675, 13.5537654 9.7124438, 13.5540001 9.7124517)",
236562754,P1,primary,False,False,107.25299999999999,,"LINESTRING (13.5497449 9.7138353, 13.5499359 9.7136156, 13.5501183 9.7134153, 13.5504075 9.7131261)",
236562754,P1,primary,False,True,323.995,,"LINESTRING (13.5497449 9.7138353, 13.5495483 9.7139804, 13.549325 9.7141827, 13.5488764 9.7145838, 13.5485787 9.714835, 13.5482763 9.7150914, 13.5480637 9.7152435, 13.5478545 9.7154147, 13.547475 9.7156982)",
380460043,,residential,False,True,59.433,,"LINESTRING (13.5497449 9.7138353, 13.5500921 9.7139705, 13.5502446 9.7140422)",
730063080,,residential,False,True,301.481,,"LINESTRING (13.5497449 9.7138353, 13.5494336 9.7135422, 13.5490018 9.7132329, 13.5487993 9.7130796, 13.5485378 9.7129236, 13.5484278 9.7128654, 13.5482347 9.7128231, 13.5474911 9.7126698, 13.5474294 9.7126519, 13.5474032 9.7126282, 13.5473831 9.7125905)",
376525572,,unclassified,False,False,104.08600000000001,,"LINESTRING (13.5512938 9.7121556, 13.551055 9.7123149, 13.5509934 9.7123486, 13.5509082 9.712373, 13.5507955 9.7123796, 13.5506614 9.712379, 13.5504064 9.7123704)",
376525572,,unclassified,False,True,215.019,,"LINESTRING (13.5512938 9.7121556, 13.5514252 9.712063, 13.5516143 9.7119494, 13.5520632 9.7117008, 13.5524189 9.7115098, 13.553005 9.7112131)",
484843244,,residential,False,False,69.34100000000001,,"LINESTRING (13.5512938 9.7121556, 13.5515942 9.7124147, 13.5517765 9.7125585)",
730081528,,residential,False,True,10.13,,"LINESTRING (13.5528977 9.7153056, 13.5528762 9.715217)",
380460043,,residential,False,False,323.687,,"LINESTRING (13.5528977 9.7153056, 13.5528219 9.7152891, 13.5527254 9.7152633, 13.5526523 9.7152448, 13.5525122 9.715186, 13.5517662 9.7148165, 13.5511868 9.7145013, 13.5507788 9.7142904, 13.5503872 9.7141093, 13.5502446 9.7140422)",
484843245,,residential,False,False,59.813,,"LINESTRING (13.5482153 9.7123935, 13.5481367 9.7118612)",
23192219,,secondary,False,False,96.126,,"LINESTRING (13.5482153 9.7123935, 13.5489019 9.7122917, 13.5490836 9.7122726)",
23192219,,secondary,False,True,93.806,,"LINESTRING (13.5482153 9.7123935, 13.5478726 9.7124781, 13.5473831 9.7125905)",
376525572,,unclassified,False,True,46.198,,"LINESTRING (13.553005 9.7112131, 13.5533678 9.7110016)",
376525572,,unclassified,False,False,215.019,,"LINESTRING (13.553005 9.7112131, 13.5524189 9.7115098, 13.5520632 9.7117008, 13.5516143 9.7119494, 13.5514252 9.712063, 13.5512938 9.7121556)",
484843246,,residential,False,False,227.89700000000002,,"LINESTRING (13.553005 9.7112131, 13.5526241 9.7104662, 13.5523861 9.7100716, 13.5521326 9.7096387, 13.552084 9.7095574, 13.5520515 9.7095072, 13.5520156 9.7094659, 13.5519844 9.7094312)",
484843246,,residential,False,False,45.509,,"LINESTRING (13.5519844 9.7094312, 13.5519449 9.7094127, 13.5518973 9.7093786, 13.5518704 9.7093499, 13.551803 9.7092659, 13.551741 9.7092064, 13.5516827 9.7091556)",
484843246,,residential,False,True,227.897,,"LINESTRING (13.5519844 9.7094312, 13.5520156 9.7094659, 13.5520515 9.7095072, 13.552084 9.7095574, 13.5521326 9.7096387, 13.5523861 9.7100716, 13.5526241 9.7104662, 13.553005 9.7112131)",
484843247,,residential,False,False,279.68300000000005,,"LINESTRING (13.5519844 9.7094312, 13.5520501 9.709414, 13.5521353 9.7093975, 13.5522587 9.7093737, 13.5523438 9.7093406, 13.5524223 9.7092924, 13.5525524 9.7091744, 13.5526667 9.709063, 13.5527442 9.7090006, 13.5529661 9.7088211, 13.5530828 9.7087392, 13.5531316 9.7087083, 13.5531877 9.7086736, 13.5532632 9.7086359, 13.5535451 9.7085006, 13.5538539 9.7083459, 13.5539317 9.708298, 13.5540082 9.7082467, 13.5540734 9.7082001, 13.5541406 9.7081476)",
484843247,,residential,False,True,251.306,,"LINESTRING (13.5519844 9.7094312, 13.5518862 9.7094802, 13.551853 9.7095171, 13.5517484 9.7096096, 13.551615 9.7097048, 13.5512421 9.7099764, 13.550982 9.7101948, 13.5507768 9.7103671, 13.5501927 9.710835)",
1088125142,,residential,False,False,67.36,,"LINESTRING (13.5516827 9.7091556, 13.5515231 9.7085706)",30
484843246,,residential,False,False,112.60399999999998,,"LINESTRING (13.5516827 9.7091556, 13.5514819 9.7089981, 13.551336 9.7088885, 13.5510648 9.7087785, 13.5508445 9.7085865)",
484843246,,residential,False,True,45.50899999999999,,"LINESTRING (13.5516827 9.7091556, 13.551741 9.7092064, 13.551803 9.7092659, 13.5518704 9.7093499, 13.5518973 9.7093786, 13.5519449 9.7094127, 13.5519844 9.7094312)",
