osmid,oneway,name,highway,reversed,length,geometry,lanes,bridge,junction
41947559,False,Falealili Cross Island Road,primary,True,119.689,"LINESTRING (-171.7608397 -13.8370003, -171.7610432 -13.8366889, -171.7613009 -13.8362482, -171.7614034 -13.8360738)",,,
54638163,False,Logan Road,secondary,True,299.209,"LINESTRING (-171.7608397 -13.8370003, -171.7611282 -13.836989, -171.7614966 -13.8369528, -171.7623425 -13.8367754, -171.7629369 -13.8366628, -171.7635692 -13.8365592)",,,
41947559,False,Falealili Cross Island Road,primary,False,320.164,"LINESTRING (-171.762239 -13.8333666, -171.7622459 -13.8339798, -171.7622165 -13.8341997, -171.7622011 -13.8343199, -171.7621369 -13.8345535, -171.7619395 -13.8350534, -171.761845 -13.8352631, -171.7617735 -13.8353961, -171.7616578 -13.8356127, -171.7614034 -13.8360738)",,,
139250369,False,Main Beach Road,primary,False,147.171,"LINESTRING (-171.762239 -13.8333666, -171.7625189 -13.8333547, -171.7628183 -13.8332656, -171.763553 -13.8330426)",4,,
686190766,False,Togafu'afu'a Road,tertiary,False,172.075,"LINESTRING (-171.7678075 -13.838798, -171.7679195 -13.838027, -171.7679936 -13.8372615)",,,
"[762747137, 188693908, 139292157]",False,Vaitele Street,primary,False,86.85,"LINESTRING (-171.7678075 -13.838798, -171.7678493 -13.8387944, -171.7682254 -13.8387627, -171.7686095 -13.8387381)",4,yes,
54638082,False,Ifiifi Street,secondary,False,130.208,"LINESTRING (-171.763553 -13.8330426, -171.7638175 -13.8337189, -171.7638936 -13.8339116, -171.7639431 -13.8340373, -171.7639773 -13.8341386)",4,,
139250369,False,Main Beach Road,primary,False,172.17000000000002,"LINESTRING (-171.763553 -13.8330426, -171.7639579 -13.8328998, -171.7642174 -13.8328141, -171.7644124 -13.8327498, -171.764552 -13.8327101, -171.764732 -13.832647, -171.7649703 -13.8325635, -171.7650536 -13.832522)",4,,
139250369,False,Main Beach Road,primary,True,147.171,"LINESTRING (-171.763553 -13.8330426, -171.7628183 -13.8332656, -171.7625189 -13.8333547, -171.762239 -13.8333666)",4,,
54638082,False,Ifiifi Street,secondary,False,38.761,"LINESTRING (-171.7635692 -13.8365592, -171.7636412 -13.8369007)",4,,
54638082,False,Ifiifi Street,secondary,True,280.58899999999994,"LINESTRING (-171.7635692 -13.8365592, -171.7635643 -13.8364564, -171.7635633 -13.8363042, -171.7635719 -13.8361089, -171.7636016 -13.8358833, -171.7636212 -13.8358416, -171.7637165 -13.8356465, -171.763781 -13.8355056, -171.7638638 -13.8353296, -171.7639076 -13.8352355, -171.7639876 -13.8350653, -171.7639936 -13.8350503, -171.7640493 -13.8349232, -171.764049 -13.8347767, -171.7640493 -13.8346822, -171.7640339 -13.8343839, -171.7639958 -13.8341953, -171.7639773 -13.8341386)",4,,
54638163,False,Logan Road,secondary,False,299.209,"LINESTRING (-171.7635692 -13.8365592, -171.7629369 -13.8366628, -171.7623425 -13.8367754, -171.7614966 -13.8369528, -171.7611282 -13.836989, -171.7608397 -13.8370003)",,,
54638082,False,Ifiifi Street,secondary,True,38.761,"LINESTRING (-171.7636412 -13.8369007, -171.7635692 -13.8365592)",4,,
190489870,False,Tufuiopa Road,secondary,True,310.269,"LINESTRING (-171.7636412 -13.8369007, -171.7641068 -13.8368903, -171.7642218 -13.8368934, -171.7643351 -13.836898, -171.7644112 -13.8369047, -171.7644778 -13.8369115, -171.7645469 -13.8369239, -171.764605 -13.8369378, -171.7646529 -13.8369523, -171.7648348 -13.8370216, -171.7649802 -13.8370748, -171.7650116 -13.8370861, -171.7650499 -13.8370934, -171.7650819 -13.8370968, -171.7651127 -13.837098, -171.7651483 -13.837098, -171.7651877 -13.8370965, -171.7652608 -13.8370943, -171.7654091 -13.8370877, -171.7656532 -13.8370694, -171.765959 -13.8370434, -171.7661668 -13.83702, -171.7663554 -13.8370024, -171.7664778 -13.8369977)",2,,
"[54638168, 190489869, 686190765]",False,"['Atenae Street', ""Atena'e Street""]",secondary,False,143.23499999999999,"LINESTRING (-171.7695112 -13.8365386, -171.7694588 -13.8365553, -171.7688508 -13.8367335, -171.7687454 -13.8367674, -171.7684998 -13.8368387, -171.7684513 -13.8368554, -171.7682419 -13.8369127)",2,yes,
686190758,True,Atenae Street,secondary,False,16.988,"LINESTRING (-171.7682419 -13.8369127, -171.768087 -13.8369395)",2,,
686190754,True,,secondary_link,False,30.997,"LINESTRING (-171.7682419 -13.8369127, -171.7681226 -13.8368841, -171.7680836 -13.8368456, -171.7680346 -13.8367515)",,,
"[54638168, 190489869, 686190765]",False,"['Atenae Street', ""Atena'e Street""]",secondary,True,143.235,"LINESTRING (-171.7682419 -13.8369127, -171.7684513 -13.8368554, -171.7684998 -13.8368387, -171.7687454 -13.8367674, -171.7688508 -13.8367335, -171.7694588 -13.8365553, -171.7695112 -13.8365386)",2,yes,
54638176,False,Vaea Street,primary,False,85.673,"LINESTRING (-171.7689087 -13.8315833, -171.7688048 -13.8312734, -171.768795 -13.8312504, -171.768771 -13.8311868, -171.7687443 -13.8310975, -171.7686972 -13.8309485, -171.7686555 -13.8308537)",4,,
54638206,False,Convent Street,tertiary,False,83.232,"LINESTRING (-171.7689087 -13.8315833, -171.7686782 -13.8316819, -171.7686647 -13.8316888, -171.7686442 -13.8316991, -171.768221 -13.8319204)",,,
59440848,False,Convent Street,tertiary,False,45.038,"LINESTRING (-171.768221 -13.8319204, -171.7678598 -13.832123)",2,,
54638206,False,Convent Street,tertiary,True,83.232,"LINESTRING (-171.768221 -13.8319204, -171.7686442 -13.8316991, -171.7686647 -13.8316888, -171.7686782 -13.8316819, -171.7689087 -13.8315833)",,,
