osmid,name,highway,oneway,reversed,length,lanes,bridge,geometry
224065452,张公山路,tertiary,False,True,9.255,,,"LINESTRING (117.3341319 32.9306285, 117.3341407 32.9305456)"
135585693,,residential,False,True,59.376,,,"LINESTRING (117.34116 32.931025, 117.3407022 32.9313958)"
333502337,涂山路,primary,True,False,50.764,,,"LINESTRING (117.34116 32.931025, 117.340617 32.9309983)"
536894489,涂山路,primary,True,False,97.583,3,,"LINESTRING (117.3403413 32.9309147, 117.3413852 32.9309645)"
224065452,张公山路,tertiary,False,False,9.255,,,"LINESTRING (117.3341407 32.9305456, 117.3341319 32.9306285)"
"[536894489, 920030188, 920030189]",涂山路,primary,True,False,580.154,3,yes,"LINESTRING (117.3341407 32.9305456, 117.3357145 32.9306411, 117.3372946 32.930727, 117.3374835 32.9307386, 117.338019 32.9307716, 117.3403413 32.9309147)"
497883248,,tertiary,False,False,20.887,,,"LINESTRING (117.3377922 32.9348995, 117.338004 32.9349602)"
135585693,,residential,False,False,83.305,,,"LINESTRING (117.340194 32.9320117, 117.3407022 32.9313958)"
135585693,,residential,False,True,414.2,,,"LINESTRING (117.340194 32.9320117, 117.3393844 32.9328346, 117.3377469 32.9345915, 117.338004 32.9349602)"
135585694,红旗二路,residential,False,False,118.644,,,"LINESTRING (117.340194 32.9320117, 117.3408202 32.9321913, 117.3413825 32.9323887)"
285862487,纬五路,tertiary,False,True,292.362,,,"LINESTRING (117.3413825 32.9323887, 117.3413067 32.9350172)"
1268320002,纬五路,tertiary,False,False,150.169,,,"LINESTRING (117.3413825 32.9323887, 117.3413851 32.9310382)"
135585694,红旗二路,residential,False,True,118.644,,,"LINESTRING (117.3413825 32.9323887, 117.3408202 32.9321913, 117.340194 32.9320117)"
330603124,,residential,False,False,260.981,,,"LINESTRING (117.3321734 32.9280921, 117.332264 32.9284959, 117.3321525 32.9301768, 117.3321366 32.9304291)"
920030188,涂山路,primary,True,False,187.49,3,,"LINESTRING (117.3321366 32.9304291, 117.3341407 32.9305456)"
330603124,,residential,False,True,260.981,,,"LINESTRING (117.3321366 32.9304291, 117.3321525 32.9301768, 117.332264 32.9284959, 117.3321734 32.9280921)"
497883246,红旗一路,tertiary,True,False,110.045,,,"LINESTRING (117.338004 32.9349602, 117.3368255 32.9349935)"
497883247,红旗一路,tertiary,False,False,10.243,,,"LINESTRING (117.338004 32.9349602, 117.3381137 32.9349631)"
497883248,,tertiary,False,True,20.887,,,"LINESTRING (117.338004 32.9349602, 117.3377922 32.9348995)"
135585693,,residential,False,False,414.2,,,"LINESTRING (117.338004 32.9349602, 117.3377469 32.9345915, 117.3393844 32.9328346, 117.340194 32.9320117)"
1268320002,纬五路,tertiary,False,True,8.195,,,"LINESTRING (117.3413852 32.9309645, 117.3413851 32.9310382)"
"[834125766, 497883246, 834125767]",红旗一路,tertiary,True,False,185.229,,yes,"LINESTRING (117.3355622 32.9349688, 117.3348775 32.9349804, 117.3336907 32.9349726, 117.3335776 32.9349738)"
135585693,,residential,False,False,59.376,,,"LINESTRING (117.3407022 32.9313958, 117.34116 32.931025)"
135585693,,residential,False,True,83.305,,,"LINESTRING (117.3407022 32.9313958, 117.340194 32.9320117)"
578066188,,primary_link,True,False,46.407000000000004,,,"LINESTRING (117.3407022 32.9313958, 117.3407153 32.931316, 117.3407178 32.9312351, 117.340706 32.931154, 117.3406779 32.9310789, 117.340617 32.9309983)"
"[333502337, 920030190, 920030191]",涂山路,primary,True,False,606.643,,yes,"LINESTRING (117.340617 32.9309983, 117.3380116 32.9308497, 117.3374759 32.9308192, 117.3341319 32.9306285)"
285862487,纬五路,tertiary,False,False,292.362,,,"LINESTRING (117.3413067 32.9350172, 117.3413825 32.9323887)"
497883247,红旗一路,tertiary,False,True,131.622,,,"LINESTRING (117.3413067 32.9350172, 117.3399887 32.9350006, 117.3398965 32.9349994)"
578066278,,unclassified,False,False,10.756,,,"LINESTRING (117.3335776 32.9349738, 117.3335999 32.9348789)"
834125766,红旗一路,tertiary,True,False,225.483,,,"LINESTRING (117.3335776 32.9349738, 117.3311615 32.9349799)"
578066278,,unclassified,False,True,10.756,,,"LINESTRING (117.3335999 32.9348789, 117.3335776 32.9349738)"
"[834123464, 834123465, 135585687]",红旗一路,tertiary,True,False,368.728,,yes,"LINESTRING (117.3335999 32.9348789, 117.3337121 32.9348758, 117.3349124 32.9348589, 117.3355706 32.9348651, 117.3375503 32.9348958)"
578066278,,unclassified,False,False,245.316,,,"LINESTRING (117.3335999 32.9348789, 117.3337346 32.9346689, 117.335433 32.9333125)"
578066278,,unclassified,False,True,245.316,,,"LINESTRING (117.335433 32.9333125, 117.3337346 32.9346689, 117.3335999 32.9348789)"
834123464,红旗一路,tertiary,True,False,22.579,,,"LINESTRING (117.3375503 32.9348958, 117.3377922 32.9348995)"
578066281,,unclassified,False,False,395.635,,,"LINESTRING (117.3375503 32.9348958, 117.3375563 32.9345653, 117.3375579 32.9344805, 117.3361738 32.9326719, 117.3357548 32.9322512, 117.3352984 32.9320251)"
578066281,,unclassified,False,True,395.635,,,"LINESTRING (117.3352984 32.9320251, 117.3357548 32.9322512, 117.3361738 32.9326719, 117.3375579 32.9344805, 117.3375563 32.9345653, 117.3375503 32.9348958)"
497883246,红旗一路,tertiary,True,False,117.929,,,"LINESTRING (117.3368255 32.9349935, 117.3355622 32.9349688)"
497883247,红旗一路,tertiary,False,True,10.243,,,"LINESTRING (117.3381137 32.9349631, 117.338004 32.9349602)"
497883247,红旗一路,tertiary,False,False,166.433,,,"LINESTRING (117.3381137 32.9349631, 117.3391351 32.9349899, 117.3398965 32.9349994)"
497883247,红旗一路,tertiary,False,False,131.622,,,"LINESTRING (117.3398965 32.9349994, 117.3399887 32.9350006, 117.3413067 32.9350172)"
497883247,红旗一路,tertiary,False,True,166.433,,,"LINESTRING (117.3398965 32.9349994, 117.3391351 32.9349899, 117.3381137 32.9349631)"
333502337,涂山路,primary,True,False,21.06,,,"LINESTRING (117.3413851 32.9310382, 117.34116 32.931025)"
1268320002,纬五路,tertiary,False,False,8.195,,,"LINESTRING (117.3413851 32.9310382, 117.3413852 32.9309645)"
1268320002,纬五路,tertiary,False,True,150.169,,,"LINESTRING (117.3413851 32.9310382, 117.3413825 32.9323887)"
