osmid,oneway,lanes,name,highway,maxspeed,reversed,length,bridge,geometry,ref
"[681160721, 681160722, 264408991]",False,4,人民路,secondary,40,False,182.709,yes,"LINESTRING (119.0152672 33.0225915, 119.0152704 33.0224763, 119.015277 33.0222379, 119.0153128 33.0209488)",
264408991,False,4,人民路,secondary,40,False,190.506,,"LINESTRING (119.0153128 33.0209488, 119.0153603 33.019236)",
264409063,False,4,健康路,secondary,40,True,267.012,,"LINESTRING (119.0153128 33.0209488, 119.0181755 33.0210181)",
"[681160721, 681160722, 264408991]",False,4,人民路,secondary,40,True,182.70899999999997,yes,"LINESTRING (119.0153128 33.0209488, 119.015277 33.0222379, 119.0152704 33.0224763, 119.0152672 33.0225915)",
264409063,False,4,健康路,secondary,40,False,389.702,,"LINESTRING (119.0153128 33.0209488, 119.0136406 33.0209441, 119.0126334 33.0209413, 119.0125548 33.0209411, 119.0116557 33.0209386, 119.011133 33.0209371)",
264412223,False,,长安巷,residential,30,True,46.395,yes,"LINESTRING (119.0106924 33.0164005, 119.0106483 33.0159849)",
681161453,False,,长安巷,residential,30,False,313.883,,"LINESTRING (119.0106924 33.0164005, 119.0109657 33.019214)",
264412221,False,,跃进路,tertiary,40,False,445.05600000000004,,"LINESTRING (119.0106924 33.0164005, 119.01315 33.0162241, 119.0154483 33.0160592)",
264408991,False,4,人民路,secondary,40,True,178.349,,"LINESTRING (119.0154483 33.0160592, 119.0154039 33.0176627)",
681161455,False,4,人民路,secondary,40,False,55.543,yes,"LINESTRING (119.0154483 33.0160592, 119.0154526 33.0155597)",
264412221,False,,跃进路,tertiary,40,True,445.05600000000004,,"LINESTRING (119.0154483 33.0160592, 119.01315 33.0162241, 119.0106924 33.0164005)",
264412223,False,,长安巷,residential,30,False,46.395,yes,"LINESTRING (119.0106483 33.0159849, 119.0106924 33.0164005)",
264412222,False,,顺河路,residential,,False,450.43899999999996,,"LINESTRING (119.0106483 33.0159849, 119.0131543 33.0157631, 119.0154526 33.0155597)",
681161454,False,4,人民路,secondary,40,False,141.075,,"LINESTRING (119.0154526 33.0155597, 119.0154187 33.0142913)",
681161455,False,4,人民路,secondary,40,True,55.543,yes,"LINESTRING (119.0154526 33.0155597, 119.0154483 33.0160592)",
264412222,False,,顺河路,residential,,True,450.43899999999996,,"LINESTRING (119.0154526 33.0155597, 119.0131543 33.0157631, 119.0106483 33.0159849)",
681161453,False,,长安巷,residential,30,True,192.234,,"LINESTRING (119.011133 33.0209371, 119.0109657 33.019214)",
264409063,False,4,健康路,secondary,40,True,389.702,,"LINESTRING (119.011133 33.0209371, 119.0116557 33.0209386, 119.0125548 33.0209411, 119.0126334 33.0209413, 119.0136406 33.0209441, 119.0153128 33.0209488)",
264408991,False,4,人民路,secondary,40,False,174.99,,"LINESTRING (119.0153603 33.019236, 119.0154039 33.0176627)",
264408991,False,4,人民路,secondary,40,True,190.506,,"LINESTRING (119.0153603 33.019236, 119.0153128 33.0209488)",
"[264694818, 271055525]",False,2,长乐路,tertiary,40,True,409.74100000000004,,"LINESTRING (119.0153603 33.019236, 119.0133695 33.019226, 119.0116214 33.0192173, 119.0109657 33.019214)",
681161453,False,,长安巷,residential,30,False,192.234,,"LINESTRING (119.0109657 33.019214, 119.011133 33.0209371)",
681161453,False,,长安巷,residential,30,True,313.883,,"LINESTRING (119.0109657 33.019214, 119.0106924 33.0164005)",
"[264694818, 271055525]",False,2,长乐路,tertiary,40,False,409.741,,"LINESTRING (119.0109657 33.019214, 119.0116214 33.0192173, 119.0133695 33.019226, 119.0153603 33.019236)",
264409063,False,4,健康路,secondary,40,False,267.012,,"LINESTRING (119.0181755 33.0210181, 119.0153128 33.0209488)",
264412228,False,,康乐路,residential,,False,394.588,,"LINESTRING (119.0181755 33.0210181, 119.0181666 33.0174695)",
264412228,False,,康乐路,residential,,True,394.588,,"LINESTRING (119.0181666 33.0174695, 119.0181755 33.0210181)",
264412272,False,,朝阳路,tertiary,,True,258.481,,"LINESTRING (119.0181666 33.0174695, 119.0154039 33.0176627)",
264408991,False,4,人民路,secondary,40,False,178.349,,"LINESTRING (119.0154039 33.0176627, 119.0154483 33.0160592)",
264408991,False,4,人民路,secondary,40,True,174.99,,"LINESTRING (119.0154039 33.0176627, 119.0153603 33.019236)",
264412272,False,,朝阳路,tertiary,,False,258.481,,"LINESTRING (119.0154039 33.0176627, 119.0181666 33.0174695)",
422397430,True,2,金湖路,secondary,40,False,44.506,,"LINESTRING (119.0154074 33.0138673, 119.0152926 33.0138766, 119.0149323 33.0139059)",X303
681161454,False,4,人民路,secondary,40,True,47.158,,"LINESTRING (119.0154074 33.0138673, 119.0154106 33.0139853, 119.0154187 33.0142913)",
681161454,False,4,人民路,secondary,40,True,141.075,,"LINESTRING (119.0154187 33.0142913, 119.0154526 33.0155597)",
681161454,False,4,人民路,secondary,40,False,47.158,,"LINESTRING (119.0154187 33.0142913, 119.0154106 33.0139853, 119.0154074 33.0138673)",
896845494,False,,,secondary,,False,66.17099999999999,,"LINESTRING (119.0154187 33.0142913, 119.0153768 33.0141758, 119.0152998 33.014074, 119.0152461 33.01404, 119.0151573 33.0139839, 119.0149323 33.0139059)",
896845494,False,,,secondary,,True,66.17099999999999,,"LINESTRING (119.0149323 33.0139059, 119.0151573 33.0139839, 119.0152461 33.01404, 119.0152998 33.014074, 119.0153768 33.0141758, 119.0154187 33.0142913)",
