osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes,width
823095735,红星中路,secondary,False,False,13.031,,"LINESTRING (116.5834908 35.4147851, 116.583347 35.4147851)",,
"[823095736, 372614120, 823095735]","['红星东路', '红星中路']",secondary,False,True,362.06399999999996,yes,"LINESTRING (116.5834908 35.4147851, 116.5868322 35.4147739, 116.5868943 35.4147737, 116.5874861 35.4147717)",,
372944316,东门路,tertiary,False,False,16.676,,"LINESTRING (116.5835625 35.4125722, 116.5833811 35.4125974)",2,7
1054590723,共青团路,secondary,True,False,246.149,,"LINESTRING (116.5835625 35.4125722, 116.5834908 35.4147851)",2,
"[448098480, 448098482, 448098484]",,tertiary,False,False,363.86100000000005,yes,"LINESTRING (116.5835625 35.4125722, 116.5841433 35.4124764, 116.5848032 35.4121966, 116.5854254 35.412048, 116.5863213 35.4119736, 116.5868095 35.4119955, 116.5869489 35.4119999, 116.58745 35.4120098)",,
372944316,东门路,tertiary,False,True,16.676,,"LINESTRING (116.5833811 35.4125974, 116.5835625 35.4125722)",2,7
429694553,共青团路,secondary,True,False,243.281,,"LINESTRING (116.583347 35.4147851, 116.5833811 35.4125974)",2,
823095735,红星中路,secondary,False,False,273.838,,"LINESTRING (116.583347 35.4147851, 116.5803274 35.4148785)",,
823095735,红星中路,secondary,False,True,13.031,,"LINESTRING (116.583347 35.4147851, 116.5834908 35.4147851)",,
823095735,红星中路,secondary,False,True,273.838,,"LINESTRING (116.5803274 35.4148785, 116.583347 35.4147851)",,
1054590723,共青团路,secondary,True,False,242.859,,"LINESTRING (116.5835859 35.4103882, 116.5835625 35.4125722)",2,
968172801,刘庄路,tertiary,False,False,269.69599999999997,,"LINESTRING (116.5835859 35.4103882, 116.5856135 35.4103883, 116.5865584 35.4103228)",,
441861479,刘庄路,tertiary,False,True,42.722,,"LINESTRING (116.5874248 35.4102371, 116.586957 35.4102845)",,
1008041538,浣笔泉路,tertiary,False,True,197.129,,"LINESTRING (116.5874248 35.4102371, 116.58745 35.4120098)",,
1008041538,浣笔泉路,tertiary,False,False,197.129,,"LINESTRING (116.58745 35.4120098, 116.5874248 35.4102371)",,
1008041538,浣笔泉路,tertiary,False,True,307.127,,"LINESTRING (116.58745 35.4120098, 116.5874861 35.4147717)",,
"[448098480, 448098482, 448098484]",,tertiary,False,True,363.861,yes,"LINESTRING (116.58745 35.4120098, 116.5869489 35.4119999, 116.5868095 35.4119955, 116.5863213 35.4119736, 116.5854254 35.412048, 116.5848032 35.4121966, 116.5841433 35.4124764, 116.5835625 35.4125722)",,
1008041538,浣笔泉路,tertiary,False,False,307.127,,"LINESTRING (116.5874861 35.4147717, 116.58745 35.4120098)",,
"[372614120, 823095736, 823095735]","['红星东路', '红星中路']",secondary,False,False,362.06399999999996,yes,"LINESTRING (116.5874861 35.4147717, 116.5868943 35.4147737, 116.5868322 35.4147739, 116.5834908 35.4147851)",,
441861479,刘庄路,tertiary,False,False,42.722,,"LINESTRING (116.586957 35.4102845, 116.5874248 35.4102371)",,
"[968172801, 968172802, 441861479]",刘庄路,tertiary,False,True,36.376999999999995,yes,"LINESTRING (116.586957 35.4102845, 116.5869281 35.4102874, 116.5866208 35.4103185, 116.5865584 35.4103228)",,
"[968172801, 968172802, 441861479]",刘庄路,tertiary,False,False,36.377,yes,"LINESTRING (116.5865584 35.4103228, 116.5866208 35.4103185, 116.5869281 35.4102874, 116.586957 35.4102845)",,
968172801,刘庄路,tertiary,False,True,269.69599999999997,,"LINESTRING (116.5865584 35.4103228, 116.5856135 35.4103883, 116.5835859 35.4103882)",,
