osmid,oneway,name,highway,reversed,length,geometry,ref,junction
183611581,True,解放路,secondary,False,174.911,"LINESTRING (82.6094482 41.5467693, 82.6073508 41.5468709)",,
183611608,True,,primary,False,11.088,"LINESTRING (82.6094482 41.5467693, 82.609372 41.5466875)",,
37996176,True,,secondary,False,9.238,"LINESTRING (82.613163 41.5466003, 82.6130522 41.5466054)",,
183611587,True,,secondary,False,181.362,"LINESTRING (82.613163 41.5466003, 82.6133749 41.5482236)",,
467136098,True,,primary,False,9.864,"LINESTRING (82.6136278 41.5501602, 82.6135103 41.5501719)",,
208550344,False,,residential,False,116.329,"LINESTRING (82.6073508 41.5468709, 82.6074646 41.5479136)",,
183611608,True,,primary,False,135.474,"LINESTRING (82.6102707 41.5478207, 82.6094482 41.5467693)",,
208550337,False,,residential,True,233.75,"LINESTRING (82.6102707 41.5478207, 82.6090125 41.5478587, 82.6074646 41.5479136)",,
208550344,False,,residential,False,94.533,"LINESTRING (82.6074646 41.5479136, 82.6075509 41.5487613)",,
208550344,False,,residential,True,116.329,"LINESTRING (82.6074646 41.5479136, 82.6073508 41.5468709)",,
208550337,False,,residential,False,233.75,"LINESTRING (82.6074646 41.5479136, 82.6090125 41.5478587, 82.6102707 41.5478207)",,
183611608,True,,primary,False,90.113,"LINESTRING (82.6108371 41.5485114, 82.6102707 41.5478207)",,
208550335,False,,residential,False,274.895,"LINESTRING (82.6108371 41.5485114, 82.6090895 41.548658, 82.6075509 41.5487613)",,
208550344,False,,residential,False,192.27,"LINESTRING (82.6075509 41.5487613, 82.6077827 41.5504817)",,
208550344,False,,residential,True,94.533,"LINESTRING (82.6075509 41.5487613, 82.6074646 41.5479136)",,
208550335,False,,residential,True,274.895,"LINESTRING (82.6075509 41.5487613, 82.6090895 41.548658, 82.6108371 41.5485114)",,
467136106,True,友谊路,secondary,False,7.424,"LINESTRING (82.6145382 41.5532847, 82.6146271 41.5532791)",,
183611569,True,,trunk,False,357.847,"LINESTRING (82.6145382 41.5532847, 82.613238 41.5515697, 82.612904 41.5512304, 82.6127577 41.5510902, 82.6126021 41.5509735, 82.6123258 41.5508029, 82.6120896 41.550682)",G314,
183611569,True,,trunk,False,9.093,"LINESTRING (82.614591 41.5533563, 82.6145382 41.5532847)",G314,
467136103,True,友谊路,secondary,False,679.078,"LINESTRING (82.614591 41.5533563, 82.6064513 41.5537961)",,
208550321,False,,residential,False,341.806,"LINESTRING (82.6083866 41.5536006, 82.6080634 41.5505362)",,
467136106,True,友谊路,secondary,False,513.087,"LINESTRING (82.6083866 41.5536006, 82.6145382 41.5532847)",,
208550322,True,,primary,False,95.539,"LINESTRING (82.612359 41.5501861, 82.6134995 41.5500875)",,
253841765,True,,trunk,False,28.556,"LINESTRING (82.612359 41.5501861, 82.612503 41.5504192)",,roundabout
208539033,True,,trunk,False,323.93600000000004,"LINESTRING (82.6118928 41.5506293, 82.6116784 41.5505348, 82.6114866 41.5504807, 82.6112919 41.5504462, 82.6110725 41.5504145, 82.6106771 41.5504033, 82.6080634 41.5505362)",G314,
253841765,True,,trunk,False,51.263,"LINESTRING (82.6118928 41.5506293, 82.61182 41.550572, 82.6117742 41.5505009, 82.6117596 41.5504226, 82.6118452 41.550208)",,roundabout
253841765,True,,trunk,False,47.983999999999995,"LINESTRING (82.612503 41.5504192, 82.6123835 41.5505695, 82.6123046 41.5506314, 82.6122028 41.5506704, 82.6120896 41.550682)",,roundabout
467136095,True,,trunk,False,364.429,"LINESTRING (82.612503 41.5504192, 82.6126883 41.5507499, 82.6128649 41.5509952, 82.6133661 41.5515385, 82.6146271 41.5532791)",,
183611608,True,,primary,False,211.734,"LINESTRING (82.6118452 41.550208, 82.6118574 41.5500792, 82.6118798 41.5499711, 82.611857 41.5498473, 82.6118058 41.5497407, 82.6116935 41.5495806, 82.6114931 41.5493319, 82.6108371 41.5485114)",,
253841765,True,,trunk,False,43.214,"LINESTRING (82.6118452 41.550208, 82.6119949 41.5501842, 82.6120852 41.5501719, 82.6121766 41.550178, 82.612359 41.5501861)",,roundabout
208550321,False,,residential,True,341.806,"LINESTRING (82.6080634 41.5505362, 82.6083866 41.5536006)",,
253841765,True,,trunk,False,17.606,"LINESTRING (82.6120896 41.550682, 82.6119857 41.5506672, 82.6118928 41.5506293)",,roundabout
208550344,False,,residential,True,192.27,"LINESTRING (82.6077827 41.5504817, 82.6075509 41.5487613)",,
467136097,True,,trunk,False,339.43,"LINESTRING (82.6077827 41.5504817, 82.6118452 41.550208)",,
622634363,True,,primary,False,10.614,"LINESTRING (82.6095207 41.5466804, 82.6095844 41.5467631)",,
622629569,True,解放路,secondary,False,293.882,"LINESTRING (82.6095207 41.5466804, 82.6098166 41.5466662, 82.6130457 41.5465216)",,
37996176,True,,secondary,False,289.123,"LINESTRING (82.6130522 41.5466054, 82.6095844 41.5467631)",,
704560338,True,,secondary,False,9.334,"LINESTRING (82.6130522 41.5466054, 82.6130457 41.5465216)",,
704560338,True,,secondary,False,9.428,"LINESTRING (82.6135103 41.5501719, 82.6134995 41.5500875)",,
467136098,True,,primary,False,92.303,"LINESTRING (82.6135103 41.5501719, 82.612868 41.5502361, 82.612623 41.5502964, 82.612503 41.5504192)",,
183611587,True,,secondary,False,207.116,"LINESTRING (82.6133749 41.5482236, 82.613617 41.5500774)",,
704562884,False,,residential,False,9.516,"LINESTRING (82.6133749 41.5482236, 82.6132608 41.5482293)",,
704562884,False,,residential,True,212.574,"LINESTRING (82.6133749 41.5482236, 82.6159263 41.5481308)",,
622634363,True,,primary,False,219.055,"LINESTRING (82.6109687 41.5485144, 82.6119021 41.5496901, 82.612359 41.5501861)",,
