osmid,oneway,lanes,highway,reversed,length,ref,name,geometry
369188794,True,2,tertiary,False,220.53,,,"LINESTRING (77.6472455 38.9056034, 77.6497656 38.9058992)"
446268020,False,2,secondary,False,8.404,,,"LINESTRING (77.6472455 38.9056034, 77.6472299 38.905678)"
446268020,False,2,secondary,True,352.275,,,"LINESTRING (77.6472455 38.9056034, 77.6478445 38.9024698)"
396280317,False,,primary,True,221.791,S310,文化东路,"LINESTRING (77.6478445 38.9024698, 77.6503807 38.9027578)"
446268020,False,2,secondary,False,352.275,,,"LINESTRING (77.6478445 38.9024698, 77.6472455 38.9056034)"
1076309090,False,,primary,False,379.799,S310,文化西路,"LINESTRING (77.6478445 38.9024698, 77.6434933 38.9020224)"
186257259,False,,tertiary,True,6.374,,,"LINESTRING (77.6542316 38.9064235, 77.6542268 38.9064807)"
446268020,False,2,secondary,True,147.476,,,"LINESTRING (77.6469985 38.906992, 77.6472299 38.905678)"
446268020,False,2,secondary,False,163.743,,,"LINESTRING (77.6469985 38.906992, 77.6468487 38.9078005, 77.6467284 38.9084495)"
1076309090,False,,primary,True,379.799,S310,文化西路,"LINESTRING (77.6434933 38.9020224, 77.6478445 38.9024698)"
186257259,False,,tertiary,False,6.374,,,"LINESTRING (77.6542268 38.9064807, 77.6542316 38.9064235)"
446267976,True,2,tertiary,False,391.166,,,"LINESTRING (77.6542268 38.9064807, 77.6498794 38.905982, 77.6497545 38.9059677)"
446267976,True,2,tertiary,False,365.468,,,"LINESTRING (77.6472299 38.905678, 77.6430527 38.9051922)"
446268020,False,2,secondary,False,147.476,,,"LINESTRING (77.6472299 38.905678, 77.6469985 38.906992)"
446268020,False,2,secondary,True,8.404,,,"LINESTRING (77.6472299 38.905678, 77.6472455 38.9056034)"
446267976,True,2,tertiary,False,220.815,,,"LINESTRING (77.6497545 38.9059677, 77.6472299 38.905678)"
866478907,False,,tertiary,False,7.677,,人民南路,"LINESTRING (77.6497545 38.9059677, 77.6497656 38.9058992)"
369188794,True,2,tertiary,False,390.813,,,"LINESTRING (77.6497656 38.9058992, 77.6542316 38.9064235)"
866478907,False,,tertiary,False,353.34,,人民南路,"LINESTRING (77.6497656 38.9058992, 77.6503807 38.9027578)"
866478907,False,,tertiary,True,7.677,,人民南路,"LINESTRING (77.6497656 38.9058992, 77.6497545 38.9059677)"
396280317,False,,primary,False,221.791,S310,文化东路,"LINESTRING (77.6503807 38.9027578, 77.6478445 38.9024698)"
866478907,False,,tertiary,True,353.34,,人民南路,"LINESTRING (77.6503807 38.9027578, 77.6497656 38.9058992)"
446268020,False,2,secondary,True,163.743,,,"LINESTRING (77.6467284 38.9084495, 77.6468487 38.9078005, 77.6469985 38.906992)"
