osmid,oneway,highway,reversed,length,name,geometry,lanes,bridge
162189028,True,secondary,False,14.09,,"LINESTRING (117.010181 25.0797518, 117.0101789 25.0798785)",,
100972647,True,secondary,False,473.885,华莲路,"LINESTRING (117.010181 25.0797518, 117.0146878 25.0797649, 117.0148859 25.079777)",,
57383316,True,primary,False,251.601,龙岩大道,"LINESTRING (117.0148859 25.079777, 117.0148892 25.0775143)",3,
100972647,True,secondary,False,20.679,华莲路,"LINESTRING (117.0148859 25.079777, 117.0150896 25.0798004)",,
193018586,True,primary,False,11.642,龙岩大道,"LINESTRING (117.0150896 25.0798004, 117.0150892 25.0799051)",3,
679304787,True,primary,False,66.613,,"LINESTRING (117.0151423 25.0722869, 117.0151267 25.0728858)",,
265828181,True,primary,False,87.079,,"LINESTRING (117.0159277 25.0726143, 117.0151423 25.0722869)",3,
679304790,True,primary_link,False,98.815,,"LINESTRING (117.0159277 25.0726143, 117.0156786 25.0725703, 117.0155096 25.0725558, 117.0153755 25.0725849, 117.0152467 25.0726943, 117.0151267 25.0728858)",,
100972647,True,secondary,False,13.375,华莲路,"LINESTRING (117.0100482 25.0797507, 117.010181 25.0797518)",,
330816347,True,secondary,False,486.903,龙腾中路,"LINESTRING (117.0100482 25.0797507, 117.0100336 25.0753719)",,
395101022,False,residential,True,66.199,,"LINESTRING (117.017131 25.0809004, 117.0172547 25.0803157)",,
330816347,True,secondary,False,191.912,龙腾中路,"LINESTRING (117.0100336 25.0753719, 117.0100307 25.073646)",,
"[240861811, 240861810, 679304787]",True,primary,False,303.697,龙岩大道,"LINESTRING (117.0151267 25.0728858, 117.0151243 25.0729791, 117.0151294 25.0734831, 117.015112 25.0756169)",3,yes
240861811,True,primary,False,465.19,龙岩大道,"LINESTRING (117.015112 25.0756169, 117.0150896 25.0798004)",3,
395101022,False,residential,False,66.199,,"LINESTRING (117.0172547 25.0803157, 117.017131 25.0809004)",,
737755945,True,secondary,False,222.834,,"LINESTRING (117.0172547 25.0803157, 117.0162985 25.0801221, 117.0150892 25.0799051)",,
737755945,True,secondary,False,20.637,,"LINESTRING (117.0150892 25.0799051, 117.0148843 25.079903)",,
737755945,True,secondary,False,140.857,,"LINESTRING (117.0115775 25.0798855, 117.0104249 25.0798798, 117.0101789 25.0798785)",,
100956116,True,secondary,False,442.013,,"LINESTRING (117.0101981 25.073578, 117.0101871 25.0775531)",,
759613084,False,residential,False,18.478,,"LINESTRING (117.0101981 25.073578, 117.0100307 25.073646)",,
759613084,False,residential,True,478.48800000000006,,"LINESTRING (117.0101981 25.073578, 117.0107137 25.0734429, 117.0112073 25.0733749, 117.0118091 25.0733474, 117.0123767 25.0733263, 117.0129562 25.0733483, 117.0134818 25.0733652, 117.014895 25.0736072)",,
759613084,False,residential,False,478.48799999999994,,"LINESTRING (117.014895 25.0736072, 117.0134818 25.0733652, 117.0129562 25.0733483, 117.0123767 25.0733263, 117.0118091 25.0733474, 117.0112073 25.0733749, 117.0107137 25.0734429, 117.0101981 25.073578)",,
759613084,False,residential,True,18.478,,"LINESTRING (117.0100307 25.073646, 117.0101981 25.073578)",,
57383316,True,primary,False,434.451,龙岩大道,"LINESTRING (117.0148892 25.0775143, 117.014895 25.0736072)",3,
888583457,False,unclassified,True,473.681,,"LINESTRING (117.0148892 25.0775143, 117.0137393 25.0775337, 117.0109498 25.0775191, 117.0101871 25.0775531)",,
100956116,True,secondary,False,244.485,,"LINESTRING (117.0101871 25.0775531, 117.010181 25.0797518)",,
888583457,False,unclassified,False,473.681,,"LINESTRING (117.0101871 25.0775531, 117.0109498 25.0775191, 117.0137393 25.0775337, 117.0148892 25.0775143)",,
330816347,True,secondary,False,14.134,龙腾中路,"LINESTRING (117.01005 25.0798778, 117.0100482 25.0797507)",,
737755945,True,secondary,False,12.982,,"LINESTRING (117.0101789 25.0798785, 117.01005 25.0798778)",,
737758294,True,primary,False,14.012,龙岩大道,"LINESTRING (117.0148843 25.079903, 117.0148859 25.079777)",3,
737755945,True,secondary,False,333.039,,"LINESTRING (117.0148843 25.079903, 117.0146886 25.0799009, 117.0115775 25.0798855)",,
