osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed
997104096,True,2,琵琶山路,secondary,False,207.00799999999998,"LINESTRING (112.1184237 32.0089787, 112.1182056 32.0100022, 112.1180333 32.0108107)",,
778433153,False,,石家营路,residential,False,224.67199999999997,"LINESTRING (112.11997 32.0129776, 112.1196008 32.0142938, 112.1195226 32.0145729, 112.1194187 32.0149433)",,
778433153,False,,石家营路,residential,True,151.293,"LINESTRING (112.11997 32.0129776, 112.1201946 32.0121152, 112.120302 32.0117028, 112.120316 32.011649)",,
263045183,True,3,檀溪路,primary,False,228.494,"LINESTRING (112.1203283 32.0116016, 112.1179562 32.0111811)",S303,40
778433153,False,,石家营路,residential,False,5.397,"LINESTRING (112.1203283 32.0116016, 112.120316 32.011649)",,
778433153,False,,石家营路,residential,True,224.67199999999997,"LINESTRING (112.1194187 32.0149433, 112.1195226 32.0145729, 112.1196008 32.0142938, 112.11997 32.0129776)",,
805194986,False,2,滨江大道,tertiary,True,200.933,"LINESTRING (112.1194187 32.0149433, 112.1186093 32.0146765, 112.1179934 32.0144736, 112.1176795 32.0143701, 112.1174323 32.0142887)",,
778433154,False,,李家营路,residential,False,6.381,"LINESTRING (112.1212566 32.0116181, 112.1212714 32.0115621)",,
778433174,False,2,育才路,residential,False,35.077,"LINESTRING (112.1129922 32.0130877, 112.1130659 32.0127785)",,
805194986,False,2,滨江大道,tertiary,False,26.216,"LINESTRING (112.1129922 32.0130877, 112.1132348 32.013139, 112.113262 32.0131447)",,
778433174,False,2,育才路,residential,True,4.721,"LINESTRING (112.1136471 32.0104171, 112.113635 32.0104583)",,
778433210,False,,,unclassified,False,50.681,"LINESTRING (112.113262 32.0131447, 112.1132752 32.0129857, 112.1132406 32.0128894, 112.1132257 32.0128477, 112.1130659 32.0127785)",,
805194986,False,2,滨江大道,tertiary,False,366.46000000000004,"LINESTRING (112.113262 32.0131447, 112.1140759 32.0133168, 112.1143004 32.0133813, 112.1154407 32.0137087, 112.1160611 32.0138873, 112.1167437 32.0140838, 112.1169624 32.0141467)",,
805194986,False,2,滨江大道,tertiary,True,26.216,"LINESTRING (112.113262 32.0131447, 112.1132348 32.013139, 112.1129922 32.0130877)",,
778433174,False,2,育才路,residential,True,35.077,"LINESTRING (112.1130659 32.0127785, 112.1129922 32.0130877)",,
778433174,False,2,育才路,residential,False,263.524,"LINESTRING (112.1130659 32.0127785, 112.1131281 32.0125178, 112.1132861 32.0118551, 112.1133555 32.0115642, 112.1136178 32.0105183, 112.113635 32.0104583)",,
778433210,False,,,unclassified,True,50.681,"LINESTRING (112.1130659 32.0127785, 112.1132257 32.0128477, 112.1132406 32.0128894, 112.1132752 32.0129857, 112.113262 32.0131447)",,
778433154,False,,李家营路,residential,True,6.381,"LINESTRING (112.1212714 32.0115621, 112.1212566 32.0116181)",,
778433153,False,,石家营路,residential,True,5.397,"LINESTRING (112.120316 32.011649, 112.1203283 32.0116016)",,
790315408,True,,檀溪路辅路,tertiary_link,False,212.291,"LINESTRING (112.120316 32.011649, 112.1181113 32.0112616)",,
778433153,False,,石家营路,residential,False,151.293,"LINESTRING (112.120316 32.011649, 112.120302 32.0117028, 112.1201946 32.0121152, 112.11997 32.0129776)",,
778433174,False,2,育才路,residential,False,4.721,"LINESTRING (112.113635 32.0104583, 112.1136471 32.0104171)",,
778433174,False,2,育才路,residential,True,263.524,"LINESTRING (112.113635 32.0104583, 112.1136178 32.0105183, 112.1133555 32.0115642, 112.1132861 32.0118551, 112.1131281 32.0125178, 112.1130659 32.0127785)",,
996272824,True,2,育才路,tertiary,False,13.889,"LINESTRING (112.1133365 32.0102141, 112.1134815 32.0101921)",,
58436736,True,3,檀溪路,primary,False,73.189,"LINESTRING (112.1133365 32.0102141, 112.1135923 32.0102594, 112.1140963 32.0103488)",S303,40
790315407,True,,檀溪路辅路,tertiary_link,False,51.595,"LINESTRING (112.1134815 32.0101921, 112.1136019 32.0102137, 112.1140173 32.0102863)",,
996272825,True,2,育才路,tertiary,False,10.187,"LINESTRING (112.1140173 32.0102863, 112.1140963 32.0103488)",,
