osmid,ref,highway,oneway,reversed,length,bridge,geometry
331016354,X347,tertiary,False,False,10.118,,"LINESTRING (118.2546311 25.2833171, 118.2545383 25.2833523)"
331016354,X347,tertiary,False,True,48.986,,"LINESTRING (118.2546311 25.2833171, 118.2550413 25.2830794)"
"[635112394, 635112395, 634126279]",,tertiary,False,False,493.33299999999997,yes,"LINESTRING (118.2546311 25.2833171, 118.2544643 25.2830063, 118.2545245 25.2824174, 118.2545008 25.2820973, 118.254474 25.2818222, 118.2543935 25.2815534, 118.2541374 25.2811619, 118.2528929 25.2794572, 118.2527973 25.2793644)"
331016354,X347,tertiary,False,False,88.717,,"LINESTRING (118.2502701 25.2838473, 118.2499825 25.2839912, 118.2495318 25.284282)"
331016354,X347,tertiary,False,True,203.79899999999998,,"LINESTRING (118.2502701 25.2838473, 118.2503845 25.283822, 118.2505548 25.2838246, 118.250862 25.2839255, 118.2510434 25.2839558, 118.2514259 25.2839659, 118.2516605 25.2839533, 118.2519229 25.2839129, 118.2522592 25.2838486)"
635112394,,tertiary,False,False,64.78,,"LINESTRING (118.2527973 25.2793644, 118.2521722 25.2792233)"
"[635112394, 635112395, 634126279]",,tertiary,False,True,493.333,yes,"LINESTRING (118.2527973 25.2793644, 118.2528929 25.2794572, 118.2541374 25.2811619, 118.2543935 25.2815534, 118.254474 25.2818222, 118.2545008 25.2820973, 118.2545245 25.2824174, 118.2544643 25.2830063, 118.2546311 25.2833171)"
635112394,,tertiary,False,True,10.808,,"LINESTRING (118.2520679 25.2791998, 118.2521722 25.2792233)"
635112394,,tertiary,False,False,10.808,,"LINESTRING (118.2521722 25.2792233, 118.2520679 25.2791998)"
635112394,,tertiary,False,True,64.78,,"LINESTRING (118.2521722 25.2792233, 118.2527973 25.2793644)"
634146292,,unclassified,False,False,111.69000000000001,,"LINESTRING (118.2521722 25.2792233, 118.2521203 25.2793213, 118.2519363 25.2794589, 118.2518797 25.2795742, 118.2516673 25.2797406, 118.2513559 25.2796382)"
634146292,,unclassified,False,True,111.69,,"LINESTRING (118.2513559 25.2796382, 118.2516673 25.2797406, 118.2518797 25.2795742, 118.2519363 25.2794589, 118.2521203 25.2793213, 118.2521722 25.2792233)"
