osmid,highway,oneway,reversed,length,lanes,name,ref,junction,geometry
211575483,tertiary,False,True,30.063,,,,,"LINESTRING (98.2935378 39.7681338, 98.2933936 39.7683804)"
70374430,primary,True,False,9.165,2,新华南路,,,"LINESTRING (98.2867725 39.7698691, 98.2867583 39.7699508)"
217937973,trunk,True,False,450.201,2,体育大道,G312,,"LINESTRING (98.2867725 39.7698691, 98.2915619 39.7715547)"
132434460,primary,True,False,33.475,,,,,"LINESTRING (98.2834299 39.7743182, 98.2833405 39.7740251)"
132434436,primary,True,False,15.707,,,,roundabout,"LINESTRING (98.2836506 39.7746088, 98.2835633 39.7744845)"
175298450,trunk,True,False,20.692,2,体育大道,G312,,"LINESTRING (98.2865518 39.7697926, 98.2867725 39.7698691)"
70374436,primary,True,False,126.951,2,迎宾东路,,,"LINESTRING (98.285104 39.7747375, 98.2854598 39.7748679, 98.2864448 39.775229)"
137428513,tertiary,False,True,6.622,,五一南路,,,"LINESTRING (98.2915619 39.7715547, 98.2915322 39.7716097)"
217937973,trunk,True,False,188.691,2,体育大道,G312,,"LINESTRING (98.2915619 39.7715547, 98.2935703 39.7722595)"
211575483,tertiary,False,False,386.131,,,,,"LINESTRING (98.2915619 39.7715547, 98.2929738 39.7690886, 98.2933936 39.7683804)"
70374430,primary,True,False,34.86,2,新华南路,,,"LINESTRING (98.2850133 39.7744397, 98.2850109 39.7745469, 98.2850216 39.7746129, 98.285104 39.7747375)"
174923639,primary,True,False,17.393,,,,,"LINESTRING (98.2850133 39.7744397, 98.2849304 39.7744933, 98.2848479 39.7745298)"
175298450,trunk,True,False,196.519,2,体育大道,G312,,"LINESTRING (98.2844543 39.7690685, 98.2865518 39.7697926)"
217434002,living_street,False,False,49.81700000000001,,,,,"LINESTRING (98.2844543 39.7690685, 98.2845406 39.768985, 98.2847217 39.7686733)"
132434427,primary,True,False,298.237,2,新华南路,,,"LINESTRING (98.2833467 39.773858, 98.2837809 39.7731219, 98.283859 39.7729896, 98.2844017 39.7720696, 98.2846294 39.7718893, 98.2850032 39.771781, 98.2852097 39.7717595)"
132434427,primary,True,False,240.22500000000002,2,新华南路,,,"LINESTRING (98.2852097 39.7717595, 98.2853514 39.7716842, 98.2855315 39.7715102, 98.2863706 39.7700259, 98.2864955 39.7698651)"
132434478,primary,True,False,56.708,,,,,"LINESTRING (98.2852097 39.7717595, 98.2853818 39.771781, 98.2855517 39.7718256, 98.2856915 39.7718851, 98.2858076 39.7719579)"
70374430,primary,True,False,299.603,2,新华南路,,,"LINESTRING (98.2858076 39.7719579, 98.2859435 39.7721235, 98.2860348 39.7722929, 98.2860684 39.7725013, 98.2859892 39.7727557, 98.2855077 39.7735681, 98.2854346 39.7736914, 98.2852642 39.7739789, 98.2850133 39.7744397)"
132434436,primary,True,False,73.563,,,,roundabout,"LINESTRING (98.2838354 39.7740039, 98.2840516 39.7739671, 98.2842756 39.7740064, 98.2844345 39.7740982, 98.2845401 39.7742384)"
132434451,primary,True,False,27.321,,迎宾西路,,,"LINESTRING (98.2830211 39.7740147, 98.2833405 39.7740251)"
174923633,primary,True,False,34.425999999999995,,,,,"LINESTRING (98.2830211 39.7740147, 98.2831277 39.7739944, 98.2832186 39.7739701, 98.2832647 39.7739378, 98.2833103 39.7739079, 98.2833467 39.773858)"
132434460,primary,True,False,18.588,,,,,"LINESTRING (98.2833405 39.7740251, 98.2833467 39.773858)"
132434451,primary,True,False,42.391,,迎宾西路,,,"LINESTRING (98.2833405 39.7740251, 98.2835888 39.7740217, 98.2838354 39.7740039)"
132434436,primary,True,False,54.84,,,,roundabout,"LINESTRING (98.2845401 39.7742384, 98.2845655 39.7743792, 98.284509 39.7745429, 98.2843554 39.774681)"
132434464,primary,True,False,41.772,2,迎宾东路,,,"LINESTRING (98.2845401 39.7742384, 98.2847145 39.7744157, 98.2848479 39.7745298)"
