osmid,oneway,highway,reversed,length,name,geometry,bridge,ref
696268280,True,unclassified,False,238.757,,"LINESTRING (114.293974 35.7500761, 114.2966197 35.7500706)",,
724261329,False,unclassified,False,378.186,,"LINESTRING (114.293974 35.7500761, 114.2939741 35.746675)",,
724261329,False,unclassified,True,12.32,,"LINESTRING (114.293974 35.7500761, 114.293974 35.7501869)",,
696268280,True,unclassified,False,7.698,,"LINESTRING (114.2966197 35.7500706, 114.296705 35.7500705)",,
724261332,True,tertiary,False,378.421,嵩山路,"LINESTRING (114.2966197 35.7500706, 114.2966064 35.7466674)",,
696268509,True,tertiary,False,12.487,嵩山路,"LINESTRING (114.296705 35.7500705, 114.2967054 35.7501828)",,
724261321,True,tertiary,False,7.77,淇河路,"LINESTRING (114.2966333 35.7535313, 114.2967194 35.7535312)",,
724261332,True,tertiary,False,176.056,嵩山路,"LINESTRING (114.2966333 35.7535313, 114.2966271 35.751948)",,
724261321,True,tertiary,False,239.621,淇河路,"LINESTRING (114.2939779 35.7535356, 114.2966333 35.7535313)",,
724261329,False,unclassified,True,6.505,,"LINESTRING (114.2939779 35.7535356, 114.2939783 35.7535941)",,
724261329,False,unclassified,False,175.778,,"LINESTRING (114.2939779 35.7535356, 114.293974 35.7529883, 114.293974 35.7519548)",,
724261332,True,tertiary,False,6.505,嵩山路,"LINESTRING (114.2966335 35.7535898, 114.2966333 35.7535313)",,
696268556,True,tertiary,False,239.603,淇河路,"LINESTRING (114.2966335 35.7535898, 114.2955083 35.7535916, 114.2939783 35.7535941)",,
724261329,False,unclassified,False,6.505,,"LINESTRING (114.2939783 35.7535941, 114.2939779 35.7535356)",,
696268556,True,tertiary,False,223.406,淇河路,"LINESTRING (114.2939783 35.7535941, 114.2935477 35.7535948, 114.2915026 35.7536011)",,
696268509,True,tertiary,False,6.494,嵩山路,"LINESTRING (114.2967194 35.7535312, 114.2967196 35.7535896)",,
696268556,True,tertiary,False,7.77,淇河路,"LINESTRING (114.2967196 35.7535896, 114.2966335 35.7535898)",,
724261309,True,tertiary,False,7.617,九州路,"LINESTRING (114.2966061 35.7465922, 114.2966905 35.746592)",,
724261332,True,tertiary,False,8.362,嵩山路,"LINESTRING (114.2966064 35.7466674, 114.2966061 35.7465922)",,
696268551,True,tertiary,False,237.558,九州路,"LINESTRING (114.2966064 35.7466674, 114.2952679 35.7466715, 114.2948245 35.7466729, 114.2939741 35.746675)",,
696268509,True,tertiary,False,8.351,嵩山路,"LINESTRING (114.2966905 35.746592, 114.2966908 35.7466671)",,
696268509,True,tertiary,False,378.444,嵩山路,"LINESTRING (114.2966908 35.7466671, 114.296705 35.7500705)",,
696268551,True,tertiary,False,7.617,九州路,"LINESTRING (114.2966908 35.7466671, 114.2966064 35.7466674)",,
696268633,True,secondary,False,6.505,兴鹤大街,"LINESTRING (114.2861259 35.7535527, 114.286126 35.7536112)",,
"[724261320, 724261321, 696268555]",True,tertiary,False,462.811,淇河路,"LINESTRING (114.2861259 35.7535527, 114.2886256 35.7535516, 114.2888091 35.753551, 114.2893999 35.7535492, 114.2900287 35.7535472, 114.2906575 35.7535453, 114.2912546 35.7535434)",yes,
724261323,True,tertiary,False,10.775,淇河路,"LINESTRING (114.286126 35.7536112, 114.2860066 35.7536112)",,
696268555,True,tertiary,False,10.775,淇河路,"LINESTRING (114.2860065 35.7535528, 114.2861259 35.7535527)",,
696268632,True,secondary,False,159.466,兴鹤大街,"LINESTRING (114.2860065 35.7535528, 114.2860039 35.7525073, 114.2860028 35.7521187)",,
696268632,True,secondary,False,6.494,兴鹤大街,"LINESTRING (114.2860066 35.7536112, 114.2860065 35.7535528)",,
696268658,True,primary,False,10.739,,"LINESTRING (114.286116 35.7503007, 114.285997 35.7503006)",,S221
696268633,True,secondary,False,60.913,兴鹤大街,"LINESTRING (114.286116 35.7503007, 114.2861179 35.7505371, 114.2861187 35.7508485)",,
696268632,True,secondary,False,11.731,兴鹤大街,"LINESTRING (114.285997 35.7503006, 114.2859963 35.7501951)",,
696268633,True,secondary,False,11.742,兴鹤大街,"LINESTRING (114.2861152 35.7501951, 114.286116 35.7503007)",,
696268661,True,primary,False,59.055,,"LINESTRING (114.2861152 35.7501951, 114.2867696 35.7501955)",,S221
696268632,True,secondary,False,62.292,兴鹤大街,"LINESTRING (114.2859963 35.7501951, 114.2859927 35.7496349)",,
696268661,True,primary,False,10.73,,"LINESTRING (114.2859963 35.7501951, 114.2861152 35.7501951)",,S221
696268633,True,secondary,False,8.362,兴鹤大街,"LINESTRING (114.2860891 35.7466187, 114.2860892 35.7466939)",,
724261309,True,tertiary,False,325.702,九州路,"LINESTRING (114.2860891 35.7466187, 114.2887116 35.7466124, 114.2896981 35.74661)",,
724261309,True,tertiary,False,10.288,九州路,"LINESTRING (114.2859751 35.7466189, 114.2860891 35.7466187)",,
696268551,True,tertiary,False,10.288,九州路,"LINESTRING (114.2860892 35.7466939, 114.2859752 35.7466941)",,
696268633,True,secondary,False,17.324,兴鹤大街,"LINESTRING (114.2860892 35.7466939, 114.2860894 35.7468497)",,
696268632,True,secondary,False,8.362,兴鹤大街,"LINESTRING (114.2859752 35.7466941, 114.2859751 35.7466189)",,
724261309,True,tertiary,False,297.148,九州路,"LINESTRING (114.2896981 35.74661, 114.2929907 35.7466021)",,
724261309,True,tertiary,False,7.247,九州路,"LINESTRING (114.2929907 35.7466021, 114.293071 35.746602)",,
724261309,True,tertiary,False,319.033,九州路,"LINESTRING (114.293071 35.746602, 114.2940545 35.7465996, 114.2948241 35.7465978, 114.2966061 35.7465922)",,
