osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,tunnel
11771580,True,3,杨高南路,primary,False,29.315,"LINESTRING (121.5339177 31.2243184, 121.533754 31.224095)",,
949849179,True,4,世纪大道,primary,False,18.714,"LINESTRING (121.5339177 31.2243184, 121.5339608 31.2242808, 121.5339858 31.2242203, 121.5340144 31.224175)",,
9363569,False,,锦延路,residential,False,317.942,"LINESTRING (121.5390389 31.2174141, 121.5389273 31.2174581, 121.5370956 31.2180639, 121.5360612 31.2183706, 121.5360547 31.2183725, 121.5360529 31.2183712, 121.5359102 31.2184175)",,
"[1066735041, 1066735042, 1082103902]",True,6,锦绣路,secondary,False,356.782,"LINESTRING (121.5416276 31.2197246, 121.5413474 31.2195476, 121.5407449 31.219076, 121.5406814 31.2190182, 121.5402667 31.218649, 121.5399147 31.218295, 121.5397658 31.2181452, 121.5394271 31.2178046, 121.5390389 31.2174141)",yes,
10045010,False,1,合欢路,tertiary,False,189.665,"LINESTRING (121.5431246 31.224142, 121.5437345 31.222518)",,
967998580,False,1,合欢路,tertiary,True,12.237,"LINESTRING (121.5431246 31.224142, 121.5430812 31.2242456)",,
967998580,False,1,合欢路,tertiary,False,12.237,"LINESTRING (121.5430812 31.2242456, 121.5431246 31.224142)",,
967998582,True,2,迎春路,tertiary,False,86.745,"LINESTRING (121.5430812 31.2242456, 121.5425207 31.2236301)",,
1192417689,True,,,primary_link,False,34.603,"LINESTRING (121.5349351 31.2242131, 121.5348427 31.2242109, 121.5347692 31.2242018, 121.5346745 31.2241863, 121.5345752 31.2241716)",,
1223691470,True,2,世纪大道,tertiary,False,30.336,"LINESTRING (121.5349351 31.2242131, 121.5348349 31.224277, 121.5347834 31.2243097, 121.5346798 31.2243767)",,
10045010,False,1,合欢路,tertiary,True,189.665,"LINESTRING (121.5437345 31.222518, 121.5431246 31.224142)",,
967998532,True,2,迎春路,tertiary,False,80.144,"LINESTRING (121.5426339 31.223556, 121.5431246 31.224142)",,
967998581,False,,锦带路,residential,True,13.556,"LINESTRING (121.5426339 31.223556, 121.5425207 31.2236301)",,
237271818,False,2,杨源路,tertiary,False,10.018,"LINESTRING (121.5341421 31.226169, 121.5340484 31.2261278)",,
14053018,True,2,世纪大道,residential,False,94.173,"LINESTRING (121.5384257 31.2232301, 121.5378672 31.2225307)",,
43927652,False,,政西路,residential,False,307.17900000000003,"LINESTRING (121.5384257 31.2232301, 121.5380523 31.2234724, 121.5379531 31.2235883, 121.5380406 31.2237814, 121.5382142 31.2239931, 121.5386818 31.2245897, 121.5393771 31.2254359)",,
14053018,True,2,世纪大道,residential,False,51.694,"LINESTRING (121.5378672 31.2225307, 121.5377246 31.2223418, 121.5375722 31.2221402)",,
949849196,True,2,世纪大道,unclassified,False,105.076,"LINESTRING (121.5378672 31.2225307, 121.537107 31.2229713, 121.5370425 31.2230087, 121.5369525 31.2230609)",,
967998583,True,2,世纪大道,tertiary,False,9.686,"LINESTRING (121.5369525 31.2230609, 121.5368695 31.2231114)",,
967998531,True,2,丁香路,tertiary,False,345.635,"LINESTRING (121.5369525 31.2230609, 121.5373799 31.2237282, 121.5377559 31.2243081, 121.5381024 31.2247898, 121.5388222 31.2257242)",,
949849195,True,2,丁香路,tertiary,False,51.169,"LINESTRING (121.5366904 31.222659, 121.5369525 31.2230609)",,
949849194,True,2,世纪大道,unclassified,False,101.77799999999999,"LINESTRING (121.5366904 31.222659, 121.5367733 31.2226109, 121.5375722 31.2221402)",,
14053018,True,2,世纪大道,residential,False,353.139,"LINESTRING (121.5375722 31.2221402, 121.537186 31.2215604, 121.5374599 31.2214093, 121.5378461 31.2211964, 121.53808 31.2210701, 121.5383185 31.2209358, 121.5386215 31.2207715, 121.5390228 31.2205474, 121.5394401 31.221078)",,
9368176,True,2,世纪大道,residential,False,256.957,"LINESTRING (121.5394401 31.221078, 121.5401761 31.2206589, 121.5404193 31.2205204, 121.5405338 31.2204552, 121.5412181 31.2199827, 121.5414953 31.2198087, 121.5416276 31.2197246)",,
14053018,True,2,世纪大道,residential,False,51.623999999999995,"LINESTRING (121.5394401 31.221078, 121.5395912 31.2212788, 121.5397339 31.2214684)",,
14053018,True,2,世纪大道,residential,False,209.411,"LINESTRING (121.5402641 31.2221937, 121.5396584 31.2225333, 121.5395137 31.2226062, 121.5393375 31.2227062, 121.5391547 31.2228158, 121.5384257 31.2232301)",,
43927624,False,,政东路,residential,False,302.51800000000003,"LINESTRING (121.5402641 31.2221937, 121.5405935 31.2220154, 121.5407308 31.2219641, 121.5408939 31.2220301, 121.5411274 31.2223276, 121.5415945 31.2229224, 121.5417007 31.2230577, 121.5422331 31.2237956)",,
949849177,True,,杨高中路,primary,False,32.194,"LINESTRING (121.5343837 31.2247641, 121.5343523 31.2247377, 121.5341424 31.224561)",,
10559213,True,,世纪大道辅路,unclassified,False,27.863,"LINESTRING (121.5341424 31.224561, 121.533879 31.2246708)",,
949849178,True,,杨高中路,primary,False,11.052,"LINESTRING (121.5341424 31.224561, 121.5340728 31.2244814)",,
43927096,True,4,世纪大道,primary,False,9.587,"LINESTRING (121.5341424 31.224561, 121.5340519 31.2245506, 121.5340424 31.2245503)",,
949849176,True,,杨高中路,primary,False,95.86,"LINESTRING (121.5352006 31.2252691, 121.534681 31.224956, 121.5343837 31.2247641)",,
"[949849193, 1202688151]",True,"['2', '3']",源深路,secondary,False,174.60999999999999,"LINESTRING (121.5352006 31.2252691, 121.5349946 31.2252094, 121.5348924 31.2251825, 121.5347941 31.2251667, 121.5347249 31.2251727, 121.5346592 31.2251844, 121.5345935 31.2252273, 121.5345567 31.2252685, 121.5345292 31.2253177, 121.5341421 31.226169)",,
967998530,False,,锦带路,residential,True,11.781,"LINESTRING (121.5388222 31.2257242, 121.5387209 31.2257852)",,
43927335,False,,锦带路,residential,False,61.872,"LINESTRING (121.5388222 31.2257242, 121.5388888 31.2257029, 121.5393771 31.2254359)",,
43930342,True,2,丁香路,tertiary,False,91.888,"LINESTRING (121.5388222 31.2257242, 121.5391718 31.2259621, 121.5396295 31.2261724)",,
43930378,False,,桃林路,residential,False,11.291,"LINESTRING (121.5396295 31.2261724, 121.5395795 31.2262645)",,
43927318,True,2,世纪大道,residential,False,281.449,"LINESTRING (121.5422454 31.2201329, 121.5421585 31.2201793, 121.5416317 31.2204604, 121.5408697 31.220815, 121.540647 31.2209431, 121.5405339 31.2210082, 121.5397339 31.2214684)",,
"[1103350193, 160163201, 1066735041]",True,"['3', '6']",锦绣路,secondary,False,74.247,"LINESTRING (121.5422454 31.2201329, 121.5421023 31.2200385, 121.5417535 31.2198084, 121.5416276 31.2197246)",,yes
14053018,True,2,世纪大道,residential,False,95.112,"LINESTRING (121.5397339 31.2214684, 121.5402641 31.2221937)",,
967998584,True,2,丁香路,tertiary,False,51.38,"LINESTRING (121.5368695 31.2231114, 121.5366128 31.2227048)",,
10627815,True,2,世纪大道,tertiary,False,221.002,"LINESTRING (121.5368695 31.2231114, 121.5363614 31.2233983, 121.5357852 31.2237236, 121.5349928 31.2241787, 121.5349351 31.2242131)",,
10627804,True,2,世纪大道,tertiary,False,8.966,"LINESTRING (121.5366128 31.2227048, 121.5366904 31.222659)",,
43930338,True,2,丁香路,tertiary,False,270.74799999999993,"LINESTRING (121.5366128 31.2227048, 121.5362795 31.2222248, 121.5361711 31.2220581, 121.5360466 31.2218462, 121.5358938 31.2215354, 121.5358563 31.2214014, 121.5358277 31.2212817, 121.5358077 31.2210917, 121.535807 31.22092, 121.5358184 31.2207426, 121.5358447 31.2205972, 121.5358847 31.2204364)",,
967998530,False,,锦带路,residential,False,11.781,"LINESTRING (121.5387209 31.2257852, 121.5388222 31.2257242)",,
967998578,True,2,丁香路,tertiary,False,345.795,"LINESTRING (121.5387209 31.2257852, 121.5384289 31.2254142, 121.5380924 31.2249782, 121.537676 31.2243841, 121.5372853 31.2237722, 121.5369053 31.2231682, 121.5368695 31.2231114)",,
967998581,False,,锦带路,residential,False,13.556,"LINESTRING (121.5425207 31.2236301, 121.5426339 31.223556)",,
1211217566,False,,锦带路,residential,True,32.963,"LINESTRING (121.5425207 31.2236301, 121.5422331 31.2237956)",,
"[14931561, 10045074, 10044980, 142022646, 621872118, 160163162]",True,2,"['丁香路', '迎春路']",tertiary,False,935.1139999999998,"LINESTRING (121.5425207 31.2236301, 121.5405906 31.2210887, 121.5403968 31.2208077, 121.5401977 31.2205303, 121.539803 31.2200335, 121.5395454 31.2197574, 121.5394423 31.2196591, 121.5393392 31.2195768, 121.5392295 31.2195064, 121.539116 31.2194456, 121.5389839 31.2193772, 121.5388331 31.2193152, 121.5386249 31.2192597, 121.5384092 31.219217, 121.538169 31.2191887, 121.5379288 31.219186, 121.5377354 31.2191972, 121.5375569 31.2192276, 121.5374196 31.2192562, 121.5372897 31.2192913, 121.5370834 31.2193748, 121.5369362 31.2194425, 121.5367932 31.2195136, 121.5366189 31.2196402, 121.5364599 31.2197894, 121.5364118 31.2198434, 121.536286 31.2199845, 121.5361498 31.2201557, 121.5360612 31.2203062, 121.535984 31.2204616)",,yes
1211217566,False,,锦带路,residential,False,32.963,"LINESTRING (121.5422331 31.2237956, 121.5425207 31.2236301)",,
43927624,False,,政东路,residential,True,302.51800000000003,"LINESTRING (121.5422331 31.2237956, 121.5417007 31.2230577, 121.5415945 31.2229224, 121.5411274 31.2223276, 121.5408939 31.2220301, 121.5407308 31.2219641, 121.5405935 31.2220154, 121.5402641 31.2221937)",,
"[1211217566, 43927335]",False,,锦带路,residential,True,327.166,"LINESTRING (121.5422331 31.2237956, 121.5415351 31.2241949, 121.5413967 31.2242682, 121.5412576 31.2243569, 121.5393771 31.2254359)",,
"[1211217566, 43927335]",False,,锦带路,residential,False,327.166,"LINESTRING (121.5393771 31.2254359, 121.5412576 31.2243569, 121.5413967 31.2242682, 121.5415351 31.2241949, 121.5422331 31.2237956)",,
43927335,False,,锦带路,residential,True,61.872,"LINESTRING (121.5393771 31.2254359, 121.5388888 31.2257029, 121.5388222 31.2257242)",,
43927652,False,,政西路,residential,True,307.179,"LINESTRING (121.5393771 31.2254359, 121.5386818 31.2245897, 121.5382142 31.2239931, 121.5380406 31.2237814, 121.5379531 31.2235883, 121.5380523 31.2234724, 121.5384257 31.2232301)",,
43930378,False,,桃林路,residential,True,11.291,"LINESTRING (121.5395795 31.2262645, 121.5396295 31.2261724)",,
43930375,True,2,丁香路,tertiary,False,97.763,"LINESTRING (121.5395795 31.2262645, 121.5391363 31.2260558, 121.5387209 31.2257852)",,
967219837,False,,锦康路,residential,True,9.85,"LINESTRING (121.535984 31.2204616, 121.5358847 31.2204364)",,
"[14053057, 621872118]",True,2,丁香路,tertiary,False,262.164,"LINESTRING (121.535984 31.2204616, 121.535927 31.2207261, 121.5359082 31.2209215, 121.5359153 31.2210946, 121.5359352 31.221277, 121.5359566 31.2213951, 121.535993 31.2215207, 121.5360549 31.2216639, 121.5361361 31.2218199, 121.5362532 31.2220093, 121.5363671 31.2221896, 121.536623 31.2225612, 121.5366904 31.222659)",,
967219837,False,,锦康路,residential,False,9.85,"LINESTRING (121.5358847 31.2204364, 121.535984 31.2204616)",,
"[43930338, 160163175, 10044942, 142022647, 621872119, 142022650]",True,2,"['丁香路', '迎春路']",tertiary,False,955.635,"LINESTRING (121.5358847 31.2204364, 121.5359659 31.2202691, 121.536062 31.2201209, 121.5362282 31.2199018, 121.5363008 31.2198248, 121.5364167 31.2197018, 121.5367453 31.2194481, 121.5369855 31.2193317, 121.5371936 31.2192458, 121.5374099 31.2191786, 121.5376598 31.2191285, 121.5379096 31.2191039, 121.5381728 31.2191061, 121.538421 31.2191306, 121.5386593 31.2191789, 121.5388902 31.21924, 121.5390427 31.2192996, 121.5391803 31.2193719, 121.5392909 31.2194286, 121.539409 31.2195077, 121.5395368 31.2196007, 121.5396348 31.2196809, 121.5402932 31.2204825, 121.5404977 31.2207487, 121.5407048 31.2210183, 121.5413707 31.2218955, 121.5419959 31.2227191, 121.5426339 31.223556)",,yes
"[75713661, 75713665, 47315337, 967219837]",False,,锦康路,residential,True,266.885,"LINESTRING (121.5358847 31.2204364, 121.5354558 31.2203209, 121.5349829 31.2201991, 121.5347947 31.2201395, 121.5346307 31.2200615, 121.5344867 31.2199651, 121.53435 31.219835, 121.5342415 31.219696, 121.5341612 31.2195666, 121.5340121 31.2192234, 121.5339073 31.2189899)",yes,
9363569,False,,锦延路,residential,False,200.816,"LINESTRING (121.5359102 31.2184175, 121.5339073 31.2189899)",,
9363569,False,,锦延路,residential,True,317.94199999999995,"LINESTRING (121.5359102 31.2184175, 121.5360529 31.2183712, 121.5360547 31.2183725, 121.5360612 31.2183706, 121.5370956 31.2180639, 121.5389273 31.2174581, 121.5390389 31.2174141)",,
12048353,False,,东绣路,residential,False,91.401,"LINESTRING (121.5359102 31.2184175, 121.5358058 31.2181513, 121.5356073 31.2176374)",,
9363569,False,,锦延路,residential,True,200.816,"LINESTRING (121.5339073 31.2189899, 121.5359102 31.2184175)",,
