osmid,oneway,name,highway,reversed,length,geometry,bridge,lanes
314451766,True,市府路,secondary,False,15.917,"LINESTRING (120.6931999 27.992714, 120.693362 27.9927158)",,
832081526,True,府西路,tertiary,False,14.568,"LINESTRING (120.6931999 27.992714, 120.6931345 27.9925964)",,
174786930,True,府东路,secondary,False,24.292,"LINESTRING (120.6974566 27.992757, 120.6973831 27.9929656)",,
834529597,False,绣山路,tertiary,True,8.8,"LINESTRING (120.6980363 27.9983751, 120.6979468 27.9983708)",,
314451772,True,市府路,secondary,False,16.344,"LINESTRING (120.6973831 27.9929656, 120.6972169 27.9929574)",,
174786930,True,府东路,secondary,False,146.232,"LINESTRING (120.6973831 27.9929656, 120.6973442 27.9931474, 120.6972861 27.9934187, 120.6972543 27.9938424, 120.6972478 27.9942717)",,
832081526,True,府西路,tertiary,False,27.726,"LINESTRING (120.6932439 27.9929603, 120.6931999 27.992714)",,
314451772,True,市府路,secondary,False,290.657,"LINESTRING (120.6932439 27.9929603, 120.6930506 27.9929605, 120.6917271 27.9929624, 120.6906433 27.9929639, 120.6902866 27.9930047)",,
983273222,True,,residential,False,295.202,"LINESTRING (120.6932439 27.9929603, 120.6931477 27.9930439, 120.69306 27.9930446, 120.6925446 27.9930491, 120.6917257 27.9930634, 120.690836 27.9930716, 120.6905088 27.9930846, 120.6902774 27.9931007)",,
"[832082288, 174786930, 832082287]",True,府东路,secondary,False,464.17600000000004,"LINESTRING (120.6972478 27.9942717, 120.6972465 27.9948905, 120.6973749 27.9956585, 120.6975483 27.9965029, 120.6977242 27.9971776, 120.6980363 27.9983751)",yes,
276856270,False,,tertiary,False,217.683,"LINESTRING (120.6972478 27.9942717, 120.6973327 27.9942378, 120.6977444 27.9942543, 120.698524 27.9944034, 120.6988987 27.9944772, 120.6994034 27.9946206)",,
919951177,False,,residential,False,43.77,"LINESTRING (120.6994034 27.9946206, 120.6995549 27.9942504)",,
276856270,False,,tertiary,True,217.683,"LINESTRING (120.6994034 27.9946206, 120.6988987 27.9944772, 120.698524 27.9944034, 120.6977444 27.9942543, 120.6973327 27.9942378, 120.6972478 27.9942717)",,
998257698,False,绣山路,tertiary,False,9.074,"LINESTRING (120.6924924 27.9983096, 120.6925848 27.9983115)",,
"[122962232, 832081525, 832081526]",True,府西路,tertiary,False,608.398,"LINESTRING (120.6924924 27.9983096, 120.6931245 27.9963284, 120.693368 27.9951901, 120.693431 27.9947091, 120.6934643 27.994185, 120.6934251 27.9935946, 120.6932874 27.9931125, 120.6932439 27.9929603)",yes,
893954279,False,,tertiary,True,101.404,"LINESTRING (120.6918002 28.000583, 120.6908426 28.0002413)",,
122962232,True,府西路,tertiary,False,261.774,"LINESTRING (120.6918002 28.000583, 120.6922714 27.9990041, 120.6924924 27.9983096)",,
864812424,True,惠民路,secondary,False,24.37,"LINESTRING (120.6902622 27.9927866, 120.6902866 27.9930047)",,3
314451766,True,市府路,secondary,False,288.61,"LINESTRING (120.6902622 27.9927866, 120.6908538 27.9927515, 120.6930231 27.9927169, 120.6931999 27.992714)",,
864812424,True,惠民路,secondary,False,10.713,"LINESTRING (120.6902866 27.9930047, 120.6902774 27.9931007)",,3
998257698,False,绣山路,tertiary,True,9.074,"LINESTRING (120.6925848 27.9983115, 120.6924924 27.9983096)",,
998257698,False,绣山路,tertiary,False,526.501,"LINESTRING (120.6925848 27.9983115, 120.694154 27.9983267, 120.6949531 27.9983344, 120.6956237 27.9983409, 120.6960045 27.9983446, 120.6965115 27.9983495, 120.6976528 27.9983605, 120.6977938 27.9983662, 120.6978368 27.9983679, 120.6979468 27.9983708)",,
314451772,True,市府路,secondary,False,14.891,"LINESTRING (120.693395 27.9929488, 120.6932439 27.9929603)",,
"[1019307800, 891094337, 1019307799]",True,府西路,tertiary,False,608.5690000000001,"LINESTRING (120.693395 27.9929488, 120.6934307 27.9931124, 120.6935366 27.9935969, 120.6935375 27.9938614, 120.6935388 27.9942265, 120.6935114 27.994713, 120.6934768 27.9949688, 120.6933641 27.9955922, 120.6932983 27.9959385, 120.6931939 27.9963557, 120.6931776 27.9964074, 120.693014 27.9969663, 120.6926948 27.9979089, 120.6925848 27.9983115)",yes,
1019307800,True,府西路,tertiary,False,26.11,"LINESTRING (120.693362 27.9927158, 120.693395 27.9929488)",,
314451766,True,市府路,secondary,False,382.538,"LINESTRING (120.693362 27.9927158, 120.6936119 27.992718, 120.6962637 27.9927418, 120.6970608 27.992745, 120.6971472 27.9927454, 120.6972579 27.9927458)",,
893954278,False,,residential,True,24.356,"LINESTRING (120.6905812 28.0007982, 120.6906724 28.0005945)",,
893954278,False,,residential,False,24.356,"LINESTRING (120.6906724 28.0005945, 120.6905812 28.0007982)",,
893954278,False,,residential,True,42.681,"LINESTRING (120.6906724 28.0005945, 120.6908426 28.0002413)",,
893954278,False,,residential,False,42.681,"LINESTRING (120.6908426 28.0002413, 120.6906724 28.0005945)",,
893954279,False,,tertiary,False,101.404,"LINESTRING (120.6908426 28.0002413, 120.6918002 28.000583)",,
919951177,False,,residential,True,84.9,"LINESTRING (120.699863 27.993537, 120.6997024 27.9939072, 120.6995774 27.9941954, 120.6995549 27.9942504)",,
943637309,True,府东路,secondary,False,23.871,"LINESTRING (120.6972169 27.9929574, 120.6972579 27.9927458)",,
314451772,True,市府路,secondary,False,375.262,"LINESTRING (120.6972169 27.9929574, 120.6970883 27.9929543, 120.6970146 27.9929538, 120.6936317 27.9929491, 120.693395 27.9929488)",,
314451766,True,市府路,secondary,False,19.549,"LINESTRING (120.6972579 27.9927458, 120.6974566 27.992757)",,
834529597,False,绣山路,tertiary,False,8.8,"LINESTRING (120.6979468 27.9983708, 120.6980363 27.9983751)",,
"[943637309, 943637310, 943637311]",True,府东路,secondary,False,610.6629999999999,"LINESTRING (120.6979468 27.9983708, 120.6974708 27.9965177, 120.6972944 27.995669, 120.6971463 27.9948957, 120.6971155 27.9942404, 120.6971059 27.9938206, 120.6971918 27.9931467, 120.6972169 27.9929574)",yes,
998257698,False,绣山路,tertiary,True,526.501,"LINESTRING (120.6979468 27.9983708, 120.6978368 27.9983679, 120.6977938 27.9983662, 120.6976528 27.9983605, 120.6965115 27.9983495, 120.6960045 27.9983446, 120.6956237 27.9983409, 120.6949531 27.9983344, 120.694154 27.9983267, 120.6925848 27.9983115)",,
919951177,False,,residential,True,43.77,"LINESTRING (120.6995549 27.9942504, 120.6994034 27.9946206)",,
919951177,False,,residential,False,84.9,"LINESTRING (120.6995549 27.9942504, 120.6995774 27.9941954, 120.6997024 27.9939072, 120.699863 27.993537)",,
864812424,True,惠民路,secondary,False,14.292,"LINESTRING (120.6902688 27.9926582, 120.6902622 27.9927866)",,3
983273219,True,,residential,False,281.669,"LINESTRING (120.6902688 27.9926582, 120.6905222 27.9926381, 120.6909755 27.9926026, 120.6914449 27.992592, 120.6915361 27.9925916, 120.6916742 27.9925911, 120.6923649 27.9925884, 120.6930094 27.9925951, 120.6931345 27.9925964)",,
