osmid,highway,oneway,reversed,length,lanes,name,bridge,geometry
506007053,secondary,False,True,10.682,,,,"LINESTRING (115.7701139 33.8496237, 115.770084 33.8495309)"
"[727274353, 358398779, 727274358]",secondary,True,False,210.17000000000002,3,芍花路,yes,"LINESTRING (115.7701139 33.8496237, 115.7699732 33.8496229, 115.7697464 33.8496215, 115.7695332 33.8496236, 115.7678382 33.8496405)"
506007053,secondary,False,False,265.245,,,,"LINESTRING (115.7701139 33.8496237, 115.771049 33.851397, 115.7712607 33.8518107)"
506007052,tertiary,False,True,9.634,,,,"LINESTRING (115.7778544 33.8495064, 115.7778713 33.8494209)"
358398779,secondary,True,False,273.201,3,芍花路,,"LINESTRING (115.7778544 33.8495064, 115.7775191 33.8495109, 115.7748965 33.849551)"
506007049,tertiary,False,False,10.713,,,,"LINESTRING (115.77127 33.8496125, 115.7712783 33.8495164)"
358398779,secondary,True,False,106.77199999999999,3,芍花路,,"LINESTRING (115.77127 33.8496125, 115.7709205 33.8496182, 115.7701139 33.8496237)"
506007049,tertiary,False,False,17.086,,,,"LINESTRING (115.772928 33.8457403, 115.773113 33.8457422)"
506007049,tertiary,False,True,217.47,,,,"LINESTRING (115.772928 33.8457403, 115.772842 33.8457394, 115.7721723 33.845923, 115.7717607 33.8462088, 115.7713982 33.8466017, 115.771273 33.8469443)"
506007049,tertiary,False,True,17.086,,,,"LINESTRING (115.773113 33.8457422, 115.772928 33.8457403)"
506007049,tertiary,False,False,221.054,,,,"LINESTRING (115.773113 33.8457422, 115.7733274 33.8457445, 115.7739172 33.8459537, 115.7744639 33.8463262, 115.7747404 33.8467497, 115.7747848 33.8469546)"
506007052,tertiary,False,False,9.634,,,,"LINESTRING (115.7778713 33.8494209, 115.7778544 33.8495064)"
506007052,tertiary,False,True,279.79200000000003,,,,"LINESTRING (115.7778713 33.8494209, 115.7779697 33.8487384, 115.7783336 33.8469347)"
358398779,secondary,True,False,159.502,3,芍花路,,"LINESTRING (115.7748965 33.849551, 115.7731697 33.8495815)"
506007049,tertiary,False,True,5.078,,,,"LINESTRING (115.7748965 33.849551, 115.7748994 33.8495054)"
506007049,tertiary,False,False,5.078,,,,"LINESTRING (115.7748994 33.8495054, 115.7748965 33.849551)"
506007049,tertiary,False,True,284.149,,,,"LINESTRING (115.7748994 33.8495054, 115.7749008 33.8493689, 115.7748387 33.8472038, 115.7747848 33.8469546)"
727274391,secondary,True,False,274.645,3,芍花路,,"LINESTRING (115.7748994 33.8495054, 115.7775175 33.849418, 115.7778713 33.8494209)"
727270944,secondary,True,False,10.548,3,,,"LINESTRING (115.773191 33.8494883, 115.7731697 33.8495815)"
727274391,secondary,True,False,157.837,3,芍花路,,"LINESTRING (115.773191 33.8494883, 115.774821 33.8494965, 115.7748994 33.8495054)"
358398779,secondary,True,False,18.593,3,芍花路,,"LINESTRING (115.7731697 33.8495815, 115.7729684 33.8495848)"
727274391,secondary,True,False,21.3,3,芍花路,,"LINESTRING (115.7729604 33.8494921, 115.773191 33.8494883)"
358398779,secondary,True,False,156.874,3,芍花路,,"LINESTRING (115.7729684 33.8495848, 115.77127 33.8496125)"
506007041,secondary,True,False,10.334,3,,,"LINESTRING (115.7729684 33.8495848, 115.7729604 33.8494921)"
506007049,tertiary,False,True,10.713,,,,"LINESTRING (115.7712783 33.8495164, 115.77127 33.8496125)"
727274391,secondary,True,False,155.362,3,芍花路,,"LINESTRING (115.7712783 33.8495164, 115.7729604 33.8494921)"
506007049,tertiary,False,False,286.59499999999997,,,,"LINESTRING (115.7712783 33.8495164, 115.7712323 33.8470558, 115.771273 33.8469443)"
506007053,secondary,False,False,10.682,,,,"LINESTRING (115.770084 33.8495309, 115.7701139 33.8496237)"
727274391,secondary,True,False,110.303,3,芍花路,,"LINESTRING (115.770084 33.8495309, 115.7712783 33.8495164)"
506007053,secondary,False,True,297.476,,,,"LINESTRING (115.770084 33.8495309, 115.7699742 33.8492019, 115.7697714 33.8483822, 115.7693327 33.8471845, 115.7691956 33.8469674)"
609689639,tertiary,False,False,327.742,,,,"LINESTRING (115.7783336 33.8469347, 115.7747848 33.8469546)"
506007052,tertiary,False,False,279.79200000000003,,,,"LINESTRING (115.7783336 33.8469347, 115.7779697 33.8487384, 115.7778713 33.8494209)"
609689639,tertiary,False,True,327.742,,,,"LINESTRING (115.7747848 33.8469546, 115.7783336 33.8469347)"
506007049,tertiary,False,False,284.149,,,,"LINESTRING (115.7747848 33.8469546, 115.7748387 33.8472038, 115.7749008 33.8493689, 115.7748994 33.8495054)"
506007049,tertiary,False,True,221.054,,,,"LINESTRING (115.7747848 33.8469546, 115.7747404 33.8467497, 115.7744639 33.8463262, 115.7739172 33.8459537, 115.7733274 33.8457445, 115.773113 33.8457422)"
609689645,tertiary,False,False,166.239,,,,"LINESTRING (115.7712607 33.8518107, 115.7730603 33.8517727)"
506007053,secondary,False,True,265.245,,,,"LINESTRING (115.7712607 33.8518107, 115.771049 33.851397, 115.7701139 33.8496237)"
609689645,tertiary,False,True,166.239,,,,"LINESTRING (115.7730603 33.8517727, 115.7712607 33.8518107)"
506007041,secondary,True,False,243.433,3,,,"LINESTRING (115.7730603 33.8517727, 115.7729724 33.8496437, 115.7729684 33.8495848)"
506007049,tertiary,False,False,217.47,,,,"LINESTRING (115.771273 33.8469443, 115.7713982 33.8466017, 115.7717607 33.8462088, 115.7721723 33.845923, 115.772842 33.8457394, 115.772928 33.8457403)"
506007049,tertiary,False,True,286.59499999999997,,,,"LINESTRING (115.771273 33.8469443, 115.7712323 33.8470558, 115.7712783 33.8495164)"
609689647,residential,False,False,192.574,,,,"LINESTRING (115.771273 33.8469443, 115.7693245 33.8469297, 115.7691956 33.8469674)"
506007053,secondary,False,False,297.476,,,,"LINESTRING (115.7691956 33.8469674, 115.7693327 33.8471845, 115.7697714 33.8483822, 115.7699742 33.8492019, 115.770084 33.8495309)"
609689647,residential,False,True,192.574,,,,"LINESTRING (115.7691956 33.8469674, 115.7693245 33.8469297, 115.771273 33.8469443)"
727274389,residential,False,True,394.575,,,,"LINESTRING (115.7678382 33.8496405, 115.7680409 33.853185)"
727274389,residential,False,False,394.575,,,,"LINESTRING (115.7680409 33.853185, 115.7678382 33.8496405)"
