osmid,name,highway,oneway,reversed,length,lanes,geometry,tunnel
275459696,府后路,tertiary,False,False,7.278,,"LINESTRING (116.3504002 27.9534826, 116.3504743 27.9534828)",
284164109,玉茗大道,tertiary,True,False,195.782,2,"LINESTRING (116.3504002 27.9534826, 116.3503939 27.9517219)",
375485763,赣东大道,primary,True,False,197.167,2,"LINESTRING (116.3555554 27.9534979, 116.3555823 27.9517249)",
275459696,府后路,tertiary,False,True,166.084,,"LINESTRING (116.3555554 27.9534979, 116.3554582 27.9534976, 116.3538645 27.9534929)",
275459696,府后路,tertiary,False,True,79.835,,"LINESTRING (116.3538645 27.9534929, 116.3530517 27.9534905)",
275459696,府后路,tertiary,False,False,166.084,,"LINESTRING (116.3538645 27.9534929, 116.3554582 27.9534976, 116.3555554 27.9534979)",
275459696,府后路,tertiary,False,False,80.444,,"LINESTRING (116.3522327 27.953488, 116.3530517 27.9534905)",
275459696,府后路,tertiary,False,True,172.714,,"LINESTRING (116.3522327 27.953488, 116.3505948 27.9534832, 116.3504743 27.9534828)",
284164109,玉茗大道,tertiary,True,False,9.074,2,"LINESTRING (116.3503771 27.9506749, 116.3503774 27.9505933)",
275420956,钟岭大道,secondary,True,False,9.115,,"LINESTRING (116.3504699 27.950675, 116.3503771 27.9506749)",
373427071,玉茗大道,tertiary,True,False,116.466,2,"LINESTRING (116.3504699 27.950675, 116.3504715 27.9517224)",
275420956,钟岭大道,secondary,True,False,10.852,,"LINESTRING (116.3557038 27.9506734, 116.3555946 27.9506882)",
425077055,赣东大道,primary,True,False,117.063,2,"LINESTRING (116.3557038 27.9506734, 116.3556769 27.9517259)",
375795146,赣东大道,primary,True,False,10.042,2,"LINESTRING (116.3555946 27.9506882, 116.3555931 27.9505979)",
275420956,钟岭大道,secondary,True,False,503.37199999999996,,"LINESTRING (116.3555946 27.9506882, 116.3554806 27.9506879, 116.3505948 27.9506753, 116.3504699 27.950675)",
275459696,府后路,tertiary,False,True,7.278,,"LINESTRING (116.3504743 27.9534828, 116.3504002 27.9534826)",
275459696,府后路,tertiary,False,False,172.714,,"LINESTRING (116.3504743 27.9534828, 116.3505948 27.9534832, 116.3522327 27.953488)",
375485763,赣东大道,primary,True,False,115.282,2,"LINESTRING (116.3555823 27.9517249, 116.3555946 27.9506882)",
959665417,,residential,False,False,9.293,,"LINESTRING (116.3555823 27.9517249, 116.3556769 27.9517259)",
959665417,,residential,False,True,69.25800000000001,,"LINESTRING (116.3555823 27.9517249, 116.3554723 27.9517246, 116.3548772 27.951723)",
373880185,,residential,False,False,80.859,,"LINESTRING (116.3548772 27.951723, 116.3548773 27.9522793, 116.3547937 27.9524334)",
