osmid,oneway,name,highway,reversed,length,geometry,lanes
307554960,True,迎春路,tertiary,False,31.505,"LINESTRING (119.60168 32.0073491, 119.6013459 32.0073458)",
1270960231,False,凤凰路,tertiary,False,12.948,"LINESTRING (119.60168 32.0073491, 119.601705 32.0072346)",
1271225740,False,,unclassified,False,9.865,"LINESTRING (119.6032321 32.0072277, 119.6032341 32.0073164)",
307554954,False,,unclassified,False,12.204,"LINESTRING (119.6013528 32.0072362, 119.6013459 32.0073458)",
307554959,True,迎春路,tertiary,False,33.21,"LINESTRING (119.6013528 32.0072362, 119.601705 32.0072346)",
1271225740,False,,unclassified,True,9.865,"LINESTRING (119.6032341 32.0073164, 119.6032321 32.0072277)",
1271225742,True,迎春路,tertiary,False,146.583,"LINESTRING (119.6032341 32.0073164, 119.60168 32.0073491)",
307554955,False,,unclassified,False,362.125,"LINESTRING (119.6032341 32.0073164, 119.6032411 32.0091566, 119.6036684 32.0101869, 119.6036665 32.0105112)",
307554954,False,,unclassified,True,12.204,"LINESTRING (119.6013459 32.0073458, 119.6013528 32.0072362)",
307554954,False,,unclassified,False,530.933,"LINESTRING (119.6013459 32.0073458, 119.6012345 32.0091287, 119.6012163 32.0091858, 119.6011726 32.0092383, 119.6011125 32.00928, 119.6010269 32.0092939, 119.5994468 32.0092877, 119.599374 32.0093078, 119.5993121 32.0093572, 119.5992666 32.0094359, 119.5992502 32.0095254, 119.5992595 32.0097938, 119.5992443 32.0105963)",
1271225739,False,,unclassified,False,7.973,"LINESTRING (119.6036665 32.0105112, 119.6036661 32.0105829)",
307554955,False,,unclassified,True,362.125,"LINESTRING (119.6036665 32.0105112, 119.6036684 32.0101869, 119.6032411 32.0091566, 119.6032341 32.0073164)",
1271225739,False,,unclassified,True,7.973,"LINESTRING (119.6036661 32.0105829, 119.6036665 32.0105112)",
307553143,True,兰陵路,tertiary,False,417.093,"LINESTRING (119.6036661 32.0105829, 119.6035482 32.0105937, 119.6032476 32.0105968, 119.6027137 32.0106023, 119.599244 32.0106643)",
1270960238,False,,unclassified,False,329.96500000000003,"LINESTRING (119.6036661 32.0105829, 119.6036563 32.012221, 119.6036483 32.0135503)",
307554954,False,,unclassified,False,7.561,"LINESTRING (119.5992443 32.0105963, 119.599244 32.0106643)",
307553141,True,兰陵路,tertiary,False,417.10400000000004,"LINESTRING (119.5992443 32.0105963, 119.6027218 32.0105409, 119.6035462 32.0105213, 119.6036665 32.0105112)",
307554954,False,,unclassified,True,530.933,"LINESTRING (119.5992443 32.0105963, 119.5992595 32.0097938, 119.5992502 32.0095254, 119.5992666 32.0094359, 119.5993121 32.0093572, 119.599374 32.0093078, 119.5994468 32.0092877, 119.6010269 32.0092939, 119.6011125 32.00928, 119.6011726 32.0092383, 119.6012163 32.0091858, 119.6012345 32.0091287, 119.6013459 32.0073458)",
307554954,False,,unclassified,True,7.561,"LINESTRING (119.599244 32.0106643, 119.5992443 32.0105963)",
307554954,False,,unclassified,False,318.642,"LINESTRING (119.599244 32.0106643, 119.5992393 32.0115028, 119.5992351 32.0135299)",
193585331,True,丹桂路,primary,False,118.38,"LINESTRING (119.5992351 32.0135299, 119.6002168 32.0135449, 119.6003062 32.013545, 119.6004905 32.0135453)",2
307554954,False,,unclassified,True,318.642,"LINESTRING (119.5992351 32.0135299, 119.5992393 32.0115028, 119.599244 32.0106643)",
1270960238,False,,unclassified,True,329.96500000000003,"LINESTRING (119.6036483 32.0135503, 119.6036563 32.012221, 119.6036661 32.0105829)",
193585331,True,丹桂路,primary,False,8.231,"LINESTRING (119.6004905 32.0135453, 119.6005778 32.0135454)",2
307574314,True,凤凰路,tertiary,False,14.467,"LINESTRING (119.6005778 32.0135454, 119.600577 32.0136755)",
193585331,True,丹桂路,primary,False,289.502,"LINESTRING (119.6005778 32.0135454, 119.6022119 32.013548, 119.6036483 32.0135503)",2
307574313,True,凤凰路,tertiary,False,14.422,"LINESTRING (119.6004897 32.013675, 119.6004905 32.0135453)",
832119998,True,丹桂路,primary,False,390.196,"LINESTRING (119.6004897 32.013675, 119.5963513 32.0136518)",2
832119998,True,丹桂路,primary,False,8.231,"LINESTRING (119.600577 32.0136755, 119.6004897 32.013675)",2
1270960231,False,凤凰路,tertiary,True,12.948,"LINESTRING (119.601705 32.0072346, 119.60168 32.0073491)",
1270960237,True,迎春路,tertiary,False,143.994,"LINESTRING (119.601705 32.0072346, 119.6032321 32.0072277)",
193585331,True,丹桂路,primary,False,274.489,"LINESTRING (119.5963243 32.0134854, 119.5992351 32.0135299)",2
309392255,False,玉泉路,tertiary,False,18.677,"LINESTRING (119.5963243 32.0134854, 119.5963513 32.0136518)",
309392255,False,玉泉路,tertiary,True,18.677,"LINESTRING (119.5963513 32.0136518, 119.5963243 32.0134854)",
