osmid,oneway,name,highway,reversed,length,geometry,tunnel
304253198,True,长丰路,secondary,False,35.886,"LINESTRING (117.2576686 31.8813681, 117.2577374 31.8810507)",
526597700,True,亳州路,secondary,False,38.735,"LINESTRING (117.2576686 31.8813681, 117.2579561 31.8811196)",
526597741,True,亳州路,secondary,False,319.82399999999996,"LINESTRING (117.2579464 31.8812714, 117.2562153 31.8826849, 117.2555048 31.883265)",
304258625,True,,primary,False,220.243,"LINESTRING (117.2605273 31.8811576, 117.2581972 31.8810666)",
334113677,False,界首路,tertiary,True,225.353,"LINESTRING (117.2605273 31.8811576, 117.26099 31.8831458)",
304258625,True,,primary,False,149.538,"LINESTRING (117.2621087 31.8811346, 117.2616627 31.8811723, 117.2605273 31.8811576)",
"[304255922, 513948115, 304255923]",True,北一环路,trunk,False,699.9780000000001,"LINESTRING (117.2621087 31.8811346, 117.2586794 31.8810087, 117.2573784 31.8809638, 117.2547014 31.8808804)",yes
304258627,True,,primary,False,294.896,"LINESTRING (117.2546726 31.8807494, 117.2552426 31.8807005, 117.2577903 31.8807982)",
"[304254120, 304254121, 513948059]",True,北一环路,trunk,False,703.53,"LINESTRING (117.2546726 31.8807494, 117.2573757 31.8808611, 117.2586807 31.880915, 117.2621158 31.8810379)",yes
266508166,False,沿河路,tertiary,True,8.473,"LINESTRING (117.2637269 31.8761324, 117.2638037 31.8761718)",
266508166,False,沿河路,tertiary,False,8.473,"LINESTRING (117.2638037 31.8761718, 117.2637269 31.8761324)",
24783229,True,亳州路,secondary,False,594.42,"LINESTRING (117.2638037 31.8761718, 117.2613922 31.8782872, 117.2601031 31.879418, 117.2598943 31.8796011, 117.2594218 31.8800099)",
304258627,True,,primary,False,17.571,"LINESTRING (117.2577903 31.8807982, 117.2579762 31.8808053)",
526581115,True,长丰路,secondary,False,301.174,"LINESTRING (117.2577903 31.8807982, 117.2576801 31.8803682, 117.2572531 31.8796016, 117.2570124 31.8791693, 117.2567603 31.8782517)",
526581142,True,,primary,False,31.096,"LINESTRING (117.2579762 31.8808053, 117.2583052 31.8808179)",
526581143,True,长丰路,secondary,False,28.185,"LINESTRING (117.2579762 31.8808053, 117.25796 31.8810584)",
526597701,True,,primary,False,17.75,"LINESTRING (117.2583052 31.8808179, 117.258493 31.8808251)",
526597702,True,亳州路,secondary,False,7.906,"LINESTRING (117.2583052 31.8808179, 117.2583639 31.8807672)",
24783229,True,亳州路,secondary,False,38.745,"LINESTRING (117.258493 31.8808251, 117.2581972 31.8810666)",
526597701,True,,primary,False,26.336,"LINESTRING (117.258493 31.8808251, 117.2587716 31.8808365)",
526581115,True,长丰路,secondary,False,28.565,"LINESTRING (117.2577374 31.8810507, 117.2577788 31.8808938, 117.2577903 31.8807982)",
526581117,True,,primary,False,287.694,"LINESTRING (117.2577374 31.8810507, 117.2553535 31.8809683, 117.2552568 31.880965, 117.2547014 31.8808804)",
526581143,True,长丰路,secondary,False,6.815,"LINESTRING (117.25796 31.8810584, 117.2579561 31.8811196)",
526597742,True,,primary,False,21.036,"LINESTRING (117.25796 31.8810584, 117.2577374 31.8810507)",
526597700,True,亳州路,secondary,False,37.832,"LINESTRING (117.2580244 31.8810606, 117.2583052 31.8808179)",
526597742,True,,primary,False,6.086,"LINESTRING (117.2580244 31.8810606, 117.25796 31.8810584)",
526597741,True,亳州路,secondary,False,32.854,"LINESTRING (117.2581972 31.8810666, 117.2579464 31.8812714)",
526597742,True,,primary,False,16.33,"LINESTRING (117.2581972 31.8810666, 117.2580244 31.8810606)",
526581143,True,长丰路,secondary,False,16.904,"LINESTRING (117.2579561 31.8811196, 117.2579464 31.8812714)",
526597700,True,亳州路,secondary,False,9.199,"LINESTRING (117.2579561 31.8811196, 117.2580244 31.8810606)",
334114106,False,,residential,False,7.187,"LINESTRING (117.2567603 31.8782517, 117.2568341 31.8782359)",
334114106,False,,residential,True,7.187,"LINESTRING (117.2568341 31.8782359, 117.2567603 31.8782517)",
345949811,True,长丰路,secondary,False,297.23199999999997,"LINESTRING (117.2568341 31.8782359, 117.2570839 31.8791313, 117.2575897 31.8800365, 117.2577425 31.8803224, 117.2579824 31.880709)",
526597741,True,亳州路,secondary,False,106.55199999999999,"LINESTRING (117.2555048 31.883265, 117.2550612 31.8836272, 117.254648 31.8838855)",
334113677,False,界首路,tertiary,False,225.353,"LINESTRING (117.26099 31.8831458, 117.2605273 31.8811576)",
511196520,False,,residential,False,69.46,"LINESTRING (117.26099 31.8831458, 117.2617083 31.8830109)",
511196520,False,,residential,True,69.46,"LINESTRING (117.2617083 31.8830109, 117.26099 31.8831458)",
526597702,True,亳州路,secondary,False,722.522,"LINESTRING (117.2583639 31.8807672, 117.259042 31.8801812, 117.2607832 31.8786764, 117.2613578 31.8781799, 117.2620465 31.8775847, 117.2631789 31.876606, 117.2637269 31.8761324)",
345949811,True,长丰路,secondary,False,10.724,"LINESTRING (117.2579824 31.880709, 117.2579762 31.8808053)",
526581141,True,,secondary,False,36.598,"LINESTRING (117.2579824 31.880709, 117.2583639 31.8807672)",
24783229,True,亳州路,secondary,False,126.134,"LINESTRING (117.2594218 31.8800099, 117.2585782 31.8807555, 117.258493 31.8808251)",
570877334,True,,secondary,False,121.437,"LINESTRING (117.2594218 31.8800099, 117.2592333 31.8802665, 117.2586807 31.8807608, 117.2587716 31.8808365)",
526597701,True,,primary,False,317.13,"LINESTRING (117.2587716 31.8808365, 117.2611092 31.8809323, 117.2615919 31.8809439, 117.2621158 31.8810379)",
