osmid,bridge,oneway,lanes,name,highway,reversed,length,geometry,tunnel,junction
"[831100488, 268726172, 890087815]",yes,True,2,珠河大桥,"['secondary', 'secondary_link']",False,373.8379999999999,"LINESTRING (114.6976367 23.7426242, 114.6987878 23.7442162, 114.6991204 23.744668, 114.6992993 23.7449613, 114.6994781 23.7452054, 114.6995348 23.7452658, 114.6995804 23.7452953, 114.6997294 23.7453516)",,
216495413,,False,,,secondary,False,60.165,"LINESTRING (114.697708 23.742382, 114.6972179 23.7426845)",yes,
216495409,,True,,,secondary,False,81.697,"LINESTRING (114.6972179 23.7426845, 114.6965721 23.7431208)",,
216495413,,False,,,secondary,True,60.165,"LINESTRING (114.6972179 23.7426845, 114.697708 23.742382)",yes,
216495417,,True,3,,secondary,False,253.37600000000003,"LINESTRING (114.6948288 23.7437738, 114.6955785 23.7434858, 114.6960264 23.743282, 114.6962544 23.7431814, 114.6964878 23.7430537, 114.6968223 23.7428325, 114.6970122 23.7427005)",,
890182019,,False,,新风路,tertiary,True,13.459,"LINESTRING (114.693878 23.7497935, 114.6938813 23.7499145)",,
890182022,,True,,兴源路,tertiary,False,307.261,"LINESTRING (114.693878 23.7497935, 114.6968969 23.7497834)",,
443223936,,False,,,residential,False,517.197,"LINESTRING (114.693878 23.7497935, 114.6938515 23.7481044, 114.693983 23.747797, 114.6968583 23.7477872)",,
268726138,,True,,沿江中路,tertiary,False,57.415,"LINESTRING (114.6986498 23.7450674, 114.6981158 23.7452338)",,
890087810,,True,,,tertiary,False,48.998,"LINESTRING (114.6986498 23.7450674, 114.6985454 23.7451793, 114.6985415 23.7453127, 114.6986651 23.7454259)",,
211129878,,False,,,tertiary,False,109.82900000000001,"LINESTRING (114.6938938 23.7438622, 114.6938005 23.7434463, 114.6936826 23.7428936)",,
"[444399876, 444399855]",,True,,,secondary,False,97.105,"LINESTRING (114.6938938 23.7438622, 114.6939778 23.7438554, 114.6941079 23.7438747, 114.6943263 23.7438916, 114.6945058 23.7438512, 114.6948288 23.7437738)",,
444399855,,True,,,secondary,False,11.123000000000001,"LINESTRING (114.6938343 23.743943, 114.6938572 23.7438918, 114.6938938 23.7438622)",,
443223928,,True,3,中山大道,secondary,False,85.643,"LINESTRING (114.7003257 23.7471925, 114.6999812 23.7464898)",,
893185387,,False,,,residential,True,139.47,"LINESTRING (114.7003257 23.7471925, 114.6989554 23.747194)",,
890087819,,True,,,secondary,False,74.901,"LINESTRING (114.6999801 23.7457507, 114.6999617 23.7458043, 114.6999339 23.7458543, 114.6998975 23.7458995, 114.6998534 23.7459385, 114.699803 23.7459704, 114.6997475 23.7459943, 114.6996885 23.7460095, 114.6996275 23.7460156, 114.6995663 23.7460124, 114.6995065 23.746, 114.6994497 23.7459788, 114.6993975 23.7459493)",,roundabout
