osmid,oneway,name,highway,reversed,length,lanes,ref,geometry
793575557,True,诗经大道,primary,False,11.158,,,"LINESTRING (113.9370489 29.9705778, 113.9371605 29.9705509)"
636230641,False,,residential,True,260.152,,,"LINESTRING (113.9289153 29.9705189, 113.9315384 29.969962)"
"[455177537, 387642741]",True,发展大道,"['primary', 'trunk']",False,221.56799999999998,2,G351,"LINESTRING (113.9289153 29.9705189, 113.9293516 29.972086, 113.929604 29.9723975)"
387642713,True,,primary,False,9.622,,,"LINESTRING (113.929464 29.9728995, 113.9293746 29.9728609)"
387642713,True,,primary,False,28.888,,,"LINESTRING (113.9293746 29.9728609, 113.9293048 29.9727989, 113.9292627 29.9727204, 113.9292527 29.9726342)"
387642713,True,,primary,False,18.641,,,"LINESTRING (113.929604 29.9723975, 113.9296951 29.9724257, 113.9297711 29.9724776)"
387642713,True,,primary,False,27.971,,,"LINESTRING (113.9297711 29.9724776, 113.9298239 29.9725479, 113.929848 29.9726291, 113.9298408 29.9727127)"
"[387642737, 162054563]",True,人民大道,primary,False,233.356,,,"LINESTRING (113.9297711 29.9724776, 113.9300343 29.9724927, 113.9320907 29.9719235)"
387642713,True,,primary,False,19.255,,,"LINESTRING (113.9292527 29.9726342, 113.9292762 29.9725501, 113.9293304 29.9724773)"
387642713,True,,primary,False,28.888,,,"LINESTRING (113.9293304 29.9724773, 113.9294093 29.9724241, 113.929504 29.9723965, 113.929604 29.9723975)"
387642713,True,,primary,False,18.645,,,"LINESTRING (113.9298408 29.9727127, 113.9298032 29.9727899, 113.929739 29.9728527)"
387642713,True,,primary,False,27.974,,,"LINESTRING (113.929739 29.9728527, 113.929655 29.9728943, 113.92956 29.9729105, 113.929464 29.9728995)"
"[455177598, 387642734]",True,发展大道,primary,False,330.247,2,S102,"LINESTRING (113.929739 29.9728527, 113.9297082 29.9731711, 113.9304504 29.9757424)"
162054554,True,发展大道,primary,False,10.028,2,S102,"LINESTRING (113.9304201 29.9758477, 113.9303949 29.9757602)"
162054563,True,人民大道,primary,False,254.941,,,"LINESTRING (113.9320907 29.9719235, 113.9346206 29.97125)"
455177538,False,樱花路,tertiary,False,224.504,,,"LINESTRING (113.9320907 29.9719235, 113.9315384 29.969962)"
455177538,False,樱花路,tertiary,True,8.302,,,"LINESTRING (113.9320907 29.9719235, 113.9321159 29.9719949)"
455177598,True,发展大道,primary,False,0.379,2,S102,"LINESTRING (113.9304762 29.975832, 113.9304772 29.9758353)"
455177630,True,麒麟路,secondary,False,5.679,2,,"LINESTRING (113.9304762 29.975832, 113.9304201 29.9758477)"
455177621,True,麒麟路,secondary,False,5.7,2,,"LINESTRING (113.9303949 29.9757602, 113.9304504 29.9757424)"
"[162054554, 387642732]",True,发展大道,primary,False,331.69800000000004,2,S102,"LINESTRING (113.9303949 29.9757602, 113.9296511 29.9731835, 113.929464 29.9728995)"
455177570,True,嘉鱼大道,primary,False,9.989,3,,"LINESTRING (113.9370781 29.970664, 113.9370489 29.9705778)"
455177584,True,人民大道,primary,False,245.816,,,"LINESTRING (113.9370781 29.970664, 113.9354156 29.9711196, 113.9346428 29.9713246)"
455177630,True,麒麟路,secondary,False,9.795,2,,"LINESTRING (113.938179 29.9740933, 113.9380816 29.9741186)"
455177598,True,发展大道,primary,False,10.269,2,S102,"LINESTRING (113.9304504 29.9757424, 113.9304519 29.9757478, 113.9304762 29.975832)"
455177621,True,麒麟路,secondary,False,258.964,2,,"LINESTRING (113.9304504 29.9757424, 113.9305632 29.9757168, 113.9330515 29.9751533)"
