osmid,ref,name,highway,oneway,reversed,length,geometry
224505372,G302;G331,珲阿线;丹阿线,trunk,False,True,274.38599999999997,"LINESTRING (130.1386773 42.9931765, 130.1392057 42.9932898, 130.1407355 42.9938436, 130.1413504 42.9939989, 130.1418098 42.9940543)"
224505372,G302;G331,珲阿线;丹阿线,trunk,False,False,274.386,"LINESTRING (130.1418098 42.9940543, 130.1413504 42.9939989, 130.1407355 42.9938436, 130.1392057 42.9932898, 130.1386773 42.9931765)"
