osmid,highway,oneway,reversed,length,ref,name,lanes,geometry
520602812,residential,False,True,36.227,,,,"LINESTRING (113.1032901 23.1106351, 113.1029389 23.1105926)"
690475367,primary,True,False,15.953,X493,松岗大道,,"LINESTRING (113.1032901 23.1106351, 113.1032805 23.1104919)"
196668521,secondary,True,False,58.337,,博爱东路,4,"LINESTRING (113.1023208 23.1163787, 113.1017526 23.1163323)"
690475367,primary,True,False,18.51,X493,松岗大道,,"LINESTRING (113.1023208 23.1163787, 113.1023638 23.116217)"
182486219,secondary,True,False,26.381,,新城三路,,"LINESTRING (113.1025772 23.1163526, 113.1023208 23.1163787)"
182486203,secondary_link,True,False,182.87300000000002,,,,"LINESTRING (113.1032622 23.1095516, 113.1036221 23.1101059, 113.1039692 23.1104848, 113.1044337 23.1107513)"
832082432,primary,True,False,111.82000000000001,X493,松岗大道,,"LINESTRING (113.1032622 23.1095516, 113.1034167 23.1102818, 113.1034798 23.110537)"
182486158,secondary,True,False,23.986,,广佛路,,"LINESTRING (113.1035173 23.1106886, 113.1032901 23.1106351)"
832082432,primary,True,False,639.1490000000001,X493,松岗大道,,"LINESTRING (113.1035173 23.1106886, 113.1036663 23.1123561, 113.1036794 23.1126229, 113.1036963 23.1129318, 113.1036493 23.1137965, 113.1035962 23.1141394, 113.1034452 23.1146497, 113.1032002 23.115328, 113.102658 23.1162438)"
832082433,secondary_link,True,False,16.535,,广佛路,,"LINESTRING (113.1044337 23.1107513, 113.1045887 23.1107936)"
182486157,secondary,True,False,18.716,,广佛路,,"LINESTRING (113.1060592 23.1110863, 113.1062377 23.1111234)"
182486210,secondary,True,False,343.097,,新城大道,,"LINESTRING (113.1060592 23.1110863, 113.1065932 23.1080401)"
182486216,secondary,True,False,13.839,,新城大道,,"LINESTRING (113.1062377 23.1111234, 113.1062157 23.1112462)"
182486157,secondary,True,False,272.21999999999997,,广佛路,,"LINESTRING (113.1062377 23.1111234, 113.1085801 23.1115848, 113.1088401 23.1116375)"
182486158,secondary,True,False,98.507,,广佛路,,"LINESTRING (113.1060351 23.1112212, 113.1050942 23.1110317)"
182486210,secondary,True,False,15.201,,新城大道,,"LINESTRING (113.1060351 23.1112212, 113.1060592 23.1110863)"
182486158,secondary,True,False,18.678,,广佛路,,"LINESTRING (113.1062157 23.1112462, 113.1060351 23.1112212)"
