osmid,oneway,lanes,name,highway,reversed,length,geometry,maxspeed,tunnel
211826202,True,3,蜀都大道人民东路,primary,False,18.403,"LINESTRING (104.0684058 30.6608005, 104.0685982 30.6608008)",,
576653470,True,4,顺城大街,primary,False,210.347,"LINESTRING (104.0684058 30.6608005, 104.0684366 30.6599974, 104.068469 30.6589096)",,
837186660,True,,东御街,secondary,False,219.544,"LINESTRING (104.0647365 30.6588526, 104.0670308 30.658909)",,
25373389,True,4,人民中路一段,primary,False,93.44999999999999,"LINESTRING (104.0647365 30.6588526, 104.0648887 30.6589417, 104.064987 30.6590424, 104.0650195 30.6592004, 104.0650248 30.6592318, 104.0650124 30.65959)",,
837186660,True,,东御街,secondary,False,137.567,"LINESTRING (104.0670308 30.658909, 104.068469 30.6589096)",,
73704358,False,,,residential,False,78.241,"LINESTRING (104.0670308 30.658909, 104.0670283 30.6589922, 104.0670096 30.6596124)",,
576653470,True,4,顺城大街,primary,False,65.039,"LINESTRING (104.068469 30.6589096, 104.0684739 30.658723, 104.068454 30.6583251)",,
135982077,True,2,西御街,secondary,False,24.803,"LINESTRING (104.058165 30.6587697, 104.0584223 30.658742)",40,
895111458,True,3,文翁路,primary,False,209.6,"LINESTRING (104.058165 30.6587697, 104.0581947 30.6568849)",,
115625977,False,,,unclassified,False,181.125,"LINESTRING (104.0682994 30.6624675, 104.0664075 30.6623974)",,
576653470,True,4,顺城大街,primary,False,166.594,"LINESTRING (104.0682994 30.6624675, 104.0683961 30.6609716)",,
115625977,False,,,unclassified,True,181.125,"LINESTRING (104.0664075 30.6623974, 104.0682994 30.6624675)",,
115625961,False,,东华门街,tertiary,False,162.43,"LINESTRING (104.0664075 30.6623974, 104.066434 30.6616754, 104.0664485 30.6609371)",,
100324343,False,,陕西街,tertiary,True,264.001,"LINESTRING (104.0633195 30.6569765, 104.0605598 30.6569443)",,
73703779,True,3,人民南路一段,primary,False,66.619,"LINESTRING (104.0626293 30.6588112, 104.0628289 30.6587946, 104.0630292 30.6587734, 104.0631278 30.6587522, 104.0632249 30.658711, 104.0632769 30.658654)",,
"[837186659, 73704391]",True,2,"['东御街', '西御街']",primary,False,150.464,"LINESTRING (104.0626293 30.6588112, 104.0637316 30.658834, 104.0642019 30.6588428)",40,
100287339,True,3,金盾路,primary,False,35.944,"LINESTRING (104.0581947 30.6568849, 104.058283 30.6565707)",,
100324343,False,,陕西街,tertiary,False,19.744,"LINESTRING (104.0581947 30.6568849, 104.0584011 30.6568829)",,
100324343,False,,陕西街,tertiary,False,206.601,"LINESTRING (104.0584011 30.6568829, 104.0605598 30.6569443)",,
100324343,False,,陕西街,tertiary,True,19.744,"LINESTRING (104.0584011 30.6568829, 104.0581947 30.6568849)",,
"[459057744, 664983819, 459057749]",True,3,"['东城根上街下穿隧道', '东城根上街', '文翁路']",primary,False,729.742,"LINESTRING (104.0584011 30.6568829, 104.0583548 30.6570869, 104.0583456 30.6572452, 104.058331 30.658315, 104.0582473 30.6614722, 104.0581984 30.6630313, 104.0581951 30.6634401)",,yes
895111457,True,3,文翁路,primary,False,206.938,"LINESTRING (104.0584011 30.6568829, 104.0584277 30.6570442, 104.058434 30.6571005, 104.0584298 30.6583709, 104.0584223 30.658742)",,
135982310,True,3,东城根南街,primary,False,10.46,"LINESTRING (104.0584223 30.658742, 104.0584126 30.6588357)",,
844894034,True,2,西御街,secondary,False,238.654,"LINESTRING (104.0584223 30.658742, 104.0609168 30.6587857)",40,
672331734,True,2,西御街,secondary,False,24.794,"LINESTRING (104.0584126 30.6588357, 104.058165 30.6587697)",40,
135982310,True,3,东城根南街,primary,False,196.32,"LINESTRING (104.0584126 30.6588357, 104.0583588 30.6602556, 104.0583578 30.6603974, 104.0583646 30.6606004)",,
73704391,True,,东御街,primary,False,51.147,"LINESTRING (104.0642019 30.6588428, 104.0647365 30.6588526)",,
954864892,True,3,东城根上街,primary,False,180.79700000000003,"LINESTRING (104.0583546 30.6607393, 104.0583487 30.6613045, 104.0583395 30.6615132, 104.0583104 30.6623647)",,
459085970,True,3,金盾路,primary,False,223.247,"LINESTRING (104.0601001 30.6555679, 104.059936 30.6556481, 104.0597479 30.6557497, 104.0594355 30.6559416, 104.0587861 30.6563967, 104.0585912 30.656553, 104.0585203 30.6566179, 104.0584729 30.6566917, 104.0584011 30.6568829)",,
463261677,False,,忠孝巷,residential,True,98.368,"LINESTRING (104.0601001 30.6555679, 104.0602944 30.6558095, 104.0604071 30.6559987, 104.0604822 30.6562064, 104.060512 30.6563651)",,
115625961,False,,东华门街,tertiary,True,162.43,"LINESTRING (104.0664485 30.6609371, 104.066434 30.6616754, 104.0664075 30.6623974)",,
895111455,True,3,蜀都大道人民东路,primary,False,141.267,"LINESTRING (104.0664485 30.6609371, 104.0651275 30.6609103, 104.064972 30.6609072)",,
576653470,True,4,顺城大街,primary,False,19.048,"LINESTRING (104.0683961 30.6609716, 104.0684058 30.6608005)",,
895111455,True,3,蜀都大道人民东路,primary,False,186.327,"LINESTRING (104.0683961 30.6609716, 104.0664485 30.6609371)",,
211826202,True,3,蜀都大道人民东路,primary,False,136.088,"LINESTRING (104.0669838 30.6607604, 104.0684058 30.6608005)",,
73704358,False,,,residential,True,127.676,"LINESTRING (104.0669838 30.6607604, 104.0669861 30.6606579, 104.0670096 30.6596124)",,
834174720,True,3,人民中路一段,primary,False,25.511,"LINESTRING (104.0616796 30.6608656, 104.0616938 30.6606365)",,
834174721,True,2,蜀都大道人民西路,primary,False,147.995,"LINESTRING (104.0616796 30.6608656, 104.0614976 30.6608652, 104.0614312 30.660865, 104.0601325 30.6608476)",,
834174724,True,3,人民中路一段,primary,False,169.508,"LINESTRING (104.0616938 30.6606365, 104.0617 30.6605256, 104.061735 30.659899, 104.0617617 30.6591527, 104.0617632 30.6591133)",,
895111454,True,1,蜀都大道人民东路,primary,False,314.13800000000003,"LINESTRING (104.0616938 30.6606365, 104.0618776 30.6606403, 104.0637397 30.6606787, 104.0647824 30.6606966, 104.0649772 30.6606999)",,
26326397,True,3,人民中路一段,primary,False,173.942,"LINESTRING (104.064972 30.6609072, 104.0649685 30.6609967, 104.0649106 30.6624706)",,
211822566,True,5,蜀都大道人民东路,primary,False,314.956,"LINESTRING (104.064972 30.6609072, 104.0647796 30.6609049, 104.0638075 30.6608934, 104.0628827 30.6608763, 104.0618691 30.6608673, 104.0616796 30.6608656)",,
100285953,False,,西华门街,tertiary,True,171.898,"LINESTRING (104.0601325 30.6608476, 104.0601309 30.6609169, 104.0600959 30.6623932)",,
834174721,True,2,蜀都大道人民西路,primary,False,118.18100000000001,"LINESTRING (104.0601325 30.6608476, 104.0595933 30.660826, 104.0589031 30.6607504)",,
26326397,True,3,人民中路一段,primary,False,23.056,"LINESTRING (104.0649772 30.6606999, 104.064972 30.6609072)",,
211826202,True,3,蜀都大道人民东路,primary,False,192.04999999999998,"LINESTRING (104.0649772 30.6606999, 104.0651329 30.6607046, 104.0669838 30.6607604)",,
239424434,False,,,residential,False,77.801,"LINESTRING (104.0617127 30.6624457, 104.0625261 30.6624425)",,
459057751,True,3,人民中路一段,primary,False,175.921,"LINESTRING (104.0617127 30.6624457, 104.0616883 30.6623041, 104.061663 30.661389, 104.0616722 30.6610829, 104.0616769 30.6609444, 104.0616796 30.6608656)",,
239424434,False,,,residential,True,77.801,"LINESTRING (104.0625261 30.6624425, 104.0617127 30.6624457)",,
239424436,False,,,residential,False,79.91,"LINESTRING (104.0640754 30.6624527, 104.0649106 30.6624706)",,
239424436,False,,,residential,True,79.91,"LINESTRING (104.0649106 30.6624706, 104.0640754 30.6624527)",,
26326397,True,3,人民中路一段,primary,False,205.89900000000003,"LINESTRING (104.0649106 30.6624706, 104.0647319 30.6628271, 104.0645549 30.6631333, 104.0641612 30.6636214, 104.0639104 30.6639227, 104.0638042 30.6640502)",,
239424750,False,,,residential,False,52.578,"LINESTRING (104.062719 30.6639631, 104.0632687 30.6639649)",,
