osmid,oneway,lanes,name,highway,maxspeed,reversed,length,ref,geometry,tunnel
1059893428,True,3,云山东路,primary,60,False,17.623,,"LINESTRING (114.4158133 23.1155194, 114.4159709 23.1155835)",
1150330813,True,3,惠州大道,trunk,,False,74.818,G324,"LINESTRING (114.4158133 23.1155194, 114.4159807 23.1148644)",
1059893429,True,3,惠州大道,trunk,,False,14.984,G324,"LINESTRING (114.4159709 23.1155835, 114.4159399 23.1157152)",
71706561,True,3,云山东路,primary,60,False,79.769,,"LINESTRING (114.4159709 23.1155835, 114.4163474 23.1156769, 114.4167276 23.115757)",
1175879655,True,3,文华一路,secondary,60,False,12.254,,"LINESTRING (114.4111406 23.1122101, 114.4110477 23.1122797)",
1055386372,True,3,云山西路,primary,60,False,282.51099999999997,,"LINESTRING (114.4111406 23.1122101, 114.4113169 23.1123371, 114.4113689 23.1123745, 114.4122631 23.1130233, 114.4131167 23.1136425, 114.4131787 23.1136875, 114.413311 23.1137818)",
1061290933,True,6,文明一路,secondary,60,False,12.937,,"LINESTRING (114.4134042 23.1138498, 114.4133381 23.113949)",
1060430011,True,1,云山西路辅路,secondary,,False,102.608,,"LINESTRING (114.4134042 23.1138498, 114.4136602 23.1139141, 114.4137497 23.1139365, 114.4138363 23.1139789, 114.4142661 23.1142902)",
1060430024,True,3,云山西路,primary,60,False,72.607,,"LINESTRING (114.4134042 23.1138498, 114.4135532 23.1139596, 114.4135997 23.1139934, 114.4139605 23.1142555)",
56117417,True,3,惠州大道,trunk,,False,34.658,G324,"LINESTRING (114.4164026 23.1112094, 114.4163771 23.1108986)",
1060430005,True,1,,trunk_link,,False,74.877,,"LINESTRING (114.4164026 23.1112094, 114.4163187 23.111045, 114.416255 23.1109774, 114.4161639 23.1109323, 114.4160495 23.1109194, 114.4159538 23.1109323, 114.4158438 23.1109808)",
1063310407,True,3,惠州大道,trunk,,False,14.88,G324,"LINESTRING (114.4157779 23.1156492, 114.4158133 23.1155194)",
1060430028,True,3,云山西路,primary,60,False,52.544,,"LINESTRING (114.4157779 23.1156492, 114.4156557 23.1155949, 114.4155503 23.115549, 114.4153456 23.1153994)",
1056667388,True,2,期湖塘路,secondary,60,False,19.414,,"LINESTRING (114.4163293 23.1103813, 114.4164915 23.1102906)",
1056667409,True,3,惠州大道,trunk,,False,63.603,G324,"LINESTRING (114.4163293 23.1103813, 114.4162737 23.1098116)",
1056667387,True,3,惠州大道,trunk,,False,10.574,G324,"LINESTRING (114.4164915 23.1102906, 114.4164996 23.1103854)",
